Year,iso_code3,frac_enfu_transmission_loss_fuel_electricity
2010,ARM,0.112463410876598
2011,ARM,0.121668909825034
2012,ARM,0.1220756595321059
2013,ARM,0.123086900129702
2014,ARM,0.119870967741935
2015,ARM,0.119833169621075
2016,ARM,0.119833169621075
2017,ARM,0.119833169621075
2018,ARM,0.119833169621075
2019,ARM,0.119833169621075
2020,ARM,0.119833169621075
2010,ASM,0.0690584357740958
2011,ASM,0.0674190140053504
2012,ASM,0.067684800289174
2013,ASM,0.0667467874641768
2014,ASM,0.0654407539363292
2015,ASM,0.0672699582938252
2016,ASM,0.0672699582938252
2017,ASM,0.0672699582938252
2018,ASM,0.0672699582938252
2019,ASM,0.0672699582938252
2020,ASM,0.0672699582938252
2010,ATG,0.0312315851502652
2011,ATG,0.0277017783857729
2012,ATG,0.0261717038983793
2013,ATG,0.0246186217780116
2014,ATG,0.0230419403739262
2015,ATG,0.026553125917271
2016,ATG,0.026553125917271
2017,ATG,0.026553125917271
2018,ATG,0.026553125917271
2019,ATG,0.026553125917271
2020,ATG,0.026553125917271
2010,AUS,0.0647731455644347
2011,AUS,0.0651577152264412
2012,AUS,0.0579870016088695
2013,AUS,0.0534009558490672
2014,AUS,0.0477958946927464
2015,AUS,0.0578229425883118
2016,AUS,0.0578229425883118
2017,AUS,0.0578229425883118
2018,AUS,0.0578229425883118
2019,AUS,0.0578229425883118
2020,AUS,0.0578229425883118
2010,AUT,0.0493272882503606
2011,AUT,0.0531057297019527
2012,AUT,0.0488866249454228
2013,AUT,0.0524864446165763
2014,AUT,0.0532978447156583
2015,AUT,0.0514207864459941
2016,AUT,0.0514207864459941
2017,AUT,0.0514207864459941
2018,AUT,0.0514207864459941
2019,AUT,0.0514207864459941
2020,AUT,0.0514207864459941
2010,AZE,0.204703367183324
2011,AZE,0.195772149403765
2012,AZE,0.146511223246911
2013,AZE,0.140489851845508
2014,AZE,0.135999676480104
2015,AZE,0.1646952536319224
2016,AZE,0.1646952536319224
2017,AZE,0.1646952536319224
2018,AZE,0.1646952536319224
2019,AZE,0.1646952536319224
2020,AZE,0.1646952536319224
2010,BDI,0.198331437239287
2011,BDI,0.2275672491655209
2012,BDI,0.1875111826802649
2013,BDI,0.191886887729338
2014,BDI,0.176555716353111
2015,BDI,0.1963704946335044
2016,BDI,0.1963704946335044
2017,BDI,0.1963704946335044
2018,BDI,0.1963704946335044
2019,BDI,0.1963704946335044
2020,BDI,0.1963704946335044
2010,BEL,0.0456449223620688
2011,BEL,0.0466668164558384
2012,BEL,0.0506119748594112
2013,BEL,0.0487561462440972
2014,BEL,0.0542502307627759
2015,BEL,0.0491860181368383
2016,BEL,0.0491860181368383
2017,BEL,0.0491860181368383
2018,BEL,0.0491860181368383
2019,BEL,0.0491860181368383
2020,BEL,0.0491860181368383
2010,BEN,0.6872418823292183
2011,BEN,0.6872418823292183
2012,BEN,0.6872418823292183
2013,BEN,0.6872418823292183
2014,BEN,0.6872418823292183
2015,BEN,0.6872418823292183
2016,BEN,0.6872418823292183
2017,BEN,0.6872418823292183
2018,BEN,0.6872418823292183
2019,BEN,0.6872418823292183
2020,BEN,0.6872418823292183
2010,BFA,0.491620111731844
2011,BFA,0.71875
2012,BFA,0.8288288288288289
2013,BFA,0.6828034904714813
2014,BFA,0.710344827586207
2015,BFA,0.6828034904714813
2016,BFA,0.6828034904714813
2017,BFA,0.6828034904714813
2018,BFA,0.6828034904714813
2019,BFA,0.6828034904714813
2020,BFA,0.6828034904714813
2010,BGD,0.105417994606521
2011,BGD,0.101918329445338
2012,BGD,0.118549483134962
2013,BGD,0.131607680722892
2014,BGD,0.114011997493061
2015,BGD,0.1143010970805547
2016,BGD,0.1143010970805547
2017,BGD,0.1143010970805547
2018,BGD,0.1143010970805547
2019,BGD,0.1143010970805547
2020,BGD,0.1143010970805547
2010,BGR,0.0973553252059022
2011,BGR,0.0878795753953182
2012,BGR,0.0908349256102536
2013,BGR,0.0904362766723165
2014,BGR,0.0855158011379377
2015,BGR,0.0904043808043456
2016,BGR,0.0904043808043456
2017,BGR,0.0904043808043456
2018,BGR,0.0904043808043456
2019,BGR,0.0904043808043456
2020,BGR,0.0904043808043456
2010,BHR,0.0677468099395567
2011,BHR,0.0642205604404635
2012,BHR,0.0571947527749748
2013,BHR,0.0521299583269023
2014,BHR,0.0393718122775474
2015,BHR,0.0561327787518889
2016,BHR,0.0561327787518889
2017,BHR,0.0561327787518889
2018,BHR,0.0561327787518889
2019,BHR,0.0561327787518889
2020,BHR,0.0561327787518889
2010,BHS,0.1591078921653159
2011,BHS,0.156925675675676
2012,BHS,0.157477751248101
2013,BHS,0.153761755485893
2014,BHS,0.152896829494991
2015,BHS,0.1560339808139954
2016,BHS,0.1560339808139954
2017,BHS,0.1560339808139954
2018,BHS,0.1560339808139954
2019,BHS,0.1560339808139954
2020,BHS,0.1560339808139954
2010,BIH,0.0935529081990189
2011,BIH,0.101374345549738
2012,BIH,0.106234909813947
2013,BIH,0.0829751876683285
2014,BIH,0.0818069306930693
2015,BIH,0.0931888563848203
2016,BIH,0.0931888563848203
2017,BIH,0.0931888563848203
2018,BIH,0.0931888563848203
2019,BIH,0.0931888563848203
2020,BIH,0.0931888563848203
2010,BLR,0.1081530305201319
2011,BLR,0.105962732919255
2012,BLR,0.1105880061040939
2013,BLR,0.106071666613768
2014,BLR,0.0917518353246006
2015,BLR,0.1045054542963699
2016,BLR,0.1045054542963699
2017,BLR,0.1045054542963699
2018,BLR,0.1045054542963699
2019,BLR,0.1045054542963699
2020,BLR,0.1045054542963699
2010,BLZ,0.243027888446215
2011,BLZ,0.2699594930092769
2012,BLZ,0.298966408268734
2013,BLZ,0.312979935595739
2014,BLZ,0.349465041054989
2015,BLZ,0.2948797532749908
2016,BLZ,0.2948797532749908
2017,BLZ,0.2948797532749908
2018,BLZ,0.2948797532749908
2019,BLZ,0.2948797532749908
2020,BLZ,0.2948797532749908
2010,BMU,0.0855949100447789
2011,BMU,0.0880057580910294
2012,BMU,0.0843853225707648
2013,BMU,0.0846695578320769
2014,BMU,0.0871176738281718
2015,BMU,0.0859546444733643
2016,BMU,0.0859546444733643
2017,BMU,0.0859546444733643
2018,BMU,0.0859546444733643
2019,BMU,0.0859546444733643
2020,BMU,0.0859546444733643
2010,BOL,0.1155378486055779
2011,BOL,0.110249307479224
2012,BOL,0.1134316668842189
2013,BOL,0.0902665840049597
2014,BOL,0.0919474585950884
2015,BOL,0.1042865731138138
2016,BOL,0.1042865731138138
2017,BOL,0.1042865731138138
2018,BOL,0.1042865731138138
2019,BOL,0.1042865731138138
2020,BOL,0.1042865731138138
2010,BRA,0.166258519229464
2011,BRA,0.1645939780764519
2012,BRA,0.170761675207736
2013,BRA,0.1663380587501929
2014,BRA,0.157747976385378
2015,BRA,0.1651400415298446
2016,BRA,0.1651400415298446
2017,BRA,0.1651400415298446
2018,BRA,0.1651400415298446
2019,BRA,0.1651400415298446
2020,BRA,0.1651400415298446
2010,BRB,0.0312315851502652
2011,BRB,0.0277017783857729
2012,BRB,0.0261717038983793
2013,BRB,0.0246186217780116
2014,BRB,0.0230419403739262
2015,BRB,0.026553125917271
2016,BRB,0.026553125917271
2017,BRB,0.026553125917271
2018,BRB,0.026553125917271
2019,BRB,0.026553125917271
2020,BRB,0.026553125917271
2010,BRN,0.0970464135021097
2011,BRN,0.0716778523489932
2012,BRN,0.0618320610687023
2013,BRN,0.0929123125851885
2014,BRN,0.0641367066134043
2015,BRN,0.0775210692236796
2016,BRN,0.0775210692236796
2017,BRN,0.0775210692236796
2018,BRN,0.0775210692236796
2019,BRN,0.0775210692236796
2020,BRN,0.0775210692236796
2010,BTN,0.105417994606521
2011,BTN,0.101918329445338
2012,BTN,0.118549483134962
2013,BTN,0.131607680722892
2014,BTN,0.114011997493061
2015,BTN,0.1143010970805547
2016,BTN,0.1143010970805547
2017,BTN,0.1143010970805547
2018,BTN,0.1143010970805547
2019,BTN,0.1143010970805547
2020,BTN,0.1143010970805547
2010,BWA,0.62593984962406
2011,BWA,0.4374460796552848
2012,BWA,0.4374460796552848
2013,BWA,0.368364030335861
2014,BWA,0.110246433203632
2015,BWA,0.4374460796552848
2016,BWA,0.4374460796552848
2017,BWA,0.4374460796552848
2018,BWA,0.4374460796552848
2019,BWA,0.4374460796552848
2020,BWA,0.4374460796552848
2010,CAF,0.0983217494490592
2011,CAF,0.0986319878398919
2012,CAF,0.1225396825396829
2013,CAF,0.11016333938294
2014,CAF,0.110533159947984
2015,CAF,0.1080379838319116
2016,CAF,0.1080379838319116
2017,CAF,0.1080379838319116
2018,CAF,0.1080379838319116
2019,CAF,0.1080379838319116
2020,CAF,0.1080379838319116
2010,CAN,0.0855949100447789
2011,CAN,0.0880057580910294
2012,CAN,0.0843853225707648
2013,CAN,0.0846695578320769
2014,CAN,0.0871176738281718
2015,CAN,0.0859546444733643
2016,CAN,0.0859546444733643
2017,CAN,0.0859546444733643
2018,CAN,0.0859546444733643
2019,CAN,0.0859546444733643
2020,CAN,0.0859546444733643
2010,CHE,0.0661902743293163
2011,CHE,0.0713490650044524
2012,CHE,0.0672292339301438
2013,CHE,0.0680587892898719
2014,CHE,0.0669881030498417
2015,CHE,0.0679630931207252
2016,CHE,0.0679630931207252
2017,CHE,0.0679630931207252
2018,CHE,0.0679630931207252
2019,CHE,0.0679630931207252
2020,CHE,0.0679630931207252
2010,CHL,0.0821888341000098
2011,CHL,0.0713253085386453
2012,CHL,0.0501641553526114
2013,CHL,0.0669267090946418
2014,CHL,0.0673504177961601
2015,CHL,0.0675910849764137
2016,CHL,0.0675910849764137
2017,CHL,0.0675910849764137
2018,CHL,0.0675910849764137
2019,CHL,0.0675910849764137
2020,CHL,0.0675910849764137
2010,CHN,0.0611893060237243
2011,CHN,0.057402333458948
2012,CHN,0.0581006160411431
2013,CHN,0.0577700964597696
2014,CHN,0.0547126635596907
2015,CHN,0.0578350031086552
2016,CHN,0.0578350031086552
2017,CHN,0.0578350031086552
2018,CHN,0.0578350031086552
2019,CHN,0.0578350031086552
2020,CHN,0.0578350031086552
2010,CIV,0.20184409052808
2011,CIV,0.223807181505165
2012,CIV,0.194697833523375
2013,CIV,0.219607843137255
2014,CIV,0.143253680907555
2015,CIV,0.196642125920286
2016,CIV,0.196642125920286
2017,CIV,0.196642125920286
2018,CIV,0.196642125920286
2019,CIV,0.196642125920286
2020,CIV,0.196642125920286
2010,CMR,0.0983217494490592
2011,CMR,0.0986319878398919
2012,CMR,0.1225396825396829
2013,CMR,0.11016333938294
2014,CMR,0.110533159947984
2015,CMR,0.1080379838319116
2016,CMR,0.1080379838319116
2017,CMR,0.1080379838319116
2018,CMR,0.1080379838319116
2019,CMR,0.1080379838319116
2020,CMR,0.1080379838319116
2010,COD,0.0497153700189752
2011,COD,0.0710216483099126
2012,COD,0.0564897530215449
2013,COD,0.0565512230564301
2014,COD,0.214366515837104
2015,COD,0.0896289020487933
2016,COD,0.0896289020487933
2017,COD,0.0896289020487933
2018,COD,0.0896289020487933
2019,COD,0.0896289020487933
2020,COD,0.0896289020487933
2010,COG,0.594387755102041
2011,COG,0.518948182521268
2012,COG,0.445294117647059
2013,COG,0.445289643066121
2014,COG,0.445402298850575
2015,COG,0.4898643994374127
2016,COG,0.4898643994374127
2017,COG,0.4898643994374127
2018,COG,0.4898643994374127
2019,COG,0.4898643994374127
2020,COG,0.4898643994374127
2010,COL,0.153759423801831
2011,COL,0.121793295631506
2012,COL,0.123808912701723
2013,COL,0.103242247113363
2014,COL,0.106787807904608
2015,COL,0.1218783374306061
2016,COL,0.1218783374306061
2017,COL,0.1218783374306061
2018,COL,0.1218783374306061
2019,COL,0.1218783374306061
2020,COL,0.1218783374306061
2010,COM,0.147425897035881
2011,COM,0.1459298871063579
2012,COM,0.147896610840037
2013,COM,0.17771064115475
2014,COM,0.147204688908927
2015,COM,0.1532335450091906
2016,COM,0.1532335450091906
2017,COM,0.1532335450091906
2018,COM,0.1532335450091906
2019,COM,0.1532335450091906
2020,COM,0.1532335450091906
2010,CPV,0.163849154746424
2011,CPV,0.157092986353539
2012,CPV,0.162898550724638
2013,CPV,0.166526256669475
2014,CPV,0.128667563930013
2015,CPV,0.1558069024848178
2016,CPV,0.1558069024848178
2017,CPV,0.1558069024848178
2018,CPV,0.1558069024848178
2019,CPV,0.1558069024848178
2020,CPV,0.1558069024848178
2010,CRI,0.101220912031723
2011,CRI,0.107811228641172
2012,CRI,0.106447808138392
2013,CRI,0.10581338544211
2014,CRI,0.108250954291866
2015,CRI,0.1059088577090526
2016,CRI,0.1059088577090526
2017,CRI,0.1059088577090526
2018,CRI,0.1059088577090526
2019,CRI,0.1059088577090526
2020,CRI,0.1059088577090526
2010,CUB,0.1591078921653159
2011,CUB,0.156925675675676
2012,CUB,0.157477751248101
2013,CUB,0.153761755485893
2014,CUB,0.152896829494991
2015,CUB,0.1560339808139954
2016,CUB,0.1560339808139954
2017,CUB,0.1560339808139954
2018,CUB,0.1560339808139954
2019,CUB,0.1560339808139954
2020,CUB,0.1560339808139954
2010,CUW,0.159928264471272
2011,CUW,0.159928264471272
2012,CUW,0.159928264471272
2013,CUW,0.159928264471272
2014,CUW,0.159928264471272
2015,CUW,0.159928264471272
2016,CUW,0.159928264471272
2017,CUW,0.159928264471272
2018,CUW,0.159928264471272
2019,CUW,0.159928264471272
2020,CUW,0.159928264471272
2010,CYM,0.1591078921653159
2011,CYM,0.156925675675676
2012,CYM,0.157477751248101
2013,CYM,0.153761755485893
2014,CYM,0.152896829494991
2015,CYM,0.1560339808139954
2016,CYM,0.1560339808139954
2017,CYM,0.1560339808139954
2018,CYM,0.1560339808139954
2019,CYM,0.1560339808139954
2020,CYM,0.1560339808139954
2010,CYP,0.0413378429161968
2011,CYP,0.0324609454250355
2012,CYP,0.0290438838244647
2013,CYP,0.0433566433566433
2014,CYP,0.0397701149425286
2015,CYP,0.0371938860929738
2016,CYP,0.0371938860929738
2017,CYP,0.0371938860929738
2018,CYP,0.0371938860929738
2019,CYP,0.0371938860929738
2020,CYP,0.0371938860929738
2010,CZE,0.0523490247561891
2011,CZE,0.0507628837466581
2012,CZE,0.0483002064900158
2013,CZE,0.0476467305366943
2014,CZE,0.0452077653473724
2015,CZE,0.0488533221753859
2016,CZE,0.0488533221753859
2017,CZE,0.0488533221753859
2018,CZE,0.0488533221753859
2019,CZE,0.0488533221753859
2020,CZE,0.0488533221753859
2010,DEU,0.0382614912948484
2011,DEU,0.0408396845995244
2012,DEU,0.0393799762071962
2013,DEU,0.0386668667893735
2014,DEU,0.0388447079934013
2015,DEU,0.0391985453768687
2016,DEU,0.0391985453768687
2017,DEU,0.0391985453768687
2018,DEU,0.0391985453768687
2019,DEU,0.0391985453768687
2020,DEU,0.0391985453768687
2010,DJI,0.239071566731141
2011,DJI,0.256286266924565
2012,DJI,0.329421744662802
2013,DJI,0.257616750970474
2014,DJI,0.257651059377452
2015,DJI,0.2680094777332867
2016,DJI,0.2680094777332867
2017,DJI,0.2680094777332867
2018,DJI,0.2680094777332867
2019,DJI,0.2680094777332867
2020,DJI,0.2680094777332867
2010,DMA,0.0312315851502652
2011,DMA,0.0277017783857729
2012,DMA,0.0261717038983793
2013,DMA,0.0246186217780116
2014,DMA,0.0230419403739262
2015,DMA,0.026553125917271
2016,DMA,0.026553125917271
2017,DMA,0.026553125917271
2018,DMA,0.026553125917271
2019,DMA,0.026553125917271
2020,DMA,0.026553125917271
2010,DNK,0.0675209716432505
2011,DNK,0.0624769366147208
2012,DNK,0.0700302921728934
2013,DNK,0.0555795412025444
2014,DNK,0.0613348247576434
2015,DNK,0.0633885132782105
2016,DNK,0.0633885132782105
2017,DNK,0.0633885132782105
2018,DNK,0.0633885132782105
2019,DNK,0.0633885132782105
2020,DNK,0.0633885132782105
2010,DOM,0.120148610097525
2011,DOM,0.116862160988022
2012,DOM,0.1164749622400369
2013,DOM,0.113546141715156
2014,DOM,0.121786887102253
2015,DOM,0.1177637524285986
2016,DOM,0.1177637524285986
2017,DOM,0.1177637524285986
2018,DOM,0.1177637524285986
2019,DOM,0.1177637524285986
2020,DOM,0.1177637524285986
2010,DZA,0.1987799011676209
2011,DZA,0.193249258160237
2012,DZA,0.19283237799885
2013,DZA,0.184054099181833
2014,DZA,0.171274244263877
2015,DZA,0.1880379761544836
2016,DZA,0.1880379761544836
2017,DZA,0.1880379761544836
2018,DZA,0.1880379761544836
2019,DZA,0.1880379761544836
2020,DZA,0.1880379761544836
2010,ECU,0.168640114818802
2011,ECU,0.163015965732087
2012,ECU,0.144964327920515
2013,ECU,0.129530114784403
2014,ECU,0.129222034804789
2015,ECU,0.1470745116121192
2016,ECU,0.1470745116121192
2017,ECU,0.1470745116121192
2018,ECU,0.1470745116121192
2019,ECU,0.1470745116121192
2020,ECU,0.1470745116121192
2010,EGY,0.101624022452928
2011,EGY,0.0846727570740633
2012,EGY,0.111190077022135
2013,EGY,0.111365664980661
2014,EGY,0.109529664045747
2015,EGY,0.1036764371151068
2016,EGY,0.1036764371151068
2017,EGY,0.1036764371151068
2018,EGY,0.1036764371151068
2019,EGY,0.1036764371151068
2020,EGY,0.1036764371151068
2010,ERI,0.12540192926045
2011,ERI,0.148367952522255
2012,ERI,0.158774373259053
2013,ERI,0.137837837837838
2014,ERI,0.128865979381443
2015,ERI,0.1398496144522077
2016,ERI,0.1398496144522077
2017,ERI,0.1398496144522077
2018,ERI,0.1398496144522077
2019,ERI,0.1398496144522077
2020,ERI,0.1398496144522077
2010,ESP,0.0918476803432555
2011,ESP,0.0892763426438859
2012,ESP,0.0873471637261772
2013,ESP,0.0948462399403081
2014,ESP,0.09599234767175
2015,ESP,0.0918619548650753
2016,ESP,0.0918619548650753
2017,ESP,0.0918619548650753
2018,ESP,0.0918619548650753
2019,ESP,0.0918619548650753
2020,ESP,0.0918619548650753
2010,EST,0.0807621104597346
2011,EST,0.0736058326223531
2012,EST,0.0734519929806968
2013,EST,0.0680225988700565
2014,EST,0.0676522577534951
2015,EST,0.0726989585372672
2016,EST,0.0726989585372672
2017,EST,0.0726989585372672
2018,EST,0.0726989585372672
2019,EST,0.0726989585372672
2020,EST,0.0726989585372672
2010,ETH,0.15
2011,ETH,0.199968434343434
2012,ETH,0.229188619599579
2013,ETH,0.190186164100207
2014,ETH,0.186547556489753
2015,ETH,0.1911781549065946
2016,ETH,0.1911781549065946
2017,ETH,0.1911781549065946
2018,ETH,0.1911781549065946
2019,ETH,0.1911781549065946
2020,ETH,0.1911781549065946
2010,FIN,0.0342737437092496
2011,FIN,0.0367069835784547
2012,FIN,0.0413855789578333
2013,FIN,0.0366139466999733
2014,FIN,0.0407084324610097
2015,FIN,0.0379377370813041
2016,FIN,0.0379377370813041
2017,FIN,0.0379377370813041
2018,FIN,0.0379377370813041
2019,FIN,0.0379377370813041
2020,FIN,0.0379377370813041
2010,FJI,0.0690584357740958
2011,FJI,0.0674190140053504
2012,FJI,0.067684800289174
2013,FJI,0.0667467874641768
2014,FJI,0.0654407539363292
2015,FJI,0.0672699582938252
2016,FJI,0.0672699582938252
2017,FJI,0.0672699582938252
2018,FJI,0.0672699582938252
2019,FJI,0.0672699582938252
2020,FJI,0.0672699582938252
2010,FRA,0.0627590667836288
2011,FRA,0.0582556728824983
2012,FRA,0.067322715836427
2013,FRA,0.0662596006686085
2014,FRA,0.0634238936577899
2015,FRA,0.0636041899657905
2016,FRA,0.0636041899657905
2017,FRA,0.0636041899657905
2018,FRA,0.0636041899657905
2019,FRA,0.0636041899657905
2020,FRA,0.0636041899657905
2010,FRO,0.0409754381851222
2011,FRO,0.0292254953227587
2012,FRO,0.0276938856914924
2013,FRO,0.0206447339368514
2014,FRO,0.0274788942228108
2015,FRO,0.0292036894718071
2016,FRO,0.0292036894718071
2017,FRO,0.0292036894718071
2018,FRO,0.0292036894718071
2019,FRO,0.0292036894718071
2020,FRO,0.0292036894718071
2010,FSM,0.115142747483098
2011,FSM,0.111021163409275
2012,FSM,0.114644615405713
2013,FSM,0.102848563760529
2014,FSM,0.0940954155988714
2015,FSM,0.1075505011314972
2016,FSM,0.1075505011314972
2017,FSM,0.1075505011314972
2018,FSM,0.1075505011314972
2019,FSM,0.1075505011314972
2020,FSM,0.1075505011314972
2010,GAB,0.194832041343669
2011,GAB,0.1979421852033319
2012,GAB,0.194547134935305
2013,GAB,0.231870229007634
2014,GAB,0.277777777777778
2015,GAB,0.2193938736535436
2016,GAB,0.2193938736535436
2017,GAB,0.2193938736535436
2018,GAB,0.2193938736535436
2019,GAB,0.2193938736535436
2020,GAB,0.2193938736535436
2010,GBR,0.0703132018241483
2011,GBR,0.0755634211155477
2012,GBR,0.0787079605210159
2013,GBR,0.0750774320412521
2014,GBR,0.0835418574202265
2015,GBR,0.076640774584438
2016,GBR,0.076640774584438
2017,GBR,0.076640774584438
2018,GBR,0.076640774584438
2019,GBR,0.076640774584438
2020,GBR,0.076640774584438
2010,GEO,0.108949032003161
2011,GEO,0.112026682362174
2012,GEO,0.112841670964415
2013,GEO,0.0800278357689631
2014,GEO,0.0578536303153023
2015,GEO,0.094339770282803
2016,GEO,0.094339770282803
2017,GEO,0.094339770282803
2018,GEO,0.094339770282803
2019,GEO,0.094339770282803
2020,GEO,0.094339770282803
2010,GHA,0.232221894364119
2011,GHA,0.231160714285714
2012,GHA,0.215319361277445
2013,GHA,0.215445575324373
2014,GHA,0.225873640361028
2015,GHA,0.2240042371225357
2016,GHA,0.2240042371225357
2017,GHA,0.2240042371225357
2018,GHA,0.2240042371225357
2019,GHA,0.2240042371225357
2020,GHA,0.2240042371225357
2010,GIB,0.0282485875706215
2011,GIB,0.0292397660818713
2012,GIB,0.0284090909090908
2013,GIB,0.0317460317460317
2014,GIB,0.0303030303030302
2015,GIB,0.0295893013221291
2016,GIB,0.0295893013221291
2017,GIB,0.0295893013221291
2018,GIB,0.0295893013221291
2019,GIB,0.0295893013221291
2020,GIB,0.0295893013221291
2010,GIN,0.163849154746424
2011,GIN,0.157092986353539
2012,GIN,0.162898550724638
2013,GIN,0.166526256669475
2014,GIN,0.128667563930013
2015,GIN,0.1558069024848178
2016,GIN,0.1558069024848178
2017,GIN,0.1558069024848178
2018,GIN,0.1558069024848178
2019,GIN,0.1558069024848178
2020,GIN,0.1558069024848178
2010,GMB,0.163849154746424
2011,GMB,0.157092986353539
2012,GMB,0.162898550724638
2013,GMB,0.166526256669475
2014,GMB,0.128667563930013
2015,GMB,0.1558069024848178
2016,GMB,0.1558069024848178
2017,GMB,0.1558069024848178
2018,GMB,0.1558069024848178
2019,GMB,0.1558069024848178
2020,GMB,0.1558069024848178
2010,GNB,0.163849154746424
2011,GNB,0.157092986353539
2012,GNB,0.162898550724638
2013,GNB,0.166526256669475
2014,GNB,0.128667563930013
2015,GNB,0.1558069024848178
2016,GNB,0.1558069024848178
2017,GNB,0.1558069024848178
2018,GNB,0.1558069024848178
2019,GNB,0.1558069024848178
2020,GNB,0.1558069024848178
2010,GNQ,0.194832041343669
2011,GNQ,0.1979421852033319
2012,GNQ,0.194547134935305
2013,GNQ,0.231870229007634
2014,GNQ,0.277777777777778
2015,GNQ,0.2193938736535436
2016,GNQ,0.2193938736535436
2017,GNQ,0.2193938736535436
2018,GNQ,0.2193938736535436
2019,GNQ,0.2193938736535436
2020,GNQ,0.2193938736535436
2010,GRC,0.0659438353060122
2011,GRC,0.0476576759278037
2012,GRC,0.0265093547909365
2013,GRC,0.0681969394544245
2014,GRC,0.0824146355997855
2015,GRC,0.0581444882157924
2016,GRC,0.0581444882157924
2017,GRC,0.0581444882157924
2018,GRC,0.0581444882157924
2019,GRC,0.0581444882157924
2020,GRC,0.0581444882157924
2010,GRD,0.0312315851502652
2011,GRD,0.0277017783857729
2012,GRD,0.0261717038983793
2013,GRD,0.0246186217780116
2014,GRD,0.0230419403739262
2015,GRD,0.026553125917271
2016,GRD,0.026553125917271
2017,GRD,0.026553125917271
2018,GRD,0.026553125917271
2019,GRD,0.026553125917271
2020,GRD,0.026553125917271
2010,GRL,0.0409754381851222
2011,GRL,0.0292254953227587
2012,GRL,0.0276938856914924
2013,GRL,0.0206447339368514
2014,GRL,0.0274788942228108
2015,GRL,0.0292036894718071
2016,GRL,0.0292036894718071
2017,GRL,0.0292036894718071
2018,GRL,0.0292036894718071
2019,GRL,0.0292036894718071
2020,GRL,0.0292036894718071
2010,GTM,0.133475767457551
2011,GTM,0.164252260102385
2012,GTM,0.138546536336592
2013,GTM,0.0861895161290322
2014,GTM,0.0945945945945946
2015,GTM,0.1234117349240309
2016,GTM,0.1234117349240309
2017,GTM,0.1234117349240309
2018,GTM,0.1234117349240309
2019,GTM,0.1234117349240309
2020,GTM,0.1234117349240309
2010,GUM,0.115142747483098
2011,GUM,0.111021163409275
2012,GUM,0.114644615405713
2013,GUM,0.102848563760529
2014,GUM,0.0940954155988714
2015,GUM,0.1075505011314972
2016,GUM,0.1075505011314972
2017,GUM,0.1075505011314972
2018,GUM,0.1075505011314972
2019,GUM,0.1075505011314972
2020,GUM,0.1075505011314972
2010,GUY,0.0852668213457076
2011,GUY,0.0902101486417222
2012,GUY,0.09026369168357
2013,GUY,0.0902014652014652
2014,GUY,0.0871559633027523
2015,GUY,0.0886196180350434
2016,GUY,0.0886196180350434
2017,GUY,0.0886196180350434
2018,GUY,0.0886196180350434
2019,GUY,0.0886196180350434
