Year,iso_code3,ef_frst_sequestration_primary_kt_co2_ha
2019,KIR,0.0006409599996618951
2015,KNA,0.001711780260707635
2016,KNA,0.001711780260707635
2017,KNA,0.001711780260707635
2018,KNA,0.001711780260707635
2019,KNA,0.001711780260707635
2015,KOR,0.0007550965506924598
2016,KOR,0.0007550965506924598
2017,KOR,0.0007550965506924598
2018,KOR,0.0007550965506924598
2019,KOR,0.0007550965506924598
2015,KWT,6.536216730038022e-05
2016,KWT,6.536216730038022e-05
2017,KWT,6.536216730038022e-05
2018,KWT,6.536216730038022e-05
2019,KWT,6.536216730038022e-05
2015,LBR,0.0009423693163231927
2016,LBR,0.0009423693163231927
2017,LBR,0.0009423693163231927
2018,LBR,0.0009423693163231927
2019,LBR,0.0009423693163231927
2015,LCA,0.001711780260707635
2016,LCA,0.001711780260707635
2017,LCA,0.001711780260707635
2018,LCA,0.001711780260707635
2019,LCA,0.001711780260707635
2015,LIE,0.002073953544545556
2016,LIE,0.002073953544545556
2017,LIE,0.002073953544545556
2018,LIE,0.002073953544545556
2019,LIE,0.002073953544545556
2015,LSO,1.5071930045823348e-05
2016,LSO,1.5071930045823348e-05
2017,LSO,1.5071930045823348e-05
2018,LSO,1.5071930045823348e-05
2019,LSO,1.5071930045823348e-05
2015,LUX,0.0039636666666666666
2016,LUX,0.0039636666666666666
2017,LUX,0.0039636666666666666
2018,LUX,0.0039636666666666666
2019,LUX,0.0039636666666666666
2015,MAC,0.0005166677193001979
2016,MAC,0.0005166677193001979
2017,MAC,0.0005166677193001979
2018,MAC,0.0005166677193001979
2019,MAC,0.0005166677193001979
2015,MAF,0.001711780260707635
2016,MAF,0.001711780260707635
2017,MAF,0.001711780260707635
2018,MAF,0.001711780260707635
2019,MAF,0.001711780260707635
2015,MCO,0.002073953544545556
2016,MCO,0.002073953544545556
2017,MCO,0.002073953544545556
2018,MCO,0.002073953544545556
2019,MCO,0.002073953544545556
2015,MDG,0.0010604482416419708
2016,MDG,0.0010604482416419708
2017,MDG,0.0010604482416419708
2018,MDG,0.0010604482416419708
2019,MDG,0.0010604482416419708
2015,MDV,0.0015812728914623361
2016,MDV,0.0015812728914623361
2017,MDV,0.0015812728914623361
2018,MDV,0.0015812728914623361
2019,MDV,0.0015812728914623361
2015,MHL,0.0006409599996618951
2016,MHL,0.0006409599996618951
2017,MHL,0.0006409599996618951
2018,MHL,0.0006409599996618951
2019,MHL,0.0006409599996618951
2015,MLT,0.0022337625649913343
2016,MLT,0.0022337625649913343
2017,MLT,0.0022337625649913343
2018,MLT,0.0022337625649913343
2019,MLT,0.0022337625649913343
2015,MNP,0.0006409599996618951
2016,MNP,0.0006409599996618951
2017,MNP,0.0006409599996618951
2018,MNP,0.0006409599996618951
2019,MNP,0.0006409599996618951
2015,MRT,0.0014165730588498544
2016,MRT,0.0014165730588498544
2017,MRT,0.0014165730588498544
2018,MRT,0.0014165730588498544
2019,MRT,0.0014165730588498544
2015,MUS,0.0010604482416419708
2016,MUS,0.0010604482416419708
2017,MUS,0.0010604482416419708
2018,MUS,0.0010604482416419708
2019,MUS,0.0010604482416419708
2015,MYS,0.001769089860223969
2016,MYS,0.001769089860223969
2017,MYS,0.001769089860223969
2018,MYS,0.001769089860223969
2019,MYS,0.001769089860223969
2015,NAM,0.0008001529498731567
2016,NAM,0.0008001529498731567
2017,NAM,0.0008001529498731567
2018,NAM,0.0008001529498731567
2019,NAM,0.0008001529498731567
2015,NCL,0.0006393625790650837
2016,NCL,0.0006393625790650837
2017,NCL,0.0006393625790650837
2018,NCL,0.0006393625790650837
2019,NCL,0.0006393625790650837
2015,NOR,0.0009034084279152594
2016,NOR,0.0009034084279152594
2017,NOR,0.0009034084279152594
2018,NOR,0.0009034084279152594
2019,NOR,0.0009034084279152594
2015,NRU,0.0006409599996618951
2016,NRU,0.0006409599996618951
2017,NRU,0.0006409599996618951
2018,NRU,0.0006409599996618951
2019,NRU,0.0006409599996618951
2015,OMN,0.002181616629011979
2016,OMN,0.002181616629011979
2017,OMN,0.002181616629011979
2018,OMN,0.002181616629011979
2019,OMN,0.002181616629011979
2015,PHL,0.0005166677193001979
2016,PHL,0.0005166677193001979
2017,PHL,0.0005166677193001979
2018,PHL,0.0005166677193001979
2019,PHL,0.0005166677193001979
2015,PLW,0.0006409599996618951
2016,PLW,0.0006409599996618951
2017,PLW,0.0006409599996618951
2018,PLW,0.0006409599996618951
2019,PLW,0.0006409599996618951
2015,PYF,0.0006393625790650837
2016,PYF,0.0006393625790650837
2017,PYF,0.0006393625790650837
2018,PYF,0.0006393625790650837
2019,PYF,0.0006393625790650837
2015,QAT,0.002181616629011979
2016,QAT,0.002181616629011979
2017,QAT,0.002181616629011979
2018,QAT,0.002181616629011979
2019,QAT,0.002181616629011979
2015,SAU,0.00041938349814585915
2016,SAU,0.00041938349814585915
2017,SAU,0.00041938349814585915
2018,SAU,0.00041938349814585915
2019,SAU,0.00041938349814585915
2015,SGP,0.0011985746193220255
2016,SGP,0.0011985746193220255
2017,SGP,0.0011985746193220255
2018,SGP,0.0011985746193220255
2019,SGP,0.0011985746193220255
2015,SLB,0.0006409599996618951
2016,SLB,0.0006409599996618951
2017,SLB,0.0006409599996618951
2018,SLB,0.0006409599996618951
2019,SLB,0.0006409599996618951
2015,SLV,0.0012066205023761032
2016,SLV,0.0012066205023761032
2017,SLV,0.0012066205023761032
2018,SLV,0.0012066205023761032
2019,SLV,0.0012066205023761032
2015,SMR,0.0025668573951630794
2016,SMR,0.0025668573951630794
2017,SMR,0.0025668573951630794
2018,SMR,0.0025668573951630794
2019,SMR,0.0025668573951630794
2015,STP,0.0013260627151195025
2016,STP,0.0013260627151195025
2017,STP,0.0013260627151195025
2018,STP,0.0013260627151195025
2019,STP,0.0013260627151195025
2015,SUR,0.001352279636780579
2016,SUR,0.001352279636780579
2017,SUR,0.001352279636780579
2018,SUR,0.001352279636780579
2019,SUR,0.001352279636780579
2015,SXM,0.001711780260707635
2016,SXM,0.001711780260707635
2017,SXM,0.001711780260707635
2018,SXM,0.001711780260707635
2019,SXM,0.001711780260707635
2015,SYC,9.15184230079986e-07
2016,SYC,9.15184230079986e-07
2017,SYC,9.15184230079986e-07
2018,SYC,9.15184230079986e-07
2019,SYC,9.15184230079986e-07
2015,TCA,0.0011903100823204562
2016,TCA,0.0011903100823204562
2017,TCA,0.0011903100823204562
2018,TCA,0.0011903100823204562
2019,TCA,0.0011903100823204562
2015,TJK,0.0004549093137254902
2016,TJK,0.0004549093137254902
2017,TJK,0.0004549093137254902
2018,TJK,0.0004549093137254902
2019,TJK,0.0004549093137254902
2015,TLS,0.0011985746193220255
2016,TLS,0.0011985746193220255
2017,TLS,0.0011985746193220255
2018,TLS,0.0011985746193220255
2019,TLS,0.0011985746193220255
2015,TON,0.0006393625790650837
2016,TON,0.0006393625790650837
2017,TON,0.0006393625790650837
2018,TON,0.0006393625790650837
2019,TON,0.0006393625790650837
2015,TTO,0.001352279636780579
2016,TTO,0.001352279636780579
2017,TTO,0.001352279636780579
2018,TTO,0.001352279636780579
2019,TTO,0.001352279636780579
2015,TUV,0.0006393625790650837
2016,TUV,0.0006393625790650837
2017,TUV,0.0006393625790650837
2018,TUV,0.0006393625790650837
2019,TUV,0.0006393625790650837
2015,URY,0.00017702374232401162
2016,URY,0.00017702374232401162
2017,URY,0.00017702374232401162
2018,URY,0.00017702374232401162
2019,URY,0.00017702374232401162
2015,VCT,0.001711780260707635
2016,VCT,0.001711780260707635
2017,VCT,0.001711780260707635
2018,VCT,0.001711780260707635
2019,VCT,0.001711780260707635
2015,VGB,0.001711780260707635
2016,VGB,0.001711780260707635
2017,VGB,0.001711780260707635
2018,VGB,0.001711780260707635
2019,VGB,0.001711780260707635
2015,VUT,0.0006393625790650837
2016,VUT,0.0006393625790650837
2017,VUT,0.0006393625790650837
2018,VUT,0.0006393625790650837
2019,VUT,0.0006393625790650837
2015,WSM,0.0006393625790650837
2016,WSM,0.0006393625790650837
2017,WSM,0.0006393625790650837
2018,WSM,0.0006393625790650837
2019,WSM,0.0006393625790650837
2015,XKX,0.003879548733189999
2016,XKX,0.003879548733189999
2017,XKX,0.003879548733189999
2018,XKX,0.003879548733189999
2019,XKX,0.003879548733189999
2015,YEM,0.00041938349814585915
2016,YEM,0.00041938349814585915
2017,YEM,0.00041938349814585915
2018,YEM,0.00041938349814585915
2019,YEM,0.00041938349814585915
