"Nation","iso_code3","Year","nemomod_entc_variable_cost_pp_biomass_mm_usd_per_gw"
"Antigua and Barbuda","SEN",2025,2.64952063939175
"Antigua and Barbuda","SEN",2026,2.58900550435393
"Antigua and Barbuda","SEN",2027,2.52987253691057
"Antigua and Barbuda","SEN",2028,2.4720901683102
"Antigua and Barbuda","SEN",2029,2.41562755083261
"Antigua and Barbuda","SEN",2030,2.36045454132049
"Antigua and Barbuda","SEN",2031,2.3065416850872
"Antigua and Barbuda","SEN",2032,2.25386020019208
"Antigua and Barbuda","SEN",2033,2.2023819620749
"Antigua and Barbuda","SEN",2034,2.15207948854126
"Antigua and Barbuda","SEN",2035,2.10292592509096
"Antigua and Barbuda","SEN",2036,2.05489503058144
"Antigua and Barbuda","SEN",2037,2.00796116321865
"Antigua and Barbuda","SEN",2038,1.96209926686793
"Antigua and Barbuda","SEN",2039,1.91728485767752
"Antigua and Barbuda","SEN",2040,1.87349401100763
"Antigua and Barbuda","SEN",2041,1.83070334865796
"Antigua and Barbuda","SEN",2042,1.78889002638708
"Antigua and Barbuda","SEN",2043,1.74803172171674
"Antigua and Barbuda","SEN",2044,1.70810662201479
"Antigua and Barbuda","SEN",2045,1.6690934128503
"Antigua and Barbuda","SEN",2046,1.6309712666146
"Antigua and Barbuda","SEN",2047,1.59371983140229
"Antigua and Barbuda","SEN",2048,1.55731922014609
"Antigua and Barbuda","SEN",2049,1.52175
"Antigua and Barbuda","SEN",2050,1.48699318196481
"Antigua and Barbuda","SGP",2021,2.90606042150135
"Antigua and Barbuda","SGP",2022,2.83968590974227
"Antigua and Barbuda","SGP",2023,2.77482739392693
"Antigua and Barbuda","SGP",2024,2.71145024866012
"Antigua and Barbuda","SGP",2025,2.64952063939175
"Antigua and Barbuda","SGP",2026,2.58900550435393
"Antigua and Barbuda","SGP",2027,2.52987253691057
"Antigua and Barbuda","SGP",2028,2.4720901683102
"Antigua and Barbuda","SGP",2029,2.41562755083261
"Antigua and Barbuda","SGP",2030,2.36045454132049
"Antigua and Barbuda","SGP",2031,2.3065416850872
"Antigua and Barbuda","SGP",2032,2.25386020019208
"Antigua and Barbuda","SGP",2033,2.2023819620749
"Antigua and Barbuda","SGP",2034,2.15207948854126
"Antigua and Barbuda","SGP",2035,2.10292592509096
"Antigua and Barbuda","SGP",2036,2.05489503058144
"Antigua and Barbuda","SGP",2037,2.00796116321865
"Antigua and Barbuda","SGP",2038,1.96209926686793
"Antigua and Barbuda","SGP",2039,1.91728485767752
"Antigua and Barbuda","SGP",2040,1.87349401100763
"Antigua and Barbuda","SGP",2041,1.83070334865796
"Antigua and Barbuda","SGP",2042,1.78889002638708
"Antigua and Barbuda","SGP",2043,1.74803172171674
"Antigua and Barbuda","SGP",2044,1.70810662201479
"Antigua and Barbuda","SGP",2045,1.6690934128503
"Antigua and Barbuda","SGP",2046,1.6309712666146
"Antigua and Barbuda","SGP",2047,1.59371983140229
"Antigua and Barbuda","SGP",2048,1.55731922014609
"Antigua and Barbuda","SGP",2049,1.52175
"Antigua and Barbuda","SGP",2050,1.48699318196481
"Antigua and Barbuda","SGS",2021,2.90606042150135
"Antigua and Barbuda","SGS",2022,2.83968590974227
"Antigua and Barbuda","SGS",2023,2.77482739392693
"Antigua and Barbuda","SGS",2024,2.71145024866012
"Antigua and Barbuda","SGS",2025,2.64952063939175
"Antigua and Barbuda","SGS",2026,2.58900550435393
"Antigua and Barbuda","SGS",2027,2.52987253691057
"Antigua and Barbuda","SGS",2028,2.4720901683102
"Antigua and Barbuda","SGS",2029,2.41562755083261
"Antigua and Barbuda","SGS",2030,2.36045454132049
"Antigua and Barbuda","SGS",2031,2.3065416850872
"Antigua and Barbuda","SGS",2032,2.25386020019208
"Antigua and Barbuda","SGS",2033,2.2023819620749
"Antigua and Barbuda","SGS",2034,2.15207948854126
"Antigua and Barbuda","SGS",2035,2.10292592509096
"Antigua and Barbuda","SGS",2036,2.05489503058144
"Antigua and Barbuda","SGS",2037,2.00796116321865
"Antigua and Barbuda","SGS",2038,1.96209926686793
"Antigua and Barbuda","SGS",2039,1.91728485767752
"Antigua and Barbuda","SGS",2040,1.87349401100763
"Antigua and Barbuda","SGS",2041,1.83070334865796
"Antigua and Barbuda","SGS",2042,1.78889002638708
"Antigua and Barbuda","SGS",2043,1.74803172171674
"Antigua and Barbuda","SGS",2044,1.70810662201479
"Antigua and Barbuda","SGS",2045,1.6690934128503
"Antigua and Barbuda","SGS",2046,1.6309712666146
"Antigua and Barbuda","SGS",2047,1.59371983140229
"Antigua and Barbuda","SGS",2048,1.55731922014609
"Antigua and Barbuda","SGS",2049,1.52175
"Antigua and Barbuda","SGS",2050,1.48699318196481
"Antigua and Barbuda","SHN",2021,2.90606042150135
"Antigua and Barbuda","SHN",2022,2.83968590974227
"Antigua and Barbuda","SHN",2023,2.77482739392693
"Antigua and Barbuda","SHN",2024,2.71145024866012
"Antigua and Barbuda","SHN",2025,2.64952063939175
"Antigua and Barbuda","SHN",2026,2.58900550435393
"Antigua and Barbuda","SHN",2027,2.52987253691057
"Antigua and Barbuda","SHN",2028,2.4720901683102
"Antigua and Barbuda","SHN",2029,2.41562755083261
"Antigua and Barbuda","SHN",2030,2.36045454132049
"Antigua and Barbuda","SHN",2031,2.3065416850872
"Antigua and Barbuda","SHN",2032,2.25386020019208
"Antigua and Barbuda","SHN",2033,2.2023819620749
"Antigua and Barbuda","SHN",2034,2.15207948854126
"Antigua and Barbuda","SHN",2035,2.10292592509096
"Antigua and Barbuda","SHN",2036,2.05489503058144
"Antigua and Barbuda","SHN",2037,2.00796116321865
"Antigua and Barbuda","SHN",2038,1.96209926686793
"Antigua and Barbuda","SHN",2039,1.91728485767752
"Antigua and Barbuda","SHN",2040,1.87349401100763
"Antigua and Barbuda","SHN",2041,1.83070334865796
"Antigua and Barbuda","SHN",2042,1.78889002638708
"Antigua and Barbuda","SHN",2043,1.74803172171674
"Antigua and Barbuda","SHN",2044,1.70810662201479
"Antigua and Barbuda","SHN",2045,1.6690934128503
"Antigua and Barbuda","SHN",2046,1.6309712666146
"Antigua and Barbuda","SHN",2047,1.59371983140229
"Antigua and Barbuda","SHN",2048,1.55731922014609
"Antigua and Barbuda","SHN",2049,1.52175
"Antigua and Barbuda","SHN",2050,1.48699318196481
"Antigua and Barbuda","SJM",2021,2.90606042150135
"Antigua and Barbuda","SJM",2022,2.83968590974227
"Antigua and Barbuda","SJM",2023,2.77482739392693
"Antigua and Barbuda","SJM",2024,2.71145024866012
"Antigua and Barbuda","SJM",2025,2.64952063939175
"Antigua and Barbuda","SJM",2026,2.58900550435393
"Antigua and Barbuda","SJM",2027,2.52987253691057
"Antigua and Barbuda","SJM",2028,2.4720901683102
"Antigua and Barbuda","SJM",2029,2.41562755083261
"Antigua and Barbuda","SJM",2030,2.36045454132049
"Antigua and Barbuda","SJM",2031,2.3065416850872
"Antigua and Barbuda","SJM",2032,2.25386020019208
"Antigua and Barbuda","SJM",2033,2.2023819620749
"Antigua and Barbuda","SJM",2034,2.15207948854126
"Antigua and Barbuda","SJM",2035,2.10292592509096
"Antigua and Barbuda","SJM",2036,2.05489503058144
"Antigua and Barbuda","SJM",2037,2.00796116321865
"Antigua and Barbuda","SJM",2038,1.96209926686793
"Antigua and Barbuda","SJM",2039,1.91728485767752
"Antigua and Barbuda","SJM",2040,1.87349401100763
"Antigua and Barbuda","SJM",2041,1.83070334865796
"Antigua and Barbuda","SJM",2042,1.78889002638708
"Antigua and Barbuda","SJM",2043,1.74803172171674
"Antigua and Barbuda","SJM",2044,1.70810662201479
"Antigua and Barbuda","SJM",2045,1.6690934128503
"Antigua and Barbuda","SJM",2046,1.6309712666146
"Antigua and Barbuda","SJM",2047,1.59371983140229
"Antigua and Barbuda","SJM",2048,1.55731922014609
"Antigua and Barbuda","SJM",2049,1.52175
"Antigua and Barbuda","SJM",2050,1.48699318196481
"Antigua and Barbuda","SLB",2021,2.90606042150135
"Antigua and Barbuda","SLB",2022,2.83968590974227
"Antigua and Barbuda","SLB",2023,2.77482739392693
"Antigua and Barbuda","SLB",2024,2.71145024866012
"Antigua and Barbuda","SLB",2025,2.64952063939175
"Antigua and Barbuda","SLB",2026,2.58900550435393
"Antigua and Barbuda","SLB",2027,2.52987253691057
"Antigua and Barbuda","SLB",2028,2.4720901683102
"Antigua and Barbuda","SLB",2029,2.41562755083261
"Antigua and Barbuda","SLB",2030,2.36045454132049
"Antigua and Barbuda","SLB",2031,2.3065416850872
"Antigua and Barbuda","SLB",2032,2.25386020019208
"Antigua and Barbuda","SLB",2033,2.2023819620749
"Antigua and Barbuda","SLB",2034,2.15207948854126
"Antigua and Barbuda","SLB",2035,2.10292592509096
"Antigua and Barbuda","SLB",2036,2.05489503058144
"Antigua and Barbuda","SLB",2037,2.00796116321865
"Antigua and Barbuda","SLB",2038,1.96209926686793
"Antigua and Barbuda","SLB",2039,1.91728485767752
"Antigua and Barbuda","SLB",2040,1.87349401100763
"Antigua and Barbuda","SLB",2041,1.83070334865796
"Antigua and Barbuda","SLB",2042,1.78889002638708
"Antigua and Barbuda","SLB",2043,1.74803172171674
"Antigua and Barbuda","SLB",2044,1.70810662201479
"Antigua and Barbuda","SLB",2045,1.6690934128503
"Antigua and Barbuda","SLB",2046,1.6309712666146
"Antigua and Barbuda","SLB",2047,1.59371983140229
"Antigua and Barbuda","SLB",2048,1.55731922014609
"Antigua and Barbuda","SLB",2049,1.52175
"Antigua and Barbuda","SLB",2050,1.48699318196481
"Antigua and Barbuda","SLE",2021,2.90606042150135
"Antigua and Barbuda","SLE",2022,2.83968590974227
"Antigua and Barbuda","SLE",2023,2.77482739392693
"Antigua and Barbuda","SLE",2024,2.71145024866012
"Antigua and Barbuda","SLE",2025,2.64952063939175
"Antigua and Barbuda","SLE",2026,2.58900550435393
"Antigua and Barbuda","SLE",2027,2.52987253691057
"Antigua and Barbuda","SLE",2028,2.4720901683102
"Antigua and Barbuda","SLE",2029,2.41562755083261
"Antigua and Barbuda","SLE",2030,2.36045454132049
"Antigua and Barbuda","SLE",2031,2.3065416850872
"Antigua and Barbuda","SLE",2032,2.25386020019208
"Antigua and Barbuda","SLE",2033,2.2023819620749
"Antigua and Barbuda","SLE",2034,2.15207948854126
"Antigua and Barbuda","SLE",2035,2.10292592509096
"Antigua and Barbuda","SLE",2036,2.05489503058144
"Antigua and Barbuda","SLE",2037,2.00796116321865
"Antigua and Barbuda","SLE",2038,1.96209926686793
"Antigua and Barbuda","SLE",2039,1.91728485767752
"Antigua and Barbuda","SLE",2040,1.87349401100763
"Antigua and Barbuda","SLE",2041,1.83070334865796
"Antigua and Barbuda","SLE",2042,1.78889002638708
"Antigua and Barbuda","SLE",2043,1.74803172171674
"Antigua and Barbuda","SLE",2044,1.70810662201479
"Antigua and Barbuda","SLE",2045,1.6690934128503
"Antigua and Barbuda","SLE",2046,1.6309712666146
"Antigua and Barbuda","SLE",2047,1.59371983140229
"Antigua and Barbuda","SLE",2048,1.55731922014609
"Antigua and Barbuda","SLE",2049,1.52175
"Antigua and Barbuda","SLE",2050,1.48699318196481
"Antigua and Barbuda","SLV",2021,2.90606042150135
"Antigua and Barbuda","SLV",2022,2.83968590974227
"Antigua and Barbuda","SLV",2023,2.77482739392693
"Antigua and Barbuda","SLV",2024,2.71145024866012
"Antigua and Barbuda","SLV",2025,2.64952063939175
"Antigua and Barbuda","SLV",2026,2.58900550435393
"Antigua and Barbuda","SLV",2027,2.52987253691057
"Antigua and Barbuda","SLV",2028,2.4720901683102
"Antigua and Barbuda","SLV",2029,2.41562755083261
"Antigua and Barbuda","SLV",2030,2.36045454132049
"Antigua and Barbuda","SLV",2031,2.3065416850872
"Antigua and Barbuda","SLV",2032,2.25386020019208
"Antigua and Barbuda","SLV",2033,2.2023819620749
"Antigua and Barbuda","SLV",2034,2.15207948854126
"Antigua and Barbuda","SLV",2035,2.10292592509096
"Antigua and Barbuda","SLV",2036,2.05489503058144
"Antigua and Barbuda","SLV",2037,2.00796116321865
"Antigua and Barbuda","SLV",2038,1.96209926686793
"Antigua and Barbuda","SLV",2039,1.91728485767752
"Antigua and Barbuda","SLV",2040,1.87349401100763
"Antigua and Barbuda","SLV",2041,1.83070334865796
"Antigua and Barbuda","SLV",2042,1.78889002638708
"Antigua and Barbuda","SLV",2043,1.74803172171674
"Antigua and Barbuda","SLV",2044,1.70810662201479
"Antigua and Barbuda","SLV",2045,1.6690934128503
"Antigua and Barbuda","SLV",2046,1.6309712666146
"Antigua and Barbuda","SLV",2047,1.59371983140229
"Antigua and Barbuda","SLV",2048,1.55731922014609
"Antigua and Barbuda","SLV",2049,1.52175
"Antigua and Barbuda","SLV",2050,1.48699318196481
"Antigua and Barbuda","SMR",2021,2.90606042150135
"Antigua and Barbuda","SMR",2022,2.83968590974227
"Antigua and Barbuda","SMR",2023,2.77482739392693
"Antigua and Barbuda","SMR",2024,2.71145024866012
"Antigua and Barbuda","SMR",2025,2.64952063939175
"Antigua and Barbuda","SMR",2026,2.58900550435393
"Antigua and Barbuda","SMR",2027,2.52987253691057
"Antigua and Barbuda","SMR",2028,2.4720901683102
"Antigua and Barbuda","SMR",2029,2.41562755083261
"Antigua and Barbuda","SMR",2030,2.36045454132049
"Antigua and Barbuda","SMR",2031,2.3065416850872
"Antigua and Barbuda","SMR",2032,2.25386020019208
"Antigua and Barbuda","SMR",2033,2.2023819620749
"Antigua and Barbuda","SMR",2034,2.15207948854126
"Antigua and Barbuda","SMR",2035,2.10292592509096
"Antigua and Barbuda","SMR",2036,2.05489503058144
"Antigua and Barbuda","SMR",2037,2.00796116321865
"Antigua and Barbuda","SMR",2038,1.96209926686793
"Antigua and Barbuda","SMR",2039,1.91728485767752
"Antigua and Barbuda","SMR",2040,1.87349401100763
"Antigua and Barbuda","SMR",2041,1.83070334865796
"Antigua and Barbuda","SMR",2042,1.78889002638708
"Antigua and Barbuda","SMR",2043,1.74803172171674
"Antigua and Barbuda","SMR",2044,1.70810662201479
"Antigua and Barbuda","SMR",2045,1.6690934128503
"Antigua and Barbuda","SMR",2046,1.6309712666146
"Antigua and Barbuda","SMR",2047,1.59371983140229
"Antigua and Barbuda","SMR",2048,1.55731922014609
"Antigua and Barbuda","SMR",2049,1.52175
"Antigua and Barbuda","SMR",2050,1.48699318196481
"Antigua and Barbuda","SOM",2021,2.90606042150135
"Antigua and Barbuda","SOM",2022,2.83968590974227
"Antigua and Barbuda","SOM",2023,2.77482739392693
"Antigua and Barbuda","SOM",2024,2.71145024866012
"Antigua and Barbuda","SOM",2025,2.64952063939175
"Antigua and Barbuda","SOM",2026,2.58900550435393
"Antigua and Barbuda","SOM",2027,2.52987253691057
"Antigua and Barbuda","SOM",2028,2.4720901683102
"Antigua and Barbuda","SOM",2029,2.41562755083261
"Antigua and Barbuda","SOM",2030,2.36045454132049
"Antigua and Barbuda","SOM",2031,2.3065416850872
"Antigua and Barbuda","SOM",2032,2.25386020019208
"Antigua and Barbuda","SOM",2033,2.2023819620749
"Antigua and Barbuda","SOM",2034,2.15207948854126
"Antigua and Barbuda","SOM",2035,2.10292592509096
"Antigua and Barbuda","SOM",2036,2.05489503058144
"Antigua and Barbuda","SOM",2037,2.00796116321865
"Antigua and Barbuda","SOM",2038,1.96209926686793
"Antigua and Barbuda","SOM",2039,1.91728485767752
"Antigua and Barbuda","SOM",2040,1.87349401100763
"Antigua and Barbuda","SOM",2041,1.83070334865796
"Antigua and Barbuda","SOM",2042,1.78889002638708
"Antigua and Barbuda","SOM",2043,1.74803172171674
"Antigua and Barbuda","SOM",2044,1.70810662201479
"Antigua and Barbuda","SOM",2045,1.6690934128503
"Antigua and Barbuda","SOM",2046,1.6309712666146
"Antigua and Barbuda","SOM",2047,1.59371983140229
"Antigua and Barbuda","SOM",2048,1.55731922014609
"Antigua and Barbuda","SOM",2049,1.52175
"Antigua and Barbuda","SOM",2050,1.48699318196481
"Antigua and Barbuda","SPM",2021,2.90606042150135
"Antigua and Barbuda","SPM",2022,2.83968590974227
"Antigua and Barbuda","SPM",2023,2.77482739392693
"Antigua and Barbuda","SPM",2024,2.71145024866012
"Antigua and Barbuda","SPM",2025,2.64952063939175
"Antigua and Barbuda","SPM",2026,2.58900550435393
"Antigua and Barbuda","SPM",2027,2.52987253691057
"Antigua and Barbuda","SPM",2028,2.4720901683102
"Antigua and Barbuda","SPM",2029,2.41562755083261
"Antigua and Barbuda","SPM",2030,2.36045454132049
"Antigua and Barbuda","SPM",2031,2.3065416850872
"Antigua and Barbuda","SPM",2032,2.25386020019208
"Antigua and Barbuda","SPM",2033,2.2023819620749
"Antigua and Barbuda","SPM",2034,2.15207948854126
"Antigua and Barbuda","SPM",2035,2.10292592509096
"Antigua and Barbuda","SPM",2036,2.05489503058144
"Antigua and Barbuda","SPM",2037,2.00796116321865
"Antigua and Barbuda","SPM",2038,1.96209926686793
"Antigua and Barbuda","SPM",2039,1.91728485767752
"Antigua and Barbuda","SPM",2040,1.87349401100763
"Antigua and Barbuda","SPM",2041,1.83070334865796
"Antigua and Barbuda","SPM",2042,1.78889002638708
"Antigua and Barbuda","SPM",2043,1.74803172171674
"Antigua and Barbuda","SPM",2044,1.70810662201479
"Antigua and Barbuda","SPM",2045,1.6690934128503
"Antigua and Barbuda","SPM",2046,1.6309712666146
"Antigua and Barbuda","SPM",2047,1.59371983140229
"Antigua and Barbuda","SPM",2048,1.55731922014609
"Antigua and Barbuda","SPM",2049,1.52175
"Antigua and Barbuda","SPM",2050,1.48699318196481
"Antigua and Barbuda","SRB",2021,2.90606042150135
"Antigua and Barbuda","SRB",2022,2.83968590974227
"Antigua and Barbuda","SRB",2023,2.77482739392693
"Antigua and Barbuda","SRB",2024,2.71145024866012
"Antigua and Barbuda","SRB",2025,2.64952063939175
"Antigua and Barbuda","SRB",2026,2.58900550435393
"Antigua and Barbuda","SRB",2027,2.52987253691057
"Antigua and Barbuda","SRB",2028,2.4720901683102
"Antigua and Barbuda","SRB",2029,2.41562755083261
"Antigua and Barbuda","SRB",2030,2.36045454132049
"Antigua and Barbuda","SRB",2031,2.3065416850872
"Antigua and Barbuda","SRB",2032,2.25386020019208
"Antigua and Barbuda","SRB",2033,2.2023819620749
"Antigua and Barbuda","SRB",2034,2.15207948854126
"Antigua and Barbuda","SRB",2035,2.10292592509096
"Antigua and Barbuda","SRB",2036,2.05489503058144
"Antigua and Barbuda","SRB",2037,2.00796116321865
"Antigua and Barbuda","SRB",2038,1.96209926686793
"Antigua and Barbuda","SRB",2039,1.91728485767752
"Antigua and Barbuda","SRB",2040,1.87349401100763
"Antigua and Barbuda","SRB",2041,1.83070334865796
"Antigua and Barbuda","SRB",2042,1.78889002638708
"Antigua and Barbuda","SRB",2043,1.74803172171674
"Antigua and Barbuda","SRB",2044,1.70810662201479
"Antigua and Barbuda","SRB",2045,1.6690934128503
"Antigua and Barbuda","SRB",2046,1.6309712666146
"Antigua and Barbuda","SRB",2047,1.59371983140229
"Antigua and Barbuda","SRB",2048,1.55731922014609
"Antigua and Barbuda","SRB",2049,1.52175
"Antigua and Barbuda","SRB",2050,1.48699318196481
"Antigua and Barbuda","SSD",2021,2.90606042150135
"Antigua and Barbuda","SSD",2022,2.83968590974227
"Antigua and Barbuda","SSD",2023,2.77482739392693
"Antigua and Barbuda","SSD",2024,2.71145024866012
"Antigua and Barbuda","SSD",2025,2.64952063939175
"Antigua and Barbuda","SSD",2026,2.58900550435393
"Antigua and Barbuda","SSD",2027,2.52987253691057
"Antigua and Barbuda","SSD",2028,2.4720901683102
"Antigua and Barbuda","SSD",2029,2.41562755083261
"Antigua and Barbuda","SSD",2030,2.36045454132049
"Antigua and Barbuda","SSD",2031,2.3065416850872
"Antigua and Barbuda","SSD",2032,2.25386020019208
"Antigua and Barbuda","SSD",2033,2.2023819620749
"Antigua and Barbuda","SSD",2034,2.15207948854126
"Antigua and Barbuda","SSD",2035,2.10292592509096
"Antigua and Barbuda","SSD",2036,2.05489503058144
"Antigua and Barbuda","SSD",2037,2.00796116321865
"Antigua and Barbuda","SSD",2038,1.96209926686793
"Antigua and Barbuda","SSD",2039,1.91728485767752
"Antigua and Barbuda","SSD",2040,1.87349401100763
"Antigua and Barbuda","SSD",2041,1.83070334865796
"Antigua and Barbuda","SSD",2042,1.78889002638708
"Antigua and Barbuda","SSD",2043,1.74803172171674
"Antigua and Barbuda","SSD",2044,1.70810662201479
"Antigua and Barbuda","SSD",2045,1.6690934128503
"Antigua and Barbuda","SSD",2046,1.6309712666146
"Antigua and Barbuda","SSD",2047,1.59371983140229
"Antigua and Barbuda","SSD",2048,1.55731922014609
"Antigua and Barbuda","SSD",2049,1.52175
"Antigua and Barbuda","SSD",2050,1.48699318196481
"Antigua and Barbuda","STP",2021,2.90606042150135
"Antigua and Barbuda","STP",2022,2.83968590974227
"Antigua and Barbuda","STP",2023,2.77482739392693
"Antigua and Barbuda","STP",2024,2.71145024866012
"Antigua and Barbuda","STP",2025,2.64952063939175
"Antigua and Barbuda","STP",2026,2.58900550435393
"Antigua and Barbuda","STP",2027,2.52987253691057
"Antigua and Barbuda","STP",2028,2.4720901683102
"Antigua and Barbuda","STP",2029,2.41562755083261
"Antigua and Barbuda","STP",2030,2.36045454132049
"Antigua and Barbuda","STP",2031,2.3065416850872
"Antigua and Barbuda","STP",2032,2.25386020019208
"Antigua and Barbuda","STP",2033,2.2023819620749
"Antigua and Barbuda","STP",2034,2.15207948854126
"Antigua and Barbuda","STP",2035,2.10292592509096
"Antigua and Barbuda","STP",2036,2.05489503058144
"Antigua and Barbuda","STP",2037,2.00796116321865
"Antigua and Barbuda","STP",2038,1.96209926686793
"Antigua and Barbuda","STP",2039,1.91728485767752
"Antigua and Barbuda","STP",2040,1.87349401100763
"Antigua and Barbuda","STP",2041,1.83070334865796
"Antigua and Barbuda","STP",2042,1.78889002638708
"Antigua and Barbuda","STP",2043,1.74803172171674
"Antigua and Barbuda","STP",2044,1.70810662201479
"Antigua and Barbuda","STP",2045,1.6690934128503
"Antigua and Barbuda","STP",2046,1.6309712666146
"Antigua and Barbuda","STP",2047,1.59371983140229
"Antigua and Barbuda","STP",2048,1.55731922014609
"Antigua and Barbuda","STP",2049,1.52175
"Antigua and Barbuda","STP",2050,1.48699318196481
"Antigua and Barbuda","SUR",2021,2.90606042150135
"Antigua and Barbuda","SUR",2022,2.83968590974227
"Antigua and Barbuda","SUR",2023,2.77482739392693
"Antigua and Barbuda","SUR",2024,2.71145024866012
"Antigua and Barbuda","SUR",2025,2.64952063939175
"Antigua and Barbuda","SUR",2026,2.58900550435393
"Antigua and Barbuda","SUR",2027,2.52987253691057
"Antigua and Barbuda","SUR",2028,2.4720901683102
"Antigua and Barbuda","SUR",2029,2.41562755083261
"Antigua and Barbuda","SUR",2030,2.36045454132049
"Antigua and Barbuda","SUR",2031,2.3065416850872
"Antigua and Barbuda","SUR",2032,2.25386020019208
"Antigua and Barbuda","SUR",2033,2.2023819620749
"Antigua and Barbuda","SUR",2034,2.15207948854126
"Antigua and Barbuda","SUR",2035,2.10292592509096
"Antigua and Barbuda","SUR",2036,2.05489503058144
"Antigua and Barbuda","SUR",2037,2.00796116321865
"Antigua and Barbuda","SUR",2038,1.96209926686793
"Antigua and Barbuda","SUR",2039,1.91728485767752
"Antigua and Barbuda","SUR",2040,1.87349401100763
"Antigua and Barbuda","SUR",2041,1.83070334865796
"Antigua and Barbuda","SUR",2042,1.78889002638708
"Antigua and Barbuda","SUR",2043,1.74803172171674
"Antigua and Barbuda","SUR",2044,1.70810662201479
"Antigua and Barbuda","SUR",2045,1.6690934128503
"Antigua and Barbuda","SUR",2046,1.6309712666146
"Antigua and Barbuda","SUR",2047,1.59371983140229
"Antigua and Barbuda","SUR",2048,1.55731922014609
"Antigua and Barbuda","SUR",2049,1.52175
"Antigua and Barbuda","SUR",2050,1.48699318196481
"Antigua and Barbuda","SVK",2021,2.90606042150135
"Antigua and Barbuda","SVK",2022,2.83968590974227
"Antigua and Barbuda","SVK",2023,2.77482739392693
"Antigua and Barbuda","SVK",2024,2.71145024866012
"Antigua and Barbuda","SVK",2025,2.64952063939175
"Antigua and Barbuda","SVK",2026,2.58900550435393
"Antigua and Barbuda","SVK",2027,2.52987253691057
"Antigua and Barbuda","SVK",2028,2.4720901683102
"Antigua and Barbuda","SVK",2029,2.41562755083261
"Antigua and Barbuda","SVK",2030,2.36045454132049
"Antigua and Barbuda","SVK",2031,2.3065416850872
"Antigua and Barbuda","SVK",2032,2.25386020019208
"Antigua and Barbuda","SVK",2033,2.2023819620749
"Antigua and Barbuda","SVK",2034,2.15207948854126
"Antigua and Barbuda","SVK",2035,2.10292592509096
"Antigua and Barbuda","SVK",2036,2.05489503058144
"Antigua and Barbuda","SVK",2037,2.00796116321865
"Antigua and Barbuda","SVK",2038,1.96209926686793
"Antigua and Barbuda","SVK",2039,1.91728485767752
"Antigua and Barbuda","SVK",2040,1.87349401100763
"Antigua and Barbuda","SVK",2041,1.83070334865796
"Antigua and Barbuda","SVK",2042,1.78889002638708
"Antigua and Barbuda","SVK",2043,1.74803172171674
"Antigua and Barbuda","SVK",2044,1.70810662201479
"Antigua and Barbuda","SVK",2045,1.6690934128503
"Antigua and Barbuda","SVK",2046,1.6309712666146
"Antigua and Barbuda","SVK",2047,1.59371983140229
"Antigua and Barbuda","SVK",2048,1.55731922014609
"Antigua and Barbuda","SVK",2049,1.52175
"Antigua and Barbuda","SVK",2050,1.48699318196481
"Antigua and Barbuda","SVN",2021,2.90606042150135
"Antigua and Barbuda","SVN",2022,2.83968590974227
"Antigua and Barbuda","SVN",2023,2.77482739392693
"Antigua and Barbuda","SVN",2024,2.71145024866012
"Antigua and Barbuda","SVN",2025,2.64952063939175
"Antigua and Barbuda","SVN",2026,2.58900550435393
"Antigua and Barbuda","SVN",2027,2.52987253691057
"Antigua and Barbuda","SVN",2028,2.4720901683102
"Antigua and Barbuda","SVN",2029,2.41562755083261
"Antigua and Barbuda","SVN",2030,2.36045454132049
"Antigua and Barbuda","SVN",2031,2.3065416850872
"Antigua and Barbuda","SVN",2032,2.25386020019208
"Antigua and Barbuda","SVN",2033,2.2023819620749
"Antigua and Barbuda","SVN",2034,2.15207948854126
"Antigua and Barbuda","SVN",2035,2.10292592509096
"Antigua and Barbuda","SVN",2036,2.05489503058144
"Antigua and Barbuda","SVN",2037,2.00796116321865
"Antigua and Barbuda","SVN",2038,1.96209926686793
"Antigua and Barbuda","SVN",2039,1.91728485767752
"Antigua and Barbuda","SVN",2040,1.87349401100763
"Antigua and Barbuda","SVN",2041,1.83070334865796
"Antigua and Barbuda","SVN",2042,1.78889002638708
"Antigua and Barbuda","SVN",2043,1.74803172171674
"Antigua and Barbuda","SVN",2044,1.70810662201479
"Antigua and Barbuda","SVN",2045,1.6690934128503
"Antigua and Barbuda","SVN",2046,1.6309712666146
"Antigua and Barbuda","SVN",2047,1.59371983140229
"Antigua and Barbuda","SVN",2048,1.55731922014609
"Antigua and Barbuda","SVN",2049,1.52175
"Antigua and Barbuda","SVN",2050,1.48699318196481
"Argentina","SWE",2021,1.27184901640867
"Argentina","SWE",2022,1.24279994472703
"Argentina","SWE",2023,1.21441435475954
"Argentina","SWE",2024,1.18667709256293
"Argentina","SWE",2025,1.15957335031044
"Argentina","SWE",2026,1.13308865838654
"Argentina","SWE",2027,1.10720887766219
"Argentina","SWE",2028,1.08192019194651
"Argentina","SWE",2029,1.05720910061082
"Argentina","SWE",2030,1.03306241138127
"Argentina","SWE",2031,1.00946723329593
"Argentina","SWE",2032,0.986410969822852
"Argentina","SWE",2033,0.963881312135292
"Argentina","SWE",2034,0.941866232540481
"Argentina","SWE",2035,0.920353978058539
"Argentina","SWE",2036,0.899333064148015
"Argentina","SWE",2037,0.878792268574748
