,Nation,iso_code3,Year,cost_enfu_fuel_nuclear_usd_per_tonne
6189,Slovak Republic,SVK,2024,1663000
6190,Slovak Republic,SVK,2025,1663000
6191,Slovak Republic,SVK,2026,1663000
6192,Slovak Republic,SVK,2027,1663000
6193,Slovak Republic,SVK,2028,1663000
6194,Slovak Republic,SVK,2029,1663000
6195,Slovak Republic,SVK,2030,1663000
6196,Slovak Republic,SVK,2031,1663000
6197,Slovak Republic,SVK,2032,1663000
6198,Slovak Republic,SVK,2033,1663000
6199,Slovak Republic,SVK,2034,1663000
6200,Slovak Republic,SVK,2035,1663000
6201,Slovak Republic,SVK,2036,1663000
6202,Slovak Republic,SVK,2037,1663000
6203,Slovak Republic,SVK,2038,1663000
6204,Slovak Republic,SVK,2039,1663000
6205,Slovak Republic,SVK,2040,1663000
6206,Slovak Republic,SVK,2041,1663000
6207,Slovak Republic,SVK,2042,1663000
6208,Slovak Republic,SVK,2043,1663000
6209,Slovak Republic,SVK,2044,1663000
6210,Slovak Republic,SVK,2045,1663000
6211,Slovak Republic,SVK,2046,1663000
6212,Slovak Republic,SVK,2047,1663000
6213,Slovak Republic,SVK,2048,1663000
6214,Slovak Republic,SVK,2049,1663000
6215,Slovak Republic,SVK,2050,1663000
6216,Slovenia,SVN,2023,1663000
6217,Slovenia,SVN,2024,1663000
6218,Slovenia,SVN,2025,1663000
6219,Slovenia,SVN,2026,1663000
6220,Slovenia,SVN,2027,1663000
6221,Slovenia,SVN,2028,1663000
6222,Slovenia,SVN,2029,1663000
6223,Slovenia,SVN,2030,1663000
6224,Slovenia,SVN,2031,1663000
6225,Slovenia,SVN,2032,1663000
6226,Slovenia,SVN,2033,1663000
6227,Slovenia,SVN,2034,1663000
6228,Slovenia,SVN,2035,1663000
6229,Slovenia,SVN,2036,1663000
6230,Slovenia,SVN,2037,1663000
6231,Slovenia,SVN,2038,1663000
6232,Slovenia,SVN,2039,1663000
6233,Slovenia,SVN,2040,1663000
6234,Slovenia,SVN,2041,1663000
6235,Slovenia,SVN,2042,1663000
6236,Slovenia,SVN,2043,1663000
6237,Slovenia,SVN,2044,1663000
6238,Slovenia,SVN,2045,1663000
6239,Slovenia,SVN,2046,1663000
6240,Slovenia,SVN,2047,1663000
6241,Slovenia,SVN,2048,1663000
6242,Slovenia,SVN,2049,1663000
6243,Slovenia,SVN,2050,1663000
6244,Sweden,SWE,2023,1663000
6245,Sweden,SWE,2024,1663000
6246,Sweden,SWE,2025,1663000
6247,Sweden,SWE,2026,1663000
6248,Sweden,SWE,2027,1663000
6249,Sweden,SWE,2028,1663000
6250,Sweden,SWE,2029,1663000
6251,Sweden,SWE,2030,1663000
6252,Sweden,SWE,2031,1663000
6253,Sweden,SWE,2032,1663000
6254,Sweden,SWE,2033,1663000
6255,Sweden,SWE,2034,1663000
6256,Sweden,SWE,2035,1663000
6257,Sweden,SWE,2036,1663000
6258,Sweden,SWE,2037,1663000
6259,Sweden,SWE,2038,1663000
6260,Sweden,SWE,2039,1663000
6261,Sweden,SWE,2040,1663000
6262,Sweden,SWE,2041,1663000
6263,Sweden,SWE,2042,1663000
6264,Sweden,SWE,2043,1663000
6265,Sweden,SWE,2044,1663000
6266,Sweden,SWE,2045,1663000
6267,Sweden,SWE,2046,1663000
6268,Sweden,SWE,2047,1663000
6269,Sweden,SWE,2048,1663000
6270,Sweden,SWE,2049,1663000
6271,Sweden,SWE,2050,1663000
6272,Eswatini,SWZ,2023,1663000
6273,Eswatini,SWZ,2024,1663000
6274,Eswatini,SWZ,2025,1663000
6275,Eswatini,SWZ,2026,1663000
6276,Eswatini,SWZ,2027,1663000
6277,Eswatini,SWZ,2028,1663000
6278,Eswatini,SWZ,2029,1663000
6279,Eswatini,SWZ,2030,1663000
6280,Eswatini,SWZ,2031,1663000
6281,Eswatini,SWZ,2032,1663000
6282,Eswatini,SWZ,2033,1663000
6283,Eswatini,SWZ,2034,1663000
6284,Eswatini,SWZ,2035,1663000
6285,Eswatini,SWZ,2036,1663000
6286,Eswatini,SWZ,2037,1663000
6287,Eswatini,SWZ,2038,1663000
6288,Eswatini,SWZ,2039,1663000
6289,Eswatini,SWZ,2040,1663000
6290,Eswatini,SWZ,2041,1663000
6291,Eswatini,SWZ,2042,1663000
6292,Eswatini,SWZ,2043,1663000
6293,Eswatini,SWZ,2044,1663000
6294,Eswatini,SWZ,2045,1663000
6295,Eswatini,SWZ,2046,1663000
6296,Eswatini,SWZ,2047,1663000
6297,Eswatini,SWZ,2048,1663000
6298,Eswatini,SWZ,2049,1663000
6299,Eswatini,SWZ,2050,1663000
6300,Sint Maarten (Dutch part),SXM,2023,1663000
6301,Sint Maarten (Dutch part),SXM,2024,1663000
6302,Sint Maarten (Dutch part),SXM,2025,1663000
6303,Sint Maarten (Dutch part),SXM,2026,1663000
6304,Sint Maarten (Dutch part),SXM,2027,1663000
6305,Sint Maarten (Dutch part),SXM,2028,1663000
6306,Sint Maarten (Dutch part),SXM,2029,1663000
6307,Sint Maarten (Dutch part),SXM,2030,1663000
6308,Sint Maarten (Dutch part),SXM,2031,1663000
6309,Sint Maarten (Dutch part),SXM,2032,1663000
6310,Sint Maarten (Dutch part),SXM,2033,1663000
6311,Sint Maarten (Dutch part),SXM,2034,1663000
6312,Sint Maarten (Dutch part),SXM,2035,1663000
6313,Sint Maarten (Dutch part),SXM,2036,1663000
6314,Sint Maarten (Dutch part),SXM,2037,1663000
6315,Sint Maarten (Dutch part),SXM,2038,1663000
6316,Sint Maarten (Dutch part),SXM,2039,1663000
6317,Sint Maarten (Dutch part),SXM,2040,1663000
6318,Sint Maarten (Dutch part),SXM,2041,1663000
6319,Sint Maarten (Dutch part),SXM,2042,1663000
6320,Sint Maarten (Dutch part),SXM,2043,1663000
6321,Sint Maarten (Dutch part),SXM,2044,1663000
6322,Sint Maarten (Dutch part),SXM,2045,1663000
6323,Sint Maarten (Dutch part),SXM,2046,1663000
6324,Sint Maarten (Dutch part),SXM,2047,1663000
6325,Sint Maarten (Dutch part),SXM,2048,1663000
6326,Sint Maarten (Dutch part),SXM,2049,1663000
6327,Sint Maarten (Dutch part),SXM,2050,1663000
6328,Seychelles,SYC,2023,1663000
6329,Seychelles,SYC,2024,1663000
6330,Seychelles,SYC,2025,1663000
6331,Seychelles,SYC,2026,1663000
6332,Seychelles,SYC,2027,1663000
6333,Seychelles,SYC,2028,1663000
6334,Seychelles,SYC,2029,1663000
6335,Seychelles,SYC,2030,1663000
6336,Seychelles,SYC,2031,1663000
6337,Seychelles,SYC,2032,1663000
6338,Seychelles,SYC,2033,1663000
6339,Seychelles,SYC,2034,1663000
6340,Seychelles,SYC,2035,1663000
6341,Seychelles,SYC,2036,1663000
6342,Seychelles,SYC,2037,1663000
6343,Seychelles,SYC,2038,1663000
6344,Seychelles,SYC,2039,1663000
6345,Seychelles,SYC,2040,1663000
6346,Seychelles,SYC,2041,1663000
6347,Seychelles,SYC,2042,1663000
6348,Seychelles,SYC,2043,1663000
6349,Seychelles,SYC,2044,1663000
6350,Seychelles,SYC,2045,1663000
6351,Seychelles,SYC,2046,1663000
6352,Seychelles,SYC,2047,1663000
6353,Seychelles,SYC,2048,1663000
6354,Seychelles,SYC,2049,1663000
6355,Seychelles,SYC,2050,1663000
6356,Syrian Arab Republic,SYR,2023,1663000
6357,Syrian Arab Republic,SYR,2024,1663000
6358,Syrian Arab Republic,SYR,2025,1663000
6359,Syrian Arab Republic,SYR,2026,1663000
6360,Syrian Arab Republic,SYR,2027,1663000
6361,Syrian Arab Republic,SYR,2028,1663000
6362,Syrian Arab Republic,SYR,2029,1663000
6363,Syrian Arab Republic,SYR,2030,1663000
6364,Syrian Arab Republic,SYR,2031,1663000
6365,Syrian Arab Republic,SYR,2032,1663000
6366,Syrian Arab Republic,SYR,2033,1663000
6367,Syrian Arab Republic,SYR,2034,1663000
6368,Syrian Arab Republic,SYR,2035,1663000
6369,Syrian Arab Republic,SYR,2036,1663000
6370,Syrian Arab Republic,SYR,2037,1663000
6371,Syrian Arab Republic,SYR,2038,1663000
6372,Syrian Arab Republic,SYR,2039,1663000
6373,Syrian Arab Republic,SYR,2040,1663000
6374,Syrian Arab Republic,SYR,2041,1663000
6375,Syrian Arab Republic,SYR,2042,1663000
6376,Syrian Arab Republic,SYR,2043,1663000
6377,Syrian Arab Republic,SYR,2044,1663000
6378,Syrian Arab Republic,SYR,2045,1663000
6379,Syrian Arab Republic,SYR,2046,1663000
6380,Syrian Arab Republic,SYR,2047,1663000
6381,Syrian Arab Republic,SYR,2048,1663000
6382,Syrian Arab Republic,SYR,2049,1663000
6383,Syrian Arab Republic,SYR,2050,1663000
6384,Turks and Caicos Islands,TCA,2023,1663000
6385,Turks and Caicos Islands,TCA,2024,1663000
6386,Turks and Caicos Islands,TCA,2025,1663000
6387,Turks and Caicos Islands,TCA,2026,1663000
6388,Turks and Caicos Islands,TCA,2027,1663000
6389,Turks and Caicos Islands,TCA,2028,1663000
6390,Turks and Caicos Islands,TCA,2029,1663000
6391,Turks and Caicos Islands,TCA,2030,1663000
6392,Turks and Caicos Islands,TCA,2031,1663000
6393,Turks and Caicos Islands,TCA,2032,1663000
6394,Turks and Caicos Islands,TCA,2033,1663000
6395,Turks and Caicos Islands,TCA,2034,1663000
6396,Turks and Caicos Islands,TCA,2035,1663000
6397,Turks and Caicos Islands,TCA,2036,1663000
6398,Turks and Caicos Islands,TCA,2037,1663000
6399,Turks and Caicos Islands,TCA,2038,1663000
6400,Turks and Caicos Islands,TCA,2039,1663000
6401,Turks and Caicos Islands,TCA,2040,1663000
6402,Turks and Caicos Islands,TCA,2041,1663000
6403,Turks and Caicos Islands,TCA,2042,1663000
6404,Turks and Caicos Islands,TCA,2043,1663000
6405,Turks and Caicos Islands,TCA,2044,1663000
6406,Turks and Caicos Islands,TCA,2045,1663000
6407,Turks and Caicos Islands,TCA,2046,1663000
6408,Turks and Caicos Islands,TCA,2047,1663000
6409,Turks and Caicos Islands,TCA,2048,1663000
6410,Turks and Caicos Islands,TCA,2049,1663000
6411,Turks and Caicos Islands,TCA,2050,1663000
6412,Chad,TCD,2023,1663000
6413,Chad,TCD,2024,1663000
6414,Chad,TCD,2025,1663000
6415,Chad,TCD,2026,1663000
6416,Chad,TCD,2027,1663000
6417,Chad,TCD,2028,1663000
6418,Chad,TCD,2029,1663000
6419,Chad,TCD,2030,1663000
6420,Chad,TCD,2031,1663000
6421,Chad,TCD,2032,1663000
6422,Chad,TCD,2033,1663000
6423,Chad,TCD,2034,1663000
6424,Chad,TCD,2035,1663000
6425,Chad,TCD,2036,1663000
6426,Chad,TCD,2037,1663000
6427,Chad,TCD,2038,1663000
6428,Chad,TCD,2039,1663000
6429,Chad,TCD,2040,1663000
6430,Chad,TCD,2041,1663000
6431,Chad,TCD,2042,1663000
6432,Chad,TCD,2043,1663000
6433,Chad,TCD,2044,1663000
6434,Chad,TCD,2045,1663000
6435,Chad,TCD,2046,1663000
6436,Chad,TCD,2047,1663000
6437,Chad,TCD,2048,1663000
6438,Chad,TCD,2049,1663000
6439,Chad,TCD,2050,1663000
6440,East Asia & Pacific (IDA & IBRD countries),TEA,2023,1663000
6441,East Asia & Pacific (IDA & IBRD countries),TEA,2024,1663000
6442,East Asia & Pacific (IDA & IBRD countries),TEA,2025,1663000
6443,East Asia & Pacific (IDA & IBRD countries),TEA,2026,1663000
6444,East Asia & Pacific (IDA & IBRD countries),TEA,2027,1663000
6445,East Asia & Pacific (IDA & IBRD countries),TEA,2028,1663000
6446,East Asia & Pacific (IDA & IBRD countries),TEA,2029,1663000
6447,East Asia & Pacific (IDA & IBRD countries),TEA,2030,1663000
6448,East Asia & Pacific (IDA & IBRD countries),TEA,2031,1663000
6449,East Asia & Pacific (IDA & IBRD countries),TEA,2032,1663000
6450,East Asia & Pacific (IDA & IBRD countries),TEA,2033,1663000
6451,East Asia & Pacific (IDA & IBRD countries),TEA,2034,1663000
6452,East Asia & Pacific (IDA & IBRD countries),TEA,2035,1663000
6453,East Asia & Pacific (IDA & IBRD countries),TEA,2036,1663000
6454,East Asia & Pacific (IDA & IBRD countries),TEA,2037,1663000
6455,East Asia & Pacific (IDA & IBRD countries),TEA,2038,1663000
6456,East Asia & Pacific (IDA & IBRD countries),TEA,2039,1663000
6457,East Asia & Pacific (IDA & IBRD countries),TEA,2040,1663000
6458,East Asia & Pacific (IDA & IBRD countries),TEA,2041,1663000
6459,East Asia & Pacific (IDA & IBRD countries),TEA,2042,1663000
6460,East Asia & Pacific (IDA & IBRD countries),TEA,2043,1663000
6461,East Asia & Pacific (IDA & IBRD countries),TEA,2044,1663000
6462,East Asia & Pacific (IDA & IBRD countries),TEA,2045,1663000
6463,East Asia & Pacific (IDA & IBRD countries),TEA,2046,1663000
6464,East Asia & Pacific (IDA & IBRD countries),TEA,2047,1663000
6465,East Asia & Pacific (IDA & IBRD countries),TEA,2048,1663000
6466,East Asia & Pacific (IDA & IBRD countries),TEA,2049,1663000
6467,East Asia & Pacific (IDA & IBRD countries),TEA,2050,1663000
6468,Europe & Central Asia (IDA & IBRD countries),TEC,2023,1663000
6469,Europe & Central Asia (IDA & IBRD countries),TEC,2024,1663000
6470,Europe & Central Asia (IDA & IBRD countries),TEC,2025,1663000
6471,Europe & Central Asia (IDA & IBRD countries),TEC,2026,1663000
6472,Europe & Central Asia (IDA & IBRD countries),TEC,2027,1663000
6473,Europe & Central Asia (IDA & IBRD countries),TEC,2028,1663000
6474,Europe & Central Asia (IDA & IBRD countries),TEC,2029,1663000
6475,Europe & Central Asia (IDA & IBRD countries),TEC,2030,1663000
6476,Europe & Central Asia (IDA & IBRD countries),TEC,2031,1663000
6477,Europe & Central Asia (IDA & IBRD countries),TEC,2032,1663000
6478,Europe & Central Asia (IDA & IBRD countries),TEC,2033,1663000
6479,Europe & Central Asia (IDA & IBRD countries),TEC,2034,1663000
6480,Europe & Central Asia (IDA & IBRD countries),TEC,2035,1663000
6481,Europe & Central Asia (IDA & IBRD countries),TEC,2036,1663000
6482,Europe & Central Asia (IDA & IBRD countries),TEC,2037,1663000
6483,Europe & Central Asia (IDA & IBRD countries),TEC,2038,1663000
6484,Europe & Central Asia (IDA & IBRD countries),TEC,2039,1663000
6485,Europe & Central Asia (IDA & IBRD countries),TEC,2040,1663000
6486,Europe & Central Asia (IDA & IBRD countries),TEC,2041,1663000
6487,Europe & Central Asia (IDA & IBRD countries),TEC,2042,1663000
6488,Europe & Central Asia (IDA & IBRD countries),TEC,2043,1663000
6489,Europe & Central Asia (IDA & IBRD countries),TEC,2044,1663000
6490,Europe & Central Asia (IDA & IBRD countries),TEC,2045,1663000
6491,Europe & Central Asia (IDA & IBRD countries),TEC,2046,1663000
6492,Europe & Central Asia (IDA & IBRD countries),TEC,2047,1663000
6493,Europe & Central Asia (IDA & IBRD countries),TEC,2048,1663000
6494,Europe & Central Asia (IDA & IBRD countries),TEC,2049,1663000
6495,Europe & Central Asia (IDA & IBRD countries),TEC,2050,1663000
6496,Togo,TGO,2023,1663000
6497,Togo,TGO,2024,1663000
6498,Togo,TGO,2025,1663000
6499,Togo,TGO,2026,1663000
6500,Togo,TGO,2027,1663000
6501,Togo,TGO,2028,1663000
6502,Togo,TGO,2029,1663000
6503,Togo,TGO,2030,1663000
6504,Togo,TGO,2031,1663000
6505,Togo,TGO,2032,1663000
6506,Togo,TGO,2033,1663000
6507,Togo,TGO,2034,1663000
6508,Togo,TGO,2035,1663000
6509,Togo,TGO,2036,1663000
6510,Togo,TGO,2037,1663000
6511,Togo,TGO,2038,1663000
6512,Togo,TGO,2039,1663000
6513,Togo,TGO,2040,1663000
6514,Togo,TGO,2041,1663000
6515,Togo,TGO,2042,1663000
6516,Togo,TGO,2043,1663000
6517,Togo,TGO,2044,1663000
6518,Togo,TGO,2045,1663000
6519,Togo,TGO,2046,1663000
6520,Togo,TGO,2047,1663000
6521,Togo,TGO,2048,1663000
6522,Togo,TGO,2049,1663000
6523,Togo,TGO,2050,1663000
6524,Thailand,THA,2023,1663000
6525,Thailand,THA,2024,1663000
6526,Thailand,THA,2025,1663000
6527,Thailand,THA,2026,1663000
6528,Thailand,THA,2027,1663000
6529,Thailand,THA,2028,1663000
6530,Thailand,THA,2029,1663000
6531,Thailand,THA,2030,1663000
6532,Thailand,THA,2031,1663000
6533,Thailand,THA,2032,1663000
6534,Thailand,THA,2033,1663000
6535,Thailand,THA,2034,1663000
6536,Thailand,THA,2035,1663000
6537,Thailand,THA,2036,1663000
6538,Thailand,THA,2037,1663000
6539,Thailand,THA,2038,1663000
6540,Thailand,THA,2039,1663000
6541,Thailand,THA,2040,1663000
6542,Thailand,THA,2041,1663000
6543,Thailand,THA,2042,1663000
6544,Thailand,THA,2043,1663000
6545,Thailand,THA,2044,1663000
6546,Thailand,THA,2045,1663000
6547,Thailand,THA,2046,1663000
6548,Thailand,THA,2047,1663000
6549,Thailand,THA,2048,1663000
6550,Thailand,THA,2049,1663000
6551,Thailand,THA,2050,1663000
6552,Tajikistan,TJK,2023,1663000
6553,Tajikistan,TJK,2024,1663000
6554,Tajikistan,TJK,2025,1663000
6555,Tajikistan,TJK,2026,1663000
6556,Tajikistan,TJK,2027,1663000
6557,Tajikistan,TJK,2028,1663000
6558,Tajikistan,TJK,2029,1663000
6559,Tajikistan,TJK,2030,1663000
6560,Tajikistan,TJK,2031,1663000
6561,Tajikistan,TJK,2032,1663000
6562,Tajikistan,TJK,2033,1663000
6563,Tajikistan,TJK,2034,1663000
6564,Tajikistan,TJK,2035,1663000
6565,Tajikistan,TJK,2036,1663000
6566,Tajikistan,TJK,2037,1663000
6567,Tajikistan,TJK,2038,1663000
6568,Tajikistan,TJK,2039,1663000
6569,Tajikistan,TJK,2040,1663000
6570,Tajikistan,TJK,2041,1663000
6571,Tajikistan,TJK,2042,1663000
6572,Tajikistan,TJK,2043,1663000
6573,Tajikistan,TJK,2044,1663000
6574,Tajikistan,TJK,2045,1663000
6575,Tajikistan,TJK,2046,1663000
6576,Tajikistan,TJK,2047,1663000
6577,Tajikistan,TJK,2048,1663000
6578,Tajikistan,TJK,2049,1663000
6579,Tajikistan,TJK,2050,1663000
6580,Turkmenistan,TKM,2023,1663000
6581,Turkmenistan,TKM,2024,1663000
6582,Turkmenistan,TKM,2025,1663000
6583,Turkmenistan,TKM,2026,1663000
6584,Turkmenistan,TKM,2027,1663000
6585,Turkmenistan,TKM,2028,1663000
6586,Turkmenistan,TKM,2029,1663000
6587,Turkmenistan,TKM,2030,1663000
6588,Turkmenistan,TKM,2031,1663000
6589,Turkmenistan,TKM,2032,1663000
6590,Turkmenistan,TKM,2033,1663000
6591,Turkmenistan,TKM,2034,1663000
6592,Turkmenistan,TKM,2035,1663000
6593,Turkmenistan,TKM,2036,1663000
6594,Turkmenistan,TKM,2037,1663000
6595,Turkmenistan,TKM,2038,1663000
6596,Turkmenistan,TKM,2039,1663000
6597,Turkmenistan,TKM,2040,1663000
6598,Turkmenistan,TKM,2041,1663000
6599,Turkmenistan,TKM,2042,1663000
6600,Turkmenistan,TKM,2043,1663000
6601,Turkmenistan,TKM,2044,1663000
6602,Turkmenistan,TKM,2045,1663000
6603,Turkmenistan,TKM,2046,1663000
6604,Turkmenistan,TKM,2047,1663000
6605,Turkmenistan,TKM,2048,1663000
6606,Turkmenistan,TKM,2049,1663000
6607,Turkmenistan,TKM,2050,1663000
6608,Latin America & the Caribbean (IDA & IBRD countries),TLA,2023,1663000
6609,Latin America & the Caribbean (IDA & IBRD countries),TLA,2024,1663000
6610,Latin America & the Caribbean (IDA & IBRD countries),TLA,2025,1663000
6611,Latin America & the Caribbean (IDA & IBRD countries),TLA,2026,1663000
6612,Latin America & the Caribbean (IDA & IBRD countries),TLA,2027,1663000
6613,Latin America & the Caribbean (IDA & IBRD countries),TLA,2028,1663000
6614,Latin America & the Caribbean (IDA & IBRD countries),TLA,2029,1663000
6615,Latin America & the Caribbean (IDA & IBRD countries),TLA,2030,1663000
6616,Latin America & the Caribbean (IDA & IBRD countries),TLA,2031,1663000
6617,Latin America & the Caribbean (IDA & IBRD countries),TLA,2032,1663000
6618,Latin America & the Caribbean (IDA & IBRD countries),TLA,2033,1663000
6619,Latin America & the Caribbean (IDA & IBRD countries),TLA,2034,1663000
6620,Latin America & the Caribbean (IDA & IBRD countries),TLA,2035,1663000
6621,Latin America & the Caribbean (IDA & IBRD countries),TLA,2036,1663000
6622,Latin America & the Caribbean (IDA & IBRD countries),TLA,2037,1663000
6623,Latin America & the Caribbean (IDA & IBRD countries),TLA,2038,1663000
6624,Latin America & the Caribbean (IDA & IBRD countries),TLA,2039,1663000
6625,Latin America & the Caribbean (IDA & IBRD countries),TLA,2040,1663000
6626,Latin America & the Caribbean (IDA & IBRD countries),TLA,2041,1663000
6627,Latin America & the Caribbean (IDA & IBRD countries),TLA,2042,1663000
6628,Latin America & the Caribbean (IDA & IBRD countries),TLA,2043,1663000
6629,Latin America & the Caribbean (IDA & IBRD countries),TLA,2044,1663000
6630,Latin America & the Caribbean (IDA & IBRD countries),TLA,2045,1663000
6631,Latin America & the Caribbean (IDA & IBRD countries),TLA,2046,1663000
6632,Latin America & the Caribbean (IDA & IBRD countries),TLA,2047,1663000
6633,Latin America & the Caribbean (IDA & IBRD countries),TLA,2048,1663000
6634,Latin America & the Caribbean (IDA & IBRD countries),TLA,2049,1663000
6635,Latin America & the Caribbean (IDA & IBRD countries),TLA,2050,1663000
6636,Timor-Leste,TLS,2023,1663000
6637,Timor-Leste,TLS,2024,1663000
6638,Timor-Leste,TLS,2025,1663000
6639,Timor-Leste,TLS,2026,1663000
6640,Timor-Leste,TLS,2027,1663000
6641,Timor-Leste,TLS,2028,1663000
6642,Timor-Leste,TLS,2029,1663000
6643,Timor-Leste,TLS,2030,1663000
6644,Timor-Leste,TLS,2031,1663000
6645,Timor-Leste,TLS,2032,1663000
6646,Timor-Leste,TLS,2033,1663000
6647,Timor-Leste,TLS,2034,1663000
6648,Timor-Leste,TLS,2035,1663000
6649,Timor-Leste,TLS,2036,1663000
6650,Timor-Leste,TLS,2037,1663000
6651,Timor-Leste,TLS,2038,1663000
6652,Timor-Leste,TLS,2039,1663000
6653,Timor-Leste,TLS,2040,1663000
6654,Timor-Leste,TLS,2041,1663000
6655,Timor-Leste,TLS,2042,1663000
6656,Timor-Leste,TLS,2043,1663000
6657,Timor-Leste,TLS,2044,1663000
6658,Timor-Leste,TLS,2045,1663000
6659,Timor-Leste,TLS,2046,1663000
6660,Timor-Leste,TLS,2047,1663000
6661,Timor-Leste,TLS,2048,1663000
6662,Timor-Leste,TLS,2049,1663000
6663,Timor-Leste,TLS,2050,1663000
6664,Middle East & North Africa (IDA & IBRD countries),TMN,2023,1663000
6665,Middle East & North Africa (IDA & IBRD countries),TMN,2024,1663000
6666,Middle East & North Africa (IDA & IBRD countries),TMN,2025,1663000
6667,Middle East & North Africa (IDA & IBRD countries),TMN,2026,1663000
6668,Middle East & North Africa (IDA & IBRD countries),TMN,2027,1663000
6669,Middle East & North Africa (IDA & IBRD countries),TMN,2028,1663000
6670,Middle East & North Africa (IDA & IBRD countries),TMN,2029,1663000
6671,Middle East & North Africa (IDA & IBRD countries),TMN,2030,1663000
6672,Middle East & North Africa (IDA & IBRD countries),TMN,2031,1663000
6673,Middle East & North Africa (IDA & IBRD countries),TMN,2032,1663000
6674,Middle East & North Africa (IDA & IBRD countries),TMN,2033,1663000
6675,Middle East & North Africa (IDA & IBRD countries),TMN,2034,1663000
6676,Middle East & North Africa (IDA & IBRD countries),TMN,2035,1663000
6677,Middle East & North Africa (IDA & IBRD countries),TMN,2036,1663000
6678,Middle East & North Africa (IDA & IBRD countries),TMN,2037,1663000
6679,Middle East & North Africa (IDA & IBRD countries),TMN,2038,1663000
6680,Middle East & North Africa (IDA & IBRD countries),TMN,2039,1663000
6681,Middle East & North Africa (IDA & IBRD countries),TMN,2040,1663000
6682,Middle East & North Africa (IDA & IBRD countries),TMN,2041,1663000
6683,Middle East & North Africa (IDA & IBRD countries),TMN,2042,1663000
6684,Middle East & North Africa (IDA & IBRD countries),TMN,2043,1663000
6685,Middle East & North Africa (IDA & IBRD countries),TMN,2044,1663000
6686,Middle East & North Africa (IDA & IBRD countries),TMN,2045,1663000
6687,Middle East & North Africa (IDA & IBRD countries),TMN,2046,1663000
6688,Middle East & North Africa (IDA & IBRD countries),TMN,2047,1663000
6689,Middle East & North Africa (IDA & IBRD countries),TMN,2048,1663000
6690,Middle East & North Africa (IDA & IBRD countries),TMN,2049,1663000
6691,Middle East & North Africa (IDA & IBRD countries),TMN,2050,1663000
6692,Tonga,TON,2023,1663000
6693,Tonga,TON,2024,1663000
6694,Tonga,TON,2025,1663000
6695,Tonga,TON,2026,1663000
6696,Tonga,TON,2027,1663000
6697,Tonga,TON,2028,1663000
6698,Tonga,TON,2029,1663000
6699,Tonga,TON,2030,1663000
6700,Tonga,TON,2031,1663000
6701,Tonga,TON,2032,1663000
6702,Tonga,TON,2033,1663000
6703,Tonga,TON,2034,1663000
6704,Tonga,TON,2035,1663000
6705,Tonga,TON,2036,1663000
6706,Tonga,TON,2037,1663000
6707,Tonga,TON,2038,1663000
6708,Tonga,TON,2039,1663000
6709,Tonga,TON,2040,1663000
6710,Tonga,TON,2041,1663000
6711,Tonga,TON,2042,1663000
6712,Tonga,TON,2043,1663000
6713,Tonga,TON,2044,1663000
6714,Tonga,TON,2045,1663000
6715,Tonga,TON,2046,1663000
6716,Tonga,TON,2047,1663000
6717,Tonga,TON,2048,1663000
6718,Tonga,TON,2049,1663000
6719,Tonga,TON,2050,1663000
6720,South Asia (IDA & IBRD),TSA,2023,1663000
6721,South Asia (IDA & IBRD),TSA,2024,1663000
6722,South Asia (IDA & IBRD),TSA,2025,1663000
6723,South Asia (IDA & IBRD),TSA,2026,1663000
6724,South Asia (IDA & IBRD),TSA,2027,1663000
6725,South Asia (IDA & IBRD),TSA,2028,1663000
6726,South Asia (IDA & IBRD),TSA,2029,1663000
6727,South Asia (IDA & IBRD),TSA,2030,1663000
6728,South Asia (IDA & IBRD),TSA,2031,1663000
6729,South Asia (IDA & IBRD),TSA,2032,1663000
6730,South Asia (IDA & IBRD),TSA,2033,1663000
6731,South Asia (IDA & IBRD),TSA,2034,1663000
6732,South Asia (IDA & IBRD),TSA,2035,1663000
6733,South Asia (IDA & IBRD),TSA,2036,1663000
6734,South Asia (IDA & IBRD),TSA,2037,1663000
6735,South Asia (IDA & IBRD),TSA,2038,1663000
6736,South Asia (IDA & IBRD),TSA,2039,1663000
6737,South Asia (IDA & IBRD),TSA,2040,1663000
6738,South Asia (IDA & IBRD),TSA,2041,1663000
6739,South Asia (IDA & IBRD),TSA,2042,1663000
6740,South Asia (IDA & IBRD),TSA,2043,1663000
6741,South Asia (IDA & IBRD),TSA,2044,1663000
6742,South Asia (IDA & IBRD),TSA,2045,1663000
6743,South Asia (IDA & IBRD),TSA,2046,1663000
6744,South Asia (IDA & IBRD),TSA,2047,1663000
6745,South Asia (IDA & IBRD),TSA,2048,1663000
6746,South Asia (IDA & IBRD),TSA,2049,1663000
6747,South Asia (IDA & IBRD),TSA,2050,1663000
6748,Sub-Saharan Africa (IDA & IBRD countries),TSS,2023,1663000
6749,Sub-Saharan Africa (IDA & IBRD countries),TSS,2024,1663000
6750,Sub-Saharan Africa (IDA & IBRD countries),TSS,2025,1663000
6751,Sub-Saharan Africa (IDA & IBRD countries),TSS,2026,1663000
6752,Sub-Saharan Africa (IDA & IBRD countries),TSS,2027,1663000
6753,Sub-Saharan Africa (IDA & IBRD countries),TSS,2028,1663000
6754,Sub-Saharan Africa (IDA & IBRD countries),TSS,2029,1663000
6755,Sub-Saharan Africa (IDA & IBRD countries),TSS,2030,1663000
