Year,iso_code3,cost_enfu_fuel_furnace_gas_usd_per_m3
2016,BDI,13725.64626
2017,BDI,13725.64626
2018,BDI,13725.64626
2019,BDI,13725.64626
2020,BDI,13725.64626
2015,BEL,13725.64626
2016,BEL,13725.64626
2017,BEL,13725.64626
2018,BEL,13725.64626
2019,BEL,13725.64626
2020,BEL,13725.64626
2015,BEN,13725.64626
2016,BEN,13725.64626
2017,BEN,13725.64626
2018,BEN,13725.64626
2019,BEN,13725.64626
2020,BEN,13725.64626
2015,BFA,13725.64626
2016,BFA,13725.64626
2017,BFA,13725.64626
2018,BFA,13725.64626
2019,BFA,13725.64626
2020,BFA,13725.64626
2015,BGD,13725.64626
2016,BGD,13725.64626
2017,BGD,13725.64626
2018,BGD,13725.64626
2019,BGD,13725.64626
2020,BGD,13725.64626
2015,BGR,1612.857143
2016,BGR,1612.857143
2017,BGR,1612.857143
2018,BGR,1612.857143
2019,BGR,1612.857143
2020,BGR,1612.857143
2015,BHR,13725.64626
2016,BHR,13725.64626
2017,BHR,13725.64626
2018,BHR,13725.64626
2019,BHR,13725.64626
2020,BHR,13725.64626
2015,BHS,13725.64626
2016,BHS,13725.64626
2017,BHS,13725.64626
2018,BHS,13725.64626
2019,BHS,13725.64626
2020,BHS,13725.64626
2015,BIH,13725.64626
2016,BIH,13725.64626
2017,BIH,13725.64626
2018,BIH,13725.64626
2019,BIH,13725.64626
2020,BIH,13725.64626
2015,BLR,1170.0
2016,BLR,1170.0
2017,BLR,1170.0
2018,BLR,1170.0
2019,BLR,1170.0
2020,BLR,1170.0
2015,BLZ,13725.64626
2016,BLZ,13725.64626
2017,BLZ,13725.64626
2018,BLZ,13725.64626
2019,BLZ,13725.64626
2020,BLZ,13725.64626
2015,BMU,13725.64626
2016,BMU,13725.64626
2017,BMU,13725.64626
2018,BMU,13725.64626
2019,BMU,13725.64626
2020,BMU,13725.64626
2015,BOL,13725.64626
2016,BOL,13725.64626
2017,BOL,13725.64626
2018,BOL,13725.64626
2019,BOL,13725.64626
2020,BOL,13725.64626
2015,BRA,89069.99999999999
2016,BRA,89069.99999999999
2017,BRA,89069.99999999999
2018,BRA,89069.99999999999
2019,BRA,89069.99999999999
2020,BRA,89069.99999999999
2015,BRB,13725.64626
2016,BRB,13725.64626
2017,BRB,13725.64626
2018,BRB,13725.64626
2019,BRB,13725.64626
2020,BRB,13725.64626
2015,BRN,13725.64626
2016,BRN,13725.64626
2017,BRN,13725.64626
2018,BRN,13725.64626
2019,BRN,13725.64626
2020,BRN,13725.64626
2015,BTN,13725.64626
2016,BTN,13725.64626
2017,BTN,13725.64626
2018,BTN,13725.64626
2019,BTN,13725.64626
2020,BTN,13725.64626
2015,BWA,13725.64626
2016,BWA,13725.64626
2017,BWA,13725.64626
2018,BWA,13725.64626
2019,BWA,13725.64626
2020,BWA,13725.64626
2015,CAF,13725.64626
2016,CAF,13725.64626
2017,CAF,13725.64626
2018,CAF,13725.64626
2019,CAF,13725.64626
2020,CAF,13725.64626
2015,CAN,13725.64626
2016,CAN,13725.64626
2017,CAN,13725.64626
2018,CAN,13725.64626
2019,CAN,13725.64626
2020,CAN,13725.64626
2015,CHE,13725.64626
2016,CHE,13725.64626
2017,CHE,13725.64626
2018,CHE,13725.64626
2019,CHE,13725.64626
2020,CHE,13725.64626
2015,CHL,13725.64626
2016,CHL,13725.64626
2017,CHL,13725.64626
2018,CHL,13725.64626
2019,CHL,13725.64626
2020,CHL,13725.64626
2015,CHN,13725.64626
2016,CHN,13725.64626
2017,CHN,13725.64626
2018,CHN,13725.64626
2019,CHN,13725.64626
2020,CHN,13725.64626
2015,CIV,13725.64626
2016,CIV,13725.64626
2017,CIV,13725.64626
2018,CIV,13725.64626
2019,CIV,13725.64626
2020,CIV,13725.64626
2015,CMR,13725.64626
2016,CMR,13725.64626
2017,CMR,13725.64626
2018,CMR,13725.64626
2019,CMR,13725.64626
2020,CMR,13725.64626
2015,COD,13725.64626
2016,COD,13725.64626
2017,COD,13725.64626
2018,COD,13725.64626
2019,COD,13725.64626
2020,COD,13725.64626
2015,COG,13725.64626
2016,COG,13725.64626
2017,COG,13725.64626
2018,COG,13725.64626
2019,COG,13725.64626
2020,COG,13725.64626
2015,COL,13725.64626
2016,COL,13725.64626
2017,COL,13725.64626
2018,COL,13725.64626
2019,COL,13725.64626
2020,COL,13725.64626
2015,COM,13725.64626
2016,COM,13725.64626
2017,COM,13725.64626
2018,COM,13725.64626
2019,COM,13725.64626
2020,COM,13725.64626
2015,CPV,13725.64626
2016,CPV,13725.64626
2017,CPV,13725.64626
2018,CPV,13725.64626
2019,CPV,13725.64626
2020,CPV,13725.64626
2015,CRI,13725.64626
2016,CRI,13725.64626
2017,CRI,13725.64626
2018,CRI,13725.64626
2019,CRI,13725.64626
2020,CRI,13725.64626
2015,CUB,13725.64626
2016,CUB,13725.64626
2017,CUB,13725.64626
2018,CUB,13725.64626
2019,CUB,13725.64626
2020,CUB,13725.64626
2015,CUW,13725.64626
2016,CUW,13725.64626
2017,CUW,13725.64626
2018,CUW,13725.64626
2019,CUW,13725.64626
2020,CUW,13725.64626
2015,CYM,13725.64626
2016,CYM,13725.64626
2017,CYM,13725.64626
2018,CYM,13725.64626
2019,CYM,13725.64626
2020,CYM,13725.64626
2015,CYP,13725.64626
2016,CYP,13725.64626
2017,CYP,13725.64626
2018,CYP,13725.64626
2019,CYP,13725.64626
2020,CYP,13725.64626
2015,CZE,13725.64626
2016,CZE,13725.64626
2017,CZE,13725.64626
2018,CZE,13725.64626
2019,CZE,13725.64626
2020,CZE,13725.64626
2015,DEU,13725.64626
2016,DEU,13725.64626
2017,DEU,13725.64626
2018,DEU,13725.64626
2019,DEU,13725.64626
2020,DEU,13725.64626
2015,DJI,13725.64626
2016,DJI,13725.64626
2017,DJI,13725.64626
2018,DJI,13725.64626
2019,DJI,13725.64626
2020,DJI,13725.64626
2015,DMA,13725.64626
2016,DMA,13725.64626
2017,DMA,13725.64626
2018,DMA,13725.64626
2019,DMA,13725.64626
2020,DMA,13725.64626
2015,DNK,13725.64626
2016,DNK,13725.64626
2017,DNK,13725.64626
2018,DNK,13725.64626
2019,DNK,13725.64626
2020,DNK,13725.64626
2015,DOM,13725.64626
2016,DOM,13725.64626
2017,DOM,13725.64626
2018,DOM,13725.64626
2019,DOM,13725.64626
2020,DOM,13725.64626
2015,DZA,301.428571
2016,DZA,301.428571
2017,DZA,301.428571
2018,DZA,301.428571
2019,DZA,301.428571
2020,DZA,301.428571
2015,ECU,13725.64626
2016,ECU,13725.64626
2017,ECU,13725.64626
2018,ECU,13725.64626
2019,ECU,13725.64626
2020,ECU,13725.64626
2015,EGY,13725.64626
2016,EGY,13725.64626
2017,EGY,13725.64626
2018,EGY,13725.64626
2019,EGY,13725.64626
2020,EGY,13725.64626
2015,ERI,13725.64626
2016,ERI,13725.64626
2017,ERI,13725.64626
2018,ERI,13725.64626
2019,ERI,13725.64626
2020,ERI,13725.64626
2015,ESP,13725.64626
2016,ESP,13725.64626
2017,ESP,13725.64626
2018,ESP,13725.64626
2019,ESP,13725.64626
2020,ESP,13725.64626
2015,EST,13725.64626
2016,EST,13725.64626
2017,EST,13725.64626
2018,EST,13725.64626
2019,EST,13725.64626
2020,EST,13725.64626
2015,ETH,13725.64626
2016,ETH,13725.64626
2017,ETH,13725.64626
2018,ETH,13725.64626
2019,ETH,13725.64626
2020,ETH,13725.64626
2015,FIN,13725.64626
2016,FIN,13725.64626
2017,FIN,13725.64626
2018,FIN,13725.64626
2019,FIN,13725.64626
2020,FIN,13725.64626
2015,FJI,13725.64626
2016,FJI,13725.64626
2017,FJI,13725.64626
2018,FJI,13725.64626
2019,FJI,13725.64626
2020,FJI,13725.64626
2015,FRA,13725.64626
2016,FRA,13725.64626
2017,FRA,13725.64626
2018,FRA,13725.64626
2019,FRA,13725.64626
2020,FRA,13725.64626
2015,FRO,13725.64626
2016,FRO,13725.64626
2017,FRO,13725.64626
2018,FRO,13725.64626
2019,FRO,13725.64626
2020,FRO,13725.64626
2015,FSM,13725.64626
2016,FSM,13725.64626
2017,FSM,13725.64626
2018,FSM,13725.64626
2019,FSM,13725.64626
2020,FSM,13725.64626
2015,GAB,13725.64626
2016,GAB,13725.64626
2017,GAB,13725.64626
2018,GAB,13725.64626
2019,GAB,13725.64626
2020,GAB,13725.64626
2015,GBR,13725.64626
2016,GBR,13725.64626
2017,GBR,13725.64626
2018,GBR,13725.64626
2019,GBR,13725.64626
2020,GBR,13725.64626
2015,GEO,13725.64626
2016,GEO,13725.64626
2017,GEO,13725.64626
2018,GEO,13725.64626
2019,GEO,13725.64626
2020,GEO,13725.64626
2015,GHA,13725.64626
2016,GHA,13725.64626
2017,GHA,13725.64626
2018,GHA,13725.64626
2019,GHA,13725.64626
2020,GHA,13725.64626
2015,GIB,13725.64626
2016,GIB,13725.64626
2017,GIB,13725.64626
2018,GIB,13725.64626
2019,GIB,13725.64626
2020,GIB,13725.64626
2015,GIN,13725.64626
2016,GIN,13725.64626
2017,GIN,13725.64626
2018,GIN,13725.64626
2019,GIN,13725.64626
2020,GIN,13725.64626
2015,GMB,13725.64626
2016,GMB,13725.64626
2017,GMB,13725.64626
2018,GMB,13725.64626
2019,GMB,13725.64626
2020,GMB,13725.64626
2015,GNB,13725.64626
2016,GNB,13725.64626
2017,GNB,13725.64626
2018,GNB,13725.64626
2019,GNB,13725.64626
2020,GNB,13725.64626
2015,GNQ,13725.64626
2016,GNQ,13725.64626
2017,GNQ,13725.64626
2018,GNQ,13725.64626
2019,GNQ,13725.64626
2020,GNQ,13725.64626
2015,GRC,13725.64626
2016,GRC,13725.64626
2017,GRC,13725.64626
2018,GRC,13725.64626
2019,GRC,13725.64626
2020,GRC,13725.64626
2015,GRD,13725.64626
2016,GRD,13725.64626
2017,GRD,13725.64626
2018,GRD,13725.64626
2019,GRD,13725.64626
2020,GRD,13725.64626
2015,GRL,13725.64626
2016,GRL,13725.64626
2017,GRL,13725.64626
2018,GRL,13725.64626
2019,GRL,13725.64626
2020,GRL,13725.64626
2015,GTM,13725.64626
2016,GTM,13725.64626
2017,GTM,13725.64626
2018,GTM,13725.64626
2019,GTM,13725.64626
2020,GTM,13725.64626
2015,GUM,13725.64626
2016,GUM,13725.64626
2017,GUM,13725.64626
2018,GUM,13725.64626
2019,GUM,13725.64626
2020,GUM,13725.64626
2015,GUY,13725.64626
2016,GUY,13725.64626
2017,GUY,13725.64626
2018,GUY,13725.64626
2019,GUY,13725.64626
2020,GUY,13725.64626
2015,HKG,13725.64626
2016,HKG,13725.64626
2017,HKG,13725.64626
2018,HKG,13725.64626
2019,HKG,13725.64626
2020,HKG,13725.64626
2015,HND,13725.64626
2016,HND,13725.64626
2017,HND,13725.64626
2018,HND,13725.64626
2019,HND,13725.64626
2020,HND,13725.64626
2015,HRV,1250.0
2016,HRV,1250.0
2017,HRV,1250.0
2018,HRV,1250.0
2019,HRV,1250.0
2020,HRV,1250.0
2015,HTI,13725.64626
2016,HTI,13725.64626
2017,HTI,13725.64626
2018,HTI,13725.64626
2019,HTI,13725.64626
2020,HTI,13725.64626
2015,HUN,13725.64626
2016,HUN,13725.64626
2017,HUN,13725.64626
2018,HUN,13725.64626
2019,HUN,13725.64626
2020,HUN,13725.64626
2015,IDN,13725.64626
2016,IDN,13725.64626
2017,IDN,13725.64626
2018,IDN,13725.64626
2019,IDN,13725.64626
2020,IDN,13725.64626
2015,IMN,13725.64626
2016,IMN,13725.64626
2017,IMN,13725.64626
2018,IMN,13725.64626
2019,IMN,13725.64626
2020,IMN,13725.64626
2015,IND,13725.64626
2016,IND,13725.64626
2017,IND,13725.64626
2018,IND,13725.64626
2019,IND,13725.64626
2020,IND,13725.64626
2015,IRL,13725.64626
2016,IRL,13725.64626
2017,IRL,13725.64626
2018,IRL,13725.64626
2019,IRL,13725.64626
2020,IRL,13725.64626
2015,IRN,13725.64626
2016,IRN,13725.64626
2017,IRN,13725.64626
2018,IRN,13725.64626
2019,IRN,13725.64626
2020,IRN,13725.64626
2015,IRQ,13725.64626
2016,IRQ,13725.64626
2017,IRQ,13725.64626
2018,IRQ,13725.64626
2019,IRQ,13725.64626
2020,IRQ,13725.64626
2015,ISL,13725.64626
2016,ISL,13725.64626
2017,ISL,13725.64626
2018,ISL,13725.64626
2019,ISL,13725.64626
2020,ISL,13725.64626
2015,ISR,13725.64626
2016,ISR,13725.64626
2017,ISR,13725.64626
2018,ISR,13725.64626
2019,ISR,13725.64626
2020,ISR,13725.64626
2015,ITA,13725.64626
2016,ITA,13725.64626
2017,ITA,13725.64626
2018,ITA,13725.64626
2019,ITA,13725.64626
2020,ITA,13725.64626
2015,JAM,13725.64626
2016,JAM,13725.64626
2017,JAM,13725.64626
2018,JAM,13725.64626
2019,JAM,13725.64626
2020,JAM,13725.64626
2015,JOR,13725.64626
2016,JOR,13725.64626
2017,JOR,13725.64626
2018,JOR,13725.64626
2019,JOR,13725.64626
2020,JOR,13725.64626
2015,JPN,13725.64626
2016,JPN,13725.64626
2017,JPN,13725.64626
2018,JPN,13725.64626
2019,JPN,13725.64626
2020,JPN,13725.64626
2015,KAZ,13725.64626
2016,KAZ,13725.64626
2017,KAZ,13725.64626
2018,KAZ,13725.64626
2019,KAZ,13725.64626
2020,KAZ,13725.64626
2015,KEN,13725.64626
2016,KEN,13725.64626
2017,KEN,13725.64626
2018,KEN,13725.64626
2019,KEN,13725.64626
2020,KEN,13725.64626
2015,KGZ,13725.64626
2016,KGZ,13725.64626
2017,KGZ,13725.64626
2018,KGZ,13725.64626
2019,KGZ,13725.64626
2020,KGZ,13725.64626
2015,KHM,13725.64626
2016,KHM,13725.64626
2017,KHM,13725.64626
2018,KHM,13725.64626
2019,KHM,13725.64626
2020,KHM,13725.64626
2015,KIR,13725.64626
2016,KIR,13725.64626
2017,KIR,13725.64626
2018,KIR,13725.64626
2019,KIR,13725.64626
2020,KIR,13725.64626
2015,KNA,13725.64626
2016,KNA,13725.64626
2017,KNA,13725.64626
2018,KNA,13725.64626
2019,KNA,13725.64626
2020,KNA,13725.64626
2015,KOR,13725.64626
2016,KOR,13725.64626
2017,KOR,13725.64626
2018,KOR,13725.64626
2019,KOR,13725.64626
2020,KOR,13725.64626
2015,KWT,13725.64626
2016,KWT,13725.64626
2017,KWT,13725.64626
2018,KWT,13725.64626
2019,KWT,13725.64626
2020,KWT,13725.64626
2015,LAO,13725.64626
2016,LAO,13725.64626
2017,LAO,13725.64626
2018,LAO,13725.64626
2019,LAO,13725.64626
2020,LAO,13725.64626
2015,LBN,13725.64626
2016,LBN,13725.64626
2017,LBN,13725.64626
2018,LBN,13725.64626
2019,LBN,13725.64626
2020,LBN,13725.64626
2015,LBR,13725.64626
2016,LBR,13725.64626
2017,LBR,13725.64626
2018,LBR,13725.64626
2019,LBR,13725.64626
2020,LBR,13725.64626
2015,LBY,13725.64626
2016,LBY,13725.64626
2017,LBY,13725.64626
2018,LBY,13725.64626
2019,LBY,13725.64626
2020,LBY,13725.64626
2015,LCA,13725.64626
2016,LCA,13725.64626
2017,LCA,13725.64626
2018,LCA,13725.64626
2019,LCA,13725.64626
2020,LCA,13725.64626
2015,LIE,13725.64626
2016,LIE,13725.64626
2017,LIE,13725.64626
2018,LIE,13725.64626
2019,LIE,13725.64626
2020,LIE,13725.64626
2015,LKA,13725.64626
2016,LKA,13725.64626
2017,LKA,13725.64626
2018,LKA,13725.64626
2019,LKA,13725.64626
2020,LKA,13725.64626
2015,LSO,13725.64626
2016,LSO,13725.64626
2017,LSO,13725.64626
2018,LSO,13725.64626
2019,LSO,13725.64626
2020,LSO,13725.64626
2015,LTU,13725.64626
2016,LTU,13725.64626
2017,LTU,13725.64626
2018,LTU,13725.64626
2019,LTU,13725.64626
2020,LTU,13725.64626
2015,LUX,13725.64626
2016,LUX,13725.64626
2017,LUX,13725.64626
2018,LUX,13725.64626
2019,LUX,13725.64626
2020,LUX,13725.64626
2015,LVA,13725.64626
2016,LVA,13725.64626
2017,LVA,13725.64626
2018,LVA,13725.64626
2019,LVA,13725.64626
2020,LVA,13725.64626
2015,MAC,13725.64626
2016,MAC,13725.64626
2017,MAC,13725.64626
2018,MAC,13725.64626
2019,MAC,13725.64626
2020,MAC,13725.64626
2015,MAF,13725.64626
2016,MAF,13725.64626
2017,MAF,13725.64626
2018,MAF,13725.64626
2019,MAF,13725.64626
2020,MAF,13725.64626
2015,MAR,13725.64626
2016,MAR,13725.64626
2017,MAR,13725.64626
2018,MAR,13725.64626
2019,MAR,13725.64626
2020,MAR,13725.64626
2015,MCO,13725.64626
2016,MCO,13725.64626
2017,MCO,13725.64626
2018,MCO,13725.64626
2019,MCO,13725.64626
2020,MCO,13725.64626
2015,MDA,13725.64626
2016,MDA,13725.64626
2017,MDA,13725.64626
2018,MDA,13725.64626
2019,MDA,13725.64626
2020,MDA,13725.64626
2015,MDG,13725.64626
2016,MDG,13725.64626
2017,MDG,13725.64626
2018,MDG,13725.64626
2019,MDG,13725.64626
2020,MDG,13725.64626
2015,MDV,13725.64626
2016,MDV,13725.64626
2017,MDV,13725.64626
2018,MDV,13725.64626
2019,MDV,13725.64626
2020,MDV,13725.64626
2015,MEX,13725.64626
2016,MEX,13725.64626
2017,MEX,13725.64626
2018,MEX,13725.64626
2019,MEX,13725.64626
2020,MEX,13725.64626
2015,MHL,13725.64626
2016,MHL,13725.64626
2017,MHL,13725.64626
2018,MHL,13725.64626
2019,MHL,13725.64626
2020,MHL,13725.64626
2015,MKD,13725.64626
2016,MKD,13725.64626
2017,MKD,13725.64626
2018,MKD,13725.64626
2019,MKD,13725.64626
2020,MKD,13725.64626
2015,MLI,13725.64626
2016,MLI,13725.64626
2017,MLI,13725.64626
2018,MLI,13725.64626
2019,MLI,13725.64626
2020,MLI,13725.64626
2015,MLT,13725.64626
2016,MLT,13725.64626
2017,MLT,13725.64626
2018,MLT,13725.64626
2019,MLT,13725.64626
2020,MLT,13725.64626
2015,MMR,13725.64626
2016,MMR,13725.64626
2017,MMR,13725.64626
2018,MMR,13725.64626
2019,MMR,13725.64626
2020,MMR,13725.64626
2015,MNE,13725.64626
2016,MNE,13725.64626
2017,MNE,13725.64626
2018,MNE,13725.64626
2019,MNE,13725.64626
2020,MNE,13725.64626
2015,MNG,13725.64626
2016,MNG,13725.64626
2017,MNG,13725.64626
2018,MNG,13725.64626
2019,MNG,13725.64626
2020,MNG,13725.64626
2015,MNP,13725.64626
2016,MNP,13725.64626
2017,MNP,13725.64626
2018,MNP,13725.64626
2019,MNP,13725.64626
2020,MNP,13725.64626
2015,MOZ,13725.64626
2016,MOZ,13725.64626
2017,MOZ,13725.64626
2018,MOZ,13725.64626
2019,MOZ,13725.64626
2020,MOZ,13725.64626
2015,MRT,13725.64626
2016,MRT,13725.64626
2017,MRT,13725.64626
2018,MRT,13725.64626
2019,MRT,13725.64626
2020,MRT,13725.64626
2015,MUS,1928.571429
2016,MUS,1928.571429
2017,MUS,1928.571429
2018,MUS,1928.571429
2019,MUS,1928.571429
2020,MUS,1928.571429
2015,MWI,13725.64626
2016,MWI,13725.64626
2017,MWI,13725.64626
2018,MWI,13725.64626
2019,MWI,13725.64626
2020,MWI,13725.64626
2015,MYS,13725.64626
2016,MYS,13725.64626
2017,MYS,13725.64626
2018,MYS,13725.64626
2019,MYS,13725.64626
2020,MYS,13725.64626
2015,NAM,13725.64626
2016,NAM,13725.64626
2017,NAM,13725.64626
2018,NAM,13725.64626
2019,NAM,13725.64626
2020,NAM,13725.64626
2015,NCL,13725.64626
2016,NCL,13725.64626
2017,NCL,13725.64626
2018,NCL,13725.64626
2019,NCL,13725.64626
2020,NCL,13725.64626
2015,NER,13725.64626
2016,NER,13725.64626
2017,NER,13725.64626
2018,NER,13725.64626
2019,NER,13725.64626
2020,NER,13725.64626
2015,NGA,13725.64626
2016,NGA,13725.64626
2017,NGA,13725.64626
2018,NGA,13725.64626
2019,NGA,13725.64626
2020,NGA,13725.64626
2015,NIC,13725.64626
2016,NIC,13725.64626
2017,NIC,13725.64626
2018,NIC,13725.64626
2019,NIC,13725.64626
2020,NIC,13725.64626
2015,NLD,13725.64626
2016,NLD,13725.64626
2017,NLD,13725.64626
2018,NLD,13725.64626
2019,NLD,13725.64626
2020,NLD,13725.64626
2015,NOR,13725.64626
2016,NOR,13725.64626
2017,NOR,13725.64626
2018,NOR,13725.64626
2019,NOR,13725.64626
2020,NOR,13725.64626
2015,NPL,13725.64626
2016,NPL,13725.64626
2017,NPL,13725.64626
2018,NPL,13725.64626
2019,NPL,13725.64626
2020,NPL,13725.64626
2015,NRU,13725.64626
2016,NRU,13725.64626
2017,NRU,13725.64626
2018,NRU,13725.64626
2019,NRU,13725.64626
2020,NRU,13725.64626
2015,NZL,13725.64626
2016,NZL,13725.64626
2017,NZL,13725.64626
2018,NZL,13725.64626
2019,NZL,13725.64626
2020,NZL,13725.64626
2015,OMN,13725.64626
2016,OMN,13725.64626
2017,OMN,13725.64626
2018,OMN,13725.64626
2019,OMN,13725.64626
2020,OMN,13725.64626
2015,PAK,13725.64626
2016,PAK,13725.64626
2017,PAK,13725.64626
2018,PAK,13725.64626
2019,PAK,13725.64626
2020,PAK,13725.64626
2015,PAN,13725.64626
2016,PAN,13725.64626
2017,PAN,13725.64626
2018,PAN,13725.64626
2019,PAN,13725.64626
2020,PAN,13725.64626
2015,PER,13725.64626
2016,PER,13725.64626
2017,PER,13725.64626
2018,PER,13725.64626
2019,PER,13725.64626
2020,PER,13725.64626
2015,PHL,13725.64626
2016,PHL,13725.64626
2017,PHL,13725.64626
2018,PHL,13725.64626
2019,PHL,13725.64626
2020,PHL,13725.64626
2015,PLW,13725.64626
2016,PLW,13725.64626
2017,PLW,13725.64626
2018,PLW,13725.64626
2019,PLW,13725.64626
2020,PLW,13725.64626
2015,PNG,13725.64626
2016,PNG,13725.64626
2017,PNG,13725.64626
2018,PNG,13725.64626
2019,PNG,13725.64626
2020,PNG,13725.64626
2015,POL,13725.64626
2016,POL,13725.64626
2017,POL,13725.64626
2018,POL,13725.64626
2019,POL,13725.64626
2020,POL,13725.64626
2015,PRI,13725.64626
2016,PRI,13725.64626
2017,PRI,13725.64626
2018,PRI,13725.64626
2019,PRI,13725.64626
2020,PRI,13725.64626
2015,PRK,13725.64626
2016,PRK,13725.64626
2017,PRK,13725.64626
2018,PRK,13725.64626
2019,PRK,13725.64626
2020,PRK,13725.64626
2015,PRT,13725.64626
2016,PRT,13725.64626
2017,PRT,13725.64626
2018,PRT,13725.64626
2019,PRT,13725.64626
2020,PRT,13725.64626
2015,PRY,13725.64626
2016,PRY,13725.64626
2017,PRY,13725.64626
2018,PRY,13725.64626
2019,PRY,13725.64626
2020,PRY,13725.64626
2015,PYF,13725.64626
2016,PYF,13725.64626
2017,PYF,13725.64626
2018,PYF,13725.64626
2019,PYF,13725.64626
2020,PYF,13725.64626
2015,QAT,13725.64626
2016,QAT,13725.64626
2017,QAT,13725.64626
2018,QAT,13725.64626
2019,QAT,13725.64626
2020,QAT,13725.64626
2015,ROU,13725.64626
2016,ROU,13725.64626
2017,ROU,13725.64626
2018,ROU,13725.64626
2019,ROU,13725.64626
2020,ROU,13725.64626
2015,RUS,746.666667
2016,RUS,746.666667
2017,RUS,746.666667
2018,RUS,746.666667
2019,RUS,746.666667
2020,RUS,746.666667
2015,RWA,13725.64626
2016,RWA,13725.64626
2017,RWA,13725.64626
2018,RWA,13725.64626
2019,RWA,13725.64626
2020,RWA,13725.64626
2015,SAU,13725.64626
2016,SAU,13725.64626
2017,SAU,13725.64626
2018,SAU,13725.64626
2019,SAU,13725.64626
2020,SAU,13725.64626
2015,SDN,13725.64626
2016,SDN,13725.64626
2017,SDN,13725.64626
2018,SDN,13725.64626
2019,SDN,13725.64626
2020,SDN,13725.64626
2015,SEN,13725.64626
2016,SEN,13725.64626
2017,SEN,13725.64626
2018,SEN,13725.64626
2019,SEN,13725.64626
2020,SEN,13725.64626
2015,SGP,13725.64626
2016,SGP,13725.64626
2017,SGP,13725.64626
2018,SGP,13725.64626
2019,SGP,13725.64626
2020,SGP,13725.64626
2015,SLB,13725.64626
2016,SLB,13725.64626
2017,SLB,13725.64626
2018,SLB,13725.64626
2019,SLB,13725.64626
2020,SLB,13725.64626
2015,SLE,13725.64626
2016,SLE,13725.64626
2017,SLE,13725.64626
2018,SLE,13725.64626
2019,SLE,13725.64626
2020,SLE,13725.64626
2015,SLV,13725.64626
2016,SLV,13725.64626
2017,SLV,13725.64626
2018,SLV,13725.64626
2019,SLV,13725.64626
2020,SLV,13725.64626
2015,SMR,13725.64626
2016,SMR,13725.64626
2017,SMR,13725.64626
2018,SMR,13725.64626
2019,SMR,13725.64626
2020,SMR,13725.64626
2015,SOM,13725.64626
2016,SOM,13725.64626
2017,SOM,13725.64626
2018,SOM,13725.64626
2019,SOM,13725.64626
2020,SOM,13725.64626
2015,SRB,13725.64626
2016,SRB,13725.64626
2017,SRB,13725.64626
2018,SRB,13725.64626
2019,SRB,13725.64626
2020,SRB,13725.64626
2015,SSD,13725.64626
2016,SSD,13725.64626
2017,SSD,13725.64626
2018,SSD,13725.64626
2019,SSD,13725.64626
2020,SSD,13725.64626
2015,STP,13725.64626
2016,STP,13725.64626
2017,STP,13725.64626
2018,STP,13725.64626
2019,STP,13725.64626
2020,STP,13725.64626
2015,SUR,13725.64626
2016,SUR,13725.64626
2017,SUR,13725.64626
2018,SUR,13725.64626
2019,SUR,13725.64626
2020,SUR,13725.64626
2015,SVK,13725.64626
2016,SVK,13725.64626
2017,SVK,13725.64626
2018,SVK,13725.64626
2019,SVK,13725.64626
2020,SVK,13725.64626
2015,SVN,13725.64626
