iso_code3,Nation,pop_lvst_initial_horses,Year
AFG,Afghanistan,28792,2023
AFG,Afghanistan,28792,2024
AFG,Afghanistan,28792,2025
AFG,Afghanistan,28792,2026
AFG,Afghanistan,28792,2027
AFG,Afghanistan,28792,2028
AFG,Afghanistan,28792,2029
AFG,Afghanistan,28792,2030
AFG,Afghanistan,28792,2031
AFG,Afghanistan,28792,2032
AFG,Afghanistan,28792,2033
AFG,Afghanistan,28792,2034
AFG,Afghanistan,28792,2035
AFG,Afghanistan,28792,2036
AFG,Afghanistan,28792,2037
AFG,Afghanistan,28792,2038
AFG,Afghanistan,28792,2039
AFG,Afghanistan,28792,2040
AFG,Afghanistan,28792,2041
AFG,Afghanistan,28792,2042
AFG,Afghanistan,28792,2043
AFG,Afghanistan,28792,2044
AFG,Afghanistan,28792,2045
AFG,Afghanistan,28792,2046
AFG,Afghanistan,28792,2047
AFG,Afghanistan,28792,2048
AFG,Afghanistan,28792,2049
AFG,Afghanistan,28792,2050
ALB,Albania,26000,2023
ALB,Albania,26000,2024
ALB,Albania,26000,2025
ALB,Albania,26000,2026
ALB,Albania,26000,2027
ALB,Albania,26000,2028
ALB,Albania,26000,2029
ALB,Albania,26000,2030
ALB,Albania,26000,2031
ALB,Albania,26000,2032
ALB,Albania,26000,2033
ALB,Albania,26000,2034
ALB,Albania,26000,2035
ALB,Albania,26000,2036
ALB,Albania,26000,2037
ALB,Albania,26000,2038
ALB,Albania,26000,2039
ALB,Albania,26000,2040
ALB,Albania,26000,2041
ALB,Albania,26000,2042
ALB,Albania,26000,2043
ALB,Albania,26000,2044
ALB,Albania,26000,2045
ALB,Albania,26000,2046
ALB,Albania,26000,2047
ALB,Albania,26000,2048
ALB,Albania,26000,2049
ALB,Albania,26000,2050
DZA,Algeria,49430,2023
DZA,Algeria,49430,2024
DZA,Algeria,49430,2025
DZA,Algeria,49430,2026
DZA,Algeria,49430,2027
DZA,Algeria,49430,2028
DZA,Algeria,49430,2029
DZA,Algeria,49430,2030
DZA,Algeria,49430,2031
DZA,Algeria,49430,2032
DZA,Algeria,49430,2033
DZA,Algeria,49430,2034
DZA,Algeria,49430,2035
DZA,Algeria,49430,2036
DZA,Algeria,49430,2037
DZA,Algeria,49430,2038
DZA,Algeria,49430,2039
DZA,Algeria,49430,2040
DZA,Algeria,49430,2041
DZA,Algeria,49430,2042
DZA,Algeria,49430,2043
DZA,Algeria,49430,2044
DZA,Algeria,49430,2045
DZA,Algeria,49430,2046
DZA,Algeria,49430,2047
DZA,Algeria,49430,2048
DZA,Algeria,49430,2049
DZA,Algeria,49430,2050
AGO,Angola,1013,2023
AGO,Angola,1013,2024
AGO,Angola,1013,2025
AGO,Angola,1013,2026
AGO,Angola,1013,2027
AGO,Angola,1013,2028
AGO,Angola,1013,2029
AGO,Angola,1013,2030
AGO,Angola,1013,2031
AGO,Angola,1013,2032
AGO,Angola,1013,2033
AGO,Angola,1013,2034
AGO,Angola,1013,2035
AGO,Angola,1013,2036
AGO,Angola,1013,2037
AGO,Angola,1013,2038
AGO,Angola,1013,2039
AGO,Angola,1013,2040
AGO,Angola,1013,2041
AGO,Angola,1013,2042
AGO,Angola,1013,2043
AGO,Angola,1013,2044
AGO,Angola,1013,2045
AGO,Angola,1013,2046
AGO,Angola,1013,2047
AGO,Angola,1013,2048
AGO,Angola,1013,2049
AGO,Angola,1013,2050
ATG,Antigua and Barbuda,494,2023
ATG,Antigua and Barbuda,494,2024
ATG,Antigua and Barbuda,494,2025
ATG,Antigua and Barbuda,494,2026
ATG,Antigua and Barbuda,494,2027
ATG,Antigua and Barbuda,494,2028
ATG,Antigua and Barbuda,494,2029
ATG,Antigua and Barbuda,494,2030
ATG,Antigua and Barbuda,494,2031
ATG,Antigua and Barbuda,494,2032
ATG,Antigua and Barbuda,494,2033
ATG,Antigua and Barbuda,494,2034
ATG,Antigua and Barbuda,494,2035
ATG,Antigua and Barbuda,494,2036
ATG,Antigua and Barbuda,494,2037
ATG,Antigua and Barbuda,494,2038
ATG,Antigua and Barbuda,494,2039
ATG,Antigua and Barbuda,494,2040
ATG,Antigua and Barbuda,494,2041
ATG,Antigua and Barbuda,494,2042
ATG,Antigua and Barbuda,494,2043
ATG,Antigua and Barbuda,494,2044
ATG,Antigua and Barbuda,494,2045
ATG,Antigua and Barbuda,494,2046
ATG,Antigua and Barbuda,494,2047
ATG,Antigua and Barbuda,494,2048
ATG,Antigua and Barbuda,494,2049
ATG,Antigua and Barbuda,494,2050
ARG,Argentina,2462982,2023
ARG,Argentina,2462982,2024
ARG,Argentina,2462982,2025
ARG,Argentina,2462982,2026
ARG,Argentina,2462982,2027
ARG,Argentina,2462982,2028
ARG,Argentina,2462982,2029
ARG,Argentina,2462982,2030
ARG,Argentina,2462982,2031
ARG,Argentina,2462982,2032
ARG,Argentina,2462982,2033
ARG,Argentina,2462982,2034
ARG,Argentina,2462982,2035
ARG,Argentina,2462982,2036
ARG,Argentina,2462982,2037
ARG,Argentina,2462982,2038
ARG,Argentina,2462982,2039
ARG,Argentina,2462982,2040
ARG,Argentina,2462982,2041
ARG,Argentina,2462982,2042
ARG,Argentina,2462982,2043
ARG,Argentina,2462982,2044
ARG,Argentina,2462982,2045
ARG,Argentina,2462982,2046
ARG,Argentina,2462982,2047
ARG,Argentina,2462982,2048
ARG,Argentina,2462982,2049
ARG,Argentina,2462982,2050
ARM,Armenia,13888,2023
ARM,Armenia,13888,2024
ARM,Armenia,13888,2025
ARM,Armenia,13888,2026
ARM,Armenia,13888,2027
ARM,Armenia,13888,2028
ARM,Armenia,13888,2029
ARM,Armenia,13888,2030
ARM,Armenia,13888,2031
ARM,Armenia,13888,2032
ARM,Armenia,13888,2033
ARM,Armenia,13888,2034
ARM,Armenia,13888,2035
ARM,Armenia,13888,2036
ARM,Armenia,13888,2037
ARM,Armenia,13888,2038
ARM,Armenia,13888,2039
ARM,Armenia,13888,2040
ARM,Armenia,13888,2041
ARM,Armenia,13888,2042
ARM,Armenia,13888,2043
ARM,Armenia,13888,2044
ARM,Armenia,13888,2045
ARM,Armenia,13888,2046
ARM,Armenia,13888,2047
ARM,Armenia,13888,2048
ARM,Armenia,13888,2049
ARM,Armenia,13888,2050
AUS,Australia,250605,2023
AUS,Australia,250605,2024
AUS,Australia,250605,2025
AUS,Australia,250605,2026
AUS,Australia,250605,2027
AUS,Australia,250605,2028
AUS,Australia,250605,2029
AUS,Australia,250605,2030
AUS,Australia,250605,2031
AUS,Australia,250605,2032
AUS,Australia,250605,2033
AUS,Australia,250605,2034
AUS,Australia,250605,2035
AUS,Australia,250605,2036
AUS,Australia,250605,2037
AUS,Australia,250605,2038
AUS,Australia,250605,2039
AUS,Australia,250605,2040
AUS,Australia,250605,2041
AUS,Australia,250605,2042
AUS,Australia,250605,2043
AUS,Australia,250605,2044
AUS,Australia,250605,2045
AUS,Australia,250605,2046
AUS,Australia,250605,2047
AUS,Australia,250605,2048
AUS,Australia,250605,2049
AUS,Australia,250605,2050
AZE,Azerbaijan,56576,2023
AZE,Azerbaijan,56576,2024
AZE,Azerbaijan,56576,2025
AZE,Azerbaijan,56576,2026
AZE,Azerbaijan,56576,2027
AZE,Azerbaijan,56576,2028
AZE,Azerbaijan,56576,2029
AZE,Azerbaijan,56576,2030
AZE,Azerbaijan,56576,2031
AZE,Azerbaijan,56576,2032
AZE,Azerbaijan,56576,2033
AZE,Azerbaijan,56576,2034
AZE,Azerbaijan,56576,2035
AZE,Azerbaijan,56576,2036
AZE,Azerbaijan,56576,2037
AZE,Azerbaijan,56576,2038
AZE,Azerbaijan,56576,2039
AZE,Azerbaijan,56576,2040
AZE,Azerbaijan,56576,2041
AZE,Azerbaijan,56576,2042
AZE,Azerbaijan,56576,2043
AZE,Azerbaijan,56576,2044
AZE,Azerbaijan,56576,2045
AZE,Azerbaijan,56576,2046
AZE,Azerbaijan,56576,2047
AZE,Azerbaijan,56576,2048
AZE,Azerbaijan,56576,2049
AZE,Azerbaijan,56576,2050
BHS,Bahamas,0,2023
BHS,Bahamas,0,2024
BHS,Bahamas,0,2025
BHS,Bahamas,0,2026
BHS,Bahamas,0,2027
BHS,Bahamas,0,2028
BHS,Bahamas,0,2029
BHS,Bahamas,0,2030
BHS,Bahamas,0,2031
BHS,Bahamas,0,2032
BHS,Bahamas,0,2033
BHS,Bahamas,0,2034
BHS,Bahamas,0,2035
BHS,Bahamas,0,2036
BHS,Bahamas,0,2037
BHS,Bahamas,0,2038
BHS,Bahamas,0,2039
BHS,Bahamas,0,2040
BHS,Bahamas,0,2041
BHS,Bahamas,0,2042
BHS,Bahamas,0,2043
BHS,Bahamas,0,2044
BHS,Bahamas,0,2045
BHS,Bahamas,0,2046
BHS,Bahamas,0,2047
BHS,Bahamas,0,2048
BHS,Bahamas,0,2049
BHS,Bahamas,0,2050
BRB,Barbados,1236,2023
BRB,Barbados,1236,2024
BRB,Barbados,1236,2025
BRB,Barbados,1236,2026
BRB,Barbados,1236,2027
BRB,Barbados,1236,2028
BRB,Barbados,1236,2029
BRB,Barbados,1236,2030
BRB,Barbados,1236,2031
BRB,Barbados,1236,2032
BRB,Barbados,1236,2033
BRB,Barbados,1236,2034
BRB,Barbados,1236,2035
BRB,Barbados,1236,2036
BRB,Barbados,1236,2037
BRB,Barbados,1236,2038
BRB,Barbados,1236,2039
BRB,Barbados,1236,2040
BRB,Barbados,1236,2041
BRB,Barbados,1236,2042
BRB,Barbados,1236,2043
BRB,Barbados,1236,2044
BRB,Barbados,1236,2045
BRB,Barbados,1236,2046
BRB,Barbados,1236,2047
BRB,Barbados,1236,2048
BRB,Barbados,1236,2049
BRB,Barbados,1236,2050
BLR,Belarus,22700,2023
BLR,Belarus,22700,2024
BLR,Belarus,22700,2025
BLR,Belarus,22700,2026
BLR,Belarus,22700,2027
BLR,Belarus,22700,2028
BLR,Belarus,22700,2029
BLR,Belarus,22700,2030
BLR,Belarus,22700,2031
BLR,Belarus,22700,2032
BLR,Belarus,22700,2033
BLR,Belarus,22700,2034
BLR,Belarus,22700,2035
BLR,Belarus,22700,2036
BLR,Belarus,22700,2037
BLR,Belarus,22700,2038
BLR,Belarus,22700,2039
BLR,Belarus,22700,2040
BLR,Belarus,22700,2041
BLR,Belarus,22700,2042
BLR,Belarus,22700,2043
BLR,Belarus,22700,2044
BLR,Belarus,22700,2045
BLR,Belarus,22700,2046
BLR,Belarus,22700,2047
BLR,Belarus,22700,2048
BLR,Belarus,22700,2049
BLR,Belarus,22700,2050
BLZ,Belize,6211,2023
BLZ,Belize,6211,2024
BLZ,Belize,6211,2025
BLZ,Belize,6211,2026
BLZ,Belize,6211,2027
BLZ,Belize,6211,2028
BLZ,Belize,6211,2029
BLZ,Belize,6211,2030
BLZ,Belize,6211,2031
BLZ,Belize,6211,2032
BLZ,Belize,6211,2033
BLZ,Belize,6211,2034
BLZ,Belize,6211,2035
BLZ,Belize,6211,2036
BLZ,Belize,6211,2037
BLZ,Belize,6211,2038
BLZ,Belize,6211,2039
BLZ,Belize,6211,2040
BLZ,Belize,6211,2041
BLZ,Belize,6211,2042
BLZ,Belize,6211,2043
BLZ,Belize,6211,2044
BLZ,Belize,6211,2045
BLZ,Belize,6211,2046
BLZ,Belize,6211,2047
BLZ,Belize,6211,2048
BLZ,Belize,6211,2049
BLZ,Belize,6211,2050
BEN,Benin,1181,2023
BEN,Benin,1181,2024
BEN,Benin,1181,2025
BEN,Benin,1181,2026
BEN,Benin,1181,2027
BEN,Benin,1181,2028
BEN,Benin,1181,2029
BEN,Benin,1181,2030
BEN,Benin,1181,2031
BEN,Benin,1181,2032
BEN,Benin,1181,2033
BEN,Benin,1181,2034
BEN,Benin,1181,2035
BEN,Benin,1181,2036
BEN,Benin,1181,2037
BEN,Benin,1181,2038
BEN,Benin,1181,2039
BEN,Benin,1181,2040
BEN,Benin,1181,2041
BEN,Benin,1181,2042
BEN,Benin,1181,2043
BEN,Benin,1181,2044
BEN,Benin,1181,2045
BEN,Benin,1181,2046
BEN,Benin,1181,2047
BEN,Benin,1181,2048
BEN,Benin,1181,2049
BEN,Benin,1181,2050
BTN,Bhutan,11665,2023
BTN,Bhutan,11665,2024
BTN,Bhutan,11665,2025
BTN,Bhutan,11665,2026
BTN,Bhutan,11665,2027
BTN,Bhutan,11665,2028
BTN,Bhutan,11665,2029
BTN,Bhutan,11665,2030
BTN,Bhutan,11665,2031
BTN,Bhutan,11665,2032
BTN,Bhutan,11665,2033
BTN,Bhutan,11665,2034
BTN,Bhutan,11665,2035
BTN,Bhutan,11665,2036
BTN,Bhutan,11665,2037
BTN,Bhutan,11665,2038
BTN,Bhutan,11665,2039
BTN,Bhutan,11665,2040
BTN,Bhutan,11665,2041
BTN,Bhutan,11665,2042
BTN,Bhutan,11665,2043
BTN,Bhutan,11665,2044
BTN,Bhutan,11665,2045
BTN,Bhutan,11665,2046
BTN,Bhutan,11665,2047
BTN,Bhutan,11665,2048
BTN,Bhutan,11665,2049
BTN,Bhutan,11665,2050
BOL,Bolivia (Plurinational State of),514070,2023
BOL,Bolivia (Plurinational State of),514070,2024
BOL,Bolivia (Plurinational State of),514070,2025
BOL,Bolivia (Plurinational State of),514070,2026
BOL,Bolivia (Plurinational State of),514070,2027
BOL,Bolivia (Plurinational State of),514070,2028
BOL,Bolivia (Plurinational State of),514070,2029
BOL,Bolivia (Plurinational State of),514070,2030
BOL,Bolivia (Plurinational State of),514070,2031
BOL,Bolivia (Plurinational State of),514070,2032
BOL,Bolivia (Plurinational State of),514070,2033
BOL,Bolivia (Plurinational State of),514070,2034
BOL,Bolivia (Plurinational State of),514070,2035
BOL,Bolivia (Plurinational State of),514070,2036
BOL,Bolivia (Plurinational State of),514070,2037
BOL,Bolivia (Plurinational State of),514070,2038
BOL,Bolivia (Plurinational State of),514070,2039
BOL,Bolivia (Plurinational State of),514070,2040
BOL,Bolivia (Plurinational State of),514070,2041
BOL,Bolivia (Plurinational State of),514070,2042
BOL,Bolivia (Plurinational State of),514070,2043
BOL,Bolivia (Plurinational State of),514070,2044
BOL,Bolivia (Plurinational State of),514070,2045
BOL,Bolivia (Plurinational State of),514070,2046
BOL,Bolivia (Plurinational State of),514070,2047
BOL,Bolivia (Plurinational State of),514070,2048
BOL,Bolivia (Plurinational State of),514070,2049
BOL,Bolivia (Plurinational State of),514070,2050
BIH,Bosnia and Herzegovina,3840,2023
BIH,Bosnia and Herzegovina,3840,2024
BIH,Bosnia and Herzegovina,3840,2025
BIH,Bosnia and Herzegovina,3840,2026
BIH,Bosnia and Herzegovina,3840,2027
BIH,Bosnia and Herzegovina,3840,2028
BIH,Bosnia and Herzegovina,3840,2029
BIH,Bosnia and Herzegovina,3840,2030
BIH,Bosnia and Herzegovina,3840,2031
BIH,Bosnia and Herzegovina,3840,2032
BIH,Bosnia and Herzegovina,3840,2033
BIH,Bosnia and Herzegovina,3840,2034
BIH,Bosnia and Herzegovina,3840,2035
BIH,Bosnia and Herzegovina,3840,2036
BIH,Bosnia and Herzegovina,3840,2037
BIH,Bosnia and Herzegovina,3840,2038
BIH,Bosnia and Herzegovina,3840,2039
BIH,Bosnia and Herzegovina,3840,2040
BIH,Bosnia and Herzegovina,3840,2041
BIH,Bosnia and Herzegovina,3840,2042
BIH,Bosnia and Herzegovina,3840,2043
BIH,Bosnia and Herzegovina,3840,2044
BIH,Bosnia and Herzegovina,3840,2045
BIH,Bosnia and Herzegovina,3840,2046
BIH,Bosnia and Herzegovina,3840,2047
BIH,Bosnia and Herzegovina,3840,2048
BIH,Bosnia and Herzegovina,3840,2049
BIH,Bosnia and Herzegovina,3840,2050
BWA,Botswana,16464,2023
BWA,Botswana,16464,2024
BWA,Botswana,16464,2025
BWA,Botswana,16464,2026
BWA,Botswana,16464,2027
BWA,Botswana,16464,2028
BWA,Botswana,16464,2029
BWA,Botswana,16464,2030
BWA,Botswana,16464,2031
BWA,Botswana,16464,2032
BWA,Botswana,16464,2033
BWA,Botswana,16464,2034
BWA,Botswana,16464,2035
BWA,Botswana,16464,2036
BWA,Botswana,16464,2037
BWA,Botswana,16464,2038
BWA,Botswana,16464,2039
BWA,Botswana,16464,2040
BWA,Botswana,16464,2041
BWA,Botswana,16464,2042
BWA,Botswana,16464,2043
BWA,Botswana,16464,2044
BWA,Botswana,16464,2045
BWA,Botswana,16464,2046
BWA,Botswana,16464,2047
BWA,Botswana,16464,2048
BWA,Botswana,16464,2049
BWA,Botswana,16464,2050
BRA,Brazil,5834544,2023
BRA,Brazil,5834544,2024
BRA,Brazil,5834544,2025
BRA,Brazil,5834544,2026
BRA,Brazil,5834544,2027
BRA,Brazil,5834544,2028
BRA,Brazil,5834544,2029
BRA,Brazil,5834544,2030
BRA,Brazil,5834544,2031
BRA,Brazil,5834544,2032
BRA,Brazil,5834544,2033
BRA,Brazil,5834544,2034
BRA,Brazil,5834544,2035
BRA,Brazil,5834544,2036
BRA,Brazil,5834544,2037
BRA,Brazil,5834544,2038
BRA,Brazil,5834544,2039
BRA,Brazil,5834544,2040
BRA,Brazil,5834544,2041
BRA,Brazil,5834544,2042
BRA,Brazil,5834544,2043
BRA,Brazil,5834544,2044
BRA,Brazil,5834544,2045
BRA,Brazil,5834544,2046
BRA,Brazil,5834544,2047
BRA,Brazil,5834544,2048
BRA,Brazil,5834544,2049
BRA,Brazil,5834544,2050
BFA,Burkina Faso,25076,2023
BFA,Burkina Faso,25076,2024
BFA,Burkina Faso,25076,2025
BFA,Burkina Faso,25076,2026
BFA,Burkina Faso,25076,2027
BFA,Burkina Faso,25076,2028
BFA,Burkina Faso,25076,2029
BFA,Burkina Faso,25076,2030
BFA,Burkina Faso,25076,2031
BFA,Burkina Faso,25076,2032
BFA,Burkina Faso,25076,2033
BFA,Burkina Faso,25076,2034
BFA,Burkina Faso,25076,2035
BFA,Burkina Faso,25076,2036
BFA,Burkina Faso,25076,2037
BFA,Burkina Faso,25076,2038
BFA,Burkina Faso,25076,2039
BFA,Burkina Faso,25076,2040
BFA,Burkina Faso,25076,2041
BFA,Burkina Faso,25076,2042
BFA,Burkina Faso,25076,2043
BFA,Burkina Faso,25076,2044
BFA,Burkina Faso,25076,2045
BFA,Burkina Faso,25076,2046
BFA,Burkina Faso,25076,2047
BFA,Burkina Faso,25076,2048
BFA,Burkina Faso,25076,2049
BFA,Burkina Faso,25076,2050
CPV,Cabo Verde,587,2023
CPV,Cabo Verde,587,2024
CPV,Cabo Verde,587,2025
CPV,Cabo Verde,587,2026
CPV,Cabo Verde,587,2027
CPV,Cabo Verde,587,2028
CPV,Cabo Verde,587,2029
CPV,Cabo Verde,587,2030
CPV,Cabo Verde,587,2031
CPV,Cabo Verde,587,2032
CPV,Cabo Verde,587,2033
CPV,Cabo Verde,587,2034
CPV,Cabo Verde,587,2035
CPV,Cabo Verde,587,2036
CPV,Cabo Verde,587,2037
CPV,Cabo Verde,587,2038
CPV,Cabo Verde,587,2039
CPV,Cabo Verde,587,2040
CPV,Cabo Verde,587,2041
CPV,Cabo Verde,587,2042
CPV,Cabo Verde,587,2043
CPV,Cabo Verde,587,2044
CPV,Cabo Verde,587,2045
CPV,Cabo Verde,587,2046
CPV,Cabo Verde,587,2047
CPV,Cabo Verde,587,2048
CPV,Cabo Verde,587,2049
CPV,Cabo Verde,587,2050
KHM,Cambodia,32158,2023
KHM,Cambodia,32158,2024
KHM,Cambodia,32158,2025
KHM,Cambodia,32158,2026
KHM,Cambodia,32158,2027
KHM,Cambodia,32158,2028
KHM,Cambodia,32158,2029
KHM,Cambodia,32158,2030
KHM,Cambodia,32158,2031
KHM,Cambodia,32158,2032
KHM,Cambodia,32158,2033
KHM,Cambodia,32158,2034
KHM,Cambodia,32158,2035
KHM,Cambodia,32158,2036
KHM,Cambodia,32158,2037
KHM,Cambodia,32158,2038
KHM,Cambodia,32158,2039
KHM,Cambodia,32158,2040
KHM,Cambodia,32158,2041
KHM,Cambodia,32158,2042
KHM,Cambodia,32158,2043
KHM,Cambodia,32158,2044
KHM,Cambodia,32158,2045
KHM,Cambodia,32158,2046
KHM,Cambodia,32158,2047
KHM,Cambodia,32158,2048
KHM,Cambodia,32158,2049
KHM,Cambodia,32158,2050
CMR,Cameroon,15467,2023
CMR,Cameroon,15467,2024
CMR,Cameroon,15467,2025
CMR,Cameroon,15467,2026
CMR,Cameroon,15467,2027
CMR,Cameroon,15467,2028
CMR,Cameroon,15467,2029
CMR,Cameroon,15467,2030
CMR,Cameroon,15467,2031
CMR,Cameroon,15467,2032
CMR,Cameroon,15467,2033
CMR,Cameroon,15467,2034
CMR,Cameroon,15467,2035
CMR,Cameroon,15467,2036
CMR,Cameroon,15467,2037
CMR,Cameroon,15467,2038
CMR,Cameroon,15467,2039
CMR,Cameroon,15467,2040
CMR,Cameroon,15467,2041
CMR,Cameroon,15467,2042
CMR,Cameroon,15467,2043
CMR,Cameroon,15467,2044
CMR,Cameroon,15467,2045
CMR,Cameroon,15467,2046
CMR,Cameroon,15467,2047
CMR,Cameroon,15467,2048
CMR,Cameroon,15467,2049
CMR,Cameroon,15467,2050
CAN,Canada,399554,2023
CAN,Canada,399554,2024
CAN,Canada,399554,2025
CAN,Canada,399554,2026
CAN,Canada,399554,2027
CAN,Canada,399554,2028
CAN,Canada,399554,2029
CAN,Canada,399554,2030
CAN,Canada,399554,2031
CAN,Canada,399554,2032
CAN,Canada,399554,2033
CAN,Canada,399554,2034
CAN,Canada,399554,2035
CAN,Canada,399554,2036
CAN,Canada,399554,2037
CAN,Canada,399554,2038
CAN,Canada,399554,2039
CAN,Canada,399554,2040
CAN,Canada,399554,2041
CAN,Canada,399554,2042
CAN,Canada,399554,2043
CAN,Canada,399554,2044
CAN,Canada,399554,2045
CAN,Canada,399554,2046
CAN,Canada,399554,2047
CAN,Canada,399554,2048
CAN,Canada,399554,2049
CAN,Canada,399554,2050
TCD,Chad,1453072,2023
TCD,Chad,1453072,2024
TCD,Chad,1453072,2025
TCD,Chad,1453072,2026
TCD,Chad,1453072,2027
TCD,Chad,1453072,2028
TCD,Chad,1453072,2029
TCD,Chad,1453072,2030
TCD,Chad,1453072,2031
TCD,Chad,1453072,2032
TCD,Chad,1453072,2033
TCD,Chad,1453072,2034
TCD,Chad,1453072,2035
TCD,Chad,1453072,2036
TCD,Chad,1453072,2037
TCD,Chad,1453072,2038
TCD,Chad,1453072,2039
TCD,Chad,1453072,2040
TCD,Chad,1453072,2041
TCD,Chad,1453072,2042
TCD,Chad,1453072,2043
TCD,Chad,1453072,2044
TCD,Chad,1453072,2045
TCD,Chad,1453072,2046
TCD,Chad,1453072,2047
TCD,Chad,1453072,2048
TCD,Chad,1453072,2049
TCD,Chad,1453072,2050
CHL,Chile,300668,2023
CHL,Chile,300668,2024
CHL,Chile,300668,2025
CHL,Chile,300668,2026
CHL,Chile,300668,2027
CHL,Chile,300668,2028
CHL,Chile,300668,2029
CHL,Chile,300668,2030
CHL,Chile,300668,2031
CHL,Chile,300668,2032
CHL,Chile,300668,2033
CHL,Chile,300668,2034
CHL,Chile,300668,2035
CHL,Chile,300668,2036
CHL,Chile,300668,2037
CHL,Chile,300668,2038
CHL,Chile,300668,2039
CHL,Chile,300668,2040
CHL,Chile,300668,2041
CHL,Chile,300668,2042
CHL,Chile,300668,2043
CHL,Chile,300668,2044
CHL,Chile,300668,2045
CHL,Chile,300668,2046
CHL,Chile,300668,2047
CHL,Chile,300668,2048
CHL,Chile,300668,2049
CHL,Chile,300668,2050
CHN,China,3669223,2023
CHN,China,3669223,2024
CHN,China,3669223,2025
CHN,China,3669223,2026
CHN,China,3669223,2027
CHN,China,3669223,2028
CHN,China,3669223,2029
CHN,China,3669223,2030
CHN,China,3669223,2031
CHN,China,3669223,2032
CHN,China,3669223,2033
CHN,China,3669223,2034
CHN,China,3669223,2035
CHN,China,3669223,2036
CHN,China,3669223,2037
CHN,China,3669223,2038
CHN,China,3669223,2039
CHN,China,3669223,2040
CHN,China,3669223,2041
CHN,China,3669223,2042
CHN,China,3669223,2043
CHN,China,3669223,2044
CHN,China,3669223,2045
CHN,China,3669223,2046
CHN,China,3669223,2047
CHN,China,3669223,2048
CHN,China,3669223,2049
CHN,China,3669223,2050
HKG,"China, Hong Kong SAR",1552,2023
HKG,"China, Hong Kong SAR",1552,2024
HKG,"China, Hong Kong SAR",1552,2025
HKG,"China, Hong Kong SAR",1552,2026
HKG,"China, Hong Kong SAR",1552,2027
HKG,"China, Hong Kong SAR",1552,2028
HKG,"China, Hong Kong SAR",1552,2029
HKG,"China, Hong Kong SAR",1552,2030
HKG,"China, Hong Kong SAR",1552,2031
HKG,"China, Hong Kong SAR",1552,2032
HKG,"China, Hong Kong SAR",1552,2033
HKG,"China, Hong Kong SAR",1552,2034
HKG,"China, Hong Kong SAR",1552,2035
HKG,"China, Hong Kong SAR",1552,2036
HKG,"China, Hong Kong SAR",1552,2037
HKG,"China, Hong Kong SAR",1552,2038
HKG,"China, Hong Kong SAR",1552,2039
HKG,"China, Hong Kong SAR",1552,2040
HKG,"China, Hong Kong SAR",1552,2041
HKG,"China, Hong Kong SAR",1552,2042
HKG,"China, Hong Kong SAR",1552,2043
HKG,"China, Hong Kong SAR",1552,2044
HKG,"China, Hong Kong SAR",1552,2045
HKG,"China, Hong Kong SAR",1552,2046
HKG,"China, Hong Kong SAR",1552,2047
HKG,"China, Hong Kong SAR",1552,2048
HKG,"China, Hong Kong SAR",1552,2049
HKG,"China, Hong Kong SAR",1552,2050
"China, mainland","China, mainland",3666800,2023
"China, mainland","China, mainland",3666800,2024
"China, mainland","China, mainland",3666800,2025
"China, mainland","China, mainland",3666800,2026
"China, mainland","China, mainland",3666800,2027
"China, mainland","China, mainland",3666800,2028
"China, mainland","China, mainland",3666800,2029
"China, mainland","China, mainland",3666800,2030
"China, mainland","China, mainland",3666800,2031
"China, mainland","China, mainland",3666800,2032
"China, mainland","China, mainland",3666800,2033
"China, mainland","China, mainland",3666800,2034
"China, mainland","China, mainland",3666800,2035
"China, mainland","China, mainland",3666800,2036
"China, mainland","China, mainland",3666800,2037
"China, mainland","China, mainland",3666800,2038
"China, mainland","China, mainland",3666800,2039
"China, mainland","China, mainland",3666800,2040
"China, mainland","China, mainland",3666800,2041
"China, mainland","China, mainland",3666800,2042
"China, mainland","China, mainland",3666800,2043
"China, mainland","China, mainland",3666800,2044
"China, mainland","China, mainland",3666800,2045
"China, mainland","China, mainland",3666800,2046
"China, mainland","China, mainland",3666800,2047
"China, mainland","China, mainland",3666800,2048
"China, mainland","China, mainland",3666800,2049
"China, mainland","China, mainland",3666800,2050
"China, Taiwan Province of","China, Taiwan Province of",871,2023
"China, Taiwan Province of","China, Taiwan Province of",871,2024
"China, Taiwan Province of","China, Taiwan Province of",871,2025
"China, Taiwan Province of","China, Taiwan Province of",871,2026
"China, Taiwan Province of","China, Taiwan Province of",871,2027
"China, Taiwan Province of","China, Taiwan Province of",871,2028
"China, Taiwan Province of","China, Taiwan Province of",871,2029
"China, Taiwan Province of","China, Taiwan Province of",871,2030
"China, Taiwan Province of","China, Taiwan Province of",871,2031
"China, Taiwan Province of","China, Taiwan Province of",871,2032
"China, Taiwan Province of","China, Taiwan Province of",871,2033
"China, Taiwan Province of","China, Taiwan Province of",871,2034
"China, Taiwan Province of","China, Taiwan Province of",871,2035
"China, Taiwan Province of","China, Taiwan Province of",871,2036
"China, Taiwan Province of","China, Taiwan Province of",871,2037
"China, Taiwan Province of","China, Taiwan Province of",871,2038
"China, Taiwan Province of","China, Taiwan Province of",871,2039
"China, Taiwan Province of","China, Taiwan Province of",871,2040
"China, Taiwan Province of","China, Taiwan Province of",871,2041
"China, Taiwan Province of","China, Taiwan Province of",871,2042
"China, Taiwan Province of","China, Taiwan Province of",871,2043
"China, Taiwan Province of","China, Taiwan Province of",871,2044
