iso_code3,Nation,pop_lvst_initial_horses,Year
IDN,Indonesia,394341,2031
IDN,Indonesia,394341,2032
IDN,Indonesia,394341,2033
IDN,Indonesia,394341,2034
IDN,Indonesia,394341,2035
IDN,Indonesia,394341,2036
IDN,Indonesia,394341,2037
IDN,Indonesia,394341,2038
IDN,Indonesia,394341,2039
IDN,Indonesia,394341,2040
IDN,Indonesia,394341,2041
IDN,Indonesia,394341,2042
IDN,Indonesia,394341,2043
IDN,Indonesia,394341,2044
IDN,Indonesia,394341,2045
IDN,Indonesia,394341,2046
IDN,Indonesia,394341,2047
IDN,Indonesia,394341,2048
IDN,Indonesia,394341,2049
IDN,Indonesia,394341,2050
IRN,Iran (Islamic Republic of),130589,2023
IRN,Iran (Islamic Republic of),130589,2024
IRN,Iran (Islamic Republic of),130589,2025
IRN,Iran (Islamic Republic of),130589,2026
IRN,Iran (Islamic Republic of),130589,2027
IRN,Iran (Islamic Republic of),130589,2028
IRN,Iran (Islamic Republic of),130589,2029
IRN,Iran (Islamic Republic of),130589,2030
IRN,Iran (Islamic Republic of),130589,2031
IRN,Iran (Islamic Republic of),130589,2032
IRN,Iran (Islamic Republic of),130589,2033
IRN,Iran (Islamic Republic of),130589,2034
IRN,Iran (Islamic Republic of),130589,2035
IRN,Iran (Islamic Republic of),130589,2036
IRN,Iran (Islamic Republic of),130589,2037
IRN,Iran (Islamic Republic of),130589,2038
IRN,Iran (Islamic Republic of),130589,2039
IRN,Iran (Islamic Republic of),130589,2040
IRN,Iran (Islamic Republic of),130589,2041
IRN,Iran (Islamic Republic of),130589,2042
IRN,Iran (Islamic Republic of),130589,2043
IRN,Iran (Islamic Republic of),130589,2044
IRN,Iran (Islamic Republic of),130589,2045
IRN,Iran (Islamic Republic of),130589,2046
IRN,Iran (Islamic Republic of),130589,2047
IRN,Iran (Islamic Republic of),130589,2048
IRN,Iran (Islamic Republic of),130589,2049
IRN,Iran (Islamic Republic of),130589,2050
IRQ,Iraq,50666,2023
IRQ,Iraq,50666,2024
IRQ,Iraq,50666,2025
IRQ,Iraq,50666,2026
IRQ,Iraq,50666,2027
IRQ,Iraq,50666,2028
IRQ,Iraq,50666,2029
IRQ,Iraq,50666,2030
IRQ,Iraq,50666,2031
IRQ,Iraq,50666,2032
IRQ,Iraq,50666,2033
IRQ,Iraq,50666,2034
IRQ,Iraq,50666,2035
IRQ,Iraq,50666,2036
IRQ,Iraq,50666,2037
IRQ,Iraq,50666,2038
IRQ,Iraq,50666,2039
IRQ,Iraq,50666,2040
IRQ,Iraq,50666,2041
IRQ,Iraq,50666,2042
IRQ,Iraq,50666,2043
IRQ,Iraq,50666,2044
IRQ,Iraq,50666,2045
IRQ,Iraq,50666,2046
IRQ,Iraq,50666,2047
IRQ,Iraq,50666,2048
IRQ,Iraq,50666,2049
IRQ,Iraq,50666,2050
ISR,Israel,4000,2023
ISR,Israel,4000,2024
ISR,Israel,4000,2025
ISR,Israel,4000,2026
ISR,Israel,4000,2027
ISR,Israel,4000,2028
ISR,Israel,4000,2029
ISR,Israel,4000,2030
ISR,Israel,4000,2031
ISR,Israel,4000,2032
ISR,Israel,4000,2033
ISR,Israel,4000,2034
ISR,Israel,4000,2035
ISR,Israel,4000,2036
ISR,Israel,4000,2037
ISR,Israel,4000,2038
ISR,Israel,4000,2039
ISR,Israel,4000,2040
ISR,Israel,4000,2041
ISR,Israel,4000,2042
ISR,Israel,4000,2043
ISR,Israel,4000,2044
ISR,Israel,4000,2045
ISR,Israel,4000,2046
ISR,Israel,4000,2047
ISR,Israel,4000,2048
ISR,Israel,4000,2049
ISR,Israel,4000,2050
JAM,Jamaica,4009,2023
JAM,Jamaica,4009,2024
JAM,Jamaica,4009,2025
JAM,Jamaica,4009,2026
JAM,Jamaica,4009,2027
JAM,Jamaica,4009,2028
JAM,Jamaica,4009,2029
JAM,Jamaica,4009,2030
JAM,Jamaica,4009,2031
JAM,Jamaica,4009,2032
JAM,Jamaica,4009,2033
JAM,Jamaica,4009,2034
JAM,Jamaica,4009,2035
JAM,Jamaica,4009,2036
JAM,Jamaica,4009,2037
JAM,Jamaica,4009,2038
JAM,Jamaica,4009,2039
JAM,Jamaica,4009,2040
JAM,Jamaica,4009,2041
JAM,Jamaica,4009,2042
JAM,Jamaica,4009,2043
JAM,Jamaica,4009,2044
JAM,Jamaica,4009,2045
JAM,Jamaica,4009,2046
JAM,Jamaica,4009,2047
JAM,Jamaica,4009,2048
JAM,Jamaica,4009,2049
JAM,Jamaica,4009,2050
JPN,Japan,14186,2023
JPN,Japan,14186,2024
JPN,Japan,14186,2025
JPN,Japan,14186,2026
JPN,Japan,14186,2027
JPN,Japan,14186,2028
JPN,Japan,14186,2029
JPN,Japan,14186,2030
JPN,Japan,14186,2031
JPN,Japan,14186,2032
JPN,Japan,14186,2033
JPN,Japan,14186,2034
JPN,Japan,14186,2035
JPN,Japan,14186,2036
JPN,Japan,14186,2037
JPN,Japan,14186,2038
JPN,Japan,14186,2039
JPN,Japan,14186,2040
JPN,Japan,14186,2041
JPN,Japan,14186,2042
JPN,Japan,14186,2043
JPN,Japan,14186,2044
JPN,Japan,14186,2045
JPN,Japan,14186,2046
JPN,Japan,14186,2047
JPN,Japan,14186,2048
JPN,Japan,14186,2049
JPN,Japan,14186,2050
JOR,Jordan,2242,2023
JOR,Jordan,2242,2024
JOR,Jordan,2242,2025
JOR,Jordan,2242,2026
JOR,Jordan,2242,2027
JOR,Jordan,2242,2028
JOR,Jordan,2242,2029
JOR,Jordan,2242,2030
JOR,Jordan,2242,2031
JOR,Jordan,2242,2032
JOR,Jordan,2242,2033
JOR,Jordan,2242,2034
JOR,Jordan,2242,2035
JOR,Jordan,2242,2036
JOR,Jordan,2242,2037
JOR,Jordan,2242,2038
JOR,Jordan,2242,2039
JOR,Jordan,2242,2040
JOR,Jordan,2242,2041
JOR,Jordan,2242,2042
JOR,Jordan,2242,2043
JOR,Jordan,2242,2044
JOR,Jordan,2242,2045
JOR,Jordan,2242,2046
JOR,Jordan,2242,2047
JOR,Jordan,2242,2048
JOR,Jordan,2242,2049
JOR,Jordan,2242,2050
KAZ,Kazakhstan,3856012,2023
KAZ,Kazakhstan,3856012,2024
KAZ,Kazakhstan,3856012,2025
KAZ,Kazakhstan,3856012,2026
KAZ,Kazakhstan,3856012,2027
KAZ,Kazakhstan,3856012,2028
KAZ,Kazakhstan,3856012,2029
KAZ,Kazakhstan,3856012,2030
KAZ,Kazakhstan,3856012,2031
KAZ,Kazakhstan,3856012,2032
KAZ,Kazakhstan,3856012,2033
KAZ,Kazakhstan,3856012,2034
KAZ,Kazakhstan,3856012,2035
KAZ,Kazakhstan,3856012,2036
KAZ,Kazakhstan,3856012,2037
KAZ,Kazakhstan,3856012,2038
KAZ,Kazakhstan,3856012,2039
KAZ,Kazakhstan,3856012,2040
KAZ,Kazakhstan,3856012,2041
KAZ,Kazakhstan,3856012,2042
KAZ,Kazakhstan,3856012,2043
KAZ,Kazakhstan,3856012,2044
KAZ,Kazakhstan,3856012,2045
KAZ,Kazakhstan,3856012,2046
KAZ,Kazakhstan,3856012,2047
KAZ,Kazakhstan,3856012,2048
KAZ,Kazakhstan,3856012,2049
KAZ,Kazakhstan,3856012,2050
KEN,Kenya,2212,2023
KEN,Kenya,2212,2024
KEN,Kenya,2212,2025
KEN,Kenya,2212,2026
KEN,Kenya,2212,2027
KEN,Kenya,2212,2028
KEN,Kenya,2212,2029
KEN,Kenya,2212,2030
KEN,Kenya,2212,2031
KEN,Kenya,2212,2032
KEN,Kenya,2212,2033
KEN,Kenya,2212,2034
KEN,Kenya,2212,2035
KEN,Kenya,2212,2036
KEN,Kenya,2212,2037
KEN,Kenya,2212,2038
KEN,Kenya,2212,2039
KEN,Kenya,2212,2040
KEN,Kenya,2212,2041
KEN,Kenya,2212,2042
KEN,Kenya,2212,2043
KEN,Kenya,2212,2044
KEN,Kenya,2212,2045
KEN,Kenya,2212,2046
KEN,Kenya,2212,2047
KEN,Kenya,2212,2048
KEN,Kenya,2212,2049
KEN,Kenya,2212,2050
KWT,Kuwait,1212,2023
KWT,Kuwait,1212,2024
KWT,Kuwait,1212,2025
KWT,Kuwait,1212,2026
KWT,Kuwait,1212,2027
KWT,Kuwait,1212,2028
KWT,Kuwait,1212,2029
KWT,Kuwait,1212,2030
KWT,Kuwait,1212,2031
KWT,Kuwait,1212,2032
KWT,Kuwait,1212,2033
KWT,Kuwait,1212,2034
KWT,Kuwait,1212,2035
KWT,Kuwait,1212,2036
KWT,Kuwait,1212,2037
KWT,Kuwait,1212,2038
KWT,Kuwait,1212,2039
KWT,Kuwait,1212,2040
KWT,Kuwait,1212,2041
KWT,Kuwait,1212,2042
KWT,Kuwait,1212,2043
KWT,Kuwait,1212,2044
KWT,Kuwait,1212,2045
KWT,Kuwait,1212,2046
KWT,Kuwait,1212,2047
KWT,Kuwait,1212,2048
KWT,Kuwait,1212,2049
KWT,Kuwait,1212,2050
KGZ,Kyrgyzstan,533979,2023
KGZ,Kyrgyzstan,533979,2024
KGZ,Kyrgyzstan,533979,2025
KGZ,Kyrgyzstan,533979,2026
KGZ,Kyrgyzstan,533979,2027
KGZ,Kyrgyzstan,533979,2028
KGZ,Kyrgyzstan,533979,2029
KGZ,Kyrgyzstan,533979,2030
KGZ,Kyrgyzstan,533979,2031
KGZ,Kyrgyzstan,533979,2032
KGZ,Kyrgyzstan,533979,2033
KGZ,Kyrgyzstan,533979,2034
KGZ,Kyrgyzstan,533979,2035
KGZ,Kyrgyzstan,533979,2036
KGZ,Kyrgyzstan,533979,2037
KGZ,Kyrgyzstan,533979,2038
KGZ,Kyrgyzstan,533979,2039
KGZ,Kyrgyzstan,533979,2040
KGZ,Kyrgyzstan,533979,2041
KGZ,Kyrgyzstan,533979,2042
KGZ,Kyrgyzstan,533979,2043
KGZ,Kyrgyzstan,533979,2044
KGZ,Kyrgyzstan,533979,2045
KGZ,Kyrgyzstan,533979,2046
KGZ,Kyrgyzstan,533979,2047
KGZ,Kyrgyzstan,533979,2048
KGZ,Kyrgyzstan,533979,2049
KGZ,Kyrgyzstan,533979,2050
LAO,Lao People's Democratic Republic,32507,2023
LAO,Lao People's Democratic Republic,32507,2024
LAO,Lao People's Democratic Republic,32507,2025
LAO,Lao People's Democratic Republic,32507,2026
LAO,Lao People's Democratic Republic,32507,2027
LAO,Lao People's Democratic Republic,32507,2028
LAO,Lao People's Democratic Republic,32507,2029
LAO,Lao People's Democratic Republic,32507,2030
LAO,Lao People's Democratic Republic,32507,2031
LAO,Lao People's Democratic Republic,32507,2032
LAO,Lao People's Democratic Republic,32507,2033
LAO,Lao People's Democratic Republic,32507,2034
LAO,Lao People's Democratic Republic,32507,2035
LAO,Lao People's Democratic Republic,32507,2036
LAO,Lao People's Democratic Republic,32507,2037
LAO,Lao People's Democratic Republic,32507,2038
LAO,Lao People's Democratic Republic,32507,2039
LAO,Lao People's Democratic Republic,32507,2040
LAO,Lao People's Democratic Republic,32507,2041
LAO,Lao People's Democratic Republic,32507,2042
LAO,Lao People's Democratic Republic,32507,2043
LAO,Lao People's Democratic Republic,32507,2044
LAO,Lao People's Democratic Republic,32507,2045
LAO,Lao People's Democratic Republic,32507,2046
LAO,Lao People's Democratic Republic,32507,2047
LAO,Lao People's Democratic Republic,32507,2048
LAO,Lao People's Democratic Republic,32507,2049
LAO,Lao People's Democratic Republic,32507,2050
LVA,Latvia,8700,2023
LVA,Latvia,8700,2024
LVA,Latvia,8700,2025
LVA,Latvia,8700,2026
LVA,Latvia,8700,2027
LVA,Latvia,8700,2028
LVA,Latvia,8700,2029
LVA,Latvia,8700,2030
LVA,Latvia,8700,2031
LVA,Latvia,8700,2032
LVA,Latvia,8700,2033
LVA,Latvia,8700,2034
LVA,Latvia,8700,2035
LVA,Latvia,8700,2036
LVA,Latvia,8700,2037
LVA,Latvia,8700,2038
LVA,Latvia,8700,2039
LVA,Latvia,8700,2040
LVA,Latvia,8700,2041
LVA,Latvia,8700,2042
LVA,Latvia,8700,2043
LVA,Latvia,8700,2044
LVA,Latvia,8700,2045
LVA,Latvia,8700,2046
LVA,Latvia,8700,2047
LVA,Latvia,8700,2048
LVA,Latvia,8700,2049
LVA,Latvia,8700,2050
LBN,Lebanon,3350,2023
LBN,Lebanon,3350,2024
LBN,Lebanon,3350,2025
LBN,Lebanon,3350,2026
LBN,Lebanon,3350,2027
LBN,Lebanon,3350,2028
LBN,Lebanon,3350,2029
LBN,Lebanon,3350,2030
LBN,Lebanon,3350,2031
LBN,Lebanon,3350,2032
LBN,Lebanon,3350,2033
LBN,Lebanon,3350,2034
LBN,Lebanon,3350,2035
LBN,Lebanon,3350,2036
LBN,Lebanon,3350,2037
LBN,Lebanon,3350,2038
LBN,Lebanon,3350,2039
LBN,Lebanon,3350,2040
LBN,Lebanon,3350,2041
LBN,Lebanon,3350,2042
LBN,Lebanon,3350,2043
LBN,Lebanon,3350,2044
LBN,Lebanon,3350,2045
LBN,Lebanon,3350,2046
LBN,Lebanon,3350,2047
LBN,Lebanon,3350,2048
LBN,Lebanon,3350,2049
LBN,Lebanon,3350,2050
LSO,Lesotho,42212,2023
LSO,Lesotho,42212,2024
LSO,Lesotho,42212,2025
LSO,Lesotho,42212,2026
LSO,Lesotho,42212,2027
LSO,Lesotho,42212,2028
LSO,Lesotho,42212,2029
LSO,Lesotho,42212,2030
LSO,Lesotho,42212,2031
LSO,Lesotho,42212,2032
LSO,Lesotho,42212,2033
LSO,Lesotho,42212,2034
LSO,Lesotho,42212,2035
LSO,Lesotho,42212,2036
LSO,Lesotho,42212,2037
LSO,Lesotho,42212,2038
LSO,Lesotho,42212,2039
LSO,Lesotho,42212,2040
LSO,Lesotho,42212,2041
LSO,Lesotho,42212,2042
LSO,Lesotho,42212,2043
LSO,Lesotho,42212,2044
LSO,Lesotho,42212,2045
LSO,Lesotho,42212,2046
LSO,Lesotho,42212,2047
LSO,Lesotho,42212,2048
LSO,Lesotho,42212,2049
LSO,Lesotho,42212,2050
LBY,Libya,45805,2023
LBY,Libya,45805,2024
LBY,Libya,45805,2025
LBY,Libya,45805,2026
LBY,Libya,45805,2027
LBY,Libya,45805,2028
LBY,Libya,45805,2029
LBY,Libya,45805,2030
LBY,Libya,45805,2031
LBY,Libya,45805,2032
LBY,Libya,45805,2033
LBY,Libya,45805,2034
LBY,Libya,45805,2035
LBY,Libya,45805,2036
LBY,Libya,45805,2037
LBY,Libya,45805,2038
LBY,Libya,45805,2039
LBY,Libya,45805,2040
LBY,Libya,45805,2041
LBY,Libya,45805,2042
LBY,Libya,45805,2043
LBY,Libya,45805,2044
LBY,Libya,45805,2045
LBY,Libya,45805,2046
LBY,Libya,45805,2047
LBY,Libya,45805,2048
LBY,Libya,45805,2049
LBY,Libya,45805,2050
LTU,Lithuania,12502,2023
LTU,Lithuania,12502,2024
LTU,Lithuania,12502,2025
LTU,Lithuania,12502,2026
LTU,Lithuania,12502,2027
LTU,Lithuania,12502,2028
LTU,Lithuania,12502,2029
LTU,Lithuania,12502,2030
LTU,Lithuania,12502,2031
LTU,Lithuania,12502,2032
LTU,Lithuania,12502,2033
LTU,Lithuania,12502,2034
LTU,Lithuania,12502,2035
LTU,Lithuania,12502,2036
LTU,Lithuania,12502,2037
LTU,Lithuania,12502,2038
LTU,Lithuania,12502,2039
LTU,Lithuania,12502,2040
LTU,Lithuania,12502,2041
LTU,Lithuania,12502,2042
LTU,Lithuania,12502,2043
LTU,Lithuania,12502,2044
LTU,Lithuania,12502,2045
LTU,Lithuania,12502,2046
LTU,Lithuania,12502,2047
LTU,Lithuania,12502,2048
LTU,Lithuania,12502,2049
LTU,Lithuania,12502,2050
MDG,Madagascar,510,2023
MDG,Madagascar,510,2024
MDG,Madagascar,510,2025
MDG,Madagascar,510,2026
MDG,Madagascar,510,2027
MDG,Madagascar,510,2028
MDG,Madagascar,510,2029
MDG,Madagascar,510,2030
MDG,Madagascar,510,2031
MDG,Madagascar,510,2032
MDG,Madagascar,510,2033
MDG,Madagascar,510,2034
MDG,Madagascar,510,2035
MDG,Madagascar,510,2036
MDG,Madagascar,510,2037
MDG,Madagascar,510,2038
MDG,Madagascar,510,2039
MDG,Madagascar,510,2040
MDG,Madagascar,510,2041
MDG,Madagascar,510,2042
MDG,Madagascar,510,2043
MDG,Madagascar,510,2044
MDG,Madagascar,510,2045
MDG,Madagascar,510,2046
MDG,Madagascar,510,2047
MDG,Madagascar,510,2048
MDG,Madagascar,510,2049
MDG,Madagascar,510,2050
MWI,Malawi,184,2023
MWI,Malawi,184,2024
MWI,Malawi,184,2025
MWI,Malawi,184,2026
MWI,Malawi,184,2027
MWI,Malawi,184,2028
MWI,Malawi,184,2029
MWI,Malawi,184,2030
MWI,Malawi,184,2031
MWI,Malawi,184,2032
MWI,Malawi,184,2033
MWI,Malawi,184,2034
MWI,Malawi,184,2035
MWI,Malawi,184,2036
MWI,Malawi,184,2037
MWI,Malawi,184,2038
MWI,Malawi,184,2039
MWI,Malawi,184,2040
MWI,Malawi,184,2041
MWI,Malawi,184,2042
MWI,Malawi,184,2043
MWI,Malawi,184,2044
MWI,Malawi,184,2045
MWI,Malawi,184,2046
MWI,Malawi,184,2047
MWI,Malawi,184,2048
MWI,Malawi,184,2049
MWI,Malawi,184,2050
MYS,Malaysia,4112,2023
MYS,Malaysia,4112,2024
MYS,Malaysia,4112,2025
MYS,Malaysia,4112,2026
MYS,Malaysia,4112,2027
MYS,Malaysia,4112,2028
MYS,Malaysia,4112,2029
MYS,Malaysia,4112,2030
MYS,Malaysia,4112,2031
MYS,Malaysia,4112,2032
MYS,Malaysia,4112,2033
MYS,Malaysia,4112,2034
MYS,Malaysia,4112,2035
MYS,Malaysia,4112,2036
MYS,Malaysia,4112,2037
MYS,Malaysia,4112,2038
MYS,Malaysia,4112,2039
MYS,Malaysia,4112,2040
MYS,Malaysia,4112,2041
MYS,Malaysia,4112,2042
MYS,Malaysia,4112,2043
MYS,Malaysia,4112,2044
MYS,Malaysia,4112,2045
MYS,Malaysia,4112,2046
MYS,Malaysia,4112,2047
MYS,Malaysia,4112,2048
MYS,Malaysia,4112,2049
MYS,Malaysia,4112,2050
MLI,Mali,621014,2023
MLI,Mali,621014,2024
MLI,Mali,621014,2025
MLI,Mali,621014,2026
MLI,Mali,621014,2027
MLI,Mali,621014,2028
MLI,Mali,621014,2029
MLI,Mali,621014,2030
MLI,Mali,621014,2031
MLI,Mali,621014,2032
MLI,Mali,621014,2033
MLI,Mali,621014,2034
MLI,Mali,621014,2035
MLI,Mali,621014,2036
MLI,Mali,621014,2037
MLI,Mali,621014,2038
MLI,Mali,621014,2039
MLI,Mali,621014,2040
MLI,Mali,621014,2041
MLI,Mali,621014,2042
MLI,Mali,621014,2043
MLI,Mali,621014,2044
MLI,Mali,621014,2045
MLI,Mali,621014,2046
MLI,Mali,621014,2047
MLI,Mali,621014,2048
MLI,Mali,621014,2049
MLI,Mali,621014,2050
MRT,Mauritania,67933,2023
MRT,Mauritania,67933,2024
MRT,Mauritania,67933,2025
MRT,Mauritania,67933,2026
MRT,Mauritania,67933,2027
MRT,Mauritania,67933,2028
MRT,Mauritania,67933,2029
MRT,Mauritania,67933,2030
MRT,Mauritania,67933,2031
MRT,Mauritania,67933,2032
MRT,Mauritania,67933,2033
MRT,Mauritania,67933,2034
MRT,Mauritania,67933,2035
MRT,Mauritania,67933,2036
MRT,Mauritania,67933,2037
MRT,Mauritania,67933,2038
MRT,Mauritania,67933,2039
MRT,Mauritania,67933,2040
MRT,Mauritania,67933,2041
MRT,Mauritania,67933,2042
MRT,Mauritania,67933,2043
MRT,Mauritania,67933,2044
MRT,Mauritania,67933,2045
MRT,Mauritania,67933,2046
MRT,Mauritania,67933,2047
MRT,Mauritania,67933,2048
MRT,Mauritania,67933,2049
MRT,Mauritania,67933,2050
MUS,Mauritius,148,2023
MUS,Mauritius,148,2024
MUS,Mauritius,148,2025
MUS,Mauritius,148,2026
MUS,Mauritius,148,2027
MUS,Mauritius,148,2028
MUS,Mauritius,148,2029
MUS,Mauritius,148,2030
MUS,Mauritius,148,2031
MUS,Mauritius,148,2032
MUS,Mauritius,148,2033
MUS,Mauritius,148,2034
MUS,Mauritius,148,2035
MUS,Mauritius,148,2036
MUS,Mauritius,148,2037
MUS,Mauritius,148,2038
MUS,Mauritius,148,2039
MUS,Mauritius,148,2040
MUS,Mauritius,148,2041
MUS,Mauritius,148,2042
MUS,Mauritius,148,2043
MUS,Mauritius,148,2044
MUS,Mauritius,148,2045
MUS,Mauritius,148,2046
MUS,Mauritius,148,2047
MUS,Mauritius,148,2048
MUS,Mauritius,148,2049
MUS,Mauritius,148,2050
MEX,Mexico,6407072,2023
MEX,Mexico,6407072,2024
MEX,Mexico,6407072,2025
MEX,Mexico,6407072,2026
MEX,Mexico,6407072,2027
MEX,Mexico,6407072,2028
MEX,Mexico,6407072,2029
MEX,Mexico,6407072,2030
MEX,Mexico,6407072,2031
MEX,Mexico,6407072,2032
MEX,Mexico,6407072,2033
MEX,Mexico,6407072,2034
MEX,Mexico,6407072,2035
MEX,Mexico,6407072,2036
MEX,Mexico,6407072,2037
MEX,Mexico,6407072,2038
MEX,Mexico,6407072,2039
MEX,Mexico,6407072,2040
MEX,Mexico,6407072,2041
MEX,Mexico,6407072,2042
MEX,Mexico,6407072,2043
MEX,Mexico,6407072,2044
MEX,Mexico,6407072,2045
MEX,Mexico,6407072,2046
MEX,Mexico,6407072,2047
MEX,Mexico,6407072,2048
MEX,Mexico,6407072,2049
MEX,Mexico,6407072,2050
MNG,Mongolia,4821066,2023
MNG,Mongolia,4821066,2024
MNG,Mongolia,4821066,2025
MNG,Mongolia,4821066,2026
MNG,Mongolia,4821066,2027
MNG,Mongolia,4821066,2028
MNG,Mongolia,4821066,2029
MNG,Mongolia,4821066,2030
MNG,Mongolia,4821066,2031
MNG,Mongolia,4821066,2032
MNG,Mongolia,4821066,2033
MNG,Mongolia,4821066,2034
MNG,Mongolia,4821066,2035
MNG,Mongolia,4821066,2036
MNG,Mongolia,4821066,2037
MNG,Mongolia,4821066,2038
MNG,Mongolia,4821066,2039
MNG,Mongolia,4821066,2040
MNG,Mongolia,4821066,2041
MNG,Mongolia,4821066,2042
MNG,Mongolia,4821066,2043
MNG,Mongolia,4821066,2044
MNG,Mongolia,4821066,2045
MNG,Mongolia,4821066,2046
MNG,Mongolia,4821066,2047
MNG,Mongolia,4821066,2048
MNG,Mongolia,4821066,2049
MNG,Mongolia,4821066,2050
MNE,Montenegro,3942,2023
MNE,Montenegro,3942,2024
MNE,Montenegro,3942,2025
MNE,Montenegro,3942,2026
MNE,Montenegro,3942,2027
MNE,Montenegro,3942,2028
MNE,Montenegro,3942,2029
MNE,Montenegro,3942,2030
MNE,Montenegro,3942,2031
MNE,Montenegro,3942,2032
MNE,Montenegro,3942,2033
MNE,Montenegro,3942,2034
MNE,Montenegro,3942,2035
MNE,Montenegro,3942,2036
MNE,Montenegro,3942,2037
MNE,Montenegro,3942,2038
MNE,Montenegro,3942,2039
MNE,Montenegro,3942,2040
MNE,Montenegro,3942,2041
MNE,Montenegro,3942,2042
MNE,Montenegro,3942,2043
MNE,Montenegro,3942,2044
MNE,Montenegro,3942,2045
MNE,Montenegro,3942,2046
MNE,Montenegro,3942,2047
MNE,Montenegro,3942,2048
MNE,Montenegro,3942,2049
MNE,Montenegro,3942,2050
MAR,Morocco,173300,2023
MAR,Morocco,173300,2024
MAR,Morocco,173300,2025
MAR,Morocco,173300,2026
MAR,Morocco,173300,2027
MAR,Morocco,173300,2028
MAR,Morocco,173300,2029
MAR,Morocco,173300,2030
MAR,Morocco,173300,2031
MAR,Morocco,173300,2032
MAR,Morocco,173300,2033
MAR,Morocco,173300,2034
MAR,Morocco,173300,2035
MAR,Morocco,173300,2036
MAR,Morocco,173300,2037
MAR,Morocco,173300,2038
MAR,Morocco,173300,2039
MAR,Morocco,173300,2040
MAR,Morocco,173300,2041
MAR,Morocco,173300,2042
MAR,Morocco,173300,2043
MAR,Morocco,173300,2044
MAR,Morocco,173300,2045
MAR,Morocco,173300,2046
MAR,Morocco,173300,2047
MAR,Morocco,173300,2048
MAR,Morocco,173300,2049
MAR,Morocco,173300,2050
MMR,Myanmar,109529,2023
MMR,Myanmar,109529,2024
MMR,Myanmar,109529,2025
MMR,Myanmar,109529,2026
MMR,Myanmar,109529,2027
MMR,Myanmar,109529,2028
MMR,Myanmar,109529,2029
MMR,Myanmar,109529,2030
MMR,Myanmar,109529,2031
MMR,Myanmar,109529,2032
MMR,Myanmar,109529,2033
MMR,Myanmar,109529,2034
MMR,Myanmar,109529,2035
MMR,Myanmar,109529,2036
MMR,Myanmar,109529,2037
MMR,Myanmar,109529,2038
MMR,Myanmar,109529,2039
MMR,Myanmar,109529,2040
MMR,Myanmar,109529,2041
MMR,Myanmar,109529,2042
MMR,Myanmar,109529,2043
MMR,Myanmar,109529,2044
MMR,Myanmar,109529,2045
MMR,Myanmar,109529,2046
MMR,Myanmar,109529,2047
MMR,Myanmar,109529,2048
MMR,Myanmar,109529,2049
MMR,Myanmar,109529,2050
NAM,Namibia,42302,2023
NAM,Namibia,42302,2024
NAM,Namibia,42302,2025
NAM,Namibia,42302,2026
NAM,Namibia,42302,2027
NAM,Namibia,42302,2028
NAM,Namibia,42302,2029
NAM,Namibia,42302,2030
NAM,Namibia,42302,2031
NAM,Namibia,42302,2032
NAM,Namibia,42302,2033
NAM,Namibia,42302,2034
NAM,Namibia,42302,2035
NAM,Namibia,42302,2036
NAM,Namibia,42302,2037
NAM,Namibia,42302,2038
NAM,Namibia,42302,2039
NAM,Namibia,42302,2040
NAM,Namibia,42302,2041
NAM,Namibia,42302,2042
NAM,Namibia,42302,2043
NAM,Namibia,42302,2044
NAM,Namibia,42302,2045
NAM,Namibia,42302,2046
NAM,Namibia,42302,2047
NAM,Namibia,42302,2048
NAM,Namibia,42302,2049
NAM,Namibia,42302,2050
NCL,New Caledonia,10722,2023
NCL,New Caledonia,10722,2024
NCL,New Caledonia,10722,2025
NCL,New Caledonia,10722,2026
NCL,New Caledonia,10722,2027
NCL,New Caledonia,10722,2028
NCL,New Caledonia,10722,2029
NCL,New Caledonia,10722,2030
NCL,New Caledonia,10722,2031
NCL,New Caledonia,10722,2032
NCL,New Caledonia,10722,2033
NCL,New Caledonia,10722,2034
NCL,New Caledonia,10722,2035
NCL,New Caledonia,10722,2036
NCL,New Caledonia,10722,2037
NCL,New Caledonia,10722,2038
NCL,New Caledonia,10722,2039
NCL,New Caledonia,10722,2040
NCL,New Caledonia,10722,2041
NCL,New Caledonia,10722,2042
NCL,New Caledonia,10722,2043
NCL,New Caledonia,10722,2044
NCL,New Caledonia,10722,2045
NCL,New Caledonia,10722,2046
NCL,New Caledonia,10722,2047
NCL,New Caledonia,10722,2048
NCL,New Caledonia,10722,2049
NCL,New Caledonia,10722,2050
NZL,New Zealand,33531,2023
NZL,New Zealand,33531,2024
NZL,New Zealand,33531,2025
NZL,New Zealand,33531,2026
NZL,New Zealand,33531,2027
NZL,New Zealand,33531,2028
NZL,New Zealand,33531,2029
NZL,New Zealand,33531,2030
NZL,New Zealand,33531,2031
NZL,New Zealand,33531,2032
NZL,New Zealand,33531,2033
NZL,New Zealand,33531,2034
NZL,New Zealand,33531,2035
NZL,New Zealand,33531,2036
NZL,New Zealand,33531,2037
NZL,New Zealand,33531,2038
NZL,New Zealand,33531,2039
NZL,New Zealand,33531,2040
NZL,New Zealand,33531,2041
NZL,New Zealand,33531,2042
NZL,New Zealand,33531,2043
NZL,New Zealand,33531,2044
NZL,New Zealand,33531,2045
NZL,New Zealand,33531,2046
NZL,New Zealand,33531,2047
NZL,New Zealand,33531,2048
NZL,New Zealand,33531,2049
