,Nation,iso_code3,Year,consumpinit_inen_energy_tj_per_tonne_production_plastic
79,Jamaica,JAM,2028,0.13948335641306558
80,Jamaica,JAM,2029,0.13237665515828617
81,Jamaica,JAM,2030,0.125632041567752
82,Jamaica,JAM,2031,0.11923106721203018
83,Jamaica,JAM,2032,0.11315622361237457
84,Jamaica,JAM,2033,0.10739089435007385
85,Jamaica,JAM,2034,0.10191930961583921
86,Jamaica,JAM,2035,0.09672650307490571
87,Jamaica,JAM,2036,0.09179827092986635
88,Jamaica,JAM,2037,0.087121133069261
89,Jamaica,JAM,2038,0.08268229619565158
90,Jamaica,JAM,2039,0.07846961883232816
91,Jamaica,JAM,2040,0.07447157811293029
92,Jamaica,JAM,2041,0.07067723826313996
93,Jamaica,JAM,2042,0.0670762206882439
94,Jamaica,JAM,2043,0.06365867558473079
95,Jamaica,JAM,2044,0.06041525499829288
96,Jamaica,JAM,2045,0.05733708725451806
97,Jamaica,JAM,2046,0.05441575269234726
98,Jamaica,JAM,2047,0.051643260633916444
99,Jamaica,JAM,2048,0.04901202752778817
100,Jamaica,JAM,2049,0.046514856205788116
101,Jamaica,JAM,2050,0.044144916196712035
102,Spain,ESP,2017,0.0
103,Spain,ESP,2018,0.0
104,Spain,ESP,2019,0.0
105,Spain,ESP,2020,0.0
106,Spain,ESP,2021,0.0
107,Spain,ESP,2022,0.0
108,Spain,ESP,2023,0.0
109,Spain,ESP,2024,0.0
110,Spain,ESP,2025,0.0
111,Spain,ESP,2026,0.0
112,Spain,ESP,2027,0.0
113,Spain,ESP,2028,0.0
114,Spain,ESP,2029,0.0
115,Spain,ESP,2030,0.0
116,Spain,ESP,2031,0.0
117,Spain,ESP,2032,0.0
118,Spain,ESP,2033,0.0
119,Spain,ESP,2034,0.0
120,Spain,ESP,2035,0.0
121,Spain,ESP,2036,0.0
122,Spain,ESP,2037,0.0
123,Spain,ESP,2038,0.0
124,Spain,ESP,2039,0.0
125,Spain,ESP,2040,0.0
126,Spain,ESP,2041,0.0
127,Spain,ESP,2042,0.0
128,Spain,ESP,2043,0.0
129,Spain,ESP,2044,0.0
130,Spain,ESP,2045,0.0
131,Spain,ESP,2046,0.0
132,Spain,ESP,2047,0.0
133,Spain,ESP,2048,0.0
134,Spain,ESP,2049,0.0
135,Spain,ESP,2050,0.0
136,Austria,AUT,2017,0.0
137,Austria,AUT,2018,0.0
138,Austria,AUT,2019,0.0
139,Austria,AUT,2020,0.0
140,Austria,AUT,2021,0.0
141,Austria,AUT,2022,0.0
142,Austria,AUT,2023,0.0
143,Austria,AUT,2024,0.0
144,Austria,AUT,2025,0.0
145,Austria,AUT,2026,0.0
146,Austria,AUT,2027,0.0
147,Austria,AUT,2028,0.0
148,Austria,AUT,2029,0.0
149,Austria,AUT,2030,0.0
150,Austria,AUT,2031,0.0
151,Austria,AUT,2032,0.0
152,Austria,AUT,2033,0.0
153,Austria,AUT,2034,0.0
154,Austria,AUT,2035,0.0
155,Austria,AUT,2036,0.0
156,Austria,AUT,2037,0.0
157,Austria,AUT,2038,0.0
158,Austria,AUT,2039,0.0
159,Austria,AUT,2040,0.0
160,Austria,AUT,2041,0.0
161,Austria,AUT,2042,0.0
162,Austria,AUT,2043,0.0
163,Austria,AUT,2044,0.0
164,Austria,AUT,2045,0.0
165,Austria,AUT,2046,0.0
166,Austria,AUT,2047,0.0
167,Austria,AUT,2048,0.0
168,Austria,AUT,2049,0.0
169,Austria,AUT,2050,0.0
170,Paraguay,PRY,2017,0.06717341322135147
171,Paraguay,PRY,2018,0.06712201390381058
172,Paraguay,PRY,2019,0.06723460082487025
173,Paraguay,PRY,2020,0.06721370028039607
174,Paraguay,PRY,2021,0.06721369192278281
175,Paraguay,PRY,2022,0.06438774230171633
176,Paraguay,PRY,2023,0.06168060762790727
177,Paraguay,PRY,2024,0.05908729241538308
178,Paraguay,PRY,2025,0.056603011209658806
179,Paraguay,PRY,2026,0.05422317975711887
180,Paraguay,PRY,2027,0.05194340654567725
181,Paraguay,PRY,2028,0.049759484701102454
182,Paraguay,PRY,2029,0.0476673842240583
183,Paraguay,PRY,2030,0.045663244553528465
184,Paraguay,PRY,2031,0.04374336744290981
185,Paraguay,PRY,2032,0.04190421013562356
186,Paraguay,PRY,2033,0.0401423788276528
187,Paraguay,PRY,2034,0.038454622404942906
188,Paraguay,PRY,2035,0.0368378264441086
189,Paraguay,PRY,2036,0.03528900746537668
190,Paraguay,PRY,2037,0.033805307427158676
191,Paraguay,PRY,2038,0.03238398845209668
192,Paraguay,PRY,2039,0.031022427774847074
193,Paraguay,PRY,2040,0.02971811290228183
194,Paraguay,PRY,2041,0.028468636977175703
195,Paraguay,PRY,2042,0.027271694336822565
196,Paraguay,PRY,2043,0.026125076258388058
197,Paraguay,PRY,2044,0.025026666883144297
198,Paraguay,PRY,2045,0.02397443931206787
199,Paraguay,PRY,2046,0.022966451865595514
200,Paraguay,PRY,2047,0.022000844500635025
201,Paraguay,PRY,2048,0.021075835378220723
202,Paraguay,PRY,2049,0.020189717575479414
203,Paraguay,PRY,2050,0.019340855935838813
204,Vietnam,VNM,2017,0.005281865131711169
205,Vietnam,VNM,2018,0.00428694327556065
206,Vietnam,VNM,2019,0.003877884052824539
207,Vietnam,VNM,2020,0.004043494451079471
208,Vietnam,VNM,2021,0.004043495343090401
209,Vietnam,VNM,2022,0.0037101288076510264
210,Vietnam,VNM,2023,0.003404246722550075
211,Vietnam,VNM,2024,0.003123583128460202
212,Vietnam,VNM,2025,0.0028660588833856813
213,Vietnam,VNM,2026,0.0026297662604815304
214,Vietnam,VNM,2027,0.0024129548157075997
215,Vietnam,VNM,2028,0.0022140184206258548
216,Vietnam,VNM,2029,0.0020314833642805425
217,Vietnam,VNM,2030,0.0018639974360204292
218,Vietnam,VNM,2031,0.0017103199083893246
219,Vietnam,VNM,2032,0.001569312345878574
220,Vietnam,VNM,2033,0.0014399301714532276
221,Vietnam,VNM,2034,0.0013212149283771417
222,Vietnam,VNM,2035,0.001212287180012964
223,Vietnam,VNM,2036,0.0011123399949991128
224,Vietnam,VNM,2037,0.0010206329695422458
225,Vietnam,VNM,2038,0.0009364867425426463
226,Vietnam,VNM,2039,0.000859277962920868
227,Vietnam,VNM,2040,0.0007884346718638262
228,Vietnam,VNM,2041,0.000723432065782266
229,Vietnam,VNM,2042,0.0006637886085917697
230,Vietnam,VNM,2043,0.0006090624645173097
231,Vietnam,VNM,2044,0.0005588482249957376
232,Vietnam,VNM,2045,0.0005127739054292188
233,Vietnam,VNM,2046,0.00047049818954178284
234,Vietnam,VNM,2047,0.00043170790092525967
235,Vietnam,VNM,2048,0.00039611568304396665
236,Vietnam,VNM,2049,0.00036345787051174274
237,Vietnam,VNM,2050,0.00033349253587181915
238,Aruba,ABW,2017,2.9185170487954566
239,Aruba,ABW,2018,2.8699614646969276
240,Aruba,ABW,2019,2.2661570418103993
241,Aruba,ABW,2020,3.237292121022792
242,Aruba,ABW,2021,3.237292195465396
243,Aruba,ABW,2022,3.066273262481751
244,Aruba,ABW,2023,2.904288878643791
245,Aruba,ABW,2024,2.7508617688519514
246,Aruba,ABW,2025,2.60553987138667
247,Aruba,ABW,2026,2.4678950059417044
248,Aruba,ABW,2027,2.337521612022238
249,Aruba,ABW,2028,2.2140355539907093
250,Aruba,ABW,2029,2.0970729892393027
251,Aruba,ABW,2030,1.9862892961544174
252,Aruba,ABW,2031,1.8813580587143826
253,Aruba,ABW,2032,1.7819701047285785
254,Aruba,ABW,2033,1.6878325948842967
255,Aruba,ABW,2034,1.5986681599171781
256,Aruba,ABW,2035,1.5142140833630373
257,Aruba,ABW,2036,1.4342215274830667
258,Aruba,ABW,2037,1.3584548000817227
259,Aruba,ABW,2038,1.2866906600569483
260,Aruba,ABW,2039,1.2187176596366622
261,Aruba,ABW,2040,1.154335521363406
262,Aruba,ABW,2041,1.093354547991519
263,Aruba,ABW,2042,1.0355950635581268
264,Aruba,ABW,2043,0.9808868839810966
265,Aruba,ABW,2044,0.9290688156241305
266,Aruba,ABW,2045,0.8799881803515474
267,Aruba,ABW,2046,0.833500365673359
268,Aruba,ABW,2047,0.7894683986551793
269,Aruba,ABW,2048,0.7477625423375387
270,Aruba,ABW,2049,0.7082599134754183
271,Aruba,ABW,2050,0.6708441204718332
272,Togo,TGO,2017,0.15316137762334395
273,Togo,TGO,2018,0.1419074980515323
274,Togo,TGO,2019,0.10901258081301446
275,Togo,TGO,2020,0.09526297053861442
276,Togo,TGO,2021,0.09526296826668591
277,Togo,TGO,2022,0.07836082359902011
278,Togo,TGO,2023,0.06445756191353252
279,Togo,TGO,2024,0.05302110285488155
280,Togo,TGO,2025,0.0436137710532566
281,Togo,TGO,2026,0.03587554620831055
282,Togo,TGO,2027,0.029510285046734558
283,Togo,TGO,2028,0.024274387865286098
284,Togo,TGO,2029,0.019967475925806187
285,Togo,TGO,2030,0.016424722924437377
286,Togo,TGO,2031,0.013510547058974176
287,Togo,TGO,2032,0.01111342228861426
288,Togo,TGO,2033,0.00914161021207723
289,Togo,TGO,2034,0.007519649222289633
290,Togo,TGO,2035,0.0061854665769470124
291,Togo,TGO,2036,0.005088002863367479
292,Togo,TGO,2037,0.004185257945474675
293,Togo,TGO,2038,0.003442683610945488
294,Togo,TGO,2039,0.002831861404835938
295,Togo,TGO,2040,0.0023294150501378544
296,Togo,TGO,2041,0.00191611583340291
297,Togo,TGO,2042,0.001576146718378957
298,Togo,TGO,2043,0.0012964970251536873
299,Togo,TGO,2044,0.0010664645090662276
300,Togo,TGO,2045,0.0008772457838559636
301,Togo,TGO,2046,0.0007215994144679742
302,Togo,TGO,2047,0.0005935687860154084
303,Togo,TGO,2048,0.000488254143043578
304,Togo,TGO,2049,0.00040162507499683314
305,Togo,TGO,2050,0.00033036627167302014
306,Serbia,SRB,2017,0.0005506744805111155
307,Serbia,SRB,2018,0.0004954810422741301
308,Serbia,SRB,2019,0.00048602184047635816
309,Serbia,SRB,2020,0.00047719518600770764
310,Serbia,SRB,2021,0.00047719522701595635
311,Serbia,SRB,2022,0.0004551554963169576
312,Serbia,SRB,2023,0.0004341336922479497
313,Serbia,SRB,2024,0.000414082800866785
314,Serbia,SRB,2025,0.0003949579796164543
315,Serbia,SRB,2026,0.0003767164570375273
316,Serbia,SRB,2027,0.00035931743711248006
317,Serbia,SRB,2028,0.0003427220080279618
318,Serbia,SRB,2029,0.0003268930551509794
319,Serbia,SRB,2030,0.00031179517802435076
320,Serbia,SRB,2031,0.0002973946111958114
321,Serbia,SRB,2032,0.00028365914870370605
322,Serbia,SRB,2033,0.00027055807205038086
323,Serbia,SRB,2034,0.0002580620815021949
324,Serbia,SRB,2035,0.00024614323056251124
325,Serbia,SRB,2036,0.0002347748634711153
326,Serbia,SRB,2037,0.00022393155559028295
327,Serbia,SRB,2038,0.00021358905654417915
328,Serbia,SRB,2039,0.0002037242359844178
329,Serbia,SRB,2040,0.00019431503186049254
330,Serbia,SRB,2041,0.00018534040107938976
331,Serbia,SRB,2042,0.00017678027244403402
332,Serbia,SRB,2043,0.00016861550176532032
333,Serbia,SRB,2044,0.00016082782904733664
334,Serbia,SRB,2045,0.00015339983765003492
335,Serbia,SRB,2046,0.00014631491533801028
336,Serbia,SRB,2047,0.00013955721712828107
337,Serbia,SRB,2048,0.00013311162985398493
338,Serbia,SRB,2049,0.00012696373836472506
339,Serbia,SRB,2050,0.00012109979328800064
340,Costa Rica,CRI,2017,0.014920228618112935
341,Costa Rica,CRI,2018,0.015360385642713423
342,Costa Rica,CRI,2019,0.01441386851206968
343,Costa Rica,CRI,2020,0.014828319437095065
344,Costa Rica,CRI,2021,0.014828319691718574
345,Costa Rica,CRI,2022,0.014085199853817813
346,Costa Rica,CRI,2023,0.013379321396259742
347,Costa Rica,CRI,2024,0.012708817970793164
348,Costa Rica,CRI,2025,0.012071916761033022
349,Costa Rica,CRI,2026,0.011466933795119476
350,Costa Rica,CRI,2027,0.010892269493283107
351,Costa Rica,CRI,2028,0.010346404438543259
352,Costa Rica,CRI,2029,0.009827895359357455
353,Costa Rica,CRI,2030,0.009335371313599924
354,Costa Rica,CRI,2031,0.008867530063779825
355,Costa Rica,CRI,2032,0.008423134633914886
356,Costa Rica,CRI,2033,0.008001010038957123
357,Costa Rica,CRI,2034,0.007600040178123006
358,Costa Rica,CRI,2035,0.007219164883914181
359,Costa Rica,CRI,2036,0.006857377119026075
360,Costa Rica,CRI,2037,0.006513720313733373
361,Costa Rica,CRI,2038,0.006187285836711966
362,Costa Rica,CRI,2039,0.0058772105926105855
363,Costa Rica,CRI,2040,0.005582674740019758
364,Costa Rica,CRI,2041,0.0053028995238047355
365,Costa Rica,CRI,2042,0.005037145216070574
366,Costa Rica,CRI,2043,0.00478470916031577
367,Costa Rica,CRI,2044,0.0045449239136028784
368,Costa Rica,CRI,2045,0.004317155481834187
369,Costa Rica,CRI,2046,0.004100801643466068
370,Costa Rica,CRI,2047,0.0038952903572305932
371,Costa Rica,CRI,2048,0.00370007824965391
372,Costa Rica,CRI,2049,0.0035146491783722414
373,Costa Rica,CRI,2050,0.0033385128674476294
374,Luxembourg,LUX,2017,0.0
375,Luxembourg,LUX,2018,0.0
376,Luxembourg,LUX,2019,0.0
377,Luxembourg,LUX,2020,0.0
378,Luxembourg,LUX,2021,0.0
379,Luxembourg,LUX,2022,0.0
380,Luxembourg,LUX,2023,0.0
381,Luxembourg,LUX,2024,0.0
382,Luxembourg,LUX,2025,0.0
383,Luxembourg,LUX,2026,0.0
384,Luxembourg,LUX,2027,0.0
385,Luxembourg,LUX,2028,0.0
386,Luxembourg,LUX,2029,0.0
387,Luxembourg,LUX,2030,0.0
388,Luxembourg,LUX,2031,0.0
389,Luxembourg,LUX,2032,0.0
390,Luxembourg,LUX,2033,0.0
391,Luxembourg,LUX,2034,0.0
392,Luxembourg,LUX,2035,0.0
393,Luxembourg,LUX,2036,0.0
394,Luxembourg,LUX,2037,0.0
395,Luxembourg,LUX,2038,0.0
396,Luxembourg,LUX,2039,0.0
397,Luxembourg,LUX,2040,0.0
398,Luxembourg,LUX,2041,0.0
399,Luxembourg,LUX,2042,0.0
400,Luxembourg,LUX,2043,0.0
401,Luxembourg,LUX,2044,0.0
402,Luxembourg,LUX,2045,0.0
403,Luxembourg,LUX,2046,0.0
404,Luxembourg,LUX,2047,0.0
405,Luxembourg,LUX,2048,0.0
406,Luxembourg,LUX,2049,0.0
407,Luxembourg,LUX,2050,0.0
408,Norway,NOR,2017,0.0009607980035228938
409,Norway,NOR,2018,0.000909811327689751
410,Norway,NOR,2019,0.0009822431704769312
411,Norway,NOR,2020,0.0010248465402446646
412,Norway,NOR,2021,0.0010248465505800206
413,Norway,NOR,2022,0.0010281715149604654
414,Norway,NOR,2023,0.001031507266700368
415,Norway,NOR,2024,0.0010348538407977364
416,Norway,NOR,2025,0.0010382112723641226
417,Norway,NOR,2026,0.001041579596624991
418,Norway,NOR,2027,0.0010449588489200947
419,Norway,NOR,2028,0.001048349064703836
420,Norway,NOR,2029,0.001051750279545648
421,Norway,NOR,2030,0.0010551625291303612
422,Norway,NOR,2031,0.0010585858492585824
423,Norway,NOR,2032,0.001062020275847066
424,Norway,NOR,2033,0.0010654658449290933
425,Norway,NOR,2034,0.0010689225926548526
426,Norway,NOR,2035,0.0010723905552918133
427,Norway,NOR,2036,0.0010758697692251121
428,Norway,NOR,2037,0.0010793602709579283
429,Norway,NOR,2038,0.0010828620971118732
430,Norway,NOR,2039,0.0010863752844273722
431,Norway,NOR,2040,0.0010898998697640475
432,Norway,NOR,2041,0.0010934358901011068
433,Norway,NOR,2042,0.0010969833825377343
434,Norway,NOR,2043,0.0011005423842934726
435,Norway,NOR,2044,0.0011041129327086232
436,Norway,NOR,2045,0.0011076950652446273
437,Norway,NOR,2046,0.0011112888194844683
438,Norway,NOR,2047,0.0011148942331330577
439,Norway,NOR,2048,0.0011185113440176416
440,Norway,NOR,2049,0.001122140190088184
441,Norway,NOR,2050,0.0011257808094177768
442,South Africa,ZAF,2017,0.006493863007211131
443,South Africa,ZAF,2018,0.006198786960267772
444,South Africa,ZAF,2019,0.006461551541322949
445,South Africa,ZAF,2020,0.007565274602908515
446,South Africa,ZAF,2021,0.0075652749979689135
447,South Africa,ZAF,2022,0.007544464072897288
448,South Africa,ZAF,2023,0.007523710395526878
449,South Africa,ZAF,2024,0.0075030138083777825
450,South Africa,ZAF,2025,0.007482374154403669
451,South Africa,ZAF,2026,0.007461791276989788
452,South Africa,ZAF,2027,0.007441265019952636
453,South Africa,ZAF,2028,0.007420795227537916
454,South Africa,ZAF,2029,0.007400381744420205
455,South Africa,ZAF,2030,0.0073800244157010714
456,South Africa,ZAF,2031,0.007359723086908214
457,South Africa,ZAF,2032,0.007339477603994461
458,South Africa,ZAF,2033,0.007319287813336123
459,South Africa,ZAF,2034,0.0072991535617323395
460,South Africa,ZAF,2035,0.007279074696403575
461,South Africa,ZAF,2036,0.007259051064990516
462,South Africa,ZAF,2037,0.007239082515553107
463,South Africa,ZAF,2038,0.0072191688965691355
464,South Africa,ZAF,2039,0.007199310056933272
465,South Africa,ZAF,2040,0.007179505845955809
466,South Africa,ZAF,2041,0.00715975611336164
467,South Africa,ZAF,2042,0.00714006070928889
468,South Africa,ZAF,2043,0.007120419484288157
469,South Africa,ZAF,2044,0.007100832289320904
470,South Africa,ZAF,2045,0.007081298975758775
471,South Africa,ZAF,2046,0.007061819395382125
472,South Africa,ZAF,2047,0.007042393400379164
473,South Africa,ZAF,2048,0.007023020843344621
474,South Africa,ZAF,2049,0.007003701577278775
475,South Africa,ZAF,2050,0.006984435455586195
476,Lesotho,LSO,2017,2.810300476383237
477,Lesotho,LSO,2018,2.4213822075323828
478,Lesotho,LSO,2019,2.225367729771323
479,Lesotho,LSO,2020,2.8293255330312794
480,Lesotho,LSO,2021,2.829325342832086
481,Lesotho,LSO,2022,2.7210822684219758
482,Lesotho,LSO,2023,2.6169803095564026
483,Lesotho,LSO,2024,2.5168610372730775
484,Lesotho,LSO,2025,2.420572083714719
485,Lesotho,LSO,2026,2.327966910245944
486,Lesotho,LSO,2027,2.23890458444152
487,Lesotho,LSO,2028,2.1532495656064397
488,Lesotho,LSO,2029,2.0708714985015213
489,Lesotho,LSO,2030,1.9916450149605025
490,Lesotho,LSO,2031,1.9154495430968443
491,Lesotho,LSO,2032,1.842169123809782
492,Lesotho,LSO,2033,1.7716922343104122
493,Lesotho,LSO,2034,1.703911618399227
494,Lesotho,LSO,2035,1.6387241232368581
495,Lesotho,LSO,2036,1.5760305423595098
496,Lesotho,LSO,2037,1.5157354647003023
497,Lesotho,LSO,2038,1.4577471293866384
498,Lesotho,LSO,2039,1.401977286092697
499,Lesotho,LSO,2040,1.3483410607344943
500,Lesotho,LSO,2041,1.2967568263031148
501,Lesotho,LSO,2042,1.2471460786395587
502,Lesotho,LSO,2043,1.1994333169621296
503,Lesotho,LSO,2044,1.1535459289645587
504,Lesotho,LSO,2045,1.1094140803099934
505,Lesotho,LSO,2046,1.0669706083526762
506,Lesotho,LSO,2047,1.0261509199255712
507,Lesotho,LSO,2048,0.9868928930383822
508,Lesotho,LSO,2049,0.9491367823363752
509,Lesotho,LSO,2050,0.9128251281761044
510,Ukraine,UKR,2017,0.0
511,Ukraine,UKR,2018,0.0
512,Ukraine,UKR,2019,0.0
513,Ukraine,UKR,2020,0.0
514,Ukraine,UKR,2021,0.0
515,Ukraine,UKR,2022,0.0
516,Ukraine,UKR,2023,0.0
517,Ukraine,UKR,2024,0.0
518,Ukraine,UKR,2025,0.0
519,Ukraine,UKR,2026,0.0
520,Ukraine,UKR,2027,0.0
521,Ukraine,UKR,2028,0.0
522,Ukraine,UKR,2029,0.0
523,Ukraine,UKR,2030,0.0
524,Ukraine,UKR,2031,0.0
525,Ukraine,UKR,2032,0.0
526,Ukraine,UKR,2033,0.0
527,Ukraine,UKR,2034,0.0
528,Ukraine,UKR,2035,0.0
529,Ukraine,UKR,2036,0.0
530,Ukraine,UKR,2037,0.0
531,Ukraine,UKR,2038,0.0
532,Ukraine,UKR,2039,0.0
533,Ukraine,UKR,2040,0.0
534,Ukraine,UKR,2041,0.0
535,Ukraine,UKR,2042,0.0
536,Ukraine,UKR,2043,0.0
537,Ukraine,UKR,2044,0.0
538,Ukraine,UKR,2045,0.0
539,Ukraine,UKR,2046,0.0
540,Ukraine,UKR,2047,0.0
541,Ukraine,UKR,2048,0.0
542,Ukraine,UKR,2049,0.0
543,Ukraine,UKR,2050,0.0
544,Malta,MLT,2017,0.008572788640780296
545,Malta,MLT,2018,0.007892241291465582
546,Malta,MLT,2019,0.007709844077560745
547,Malta,MLT,2020,0.009374054823498882
548,Malta,MLT,2021,0.009374056260552148
549,Malta,MLT,2022,0.0092147437654865
550,Malta,MLT,2023,0.009058138793224094
551,Malta,MLT,2024,0.008904195329296725
552,Malta,MLT,2025,0.008752868141254146
553,Malta,MLT,2026,0.008604112765373605
554,Malta,MLT,2027,0.008457885493595217
555,Malta,MLT,2028,0.008314143360679455
556,Malta,MLT,2029,0.008172844131582955
557,Malta,MLT,2030,0.008033946289048736
558,Malta,MLT,2031,0.007897409021407441
559,Malta,MLT,2032,0.0077631922105857705
560,Malta,MLT,2033,0.0076312564203188235
561,Malta,MLT,2034,0.0075015628845628325
562,Malta,MLT,2035,0.00737407349610452
563,Malta,MLT,2036,0.007248750795364451
564,Malta,MLT,2037,0.007125557959390315
565,Malta,MLT,2038,0.007004458791037521
566,Malta,MLT,2039,0.006885417708333484
567,Malta,MLT,2040,0.006768399734022845
568,Malta,MLT,2041,0.0066533704852902095
569,Malta,MLT,2042,0.006540296163657622
570,Malta,MLT,2043,0.006429143545053742
571,Malta,MLT,2044,0.006319879970051755
572,Malta,MLT,2045,0.006212473334273249
573,Malta,MLT,2046,0.0061068920789551125
574,Malta,MLT,2047,0.006003105181676824
575,Malta,MLT,2048,0.005901082147245189
576,Malta,MLT,2049,0.005800792998734196
577,Malta,MLT,2050,0.00570220826867699
578,Iceland,ISL,2017,0.02486078572681374
579,Iceland,ISL,2018,0.02456186079442684
580,Iceland,ISL,2019,0.02243328231672286
581,Iceland,ISL,2020,0.021259387554917138
582,Iceland,ISL,2021,0.021259385765727647
583,Iceland,ISL,2022,0.020154216148418024
584,Iceland,ISL,2023,0.019106498796968015
585,Iceland,ISL,2024,0.018113247054125446
586,Iceland,ISL,2025,0.017171629524078417
587,Iceland,ISL,2026,0.016278962001185913
588,Iceland,ISL,2027,0.015432699818293896
589,Iceland,ISL,2028,0.014630430592823925
590,Iceland,ISL,2029,0.013869867349956743
591,Iceland,ISL,2030,0.01314884200330737
592,Iceland,ISL,2031,0.012465299174507194
593,Iceland,ISL,2032,0.011817290334075482
594,Iceland,ISL,2033,0.011202968246877604
595,Iceland,ISL,2034,0.01062058170633638
596,Iceland,ISL,2035,0.010068470542385478
597,Iceland,ISL,2036,0.00954506088893445
598,Iceland,ISL,2037,0.009048860697354765
599,Iceland,ISL,2038,0.00857845548319729
600,Iceland,ISL,2039,0.008132504294016813
601,Iceland,ISL,2040,0.007709735886809303
602,Iceland,ISL,2041,0.007308945104164952
603,Iceland,ISL,2042,0.0069289894388075614
604,Iceland,ISL,2043,0.006568785776725561
605,Iceland,ISL,2044,0.0062273073096121775
606,Iceland,ISL,2045,0.005903580607812163
607,Iceland,ISL,2046,0.005596682845431358
608,Iceland,ISL,2047,0.005305739169699201
609,Iceland,ISL,2048,0.005029920207084873
610,Iceland,ISL,2049,0.004768439699057986
611,Iceland,ISL,2050,0.0045205522607545045
612,Guatemala,GTM,2017,0.01299602260063629
613,Guatemala,GTM,2018,0.012597122525949547
614,Guatemala,GTM,2019,0.012035076965411465
615,Guatemala,GTM,2020,0.011369771152087205
616,Guatemala,GTM,2021,0.011369771446370355
617,Guatemala,GTM,2022,0.010521539469820219
618,Guatemala,GTM,2023,0.0097365891071034
619,Guatemala,GTM,2024,0.009010199288088055
620,Guatemala,GTM,2025,0.008338001154001082
621,Guatemala,GTM,2026,0.00771595178100393
622,Guatemala,GTM,2027,0.0071403098640984005
623,Guatemala,GTM,2028,0.0066076132151136
