Year,prodinit_ippu_paper_tonne,iso_code3
2050,4790556.63059749,"MEX"
2021,881.6926,"MHL"
2022,1003.37526023378,"MHL"
2023,1141.85138091122,"MHL"
2024,1299.43863254619,"MHL"
2025,1478.77454805548,"MHL"
2026,1682.86066706499,"MHL"
2027,1915.11277258482,"MHL"
2028,2179.41806086309,"MHL"
2029,2480.20020126822,"MHL"
2030,2822.49337510531,"MHL"
2031,3212.0265325516,"MHL"
2032,3655.31927791701,"MHL"
2033,4159.79098805812,"MHL"
2034,4733.88499025732,"MHL"
2035,5387.20987792822,"MHL"
2036,6130.70032934406,"MHL"
2037,6976.80012100693,"MHL"
2038,7939.67039874714,"MHL"
2039,9035.42669237935,"MHL"
2040,10282.4086408226,"MHL"
2041,11701.4869420651,"MHL"
2042,13316.4126653856,"MHL"
2043,15154.2147722593,"MHL"
2044,17245.6524992432,"MHL"
2045,19625.7301743596,"MHL"
2046,22334.283083442,"MHL"
2047,25416.6441920727,"MHL"
2048,28924.4028820139,"MHL"
2049,32916.2684010816,"MHL"
2050,37459.0524779953,"MHL"
2021,63659.9,"MKD"
2022,62664.387120399,"MKD"
2023,61684.4420612541,"MKD"
2024,60719.8213731446,"MKD"
2025,59770.2854137096,"MKD"
2026,58835.5982881128,"MKD"
2027,57915.5277904393,"MKD"
2028,57009.8453460077,"MKD"
2029,56118.3259545853,"MKD"
2030,55240.7481344908,"MKD"
2031,54376.8938675711,"MKD"
2032,53526.5485450389,"MKD"
2033,52689.5009141571,"MKD"
2034,51865.5430257565,"MKD"
2035,51054.4701825752,"MKD"
2036,50256.0808884048,"MKD"
2037,49470.1767980327,"MKD"
2038,48696.5626679668,"MKD"
2039,47935.0463079308,"MKD"
2040,47185.4385331178,"MKD"
2041,46447.5531171913,"MKD"
2042,45721.2067460202,"MKD"
2043,45006.218972138,"MKD"
2044,44302.4121699139,"MKD"
2045,43609.6114914249,"MKD"
2046,42927.6448230181,"MKD"
2047,42256.3427425522,"MKD"
2048,41595.5384773076,"MKD"
2049,40945.0678625549,"MKD"
2050,40304.7693007709,"MKD"
2021,23311.81,"MLI"
2022,24029.9610786392,"MLI"
2023,24770.2357492153,"MLI"
2024,25533.3155581811,"MLI"
2025,26319.9030479274,"MLI"
2026,27130.7224035908,"MLI"
2027,27966.520119787,"MLI"
2028,28828.0656878836,"MLI"
2029,29716.1523044455,"MLI"
2030,30631.597601505,"MLI"
2031,31575.2443993282,"MLI"
2032,32547.9614823721,"MLI"
2033,33550.6443991458,"MLI"
2034,34584.216286712,"MLI"
2035,35649.6287205897,"MLI"
2036,36747.8625908374,"MLI"
2037,37879.9290051267,"MLI"
2038,39046.870219636,"MLI"
2039,40249.7605986205,"MLI"
2040,41489.707603545,"MLI"
2041,42767.8528126863,"MLI"
2042,44085.3729721468,"MLI"
2043,45443.4810792461,"MLI"
2044,46843.4274992873,"MLI"
2045,48286.5011167271,"MLI"
2046,49774.0305218094,"MLI"
2047,51307.385233754,"MLI"
2048,52887.9769616283,"MLI"
2049,54517.2609040608,"MLI"
2050,56196.7370889948,"MLI"
2021,38833.68,"MLT"
2022,41463.2692442352,"MLT"
2023,44270.918862697,"MLT"
2024,47268.6860604944,"MLT"
2025,50469.4444860107,"MLT"
2026,53886.9395156587,"MLT"
2027,57535.8472821935,"MLT"
2028,61431.8377000786,"MLT"
2029,65591.641758559,"MLT"
2030,70033.1233714279,"MLT"
2031,74775.3560920381,"MLT"
2032,79838.7050230042,"MLT"
2033,85244.9142723506,"MLT"
2034,91017.2003316766,"MLT"
2035,97180.3517773438,"MLT"
2036,103760.835722844,"MLT"
2037,110786.911479498,"MLT"
2038,118288.751913588,"MLT"
2039,126298.57302109,"MLT"
2040,134850.77227644,"MLT"
2041,143982.076349475,"MLT"
2042,153731.698824895,"MLT"
2043,164141.508601561,"MLT"
2044,175256.209694819,"MLT"
2045,187123.533213963,"MLT"
2046,199794.442339308,"MLT"
2047,213323.351179094,"MLT"
2048,227768.358446104,"MLT"
2049,243191.496957494,"MLT"
2050,259659.000029283,"MLT"
2021,479502,"MMR"
2022,529415.1373374,"MMR"
2023,584523.917818858,"MMR"
2024,645369.175163119,"MMR"
2025,712548.040471796,"MMR"
2026,786719.802432255,"MMR"
2027,868612.377530697,"MMR"
2028,959029.453773665,"MMR"
2029,1058858.37802594,"MMR"
2030,1169078.86437066,"MMR"
2031,1290772.6089548,"MMR"
2032,1425133.90567956,"MMR"
2033,1573481.3669172,"MMR"
2034,1737270.86428067,"MMR"
2035,1918109.81644584,"MMR"
2036,2117772.96424601,"MMR"
2037,2338219.78785434,"MMR"
2038,2581613.73698532,"MMR"
2039,2850343.46283894,"MMR"
2040,3147046.26015666,"MMR"
2041,3474633.94944753,"MMR"
2042,3836321.45339114,"MMR"
2043,4235658.347864,"MMR"
2044,4676563.69722905,"MMR"
2045,5163364.5157593,"MMR"
2046,5700838.2326534,"MMR"
2047,6294259.57739175,"MMR"
2048,6949452.34556289,"MMR"
2049,7672846.55318621,"MMR"
2050,8471541.54043961,"MMR"
2021,18988.25,"MNE"
2022,18626.6341592325,"MNE"
2023,18271.9049992436,"MNE"
2024,17923.931368776,"MNE"
2025,17582.5846142421,"MNE"
2026,17247.7385321574,"MNE"
2027,16919.2693224807,"MNE"
2028,16597.0555428422,"MNE"
2029,16280.9780636437,"MNE"
2030,15970.9200240139,"MNE"
2031,15666.7667886018,"MNE"
2032,15368.4059051939,"MNE"
2033,15075.7270631383,"MNE"
2034,14788.6220525597,"MNE"
2035,14506.9847243526,"MNE"
2036,14230.7109509349,"MNE"
2037,13959.6985877503,"MNE"
2038,13693.8474355024,"MNE"
2039,13433.0592031097,"MNE"
2040,13177.2374713644,"MNE"
2041,12926.2876572846,"MNE"
2042,12680.1169791447,"MNE"
2043,12438.6344221716,"MNE"
2044,12201.7507048952,"MNE"
2045,11969.3782461386,"MNE"
2046,11741.4311326372,"MNE"
2047,11517.8250872754,"MNE"
2048,11298.4774379265,"MNE"
2049,11083.3070868879,"MNE"
2050,10872.2344808969,"MNE"
2021,31221.11,"MNG"
2022,32280.9030858836,"MNG"
2023,33376.6705937172,"MNG"
2024,34509.63366662,"MNG"
2025,35681.0548991213,"MNG"
2026,36892.2397442188,"MNG"
2027,38144.5379681988,"MNG"
2028,39439.3451548402,"MNG"
2029,40778.1042606784,"MNG"
2030,42162.3072230621,"MNG"
2031,43593.4966227952,"MNG"
2032,45073.2674032168,"MNG"
2033,46603.2686476348,"MNG"
2034,48185.2054170943,"MNG"
2035,49820.8406505283,"MNG"
2036,51511.9971294087,"MNG"
2037,53260.5595090872,"MNG"
2038,55068.4764190888,"MNG"
2039,56937.7626347005,"MNG"
2040,58870.5013222723,"MNG"
2041,60868.8463607366,"MNG"
2042,62935.0247419286,"MNG"
2043,65071.3390523875,"MNG"
2044,67280.1700393994,"MNG"
2045,69563.979264146,"MNG"
2046,71925.3118449124,"MNG"
2047,74366.7992934131,"MNG"
2048,76891.1624473962,"MNG"
2049,79501.2145027941,"MNG"
2050,82199.8641487999,"MNG"
2021,426.8823,"MNP"
2022,470.71192789374,"MNP"
2023,519.041710235916,"MNP"
2024,572.333694984337,"MNP"
2025,631.09737031642,"MNP"
2026,695.894535496814,"MNP"
2027,767.344671855506,"MNP"
2028,846.130865224664,"MNP"
2029,933.006336454568,"MNP"
2030,1028.80164244244,"MNP"
2031,1134.43261651824,"MNP"
2032,1250.90912410011,"MNP"
2033,1379.34471732615,"MNP"
2034,1520.96728096395,"MNP"
2035,1677.13077137618,"MNP"
2036,1849.32816077031,"MNP"
2037,2039.2057104836,"MNP"
2038,2248.57870976066,"MNP"
2039,2479.44883049088,"MNP"
2040,2734.02326382293,"MNP"
2041,3014.73582160804,"MNP"
2042,3324.27020440866,"MNP"
2043,3665.58565852207,"MNP"
2044,4041.94526730803,"MNP"
2045,4456.94714729457,"MNP"
2046,4914.55884730646,"MNP"
2047,5419.15527948303,"MNP"
2048,5975.56054481762,"MNP"
2049,6589.09405308412,"MNP"
2050,7265.62137807166,"MNP"
2021,71772.64,"MOZ"
2022,75130.501430608,"MOZ"
2023,78645.4594008885,"MOZ"
2024,82324.8636253213,"MOZ"
2025,86176.4076725729,"MOZ"
2026,90208.1450526119,"MOZ"
2027,94428.5060564548,"MOZ"
2028,98846.3153837542,"MOZ"
2029,103470.810595089,"MOZ"
2030,108311.661427537,"MOZ"
2031,113378.990013925,"MOZ"
2032,118683.39204803,"MOZ"
2033,124235.958939979,"MOZ"
2034,130048.301008199,"MOZ"
2035,136132.571756377,"MOZ"
2036,142501.493286227,"MOZ"
2037,149168.382899176,"MOZ"
2038,156147.180942599,"MOZ"
2039,163452.479958844,"MOZ"
2040,171099.555197974,"MOZ"
2041,179104.396558045,"MOZ"
2042,187483.742019694,"MOZ"
2043,196255.112644963,"MOZ"
2044,205436.849213524,"MOZ"
2045,215048.150572923,"MOZ"
2046,225109.113783033,"MOZ"
2047,235640.776138638,"MOZ"
2048,246665.159158051,"MOZ"
2049,258205.314629712,"MOZ"
2050,270285.372813069,"MOZ"
2021,25453.08,"MRT"
2022,27171.4321935864,"MRT"
2023,29005.7913404061,"MRT"
2024,30963.9891371559,"MRT"
2025,33054.386002919,"MRT"
2026,35285.9067735199,"MRT"
2027,37668.0788056262,"MRT"
2028,40211.0726532797,"MRT"
2029,42925.7454905248,"MRT"
2030,45823.6874655225,"MRT"
2031,48917.2711840586,"MRT"
2032,52219.7045337117,"MRT"
2033,55745.0870742112,"MRT"
2034,59508.4702347417,"MRT"
2035,63525.9215752019,"MRT"
2036,67814.5933857782,"MRT"
2037,72392.7959177163,"MRT"
2038,77280.075557943,"MRT"
2039,82497.2982813035,"MRT"
2040,88066.7387367073,"MRT"
2041,94012.1753475309,"MRT"
2042,100358.991832304,"MRT"
2043,107134.285579119,"MRT"
2044,114366.98333645,"MRT"
2045,122087.964714345,"MRT"
2046,130330.194023229,"MRT"
2047,139128.86101325,"MRT"
2048,148521.531114994,"MRT"
2049,158548.305823055,"MRT"
2050,169251.993907187,"MRT"
2021,49779.97,"MUS"
2022,50858.1165374528,"MUS"
2023,51959.6138313689,"MUS"
2024,53084.967618036,"MUS"
2025,54234.6945870997,"MUS"
2026,55409.3226187938,"MUS"
2027,56609.3910263091,"MUS"
2028,57835.4508034107,"MUS"
2029,59088.0648774192,"MUS"
2030,60367.8083676699,"MUS"
2031,61675.2688495709,"MUS"
2032,63011.0466243794,"MUS"
2033,64375.7549948215,"MUS"
2034,65770.0205466805,"MUS"
2035,67194.4834364854,"MUS"
2036,68649.7976854289,"MUS"
2037,70136.6314796513,"MUS"
2038,71655.6674770292,"MUS"
2039,73207.6031206069,"MUS"
2040,74793.1509588177,"MUS"
2041,76413.03897264,"MUS"
2042,78068.0109098388,"MUS"
2043,79758.8266264467,"MUS"
2044,81486.2624356407,"MUS"
2045,83251.1114641748,"MUS"
2046,85054.1840165327,"MUS"
2047,86896.3079469669,"MUS"
2048,88778.3290395962,"MUS"
2049,90701.1113967348,"MUS"
2050,92665.537835632,"MUS"
2021,1761315,"MYS"
2022,1827283.6794993,"MYS"
2023,1895723.16443368,"MYS"
2024,1966725.99689347,"MYS"
2025,2040388.18506084,"MYS"
2026,2116809.33302951,"MYS"
2027,2196092.77548685,"MYS"
2028,2278345.71744034,"MYS"
2029,2363679.37917741,"MYS"
2030,2452209.14665459,"MYS"
2031,2544054.7275194,"MYS"
2032,2639340.31297595,"MYS"
2033,2738194.74571302,"MYS"
2034,2840751.6941218,"MYS"
2035,2947149.83303881,"MYS"
2036,3057533.03125841,"MYS"
2037,3172050.54606843,"MYS"
2038,3290857.225072,"MYS"
2039,3414113.71556844,"MYS"
2040,3541986.68177636,"MYS"
2041,3674649.03019268,"MYS"
2042,3812280.1433923,"MYS"
2043,3955066.12258455,"MYS"
2044,4103200.03925438,"MYS"
2045,4256882.19622862,"MYS"
2046,4416320.39852025,"MYS"
2047,4581730.23431692,"MYS"
2048,4753335.36649367,"MYS"
2049,4931367.83504411,"MYS"
2050,5116068.37083878,"MYS"
2021,66682.18,"NAM"
2022,68364.284668026,"NAM"
2023,70088.8216037762,"NAM"
2024,71856.8611909066,"NAM"
2025,73669.5008142501,"NAM"
2026,75527.8655409401,"NAM"
2027,77433.1088187162,"NAM"
2028,79386.4131918445,"NAM"
2029,81388.991035098,"NAM"
2030,83442.085306252,"NAM"
2031,85546.970317562,"NAM"
2032,87704.9525267017,"NAM"
2033,89917.3713476545,"NAM"
2034,92185.599982059,"NAM"
2035,94511.0462715265,"NAM"
2036,96895.1535714581,"NAM"
2037,99339.4016469057,"NAM"
2038,101845.30759103,"NAM"
2039,104414.426766729,"NAM"
2040,107048.353772019,"NAM"
2041,109748.723429765,"NAM"
2042,112517.211802388,"NAM"
2043,115355.537232151,"NAM"
2044,118265.461407708,"NAM"
2045,121248.790457541,"NAM"
2046,124307.376070985,"NAM"
2047,127443.116647539,"NAM"
2048,130657.958475155,"NAM"
2049,133953.896938262,"NAM"
2050,137332.977756257,"NAM"
2021,23760.68,"NCL"
2022,23964.5130843198,"NCL"
2023,24170.0947686908,"NCL"
2024,24377.4400536324,"NCL"
2025,24586.5640683472,"NCL"
2026,24797.4820718252,"NCL"
2027,25010.2094539567,"NCL"
2028,25224.7617366559,"NCL"
2029,25441.1545749929,"NCL"
2030,25659.403758336,"NCL"
2031,25879.5252115045,"NCL"
2032,26101.5349959296,"NCL"
2033,26325.4493108272,"NCL"
2034,26551.2844943797,"NCL"
2035,26779.0570249278,"NCL"
2036,27008.7835221731,"NCL"
2037,27240.480748391,"NCL"
2038,27474.1656096534,"NCL"
2039,27709.8551570624,"NCL"
2040,27947.5665879945,"NCL"
2041,28187.3172473555,"NCL"
2042,28429.1246288458,"NCL"
2043,28673.0063762374,"NCL"
2044,28918.9802846605,"NCL"
2045,29167.0643019027,"NCL"
2046,29417.2765297182,"NCL"
2047,29669.6352251488,"NCL"
2048,29924.1588018556,"NCL"
2049,30180.8658314633,"NCL"
2050,30439.7750449147,"NCL"
2021,7341.345,"NER"
2022,7823.2357310877,"NER"
2023,8336.75808781188,"NER"
2024,8883.98839095619,"NER"
2025,9467.13925237089,"NER"
2026,10088.5685212084,"NER"
2027,10750.7888173958,"NER"
2028,11456.4776908902,"NER"
2029,12208.4884477955,"NER"
2030,13009.8616871112,"NER"
2031,13863.8375947619,"NER"
2032,14773.8690446149,"NER"
2033,15743.635559457,"NER"
2034,16777.0581883792,"NER"
2035,17878.3153607228,"NER"
2036,19051.8597806888,"NER"
2037,20302.4364309207,"NER"
2038,21635.1017578544,"NER"
2039,23055.2441164071,"NER"
2040,24568.6055566691,"NER"
2041,26181.3050406886,"NER"
2042,27899.8631832207,"NER"
2043,29731.228616477,"NER"
2044,31682.8060854734,"NER"
2045,33762.4863875759,"NER"
2046,35978.6782772974,"NER"
2047,38340.3424653469,"NER"
2048,40857.0278493983,"NER"
2049,43538.9101230712,"NER"
2050,46396.8329192302,"NER"
2021,1906688,"NGA"
2022,2106273.426432,"NGA"
2023,2326750.75675391,"NGA"
2024,2570306.88234326,"NGA"
2025,2839357.61071286,"NGA"
2026,3136571.62765065,"NGA"
2027,3464896.96763242,"NGA"
2028,3827590.2550648,"NGA"
2029,4228249.00639909,"NGA"
2030,4670847.31351742,"NGA"
2031,5159775.26233083,"NGA"
2032,5699882.47757821,"NGA"
2033,6296526.22574242,"NGA"
2034,6955624.55321135,"NGA"
2035,7683714.98675558,"NGA"
2036,8488019.3785667,"NGA"
2037,9376515.53904723,"NGA"
2038,10358016.3678703,"NGA"
2039,11442257.2682017,"NGA"
2040,12639992.7111366,"NGA"
2041,13963102.9081639,"NGA"
2042,15424711.6497303,"NGA"
2043,17039316.4787333,"NGA"
2044,18822932.4901194,"NGA"
2045,20793251.1829214,"NGA"
2046,22969815.9403705,"NGA"
2047,25374215.8786527,"NGA"
2048,28030299.9870745,"NGA"
2049,30964413.6836715,"NGA"
2050,34205660.1326303,"NGA"
2021,117278.9,"NIC"
2022,126167.328269109,"NIC"
2023,135729.399939504,"NIC"
2024,146016.169642933,"NIC"
2025,157082.561380929,"NIC"
2026,168987.661779742,"NIC"
2027,181795.035570711,"NIC"
2028,195573.064980523,"NIC"
2029,210395.314843449,"NIC"
2030,226340.92538501,"NIC"
2031,243495.034774238,"NIC"
2032,261949.233700686,"NIC"
2033,281802.054403273,"NIC"
2034,303159.496762052,"NIC"
2035,326135.594261847,"NIC"
2036,350853.022849595,"NIC"
2037,377443.755936269,"NIC"
2038,406049.769040609,"NIC"
2039,436823.797836972,"NIC"
2040,469930.153654717,"NIC"
2041,505545.600783325,"NIC"
2042,543860.300267428,"NIC"
2043,585078.825230939,"NIC"
2044,629421.25315139,"NIC"
2045,677124.340916442,"NIC"
2046,728442.788936534,"NIC"
2047,783650.601063115,"NIC"
2048,843042.547573473,"NIC"
2049,906935.739033435,"NIC"
2050,975671.319441249,"NIC"
2021,4585723,"NLD"
2022,4484800.27064431,"NLD"
2023,4386098.65174396,"NLD"
2024,4289569.26103342,"NLD"
2025,4195164.29204952,"NLD"
2026,4102836.99045517,"NLD"
2027,4012541.63088412,"NLD"
2028,3924233.49429537,"NLD"
2029,3837868.84582592,"NLD"
2030,3753404.91313091,"NLD"
2031,3670799.86520058,"NLD"
2032,3590012.79164325,"NLD"
2033,3511003.68242438,"NLD"
2034,3433733.40805148,"NLD"
2035,3358163.70019508,"NLD"
2036,3284257.13273627,"NLD"
2037,3211977.1032313,"NLD"
2038,3141287.81478407,"NLD"
2039,3072154.25831767,"NLD"
2040,3004542.19523599,"NLD"
2041,2938418.14046697,"NLD"
2042,2873749.34587903,"NLD"
2043,2810503.78406244,"NLD"
2044,2748650.13246768,"NLD"
2045,2688157.75789283,"NLD"
2046,2628996.70131239,"NLD"
2047,2571137.66304001,"NLD"
2048,2514551.98821769,"NLD"
2049,2459211.65262444,"NLD"
2050,2405089.24879713,"NLD"
2021,1440651,"NOR"
2022,1366168.85347866,"NOR"
2023,1295537.4592564,"NOR"
2024,1228557.73213011,"NOR"
2025,1165040.87966936,"NOR"
2026,1104807.87007655,"NOR"
2027,1047688.92755892,"NOR"
2028,993523.053789886,"NOR"
2029,942157.57411111,"NOR"
2030,893447.707195991,"NOR"
2031,847256.156961737,"NOR"
2032,803452.725579722,"NOR"
2033,761913.946493324,"NOR"
2034,722522.736408877,"NOR"
2035,685168.065278808,"NOR"
2036,649744.643346751,"NOR"
2037,616152.624372546,"NOR"
2038,584297.324200593,"NOR"
2039,554088.953878332,"NOR"
2040,525442.366572578,"NOR"
2041,498276.817570371,"NOR"
2042,472515.736687865,"NOR"
2043,448086.512445752,"NOR"
2044,424920.287402892,"NOR"
2045,402951.764071265,"NOR"
2046,382119.020865181,"NOR"
2047,362363.337565984,"NOR"
2048,343629.029810287,"NOR"
2049,325863.292135225,"NOR"
2050,309016.049138315,"NOR"
2021,105076.5,"NPL"
2022,117654.0519735,"NPL"
2023,131737.124340676,"NPL"
2024,147505.926387131,"NPL"
2025,165162.238269744,"NPL"
2026,184931.993028394,"NPL"
2027,207068.167661899,"NPL"
2028,231854.020262861,"NPL"
2029,259606.714634305,"NPL"
2030,290681.378769317,"NPL"
2031,325475.649126626,"NPL"
2032,364434.758851434,"NPL"
2033,408057.235051191,"NPL"
2034,456901.278029584,"NPL"
2035,511591.904108447,"NPL"
2036,572828.943438324,"NPL"
2037,641395.995138948,"NPL"
2038,718170.454361085,"NPL"
2039,804134.739577652,"NPL"
2040,900388.863770358,"NPL"
2041,1008164.51037481,"NPL"
2042,1128840.79410216,"NPL"
2043,1263961.90831539,"NPL"
2044,1415256.88477884,"NPL"
2045,1584661.71862998,"NPL"
2046,1774344.14168827,"NPL"
2047,1986731.36110422,"NPL"
2048,2224541.11829703,"NPL"
2049,2490816.46561606,"NPL"
2050,2788964.70573384,"NPL"
2021,180.0001,"NRU"
2022,209.39966033308,"NRU"
2023,243.60107437501,"NRU"
2024,283.38863273354,"NRU"
2025,329.674724828815,"NRU"
2026,383.520761374886,"NRU"
2027,446.161514146855,"NRU"
2028,519.033431181672,"NRU"
2029,603.807576723319,"NRU"
2030,702.427951275601,"NRU"
2031,817.156070499806,"NRU"
2032,950.622825219395,"NRU"
2033,1105.88881176074,"NRU"
2034,1286.51451609667,"NRU"
2035,1496.64196122235,"NRU"
2036,1741.08969006237,"NRU"
2037,2025.46326201201,"NRU"
2038,2356.28379696704,"NRU"
2039,2741.1375145527,"NRU"
2040,3188.8496977146,"NRU"
2041,3709.68706992209,"NRU"
2042,4315.59322680212,"NRU"
2043,5020.46252101029,"NRU"
2044,5840.45868093692,"NRU"
2045,6794.38546966129,"NRU"
2046,7904.11788392945,"NRU"
2047,9195.10378120595,"NRU"
2048,10696.9474378733,"NRU"
2049,12444.0884204591,"NRU"
2050,14476.5913374435,"NRU"
2021,1396309,"NZL"
2022,1391136.33002392,"NZL"
2023,1385982.82236412,"NZL"
2024,1380848.40603321,"NZL"
2025,1375733.01030676,"NZL"
2026,1370636.56472235,"NZL"
2027,1365558.9990786,"NZL"
2028,1360500.24343419,"NZL"
2029,1355460.22810688,"NZL"
2030,1350438.88367259,"NZL"
2031,1345436.14096442,"NZL"
2032,1340451.9310717,"NZL"
2033,1335486.18533903,"NZL"
2034,1330538.83536537,"NZL"
2035,1325609.81300306,"NZL"
2036,1320699.05035688,"NZL"
2037,1315806.47978316,"NZL"
2038,1310932.03388881,"NZL"
2039,1306075.64553037,"NZL"
2040,1301237.24781316,"NZL"
2041,1296416.77409028,"NZL"
2042,1291614.15796174,"NZL"
2043,1286829.33327354,"NZL"
2044,1282062.23411671,"NZL"
2045,1277312.7948265,"NZL"
2046,1272580.94998137,"NZL"
2047,1267866.63440215,"NZL"
2048,1263169.78315114,"NZL"
2049,1258490.3315312,"NZL"
2050,1253828.21508484,"NZL"
2021,258214.5,"OMN"
2022,269321.51408886,"OMN"
2023,280906.292834508,"OMN"
2024,292989.38713077,"OMN"
2025,305592.231861597,"OMN"
2026,318737.183925609,"OMN"
2027,332447.56189627,"OMN"
2028,346747.687388018,"OMN"
2029,361662.928201754,"OMN"
2030,377219.743326216,"OMN"
2031,393445.729875075,"OMN"
2032,410369.672043018,"OMN"
2033,428021.592167653,"OMN"
2034,446432.803987835,"OMN"
2035,465635.968192874,"OMN"
2036,485665.150361181,"OMN"
2037,506555.881391119,"OMN"
2038,528345.220531276,"OMN"
2039,551071.821121958,"OMN"
2040,574775.999164537,"OMN"
2041,599499.804840279,"OMN"
2042,625287.097105547,"OMN"
2043,652183.621495671,"OMN"
2044,680237.091275548,"OMN"
2045,709497.272080896,"OMN"
2046,740016.070200329,"OMN"
2047,771847.624654854,"OMN"
2048,805048.403238142,"OMN"
2049,839677.302687942,"OMN"
2050,875795.753166327,"OMN"
2021,1169518,"PAK"
2022,1242212.73611148,"PAK"
2023,1319426.02145291,"PAK"
2024,1401438.71937474,"PAK"
2025,1488549.15109222,"PAK"
2026,1581074.18082892,"PAK"
2027,1679350.3684105,"PAK"
2028,1783735.19350111,"PAK"
2029,1894608.35593583,"PAK"
2030,2012373.15687891,"PAK"
2031,2137457.96583195,"PAK"
2032,2270317.77882802,"PAK"
2033,2411435.87347992,"PAK"
2034,2561325.56690266,"PAK"
2035,2720532.08290462,"PAK"
2036,2889634.53523931,"PAK"
2037,3069248.03413188,"PAK"
2038,3260025.92374273,"PAK"
2039,3462662.1587071,"PAK"
2040,3677893.82839531,"PAK"
2041,3906503.83807557,"PAK"
2042,4149323.75673214,"PAK"
2043,4407236.84189777,"PAK"
2044,4681181.25250329,"PAK"
2045,4972153.46143101,"PAK"
2046,5281211.88018516,"PAK"
2047,5609480.70886404,"PAK"
2048,5958154.02543831,"PAK"
2049,6328500.12920994,"PAK"
2050,6721866.15425136,"PAK"
2021,280315,"PAN"
2022,310164.8753735,"PAN"
2023,343193.37144091,"PAN"
2024,379738.969666201,"PAN"
2025,420176.195355149,"PAN"
2026,464919.455852313,"PAN"
2027,514427.287455713,"PAN"
2028,569207.054572281,"PAN"
2029,629820.149271814,"PAN"
2030,696887.744525307,"PAN"
2031,771097.160087798,"PAN"
2032,853208.906264352,"PAN"
2033,944064.477744833,"PAN"
2034,1044594.97738,"PAN"
2035,1155830.65827677,"PAN"
2036,1278911.48200162,"PAN"
2037,1415098.80109438,"PAN"
2038,1565788.28561663,"PAN"
2039,1732524.22620826,"PAN"
2040,1917015.36023208,"PAN"
2041,2121152.38319557,"PAN"
2042,2347027.32490968,"PAN"
2043,2596954.98895461,"PAN"
2044,2873496.67516792,"PAN"
2045,3179486.42826686,"PAN"
2046,3518060.08160507,"PAN"
2047,3892687.39370894,"PAN"
2048,4307207.60693408,"PAN"
2049,4765868.79265291,"PAN"
2050,5273371.38618926,"PAN"
2021,941254.4,"PER"
2022,940420.10532612,"PER"
2023,939586.550141589,"PER"
2024,938753.733790949,"PER"
2025,937921.655619323,"PER"
2026,937090.314972416,"PER"
2027,936259.711196513,"PER"
2028,935429.843638476,"PER"
2029,934600.711645749,"PER"
2030,933772.314566351,"PER"
2031,932944.651748882,"PER"
2032,932117.722542518,"PER"
2033,931291.526297012,"PER"
2034,930466.062362693,"PER"
2035,929641.330090467,"PER"
2036,928817.328831813,"PER"
2037,927994.057938789,"PER"
2038,927171.516764022,"PER"
2039,926349.704660717,"PER"
2040,925528.62098265,"PER"
2041,924708.265084171,"PER"
2042,923888.636320202,"PER"
2043,923069.734046237,"PER"
2044,922251.55761834,"PER"
2045,921434.106393147,"PER"
2046,920617.379727864,"PER"
2047,919801.376980267,"PER"
2048,918986.0975087,"PER"
2049,918171.540672078,"PER"
2050,917357.705829881,"PER"
2021,1769396,"PHL"
2022,1845318.76524856,"PHL"
2023,1924499.28980198,"PHL"
2024,2007077.3603982,"PHL"
2025,2093198.76186469,"PHL"
2026,2183015.53448972,"PHL"
2027,2276686.24243696,"PHL"
2028,2374376.25367762,"PHL"
2029,2476258.03193399,"PHL"
2030,2582511.44115013,"PHL"
2031,2693324.06302683,"PHL"
2032,2808891.52818188,"PHL"
2033,2929417.86151983,"PHL"
2034,3055115.84242128,"PHL"
2035,3186207.38038752,"PHL"
2036,3322923.90680353,"PHL"
2037,3465506.78351122,"PHL"
2038,3614207.72891395,"PHL"
2039,3769289.26236484,"PHL"
2040,3931025.16762315,"PHL"
2041,4099700.97619717,"PHL"
2042,4275614.47142668,"PHL"
2043,4459076.2141951,"PHL"
2044,4650410.09119933,"PHL"
2045,4849953.88674519,"PHL"
2046,5058059.879078,"PHL"
2047,5275095.46230097,"PHL"
2048,5501443.79497948,"PHL"
2049,5737504.47657612,"PHL"
2050,5983694.2529109,"PHL"
2021,7008438,"POL"
2022,7051607.40598325,"POL"
2023,7095042.71966419,"POL"
2024,7138745.57893665,"POL"
2025,7182717.63178327,"POL"
2026,7226960.53633768,"POL"
2027,7271475.96094701,"POL"
2028,7316265.58423476,"POL"
2029,7361331.09516418,"POL"
2030,7406674.19310188,"POL"
2031,7452296.58788196,"POL"
2032,7498199.99987046,"POL"
2033,7544386.16003026,"POL"
2034,7590856.80998633,"POL"
2035,7637613.7020914,"POL"
2036,7684658.59949205,"POL"
2037,7731993.27619522,"POL"
2038,7779619.51713504,"POL"
2039,7827539.11824023,"POL"
2040,7875753.88650174,"POL"
2041,7924265.64004091,"POL"
2042,7973076.20817807,"POL"
2043,8022187.43150148,"POL"
2044,8071601.16193674,"POL"
2045,8121319.26281665,"POL"
2046,8171343.60895143,"POL"
2047,8221676.08669947,"POL"
2048,8272318.59403841,"POL"
2049,8323273.04063676,"POL"
2050,8374541.34792588,"POL"
2021,2490343,"PRT"
2022,2416141.38746118,"PRT"
2023,2344150.66687715,"PRT"
2024,2274304.96308605,"PRT"
2025,2206540.36372523,"PRT"
