Year,iso_code3,frac_lndu_initial_forests_secondary
2022,AND,0.044901686515107245
2023,AND,0.044901686515107245
2024,AND,0.044901686515107245
2025,AND,0.044901686515107245
2026,AND,0.044901686515107245
2027,AND,0.044901686515107245
2028,AND,0.044901686515107245
2029,AND,0.044901686515107245
2030,AND,0.044901686515107245
2031,AND,0.044901686515107245
2032,AND,0.044901686515107245
2033,AND,0.044901686515107245
2034,AND,0.044901686515107245
2035,AND,0.044901686515107245
2036,AND,0.044901686515107245
2037,AND,0.044901686515107245
2038,AND,0.044901686515107245
2039,AND,0.044901686515107245
2040,AND,0.044901686515107245
2041,AND,0.044901686515107245
2042,AND,0.044901686515107245
2043,AND,0.044901686515107245
2044,AND,0.044901686515107245
2045,AND,0.044901686515107245
2046,AND,0.044901686515107245
2047,AND,0.044901686515107245
2048,AND,0.044901686515107245
2049,AND,0.044901686515107245
2050,AND,0.044901686515107245
1992,ARE,0.0
1993,ARE,0.0
1994,ARE,0.0
1995,ARE,0.0
1996,ARE,0.0
1997,ARE,0.0
1998,ARE,0.0
1999,ARE,0.0
2000,ARE,0.0
2001,ARE,0.0
2002,ARE,0.0
2003,ARE,0.0
2004,ARE,0.0
2005,ARE,0.0
2006,ARE,0.0
2007,ARE,0.0
2008,ARE,0.0
2009,ARE,0.0
2010,ARE,0.0
2011,ARE,0.0
2012,ARE,0.0
2013,ARE,0.0
2014,ARE,0.0
2019,ARE,0.0
2020,ARE,0.0
2021,ARE,0.0
2022,ARE,0.0
2023,ARE,0.0
2024,ARE,0.0
2025,ARE,0.0
2026,ARE,0.0
2027,ARE,0.0
2028,ARE,0.0
2029,ARE,0.0
2030,ARE,0.0
2031,ARE,0.0
2032,ARE,0.0
2033,ARE,0.0
2034,ARE,0.0
2035,ARE,0.0
2036,ARE,0.0
2037,ARE,0.0
2038,ARE,0.0
2039,ARE,0.0
2040,ARE,0.0
2041,ARE,0.0
2042,ARE,0.0
2043,ARE,0.0
2044,ARE,0.0
2045,ARE,0.0
2046,ARE,0.0
2047,ARE,0.0
2048,ARE,0.0
2049,ARE,0.0
2050,ARE,0.0
1992,ARG,0.002982173212487411
1993,ARG,0.003091187455042439
1994,ARG,0.0031988882175226574
1995,ARG,0.003317608617465112
1996,ARG,0.0034226167457919727
1997,ARG,0.003538513163573587
1998,ARG,0.00365296475327291
1999,ARG,0.00375390109336786
2000,ARG,0.0038655287009063447
2001,ARG,0.0039121228600201416
2002,ARG,0.003945346712703207
2003,ARG,0.003988868364264135
2004,ARG,0.0040307968637606105
2005,ARG,0.004071132211192634
2006,ARG,0.004109874406560206
2007,ARG,0.004147023449863329
2008,ARG,0.004193673716012086
2009,ARG,0.004227522658610271
2010,ARG,0.00427064523090203
2011,ARG,0.0043361463098834695
2012,ARG,0.004410907207596029
2013,ARG,0.004484061142281685
2014,ARG,0.0045556081139404405
2019,ARG,0.0050539929506545804
2020,ARG,0.00516911919148324
2021,ARG,0.00516911919148324
2022,ARG,0.00516911919148324
2023,ARG,0.00516911919148324
2024,ARG,0.00516911919148324
2025,ARG,0.00516911919148324
2026,ARG,0.00516911919148324
2027,ARG,0.00516911919148324
2028,ARG,0.00516911919148324
2029,ARG,0.00516911919148324
2030,ARG,0.00516911919148324
2031,ARG,0.00516911919148324
2032,ARG,0.00516911919148324
2033,ARG,0.00516911919148324
2034,ARG,0.00516911919148324
2035,ARG,0.00516911919148324
2036,ARG,0.00516911919148324
2037,ARG,0.00516911919148324
2038,ARG,0.00516911919148324
2039,ARG,0.00516911919148324
2040,ARG,0.00516911919148324
2041,ARG,0.00516911919148324
2042,ARG,0.00516911919148324
2043,ARG,0.00516911919148324
2044,ARG,0.00516911919148324
2045,ARG,0.00516911919148324
2046,ARG,0.00516911919148324
2047,ARG,0.00516911919148324
2048,ARG,0.00516911919148324
2049,ARG,0.00516911919148324
2050,ARG,0.00516911919148324
1992,ARM,0.004406533422999329
1993,ARM,0.004302671452589104
1994,ARM,0.004198935978480162
1995,ARM,0.004095327000672495
1996,ARM,0.003991844519166107
1997,ARM,0.0038884885339609955
1998,ARM,0.003785259045057162
1999,ARM,0.0036821560524546064
2000,ARM,0.0035791795561533283
2001,ARM,0.003912279757901816
2002,ARM,0.0042449603227975785
2003,ARM,0.004577221250840618
2004,ARM,0.004909062542030936
2005,ARM,0.0052404841963685275
2006,ARM,0.005582629186281103
2007,ARM,0.005913204572965702
2008,ARM,0.006243360322797579
2009,ARM,0.006584218426361803
2010,ARM,0.006913527908540687
2011,ARM,0.006842529657027572
2012,ARM,0.0067716153328850025
2013,ARM,0.006700784936112981
2014,ARM,0.006630038466711501
2019,ARM,0.006277412239408203
2020,ARM,0.006207133154001346
2021,ARM,0.006207133154001346
2022,ARM,0.006207133154001346
2023,ARM,0.006207133154001346
2024,ARM,0.006207133154001346
2025,ARM,0.006207133154001346
2026,ARM,0.006207133154001346
2027,ARM,0.006207133154001346
2028,ARM,0.006207133154001346
2029,ARM,0.006207133154001346
2030,ARM,0.006207133154001346
2031,ARM,0.006207133154001346
2032,ARM,0.006207133154001346
2033,ARM,0.006207133154001346
2034,ARM,0.006207133154001346
2035,ARM,0.006207133154001346
2036,ARM,0.006207133154001346
2037,ARM,0.006207133154001346
2038,ARM,0.006207133154001346
2039,ARM,0.006207133154001346
2040,ARM,0.006207133154001346
2041,ARM,0.006207133154001346
2042,ARM,0.006207133154001346
2043,ARM,0.006207133154001346
2044,ARM,0.006207133154001346
2045,ARM,0.006207133154001346
2046,ARM,0.006207133154001346
2047,ARM,0.006207133154001346
2048,ARM,0.006207133154001346
2049,ARM,0.006207133154001346
2050,ARM,0.006207133154001346
1992,ASM,0.010939287140670242
1993,ASM,0.011193731223738677
1994,ASM,0.01144901288383382
1995,ASM,0.011691263425576815
1996,ASM,0.011949160502274568
1997,ASM,0.012185033957782648
1998,ASM,0.012445967682868635
1999,ASM,0.012698614916076946
2000,ASM,0.013750877987873219
2001,ASM,0.013809338364697873
2002,ASM,0.013864310514269135
2003,ASM,0.01393379096278573
2004,ASM,0.014002819475561498
2005,ASM,0.014047360832525219
2006,ASM,0.01411641234881965
2007,ASM,0.014171637148331475
2008,ASM,0.014241161044837131
2009,ASM,0.014299630981664334
2010,ASM,0.014354996576049798
2011,ASM,0.014356691590922423
2012,ASM,0.014357859690269837
2013,ASM,0.014359384998561379
2014,ASM,0.014346856405937618
2019,ASM,0.014352994256311973
2020,ASM,0.01435701566605508
2021,ASM,0.01435701566605508
2022,ASM,0.01435701566605508
2023,ASM,0.01435701566605508
2024,ASM,0.01435701566605508
2025,ASM,0.01435701566605508
2026,ASM,0.01435701566605508
2027,ASM,0.01435701566605508
2028,ASM,0.01435701566605508
2029,ASM,0.01435701566605508
2030,ASM,0.01435701566605508
2031,ASM,0.01435701566605508
2032,ASM,0.01435701566605508
2033,ASM,0.01435701566605508
2034,ASM,0.01435701566605508
2035,ASM,0.01435701566605508
2036,ASM,0.01435701566605508
2037,ASM,0.01435701566605508
2038,ASM,0.01435701566605508
2039,ASM,0.01435701566605508
2040,ASM,0.01435701566605508
2041,ASM,0.01435701566605508
2042,ASM,0.01435701566605508
2043,ASM,0.01435701566605508
2044,ASM,0.01435701566605508
2045,ASM,0.01435701566605508
2046,ASM,0.01435701566605508
2047,ASM,0.01435701566605508
2048,ASM,0.01435701566605508
2049,ASM,0.01435701566605508
2050,ASM,0.01435701566605508
1992,ATG,0.0
1993,ATG,0.0
1994,ATG,0.0
1995,ATG,0.0
1996,ATG,0.0
1997,ATG,0.0
1998,ATG,0.0
1999,ATG,0.0
2000,ATG,0.0
2001,ATG,0.0
2002,ATG,0.0
2003,ATG,0.0
2004,ATG,0.0
2005,ATG,0.0
2006,ATG,0.0
2007,ATG,0.0
2008,ATG,0.0
2009,ATG,0.0
2010,ATG,0.0
2011,ATG,0.0
2012,ATG,0.0
2013,ATG,0.0
2014,ATG,0.0
2019,ATG,0.0
2020,ATG,0.0
2021,ATG,0.0
2022,ATG,0.0
2023,ATG,0.0
2024,ATG,0.0
2025,ATG,0.0
2026,ATG,0.0
2027,ATG,0.0
2028,ATG,0.0
2029,ATG,0.0
2030,ATG,0.0
2031,ATG,0.0
2032,ATG,0.0
2033,ATG,0.0
2034,ATG,0.0
2035,ATG,0.0
2036,ATG,0.0
2037,ATG,0.0
2038,ATG,0.0
2039,ATG,0.0
2040,ATG,0.0
2041,ATG,0.0
2042,ATG,0.0
2043,ATG,0.0
2044,ATG,0.0
2045,ATG,0.0
2046,ATG,0.0
2047,ATG,0.0
2048,ATG,0.0
2049,ATG,0.0
2050,ATG,0.0
1992,AUS,0.0014490004842748166
1993,AUS,0.0015039189366990856
1994,AUS,0.001575603013024983
1995,AUS,0.0016309084787976328
1996,AUS,0.0017027757209275819
1997,AUS,0.0017743240353580055
1998,AUS,0.0018278902324998937
1999,AUS,0.0018974137701061897
2000,AUS,0.0019675371787967323
2001,AUS,0.002052870331342403
2002,AUS,0.002138795339633018
2003,AUS,0.002242297214723665
2004,AUS,0.0023289663047385846
2005,AUS,0.0024292999978747392
2006,AUS,0.002514861822299841
2007,AUS,0.002620028382412705
2008,AUS,0.0027112881418585705
2009,AUS,0.002824904445277546
2010,AUS,0.0029264201670616973
2011,AUS,0.0029961026196517805
2012,AUS,0.0030646953630251023
2013,AUS,0.0031325549139337382
2014,AUS,0.003205475777981522
2019,AUS,0.0032774541953363026
2020,AUS,0.003288842094692041
2021,AUS,0.003288842094692041
2022,AUS,0.003288842094692041
2023,AUS,0.003288842094692041
2024,AUS,0.003288842094692041
2025,AUS,0.003288842094692041
2026,AUS,0.003288842094692041
2027,AUS,0.003288842094692041
2028,AUS,0.003288842094692041
2029,AUS,0.003288842094692041
2030,AUS,0.003288842094692041
2031,AUS,0.003288842094692041
2032,AUS,0.003288842094692041
2033,AUS,0.003288842094692041
2034,AUS,0.003288842094692041
2035,AUS,0.003288842094692041
2036,AUS,0.003288842094692041
2037,AUS,0.003288842094692041
2038,AUS,0.003288842094692041
2039,AUS,0.003288842094692041
2040,AUS,0.003288842094692041
2041,AUS,0.003288842094692041
2042,AUS,0.003288842094692041
2043,AUS,0.003288842094692041
2044,AUS,0.003288842094692041
2045,AUS,0.003288842094692041
2046,AUS,0.003288842094692041
2047,AUS,0.003288842094692041
2048,AUS,0.003288842094692041
2049,AUS,0.003288842094692041
2050,AUS,0.003288842094692041
1992,AUT,0.21259877770359675
1993,AUT,0.21198835000417265
1994,AUT,0.2113739074237891
1995,AUT,0.21062743992656088
1996,AUT,0.20987820482361497
1997,AUT,0.20912620742259683
1998,AUT,0.20837143708198713
1999,AUT,0.20761389913565964
2000,AUT,0.2069007558256536
2001,AUT,0.2069878033524482
2002,AUT,0.20702116525948092
2003,AUT,0.207054126330786
2004,AUT,0.20708667612990142
2005,AUT,0.20711882508375162
2006,AUT,0.20715056797648995
2007,AUT,0.2071818996113449
2008,AUT,0.2072128303866283
2009,AUT,0.20731156722779237
2010,AUT,0.2074097725890866
2011,AUT,0.20736411240000474
2012,AUT,0.2073653631230701
2013,AUT,0.20731790400696237
2014,AUT,0.20731749385543466
2019,AUT,0.20735180114689022
2020,AUT,0.20739505176981124
2021,AUT,0.20739505176981124
2022,AUT,0.20739505176981124
2023,AUT,0.20739505176981124
2024,AUT,0.20739505176981124
2025,AUT,0.20739505176981124
2026,AUT,0.20739505176981124
2027,AUT,0.20739505176981124
2028,AUT,0.20739505176981124
2029,AUT,0.20739505176981124
2030,AUT,0.20739505176981124
2031,AUT,0.20739505176981124
2032,AUT,0.20739505176981124
2033,AUT,0.20739505176981124
2034,AUT,0.20739505176981124
2035,AUT,0.20739505176981124
2036,AUT,0.20739505176981124
2037,AUT,0.20739505176981124
2038,AUT,0.20739505176981124
2039,AUT,0.20739505176981124
2040,AUT,0.20739505176981124
2041,AUT,0.20739505176981124
2042,AUT,0.20739505176981124
2043,AUT,0.20739505176981124
2044,AUT,0.20739505176981124
2045,AUT,0.20739505176981124
2046,AUT,0.20739505176981124
2047,AUT,0.20739505176981124
2048,AUT,0.20739505176981124
2049,AUT,0.20739505176981124
2050,AUT,0.20739505176981124
1992,AZE,0.03412276674364897
1993,AZE,0.034274831408775984
1994,AZE,0.03442689607390301
1995,AZE,0.03457896073903003
1996,AZE,0.03473102540415705
1997,AZE,0.03488309006928406
1998,AZE,0.035035154734411086
1999,AZE,0.03518721939953811
2000,AZE,0.035339284064665126
2001,AZE,0.03514634038683603
2002,AZE,0.03495015180369515
2003,AZE,0.03475072536720554
2004,AZE,0.034559662986143186
2005,AZE,0.03436546724133949
2006,AZE,0.034168134660508095
2007,AZE,0.033967661909930724
2008,AZE,0.03377587370207853
2009,AZE,0.033581049952655886
2010,AZE,0.03338319722863742
2011,AZE,0.0341698519295612
2012,AZE,0.03496509957274827
2013,AZE,0.03575670969976906
2014,AZE,0.036544364532332556
2019,AZE,0.03495014064665127
2020,AZE,0.03528613163972288
2021,AZE,0.03528613163972288
2022,AZE,0.03528613163972288
2023,AZE,0.03528613163972288
2024,AZE,0.03528613163972288
2025,AZE,0.03528613163972288
2026,AZE,0.03528613163972288
2027,AZE,0.03528613163972288
2028,AZE,0.03528613163972288
2029,AZE,0.03528613163972288
2030,AZE,0.03528613163972288
2031,AZE,0.03528613163972288
2032,AZE,0.03528613163972288
2033,AZE,0.03528613163972288
2034,AZE,0.03528613163972288
2035,AZE,0.03528613163972288
2036,AZE,0.03528613163972288
2037,AZE,0.03528613163972288
2038,AZE,0.03528613163972288
2039,AZE,0.03528613163972288
2040,AZE,0.03528613163972288
2041,AZE,0.03528613163972288
2042,AZE,0.03528613163972288
2043,AZE,0.03528613163972288
2044,AZE,0.03528613163972288
2045,AZE,0.03528613163972288
2046,AZE,0.03528613163972288
2047,AZE,0.03528613163972288
2048,AZE,0.03528613163972288
2049,AZE,0.03528613163972288
2050,AZE,0.03528613163972288
1992,BDI,0.05450724469996407
1993,BDI,0.05276761810995329
1994,BDI,0.05102858469277757
1995,BDI,0.049290144448436934
1996,BDI,0.04755229737693137
1997,BDI,0.045815043478260875
1998,BDI,0.04407082084081926
1999,BDI,0.042335049874236426
2000,BDI,0.040592903341717564
2001,BDI,0.04059290334171757
2002,BDI,0.040592903341717564
2003,BDI,0.04059290334171757
2004,BDI,0.04059290334171758
2005,BDI,0.04059290334171757
2006,BDI,0.040592903341717584
2007,BDI,0.040592903341717564
2008,BDI,0.04059290334171758
2009,BDI,0.04059290334171758
2010,BDI,0.04059290334171758
2011,BDI,0.040592891124685594
2012,BDI,0.04059249011857707
2013,BDI,0.04059063744160976
2014,BDI,0.04059647862019403
2019,BDI,0.04059452389507726
2020,BDI,0.040594523895077256
2021,BDI,0.040594523895077256
2022,BDI,0.040594523895077256
2023,BDI,0.040594523895077256
2024,BDI,0.040594523895077256
2025,BDI,0.040594523895077256
2026,BDI,0.040594523895077256
2027,BDI,0.040594523895077256
2028,BDI,0.040594523895077256
2029,BDI,0.040594523895077256
2030,BDI,0.040594523895077256
2031,BDI,0.040594523895077256
2032,BDI,0.040594523895077256
2033,BDI,0.040594523895077256
2034,BDI,0.040594523895077256
2035,BDI,0.040594523895077256
2036,BDI,0.040594523895077256
2037,BDI,0.040594523895077256
2038,BDI,0.040594523895077256
2039,BDI,0.040594523895077256
2040,BDI,0.040594523895077256
2041,BDI,0.040594523895077256
2042,BDI,0.040594523895077256
2043,BDI,0.040594523895077256
2044,BDI,0.040594523895077256
2045,BDI,0.040594523895077256
2046,BDI,0.040594523895077256
2047,BDI,0.040594523895077256
2048,BDI,0.040594523895077256
2049,BDI,0.040594523895077256
2050,BDI,0.040594523895077256
2000,BEL,0.14216082845070419
2001,BEL,0.14169142011136587
2002,BEL,0.14122153714051752
2003,BEL,0.14075113971830985
2004,BEL,0.140303566013757
2005,BEL,0.13985549950868
2006,BEL,0.13940697958074028
2007,BEL,0.13895796699639698
2008,BEL,0.13850848140845073
2009,BEL,0.13806036245004916
2010,BEL,0.1373258091549296
2011,BEL,0.13924573956108746
2012,BEL,0.14115796129380936
2013,BEL,0.1434108075335736
2014,BEL,0.14568972467736654
2019,BEL,0.14748102573861782
2020,BEL,0.1473693982345234
2021,BEL,0.1473693982345234
2022,BEL,0.1473693982345234
2023,BEL,0.1473693982345234
2024,BEL,0.1473693982345234
2025,BEL,0.1473693982345234
2026,BEL,0.1473693982345234
2027,BEL,0.1473693982345234
2028,BEL,0.1473693982345234
2029,BEL,0.1473693982345234
2030,BEL,0.1473693982345234
2031,BEL,0.1473693982345234
2032,BEL,0.1473693982345234
2033,BEL,0.1473693982345234
2034,BEL,0.1473693982345234
2035,BEL,0.1473693982345234
2036,BEL,0.1473693982345234
2037,BEL,0.1473693982345234
2038,BEL,0.1473693982345234
2039,BEL,0.1473693982345234
2040,BEL,0.1473693982345234
2041,BEL,0.1473693982345234
2042,BEL,0.1473693982345234
2043,BEL,0.1473693982345234
2044,BEL,0.1473693982345234
2045,BEL,0.1473693982345234
2046,BEL,0.1473693982345234
2047,BEL,0.1473693982345234
2048,BEL,0.1473693982345234
2049,BEL,0.1473693982345234
2050,BEL,0.1473693982345234
1992,BEN,0.0011841524805842254
1993,BEN,0.0012067324818645518
1994,BEN,0.0012280882426809712
1995,BEN,0.0012482018537590448
1996,BEN,0.0013055427668272634
1997,BEN,0.0013226097899695997
1998,BEN,0.0013385176483808412
1999,BEN,0.001353375116250995
2000,BEN,0.0014029298754591778
2001,BEN,0.0014215203091266712
2002,BEN,0.0014742403869519103
2003,BEN,0.0014905950354138888
2004,BEN,0.001540294759812644
2005,BEN,0.0015545571063364638
2006,BEN,0.0016013203160028745
2007,BEN,0.0016463375033197551
2008,BEN,0.0016569535764367727
2009,BEN,0.001698917837013061
2010,BEN,0.0017391523264380147
2011,BEN,0.0017775928537758182
2012,BEN,0.0018143266652322822
2013,BEN,0.0018493739092958167
2014,BEN,0.0018826520713638914
2019,BEN,0.0019120666163725038
2020,BEN,0.0019912550630674427
2021,BEN,0.0019912550630674427
2022,BEN,0.0019912550630674427
2023,BEN,0.0019912550630674427
2024,BEN,0.0019912550630674427
2025,BEN,0.0019912550630674427
2026,BEN,0.0019912550630674427
2027,BEN,0.0019912550630674427
2028,BEN,0.0019912550630674427
2029,BEN,0.0019912550630674427
2030,BEN,0.0019912550630674427
2031,BEN,0.0019912550630674427
2032,BEN,0.0019912550630674427
2033,BEN,0.0019912550630674427
2034,BEN,0.0019912550630674427
2035,BEN,0.0019912550630674427
2036,BEN,0.0019912550630674427
2037,BEN,0.0019912550630674427
2038,BEN,0.0019912550630674427
2039,BEN,0.0019912550630674427
2040,BEN,0.0019912550630674427
2041,BEN,0.0019912550630674427
2042,BEN,0.0019912550630674427
2043,BEN,0.0019912550630674427
2044,BEN,0.0019912550630674427
2045,BEN,0.0019912550630674427
2046,BEN,0.0019912550630674427
2047,BEN,0.0019912550630674427
2048,BEN,0.0019912550630674427
2049,BEN,0.0019912550630674427
2050,BEN,0.0019912550630674427
1992,BFA,0.0009165893807891474
1993,BFA,0.001103722558529648
1994,BFA,0.0013157132229596673
1995,BFA,0.0014975576179709722
1996,BFA,0.0017038947560353004
1997,BFA,0.001907313945007658
1998,BFA,0.0021078151848880466
1999,BFA,0.002305398475676464
2000,BFA,0.0025000638173729127
2001,BFA,0.0026918149660856245
2002,BFA,0.0028806487491794914
2003,BFA,0.003092334621836482
2004,BFA,0.003275151338341477
2005,BFA,0.0034804554737072418
2006,BFA,0.003682477572751804
2007,BFA,0.0038812176354751666
2008,BFA,0.004076675661877324
2009,BFA,0.004268851651958281
2010,BFA,0.004482238713441763
2011,BFA,0.004667654292174167
2012,BFA,0.004873914812923929
2013,BFA,0.005076527167967325
2014,BFA,0.005275491357304353
2019,BFA,0.006261372620523668
2020,BFA,0.006460776019254614
2021,BFA,0.006460776019254614
2022,BFA,0.006460776019254614
2023,BFA,0.006460776019254614
2024,BFA,0.006460776019254614
2025,BFA,0.006460776019254614
2026,BFA,0.006460776019254614
2027,BFA,0.006460776019254614
2028,BFA,0.006460776019254614
2029,BFA,0.006460776019254614
2030,BFA,0.006460776019254614
2031,BFA,0.006460776019254614
2032,BFA,0.006460776019254614
2033,BFA,0.006460776019254614
2034,BFA,0.006460776019254614
2035,BFA,0.006460776019254614
2036,BFA,0.006460776019254614
2037,BFA,0.006460776019254614
2038,BFA,0.006460776019254614
2039,BFA,0.006460776019254614
2040,BFA,0.006460776019254614
2041,BFA,0.006460776019254614
2042,BFA,0.006460776019254614
2043,BFA,0.006460776019254614
