,Nation,iso_code3,Year,nemomod_entc_variable_cost_st_compressed_air_usd_per_mwh
6666,Sub-Saharan Africa (excluding high income),SSA,2021,0.5125
6667,Sub-Saharan Africa (excluding high income),SSA,2022,0.5125
6668,Sub-Saharan Africa (excluding high income),SSA,2023,0.5125
6669,Sub-Saharan Africa (excluding high income),SSA,2024,0.5125
6670,Sub-Saharan Africa (excluding high income),SSA,2025,0.5125
6671,Sub-Saharan Africa (excluding high income),SSA,2026,0.5125
6672,Sub-Saharan Africa (excluding high income),SSA,2027,0.5125
6673,Sub-Saharan Africa (excluding high income),SSA,2028,0.5125
6674,Sub-Saharan Africa (excluding high income),SSA,2029,0.5125
6675,Sub-Saharan Africa (excluding high income),SSA,2030,0.5125
6676,Sub-Saharan Africa (excluding high income),SSA,2031,0.5125
6677,Sub-Saharan Africa (excluding high income),SSA,2032,0.5125
6678,Sub-Saharan Africa (excluding high income),SSA,2033,0.5125
6679,Sub-Saharan Africa (excluding high income),SSA,2034,0.5125
6680,Sub-Saharan Africa (excluding high income),SSA,2035,0.5125
6681,Sub-Saharan Africa (excluding high income),SSA,2036,0.5125
6682,Sub-Saharan Africa (excluding high income),SSA,2037,0.5125
6683,Sub-Saharan Africa (excluding high income),SSA,2038,0.5125
6684,Sub-Saharan Africa (excluding high income),SSA,2039,0.5125
6685,Sub-Saharan Africa (excluding high income),SSA,2040,0.5125
6686,Sub-Saharan Africa (excluding high income),SSA,2041,0.5125
6687,Sub-Saharan Africa (excluding high income),SSA,2042,0.5125
6688,Sub-Saharan Africa (excluding high income),SSA,2043,0.5125
6689,Sub-Saharan Africa (excluding high income),SSA,2044,0.5125
6690,Sub-Saharan Africa (excluding high income),SSA,2045,0.5125
6691,Sub-Saharan Africa (excluding high income),SSA,2046,0.5125
6692,Sub-Saharan Africa (excluding high income),SSA,2047,0.5125
6693,Sub-Saharan Africa (excluding high income),SSA,2048,0.5125
6694,Sub-Saharan Africa (excluding high income),SSA,2049,0.5125
6695,Sub-Saharan Africa (excluding high income),SSA,2050,0.5125
6696,South Sudan,SSD,2020,0.5125
6697,South Sudan,SSD,2021,0.5125
6698,South Sudan,SSD,2022,0.5125
6699,South Sudan,SSD,2023,0.5125
6700,South Sudan,SSD,2024,0.5125
6701,South Sudan,SSD,2025,0.5125
6702,South Sudan,SSD,2026,0.5125
6703,South Sudan,SSD,2027,0.5125
6704,South Sudan,SSD,2028,0.5125
6705,South Sudan,SSD,2029,0.5125
6706,South Sudan,SSD,2030,0.5125
6707,South Sudan,SSD,2031,0.5125
6708,South Sudan,SSD,2032,0.5125
6709,South Sudan,SSD,2033,0.5125
6710,South Sudan,SSD,2034,0.5125
6711,South Sudan,SSD,2035,0.5125
6712,South Sudan,SSD,2036,0.5125
6713,South Sudan,SSD,2037,0.5125
6714,South Sudan,SSD,2038,0.5125
6715,South Sudan,SSD,2039,0.5125
6716,South Sudan,SSD,2040,0.5125
6717,South Sudan,SSD,2041,0.5125
6718,South Sudan,SSD,2042,0.5125
6719,South Sudan,SSD,2043,0.5125
6720,South Sudan,SSD,2044,0.5125
6721,South Sudan,SSD,2045,0.5125
6722,South Sudan,SSD,2046,0.5125
6723,South Sudan,SSD,2047,0.5125
6724,South Sudan,SSD,2048,0.5125
6725,South Sudan,SSD,2049,0.5125
6726,South Sudan,SSD,2050,0.5125
6727,Sub-Saharan Africa,SSF,2020,0.5125
6728,Sub-Saharan Africa,SSF,2021,0.5125
6729,Sub-Saharan Africa,SSF,2022,0.5125
6730,Sub-Saharan Africa,SSF,2023,0.5125
6731,Sub-Saharan Africa,SSF,2024,0.5125
6732,Sub-Saharan Africa,SSF,2025,0.5125
6733,Sub-Saharan Africa,SSF,2026,0.5125
6734,Sub-Saharan Africa,SSF,2027,0.5125
6735,Sub-Saharan Africa,SSF,2028,0.5125
6736,Sub-Saharan Africa,SSF,2029,0.5125
6737,Sub-Saharan Africa,SSF,2030,0.5125
6738,Sub-Saharan Africa,SSF,2031,0.5125
6739,Sub-Saharan Africa,SSF,2032,0.5125
6740,Sub-Saharan Africa,SSF,2033,0.5125
6741,Sub-Saharan Africa,SSF,2034,0.5125
6742,Sub-Saharan Africa,SSF,2035,0.5125
6743,Sub-Saharan Africa,SSF,2036,0.5125
6744,Sub-Saharan Africa,SSF,2037,0.5125
6745,Sub-Saharan Africa,SSF,2038,0.5125
6746,Sub-Saharan Africa,SSF,2039,0.5125
6747,Sub-Saharan Africa,SSF,2040,0.5125
6748,Sub-Saharan Africa,SSF,2041,0.5125
6749,Sub-Saharan Africa,SSF,2042,0.5125
6750,Sub-Saharan Africa,SSF,2043,0.5125
6751,Sub-Saharan Africa,SSF,2044,0.5125
6752,Sub-Saharan Africa,SSF,2045,0.5125
6753,Sub-Saharan Africa,SSF,2046,0.5125
6754,Sub-Saharan Africa,SSF,2047,0.5125
6755,Sub-Saharan Africa,SSF,2048,0.5125
6756,Sub-Saharan Africa,SSF,2049,0.5125
6757,Sub-Saharan Africa,SSF,2050,0.5125
6758,Small states,SST,2020,0.5125
6759,Small states,SST,2021,0.5125
6760,Small states,SST,2022,0.5125
6761,Small states,SST,2023,0.5125
6762,Small states,SST,2024,0.5125
6763,Small states,SST,2025,0.5125
6764,Small states,SST,2026,0.5125
6765,Small states,SST,2027,0.5125
6766,Small states,SST,2028,0.5125
6767,Small states,SST,2029,0.5125
6768,Small states,SST,2030,0.5125
6769,Small states,SST,2031,0.5125
6770,Small states,SST,2032,0.5125
6771,Small states,SST,2033,0.5125
6772,Small states,SST,2034,0.5125
6773,Small states,SST,2035,0.5125
6774,Small states,SST,2036,0.5125
6775,Small states,SST,2037,0.5125
6776,Small states,SST,2038,0.5125
6777,Small states,SST,2039,0.5125
6778,Small states,SST,2040,0.5125
6779,Small states,SST,2041,0.5125
6780,Small states,SST,2042,0.5125
6781,Small states,SST,2043,0.5125
6782,Small states,SST,2044,0.5125
6783,Small states,SST,2045,0.5125
6784,Small states,SST,2046,0.5125
6785,Small states,SST,2047,0.5125
6786,Small states,SST,2048,0.5125
6787,Small states,SST,2049,0.5125
6788,Small states,SST,2050,0.5125
6789,Sao Tome and Principe,STP,2020,0.5125
6790,Sao Tome and Principe,STP,2021,0.5125
6791,Sao Tome and Principe,STP,2022,0.5125
6792,Sao Tome and Principe,STP,2023,0.5125
6793,Sao Tome and Principe,STP,2024,0.5125
6794,Sao Tome and Principe,STP,2025,0.5125
6795,Sao Tome and Principe,STP,2026,0.5125
6796,Sao Tome and Principe,STP,2027,0.5125
6797,Sao Tome and Principe,STP,2028,0.5125
6798,Sao Tome and Principe,STP,2029,0.5125
6799,Sao Tome and Principe,STP,2030,0.5125
6800,Sao Tome and Principe,STP,2031,0.5125
6801,Sao Tome and Principe,STP,2032,0.5125
6802,Sao Tome and Principe,STP,2033,0.5125
6803,Sao Tome and Principe,STP,2034,0.5125
6804,Sao Tome and Principe,STP,2035,0.5125
6805,Sao Tome and Principe,STP,2036,0.5125
6806,Sao Tome and Principe,STP,2037,0.5125
6807,Sao Tome and Principe,STP,2038,0.5125
6808,Sao Tome and Principe,STP,2039,0.5125
6809,Sao Tome and Principe,STP,2040,0.5125
6810,Sao Tome and Principe,STP,2041,0.5125
6811,Sao Tome and Principe,STP,2042,0.5125
6812,Sao Tome and Principe,STP,2043,0.5125
6813,Sao Tome and Principe,STP,2044,0.5125
6814,Sao Tome and Principe,STP,2045,0.5125
6815,Sao Tome and Principe,STP,2046,0.5125
6816,Sao Tome and Principe,STP,2047,0.5125
6817,Sao Tome and Principe,STP,2048,0.5125
6818,Sao Tome and Principe,STP,2049,0.5125
6819,Sao Tome and Principe,STP,2050,0.5125
6820,Suriname,SUR,2020,0.5125
6821,Suriname,SUR,2021,0.5125
6822,Suriname,SUR,2022,0.5125
6823,Suriname,SUR,2023,0.5125
6824,Suriname,SUR,2024,0.5125
6825,Suriname,SUR,2025,0.5125
6826,Suriname,SUR,2026,0.5125
6827,Suriname,SUR,2027,0.5125
6828,Suriname,SUR,2028,0.5125
6829,Suriname,SUR,2029,0.5125
6830,Suriname,SUR,2030,0.5125
6831,Suriname,SUR,2031,0.5125
6832,Suriname,SUR,2032,0.5125
6833,Suriname,SUR,2033,0.5125
6834,Suriname,SUR,2034,0.5125
6835,Suriname,SUR,2035,0.5125
6836,Suriname,SUR,2036,0.5125
6837,Suriname,SUR,2037,0.5125
6838,Suriname,SUR,2038,0.5125
6839,Suriname,SUR,2039,0.5125
6840,Suriname,SUR,2040,0.5125
6841,Suriname,SUR,2041,0.5125
6842,Suriname,SUR,2042,0.5125
6843,Suriname,SUR,2043,0.5125
6844,Suriname,SUR,2044,0.5125
6845,Suriname,SUR,2045,0.5125
6846,Suriname,SUR,2046,0.5125
6847,Suriname,SUR,2047,0.5125
6848,Suriname,SUR,2048,0.5125
6849,Suriname,SUR,2049,0.5125
6850,Suriname,SUR,2050,0.5125
6851,Slovak Republic,SVK,2020,0.5125
6852,Slovak Republic,SVK,2021,0.5125
6853,Slovak Republic,SVK,2022,0.5125
6854,Slovak Republic,SVK,2023,0.5125
6855,Slovak Republic,SVK,2024,0.5125
6856,Slovak Republic,SVK,2025,0.5125
6857,Slovak Republic,SVK,2026,0.5125
6858,Slovak Republic,SVK,2027,0.5125
6859,Slovak Republic,SVK,2028,0.5125
6860,Slovak Republic,SVK,2029,0.5125
6861,Slovak Republic,SVK,2030,0.5125
6862,Slovak Republic,SVK,2031,0.5125
6863,Slovak Republic,SVK,2032,0.5125
6864,Slovak Republic,SVK,2033,0.5125
6865,Slovak Republic,SVK,2034,0.5125
6866,Slovak Republic,SVK,2035,0.5125
6867,Slovak Republic,SVK,2036,0.5125
6868,Slovak Republic,SVK,2037,0.5125
6869,Slovak Republic,SVK,2038,0.5125
6870,Slovak Republic,SVK,2039,0.5125
6871,Slovak Republic,SVK,2040,0.5125
6872,Slovak Republic,SVK,2041,0.5125
6873,Slovak Republic,SVK,2042,0.5125
6874,Slovak Republic,SVK,2043,0.5125
6875,Slovak Republic,SVK,2044,0.5125
6876,Slovak Republic,SVK,2045,0.5125
6877,Slovak Republic,SVK,2046,0.5125
6878,Slovak Republic,SVK,2047,0.5125
6879,Slovak Republic,SVK,2048,0.5125
6880,Slovak Republic,SVK,2049,0.5125
6881,Slovak Republic,SVK,2050,0.5125
6882,Slovenia,SVN,2020,0.5125
6883,Slovenia,SVN,2021,0.5125
6884,Slovenia,SVN,2022,0.5125
6885,Slovenia,SVN,2023,0.5125
6886,Slovenia,SVN,2024,0.5125
6887,Slovenia,SVN,2025,0.5125
6888,Slovenia,SVN,2026,0.5125
6889,Slovenia,SVN,2027,0.5125
6890,Slovenia,SVN,2028,0.5125
6891,Slovenia,SVN,2029,0.5125
6892,Slovenia,SVN,2030,0.5125
6893,Slovenia,SVN,2031,0.5125
6894,Slovenia,SVN,2032,0.5125
6895,Slovenia,SVN,2033,0.5125
6896,Slovenia,SVN,2034,0.5125
6897,Slovenia,SVN,2035,0.5125
6898,Slovenia,SVN,2036,0.5125
6899,Slovenia,SVN,2037,0.5125
6900,Slovenia,SVN,2038,0.5125
6901,Slovenia,SVN,2039,0.5125
6902,Slovenia,SVN,2040,0.5125
6903,Slovenia,SVN,2041,0.5125
6904,Slovenia,SVN,2042,0.5125
6905,Slovenia,SVN,2043,0.5125
6906,Slovenia,SVN,2044,0.5125
6907,Slovenia,SVN,2045,0.5125
6908,Slovenia,SVN,2046,0.5125
6909,Slovenia,SVN,2047,0.5125
6910,Slovenia,SVN,2048,0.5125
6911,Slovenia,SVN,2049,0.5125
6912,Slovenia,SVN,2050,0.5125
6913,Sweden,SWE,2020,0.5125
6914,Sweden,SWE,2021,0.5125
6915,Sweden,SWE,2022,0.5125
6916,Sweden,SWE,2023,0.5125
6917,Sweden,SWE,2024,0.5125
6918,Sweden,SWE,2025,0.5125
6919,Sweden,SWE,2026,0.5125
6920,Sweden,SWE,2027,0.5125
6921,Sweden,SWE,2028,0.5125
6922,Sweden,SWE,2029,0.5125
6923,Sweden,SWE,2030,0.5125
6924,Sweden,SWE,2031,0.5125
6925,Sweden,SWE,2032,0.5125
6926,Sweden,SWE,2033,0.5125
6927,Sweden,SWE,2034,0.5125
6928,Sweden,SWE,2035,0.5125
6929,Sweden,SWE,2036,0.5125
6930,Sweden,SWE,2037,0.5125
6931,Sweden,SWE,2038,0.5125
6932,Sweden,SWE,2039,0.5125
6933,Sweden,SWE,2040,0.5125
6934,Sweden,SWE,2041,0.5125
6935,Sweden,SWE,2042,0.5125
6936,Sweden,SWE,2043,0.5125
6937,Sweden,SWE,2044,0.5125
6938,Sweden,SWE,2045,0.5125
6939,Sweden,SWE,2046,0.5125
6940,Sweden,SWE,2047,0.5125
6941,Sweden,SWE,2048,0.5125
6942,Sweden,SWE,2049,0.5125
6943,Sweden,SWE,2050,0.5125
6944,Eswatini,SWZ,2020,0.5125
6945,Eswatini,SWZ,2021,0.5125
6946,Eswatini,SWZ,2022,0.5125
6947,Eswatini,SWZ,2023,0.5125
6948,Eswatini,SWZ,2024,0.5125
6949,Eswatini,SWZ,2025,0.5125
6950,Eswatini,SWZ,2026,0.5125
6951,Eswatini,SWZ,2027,0.5125
6952,Eswatini,SWZ,2028,0.5125
6953,Eswatini,SWZ,2029,0.5125
6954,Eswatini,SWZ,2030,0.5125
6955,Eswatini,SWZ,2031,0.5125
6956,Eswatini,SWZ,2032,0.5125
6957,Eswatini,SWZ,2033,0.5125
6958,Eswatini,SWZ,2034,0.5125
6959,Eswatini,SWZ,2035,0.5125
6960,Eswatini,SWZ,2036,0.5125
6961,Eswatini,SWZ,2037,0.5125
6962,Eswatini,SWZ,2038,0.5125
6963,Eswatini,SWZ,2039,0.5125
6964,Eswatini,SWZ,2040,0.5125
6965,Eswatini,SWZ,2041,0.5125
6966,Eswatini,SWZ,2042,0.5125
6967,Eswatini,SWZ,2043,0.5125
6968,Eswatini,SWZ,2044,0.5125
6969,Eswatini,SWZ,2045,0.5125
6970,Eswatini,SWZ,2046,0.5125
6971,Eswatini,SWZ,2047,0.5125
6972,Eswatini,SWZ,2048,0.5125
6973,Eswatini,SWZ,2049,0.5125
6974,Eswatini,SWZ,2050,0.5125
6975,Sint Maarten (Dutch part),SXM,2020,0.5125
6976,Sint Maarten (Dutch part),SXM,2021,0.5125
6977,Sint Maarten (Dutch part),SXM,2022,0.5125
6978,Sint Maarten (Dutch part),SXM,2023,0.5125
6979,Sint Maarten (Dutch part),SXM,2024,0.5125
6980,Sint Maarten (Dutch part),SXM,2025,0.5125
6981,Sint Maarten (Dutch part),SXM,2026,0.5125
6982,Sint Maarten (Dutch part),SXM,2027,0.5125
6983,Sint Maarten (Dutch part),SXM,2028,0.5125
6984,Sint Maarten (Dutch part),SXM,2029,0.5125
6985,Sint Maarten (Dutch part),SXM,2030,0.5125
6986,Sint Maarten (Dutch part),SXM,2031,0.5125
6987,Sint Maarten (Dutch part),SXM,2032,0.5125
6988,Sint Maarten (Dutch part),SXM,2033,0.5125
6989,Sint Maarten (Dutch part),SXM,2034,0.5125
6990,Sint Maarten (Dutch part),SXM,2035,0.5125
6991,Sint Maarten (Dutch part),SXM,2036,0.5125
6992,Sint Maarten (Dutch part),SXM,2037,0.5125
6993,Sint Maarten (Dutch part),SXM,2038,0.5125
6994,Sint Maarten (Dutch part),SXM,2039,0.5125
6995,Sint Maarten (Dutch part),SXM,2040,0.5125
6996,Sint Maarten (Dutch part),SXM,2041,0.5125
6997,Sint Maarten (Dutch part),SXM,2042,0.5125
6998,Sint Maarten (Dutch part),SXM,2043,0.5125
6999,Sint Maarten (Dutch part),SXM,2044,0.5125
7000,Sint Maarten (Dutch part),SXM,2045,0.5125
7001,Sint Maarten (Dutch part),SXM,2046,0.5125
7002,Sint Maarten (Dutch part),SXM,2047,0.5125
7003,Sint Maarten (Dutch part),SXM,2048,0.5125
7004,Sint Maarten (Dutch part),SXM,2049,0.5125
7005,Sint Maarten (Dutch part),SXM,2050,0.5125
7006,Seychelles,SYC,2020,0.5125
7007,Seychelles,SYC,2021,0.5125
7008,Seychelles,SYC,2022,0.5125
7009,Seychelles,SYC,2023,0.5125
7010,Seychelles,SYC,2024,0.5125
7011,Seychelles,SYC,2025,0.5125
7012,Seychelles,SYC,2026,0.5125
7013,Seychelles,SYC,2027,0.5125
7014,Seychelles,SYC,2028,0.5125
7015,Seychelles,SYC,2029,0.5125
7016,Seychelles,SYC,2030,0.5125
7017,Seychelles,SYC,2031,0.5125
7018,Seychelles,SYC,2032,0.5125
7019,Seychelles,SYC,2033,0.5125
7020,Seychelles,SYC,2034,0.5125
7021,Seychelles,SYC,2035,0.5125
7022,Seychelles,SYC,2036,0.5125
7023,Seychelles,SYC,2037,0.5125
7024,Seychelles,SYC,2038,0.5125
7025,Seychelles,SYC,2039,0.5125
7026,Seychelles,SYC,2040,0.5125
7027,Seychelles,SYC,2041,0.5125
7028,Seychelles,SYC,2042,0.5125
7029,Seychelles,SYC,2043,0.5125
7030,Seychelles,SYC,2044,0.5125
7031,Seychelles,SYC,2045,0.5125
7032,Seychelles,SYC,2046,0.5125
7033,Seychelles,SYC,2047,0.5125
7034,Seychelles,SYC,2048,0.5125
7035,Seychelles,SYC,2049,0.5125
7036,Seychelles,SYC,2050,0.5125
7037,Syrian Arab Republic,SYR,2020,0.5125
7038,Syrian Arab Republic,SYR,2021,0.5125
7039,Syrian Arab Republic,SYR,2022,0.5125
7040,Syrian Arab Republic,SYR,2023,0.5125
7041,Syrian Arab Republic,SYR,2024,0.5125
7042,Syrian Arab Republic,SYR,2025,0.5125
7043,Syrian Arab Republic,SYR,2026,0.5125
7044,Syrian Arab Republic,SYR,2027,0.5125
7045,Syrian Arab Republic,SYR,2028,0.5125
7046,Syrian Arab Republic,SYR,2029,0.5125
7047,Syrian Arab Republic,SYR,2030,0.5125
7048,Syrian Arab Republic,SYR,2031,0.5125
7049,Syrian Arab Republic,SYR,2032,0.5125
7050,Syrian Arab Republic,SYR,2033,0.5125
7051,Syrian Arab Republic,SYR,2034,0.5125
7052,Syrian Arab Republic,SYR,2035,0.5125
7053,Syrian Arab Republic,SYR,2036,0.5125
7054,Syrian Arab Republic,SYR,2037,0.5125
7055,Syrian Arab Republic,SYR,2038,0.5125
7056,Syrian Arab Republic,SYR,2039,0.5125
7057,Syrian Arab Republic,SYR,2040,0.5125
7058,Syrian Arab Republic,SYR,2041,0.5125
7059,Syrian Arab Republic,SYR,2042,0.5125
7060,Syrian Arab Republic,SYR,2043,0.5125
7061,Syrian Arab Republic,SYR,2044,0.5125
7062,Syrian Arab Republic,SYR,2045,0.5125
7063,Syrian Arab Republic,SYR,2046,0.5125
7064,Syrian Arab Republic,SYR,2047,0.5125
7065,Syrian Arab Republic,SYR,2048,0.5125
7066,Syrian Arab Republic,SYR,2049,0.5125
7067,Syrian Arab Republic,SYR,2050,0.5125
7068,Turks and Caicos Islands,TCA,2020,0.5125
7069,Turks and Caicos Islands,TCA,2021,0.5125
7070,Turks and Caicos Islands,TCA,2022,0.5125
7071,Turks and Caicos Islands,TCA,2023,0.5125
7072,Turks and Caicos Islands,TCA,2024,0.5125
7073,Turks and Caicos Islands,TCA,2025,0.5125
7074,Turks and Caicos Islands,TCA,2026,0.5125
7075,Turks and Caicos Islands,TCA,2027,0.5125
7076,Turks and Caicos Islands,TCA,2028,0.5125
7077,Turks and Caicos Islands,TCA,2029,0.5125
7078,Turks and Caicos Islands,TCA,2030,0.5125
7079,Turks and Caicos Islands,TCA,2031,0.5125
7080,Turks and Caicos Islands,TCA,2032,0.5125
7081,Turks and Caicos Islands,TCA,2033,0.5125
7082,Turks and Caicos Islands,TCA,2034,0.5125
7083,Turks and Caicos Islands,TCA,2035,0.5125
7084,Turks and Caicos Islands,TCA,2036,0.5125
7085,Turks and Caicos Islands,TCA,2037,0.5125
7086,Turks and Caicos Islands,TCA,2038,0.5125
7087,Turks and Caicos Islands,TCA,2039,0.5125
7088,Turks and Caicos Islands,TCA,2040,0.5125
7089,Turks and Caicos Islands,TCA,2041,0.5125
7090,Turks and Caicos Islands,TCA,2042,0.5125
7091,Turks and Caicos Islands,TCA,2043,0.5125
7092,Turks and Caicos Islands,TCA,2044,0.5125
7093,Turks and Caicos Islands,TCA,2045,0.5125
7094,Turks and Caicos Islands,TCA,2046,0.5125
7095,Turks and Caicos Islands,TCA,2047,0.5125
7096,Turks and Caicos Islands,TCA,2048,0.5125
7097,Turks and Caicos Islands,TCA,2049,0.5125
7098,Turks and Caicos Islands,TCA,2050,0.5125
7099,Chad,TCD,2020,0.5125
7100,Chad,TCD,2021,0.5125
7101,Chad,TCD,2022,0.5125
7102,Chad,TCD,2023,0.5125
7103,Chad,TCD,2024,0.5125
7104,Chad,TCD,2025,0.5125
7105,Chad,TCD,2026,0.5125
7106,Chad,TCD,2027,0.5125
7107,Chad,TCD,2028,0.5125
7108,Chad,TCD,2029,0.5125
7109,Chad,TCD,2030,0.5125
7110,Chad,TCD,2031,0.5125
7111,Chad,TCD,2032,0.5125
7112,Chad,TCD,2033,0.5125
7113,Chad,TCD,2034,0.5125
7114,Chad,TCD,2035,0.5125
7115,Chad,TCD,2036,0.5125
7116,Chad,TCD,2037,0.5125
7117,Chad,TCD,2038,0.5125
7118,Chad,TCD,2039,0.5125
7119,Chad,TCD,2040,0.5125
7120,Chad,TCD,2041,0.5125
7121,Chad,TCD,2042,0.5125
7122,Chad,TCD,2043,0.5125
7123,Chad,TCD,2044,0.5125
7124,Chad,TCD,2045,0.5125
7125,Chad,TCD,2046,0.5125
7126,Chad,TCD,2047,0.5125
7127,Chad,TCD,2048,0.5125
7128,Chad,TCD,2049,0.5125
7129,Chad,TCD,2050,0.5125
7130,East Asia & Pacific (IDA & IBRD countries),TEA,2020,0.5125
7131,East Asia & Pacific (IDA & IBRD countries),TEA,2021,0.5125
7132,East Asia & Pacific (IDA & IBRD countries),TEA,2022,0.5125
7133,East Asia & Pacific (IDA & IBRD countries),TEA,2023,0.5125
7134,East Asia & Pacific (IDA & IBRD countries),TEA,2024,0.5125
7135,East Asia & Pacific (IDA & IBRD countries),TEA,2025,0.5125
7136,East Asia & Pacific (IDA & IBRD countries),TEA,2026,0.5125
7137,East Asia & Pacific (IDA & IBRD countries),TEA,2027,0.5125
7138,East Asia & Pacific (IDA & IBRD countries),TEA,2028,0.5125
7139,East Asia & Pacific (IDA & IBRD countries),TEA,2029,0.5125
7140,East Asia & Pacific (IDA & IBRD countries),TEA,2030,0.5125
7141,East Asia & Pacific (IDA & IBRD countries),TEA,2031,0.5125
7142,East Asia & Pacific (IDA & IBRD countries),TEA,2032,0.5125
7143,East Asia & Pacific (IDA & IBRD countries),TEA,2033,0.5125
7144,East Asia & Pacific (IDA & IBRD countries),TEA,2034,0.5125
7145,East Asia & Pacific (IDA & IBRD countries),TEA,2035,0.5125
7146,East Asia & Pacific (IDA & IBRD countries),TEA,2036,0.5125
7147,East Asia & Pacific (IDA & IBRD countries),TEA,2037,0.5125
7148,East Asia & Pacific (IDA & IBRD countries),TEA,2038,0.5125
7149,East Asia & Pacific (IDA & IBRD countries),TEA,2039,0.5125
7150,East Asia & Pacific (IDA & IBRD countries),TEA,2040,0.5125
7151,East Asia & Pacific (IDA & IBRD countries),TEA,2041,0.5125
7152,East Asia & Pacific (IDA & IBRD countries),TEA,2042,0.5125
7153,East Asia & Pacific (IDA & IBRD countries),TEA,2043,0.5125
7154,East Asia & Pacific (IDA & IBRD countries),TEA,2044,0.5125
7155,East Asia & Pacific (IDA & IBRD countries),TEA,2045,0.5125
7156,East Asia & Pacific (IDA & IBRD countries),TEA,2046,0.5125
7157,East Asia & Pacific (IDA & IBRD countries),TEA,2047,0.5125
7158,East Asia & Pacific (IDA & IBRD countries),TEA,2048,0.5125
7159,East Asia & Pacific (IDA & IBRD countries),TEA,2049,0.5125
7160,East Asia & Pacific (IDA & IBRD countries),TEA,2050,0.5125
7161,Europe & Central Asia (IDA & IBRD countries),TEC,2020,0.5125
7162,Europe & Central Asia (IDA & IBRD countries),TEC,2021,0.5125
7163,Europe & Central Asia (IDA & IBRD countries),TEC,2022,0.5125
7164,Europe & Central Asia (IDA & IBRD countries),TEC,2023,0.5125
7165,Europe & Central Asia (IDA & IBRD countries),TEC,2024,0.5125
7166,Europe & Central Asia (IDA & IBRD countries),TEC,2025,0.5125
7167,Europe & Central Asia (IDA & IBRD countries),TEC,2026,0.5125
7168,Europe & Central Asia (IDA & IBRD countries),TEC,2027,0.5125
7169,Europe & Central Asia (IDA & IBRD countries),TEC,2028,0.5125
7170,Europe & Central Asia (IDA & IBRD countries),TEC,2029,0.5125
7171,Europe & Central Asia (IDA & IBRD countries),TEC,2030,0.5125
7172,Europe & Central Asia (IDA & IBRD countries),TEC,2031,0.5125
7173,Europe & Central Asia (IDA & IBRD countries),TEC,2032,0.5125
7174,Europe & Central Asia (IDA & IBRD countries),TEC,2033,0.5125
7175,Europe & Central Asia (IDA & IBRD countries),TEC,2034,0.5125
7176,Europe & Central Asia (IDA & IBRD countries),TEC,2035,0.5125
7177,Europe & Central Asia (IDA & IBRD countries),TEC,2036,0.5125
7178,Europe & Central Asia (IDA & IBRD countries),TEC,2037,0.5125
7179,Europe & Central Asia (IDA & IBRD countries),TEC,2038,0.5125
7180,Europe & Central Asia (IDA & IBRD countries),TEC,2039,0.5125
7181,Europe & Central Asia (IDA & IBRD countries),TEC,2040,0.5125
7182,Europe & Central Asia (IDA & IBRD countries),TEC,2041,0.5125
7183,Europe & Central Asia (IDA & IBRD countries),TEC,2042,0.5125
7184,Europe & Central Asia (IDA & IBRD countries),TEC,2043,0.5125
7185,Europe & Central Asia (IDA & IBRD countries),TEC,2044,0.5125
7186,Europe & Central Asia (IDA & IBRD countries),TEC,2045,0.5125
7187,Europe & Central Asia (IDA & IBRD countries),TEC,2046,0.5125
7188,Europe & Central Asia (IDA & IBRD countries),TEC,2047,0.5125
7189,Europe & Central Asia (IDA & IBRD countries),TEC,2048,0.5125
7190,Europe & Central Asia (IDA & IBRD countries),TEC,2049,0.5125
7191,Europe & Central Asia (IDA & IBRD countries),TEC,2050,0.5125
7192,Togo,TGO,2020,0.5125
7193,Togo,TGO,2021,0.5125
7194,Togo,TGO,2022,0.5125
7195,Togo,TGO,2023,0.5125
7196,Togo,TGO,2024,0.5125
7197,Togo,TGO,2025,0.5125
7198,Togo,TGO,2026,0.5125
7199,Togo,TGO,2027,0.5125
7200,Togo,TGO,2028,0.5125
7201,Togo,TGO,2029,0.5125
7202,Togo,TGO,2030,0.5125
7203,Togo,TGO,2031,0.5125
7204,Togo,TGO,2032,0.5125
7205,Togo,TGO,2033,0.5125
7206,Togo,TGO,2034,0.5125
7207,Togo,TGO,2035,0.5125
7208,Togo,TGO,2036,0.5125
7209,Togo,TGO,2037,0.5125
7210,Togo,TGO,2038,0.5125
7211,Togo,TGO,2039,0.5125
7212,Togo,TGO,2040,0.5125
7213,Togo,TGO,2041,0.5125
7214,Togo,TGO,2042,0.5125
7215,Togo,TGO,2043,0.5125
7216,Togo,TGO,2044,0.5125
7217,Togo,TGO,2045,0.5125
7218,Togo,TGO,2046,0.5125
7219,Togo,TGO,2047,0.5125
7220,Togo,TGO,2048,0.5125
7221,Togo,TGO,2049,0.5125
7222,Togo,TGO,2050,0.5125
7223,Thailand,THA,2020,0.5125
7224,Thailand,THA,2021,0.5125
7225,Thailand,THA,2022,0.5125
7226,Thailand,THA,2023,0.5125
7227,Thailand,THA,2024,0.5125
7228,Thailand,THA,2025,0.5125
7229,Thailand,THA,2026,0.5125
7230,Thailand,THA,2027,0.5125
7231,Thailand,THA,2028,0.5125
7232,Thailand,THA,2029,0.5125
7233,Thailand,THA,2030,0.5125
7234,Thailand,THA,2031,0.5125
7235,Thailand,THA,2032,0.5125
