Year,iso_code3,cost_enfu_fuel_coke_usd_per_tonne
2049,AUS,187.7075
2050,AUS,187.7075
2021,AUT,187.7075
2022,AUT,187.7075
2023,AUT,187.7075
2024,AUT,187.7075
2025,AUT,187.7075
2026,AUT,187.7075
2027,AUT,187.7075
2028,AUT,187.7075
2029,AUT,187.7075
2030,AUT,187.7075
2031,AUT,187.7075
2032,AUT,187.7075
2033,AUT,187.7075
2034,AUT,187.7075
2035,AUT,187.7075
2036,AUT,187.7075
2037,AUT,187.7075
2038,AUT,187.7075
2039,AUT,187.7075
2040,AUT,187.7075
2041,AUT,187.7075
2042,AUT,187.7075
2043,AUT,187.7075
2044,AUT,187.7075
2045,AUT,187.7075
2046,AUT,187.7075
2047,AUT,187.7075
2048,AUT,187.7075
2049,AUT,187.7075
2050,AUT,187.7075
2021,AZE,187.7075
2022,AZE,187.7075
2023,AZE,187.7075
2024,AZE,187.7075
2025,AZE,187.7075
2026,AZE,187.7075
2027,AZE,187.7075
2028,AZE,187.7075
2029,AZE,187.7075
2030,AZE,187.7075
2031,AZE,187.7075
2032,AZE,187.7075
2033,AZE,187.7075
2034,AZE,187.7075
2035,AZE,187.7075
2036,AZE,187.7075
2037,AZE,187.7075
2038,AZE,187.7075
2039,AZE,187.7075
2040,AZE,187.7075
2041,AZE,187.7075
2042,AZE,187.7075
2043,AZE,187.7075
2044,AZE,187.7075
2045,AZE,187.7075
2046,AZE,187.7075
2047,AZE,187.7075
2048,AZE,187.7075
2049,AZE,187.7075
2050,AZE,187.7075
2021,BDI,187.7075
2022,BDI,187.7075
2023,BDI,187.7075
2024,BDI,187.7075
2025,BDI,187.7075
2026,BDI,187.7075
2027,BDI,187.7075
2028,BDI,187.7075
2029,BDI,187.7075
2030,BDI,187.7075
2031,BDI,187.7075
2032,BDI,187.7075
2033,BDI,187.7075
2034,BDI,187.7075
2035,BDI,187.7075
2036,BDI,187.7075
2037,BDI,187.7075
2038,BDI,187.7075
2039,BDI,187.7075
2040,BDI,187.7075
2041,BDI,187.7075
2042,BDI,187.7075
2043,BDI,187.7075
2044,BDI,187.7075
2045,BDI,187.7075
2046,BDI,187.7075
2047,BDI,187.7075
2048,BDI,187.7075
2049,BDI,187.7075
2050,BDI,187.7075
2021,BEL,184.8516667
2022,BEL,184.8516667
2023,BEL,184.8516667
2024,BEL,184.8516667
2025,BEL,184.8516667
2026,BEL,184.8516667
2027,BEL,184.8516667
2028,BEL,184.8516667
2029,BEL,184.8516667
2030,BEL,184.8516667
2031,BEL,184.8516667
2032,BEL,184.8516667
2033,BEL,184.8516667
2034,BEL,184.8516667
2035,BEL,184.8516667
2036,BEL,184.8516667
2037,BEL,184.8516667
2038,BEL,184.8516667
2039,BEL,184.8516667
2040,BEL,184.8516667
2041,BEL,184.8516667
2042,BEL,184.8516667
2043,BEL,184.8516667
2044,BEL,184.8516667
2045,BEL,184.8516667
2046,BEL,184.8516667
2047,BEL,184.8516667
2048,BEL,184.8516667
2049,BEL,184.8516667
2050,BEL,184.8516667
2021,BEN,187.7075
2022,BEN,187.7075
2023,BEN,187.7075
2024,BEN,187.7075
2025,BEN,187.7075
2026,BEN,187.7075
2027,BEN,187.7075
2028,BEN,187.7075
2029,BEN,187.7075
2030,BEN,187.7075
2031,BEN,187.7075
2032,BEN,187.7075
2033,BEN,187.7075
2034,BEN,187.7075
2035,BEN,187.7075
2036,BEN,187.7075
2037,BEN,187.7075
2038,BEN,187.7075
2039,BEN,187.7075
2040,BEN,187.7075
2041,BEN,187.7075
2042,BEN,187.7075
2043,BEN,187.7075
2044,BEN,187.7075
2045,BEN,187.7075
2046,BEN,187.7075
2047,BEN,187.7075
2048,BEN,187.7075
2049,BEN,187.7075
2050,BEN,187.7075
2021,BFA,187.7075
2022,BFA,187.7075
2023,BFA,187.7075
2024,BFA,187.7075
2025,BFA,187.7075
2026,BFA,187.7075
2027,BFA,187.7075
2028,BFA,187.7075
2029,BFA,187.7075
2030,BFA,187.7075
2031,BFA,187.7075
2032,BFA,187.7075
2033,BFA,187.7075
2034,BFA,187.7075
2035,BFA,187.7075
2036,BFA,187.7075
2037,BFA,187.7075
2038,BFA,187.7075
2039,BFA,187.7075
2040,BFA,187.7075
2041,BFA,187.7075
2042,BFA,187.7075
2043,BFA,187.7075
2044,BFA,187.7075
2045,BFA,187.7075
2046,BFA,187.7075
2047,BFA,187.7075
2048,BFA,187.7075
2049,BFA,187.7075
2050,BFA,187.7075
2021,BGD,187.7075
2022,BGD,187.7075
2023,BGD,187.7075
2024,BGD,187.7075
2025,BGD,187.7075
2026,BGD,187.7075
2027,BGD,187.7075
2028,BGD,187.7075
2029,BGD,187.7075
2030,BGD,187.7075
2031,BGD,187.7075
2032,BGD,187.7075
2033,BGD,187.7075
2034,BGD,187.7075
2035,BGD,187.7075
2036,BGD,187.7075
2037,BGD,187.7075
2038,BGD,187.7075
2039,BGD,187.7075
2040,BGD,187.7075
2041,BGD,187.7075
2042,BGD,187.7075
2043,BGD,187.7075
2044,BGD,187.7075
2045,BGD,187.7075
2046,BGD,187.7075
2047,BGD,187.7075
2048,BGD,187.7075
2049,BGD,187.7075
2050,BGD,187.7075
2021,BGR,187.7075
2022,BGR,187.7075
2023,BGR,187.7075
2024,BGR,187.7075
2025,BGR,187.7075
2026,BGR,187.7075
2027,BGR,187.7075
2028,BGR,187.7075
2029,BGR,187.7075
2030,BGR,187.7075
2031,BGR,187.7075
2032,BGR,187.7075
2033,BGR,187.7075
2034,BGR,187.7075
2035,BGR,187.7075
2036,BGR,187.7075
2037,BGR,187.7075
2038,BGR,187.7075
2039,BGR,187.7075
2040,BGR,187.7075
2041,BGR,187.7075
2042,BGR,187.7075
2043,BGR,187.7075
2044,BGR,187.7075
2045,BGR,187.7075
2046,BGR,187.7075
2047,BGR,187.7075
2048,BGR,187.7075
2049,BGR,187.7075
2050,BGR,187.7075
2021,BHR,187.7075
2022,BHR,187.7075
2023,BHR,187.7075
2024,BHR,187.7075
2025,BHR,187.7075
2026,BHR,187.7075
2027,BHR,187.7075
2028,BHR,187.7075
2029,BHR,187.7075
2030,BHR,187.7075
2031,BHR,187.7075
2032,BHR,187.7075
2033,BHR,187.7075
2034,BHR,187.7075
2035,BHR,187.7075
2036,BHR,187.7075
2037,BHR,187.7075
2038,BHR,187.7075
2039,BHR,187.7075
2040,BHR,187.7075
2041,BHR,187.7075
2042,BHR,187.7075
2043,BHR,187.7075
2044,BHR,187.7075
2045,BHR,187.7075
2046,BHR,187.7075
2047,BHR,187.7075
2048,BHR,187.7075
2049,BHR,187.7075
2050,BHR,187.7075
2021,BHS,187.7075
2022,BHS,187.7075
2023,BHS,187.7075
2024,BHS,187.7075
2025,BHS,187.7075
2026,BHS,187.7075
2027,BHS,187.7075
2028,BHS,187.7075
2029,BHS,187.7075
2030,BHS,187.7075
2031,BHS,187.7075
2032,BHS,187.7075
2033,BHS,187.7075
2034,BHS,187.7075
2035,BHS,187.7075
2036,BHS,187.7075
2037,BHS,187.7075
2038,BHS,187.7075
2039,BHS,187.7075
2040,BHS,187.7075
2041,BHS,187.7075
2042,BHS,187.7075
2043,BHS,187.7075
2044,BHS,187.7075
2045,BHS,187.7075
2046,BHS,187.7075
2047,BHS,187.7075
2048,BHS,187.7075
2049,BHS,187.7075
2050,BHS,187.7075
2021,BIH,187.7075
2022,BIH,187.7075
2023,BIH,187.7075
2024,BIH,187.7075
2025,BIH,187.7075
2026,BIH,187.7075
2027,BIH,187.7075
2028,BIH,187.7075
2029,BIH,187.7075
2030,BIH,187.7075
2031,BIH,187.7075
2032,BIH,187.7075
2033,BIH,187.7075
2034,BIH,187.7075
2035,BIH,187.7075
2036,BIH,187.7075
2037,BIH,187.7075
2038,BIH,187.7075
2039,BIH,187.7075
2040,BIH,187.7075
2041,BIH,187.7075
2042,BIH,187.7075
2043,BIH,187.7075
2044,BIH,187.7075
2045,BIH,187.7075
2046,BIH,187.7075
2047,BIH,187.7075
2048,BIH,187.7075
2049,BIH,187.7075
2050,BIH,187.7075
2021,BLR,187.7075
2022,BLR,187.7075
2023,BLR,187.7075
2024,BLR,187.7075
2025,BLR,187.7075
2026,BLR,187.7075
2027,BLR,187.7075
2028,BLR,187.7075
2029,BLR,187.7075
2030,BLR,187.7075
2031,BLR,187.7075
2032,BLR,187.7075
2033,BLR,187.7075
2034,BLR,187.7075
2035,BLR,187.7075
2036,BLR,187.7075
2037,BLR,187.7075
2038,BLR,187.7075
2039,BLR,187.7075
2040,BLR,187.7075
2041,BLR,187.7075
2042,BLR,187.7075
2043,BLR,187.7075
2044,BLR,187.7075
2045,BLR,187.7075
2046,BLR,187.7075
2047,BLR,187.7075
2048,BLR,187.7075
2049,BLR,187.7075
2050,BLR,187.7075
2021,BLZ,187.7075
2022,BLZ,187.7075
2023,BLZ,187.7075
2024,BLZ,187.7075
2025,BLZ,187.7075
2026,BLZ,187.7075
2027,BLZ,187.7075
2028,BLZ,187.7075
2029,BLZ,187.7075
2030,BLZ,187.7075
2031,BLZ,187.7075
2032,BLZ,187.7075
2033,BLZ,187.7075
2034,BLZ,187.7075
2035,BLZ,187.7075
2036,BLZ,187.7075
2037,BLZ,187.7075
2038,BLZ,187.7075
2039,BLZ,187.7075
2040,BLZ,187.7075
2041,BLZ,187.7075
2042,BLZ,187.7075
2043,BLZ,187.7075
2044,BLZ,187.7075
2045,BLZ,187.7075
2046,BLZ,187.7075
2047,BLZ,187.7075
2048,BLZ,187.7075
2049,BLZ,187.7075
2050,BLZ,187.7075
2021,BMU,187.7075
2022,BMU,187.7075
2023,BMU,187.7075
2024,BMU,187.7075
2025,BMU,187.7075
2026,BMU,187.7075
2027,BMU,187.7075
2028,BMU,187.7075
2029,BMU,187.7075
2030,BMU,187.7075
2031,BMU,187.7075
2032,BMU,187.7075
2033,BMU,187.7075
2034,BMU,187.7075
2035,BMU,187.7075
2036,BMU,187.7075
2037,BMU,187.7075
2038,BMU,187.7075
2039,BMU,187.7075
2040,BMU,187.7075
2041,BMU,187.7075
2042,BMU,187.7075
2043,BMU,187.7075
2044,BMU,187.7075
2045,BMU,187.7075
2046,BMU,187.7075
2047,BMU,187.7075
2048,BMU,187.7075
2049,BMU,187.7075
2050,BMU,187.7075
2021,BOL,187.7075
2022,BOL,187.7075
2023,BOL,187.7075
2024,BOL,187.7075
2025,BOL,187.7075
2026,BOL,187.7075
2027,BOL,187.7075
2028,BOL,187.7075
2029,BOL,187.7075
2030,BOL,187.7075
2031,BOL,187.7075
2032,BOL,187.7075
2033,BOL,187.7075
2034,BOL,187.7075
2035,BOL,187.7075
2036,BOL,187.7075
2037,BOL,187.7075
2038,BOL,187.7075
2039,BOL,187.7075
2040,BOL,187.7075
2041,BOL,187.7075
2042,BOL,187.7075
2043,BOL,187.7075
2044,BOL,187.7075
2045,BOL,187.7075
2046,BOL,187.7075
2047,BOL,187.7075
2048,BOL,187.7075
2049,BOL,187.7075
2050,BOL,187.7075
2021,BRA,187.7075
2022,BRA,187.7075
2023,BRA,187.7075
2024,BRA,187.7075
2025,BRA,187.7075
2026,BRA,187.7075
2027,BRA,187.7075
2028,BRA,187.7075
2029,BRA,187.7075
2030,BRA,187.7075
2031,BRA,187.7075
2032,BRA,187.7075
2033,BRA,187.7075
2034,BRA,187.7075
2035,BRA,187.7075
2036,BRA,187.7075
2037,BRA,187.7075
2038,BRA,187.7075
2039,BRA,187.7075
2040,BRA,187.7075
2041,BRA,187.7075
2042,BRA,187.7075
2043,BRA,187.7075
2044,BRA,187.7075
2045,BRA,187.7075
2046,BRA,187.7075
2047,BRA,187.7075
2048,BRA,187.7075
2049,BRA,187.7075
2050,BRA,187.7075
2021,BRB,187.7075
2022,BRB,187.7075
2023,BRB,187.7075
2024,BRB,187.7075
2025,BRB,187.7075
2026,BRB,187.7075
2027,BRB,187.7075
2028,BRB,187.7075
2029,BRB,187.7075
2030,BRB,187.7075
2031,BRB,187.7075
2032,BRB,187.7075
2033,BRB,187.7075
2034,BRB,187.7075
2035,BRB,187.7075
2036,BRB,187.7075
2037,BRB,187.7075
2038,BRB,187.7075
2039,BRB,187.7075
2040,BRB,187.7075
2041,BRB,187.7075
2042,BRB,187.7075
2043,BRB,187.7075
2044,BRB,187.7075
2045,BRB,187.7075
2046,BRB,187.7075
2047,BRB,187.7075
2048,BRB,187.7075
2049,BRB,187.7075
2050,BRB,187.7075
2021,BRN,187.7075
2022,BRN,187.7075
2023,BRN,187.7075
2024,BRN,187.7075
2025,BRN,187.7075
2026,BRN,187.7075
2027,BRN,187.7075
2028,BRN,187.7075
2029,BRN,187.7075
2030,BRN,187.7075
2031,BRN,187.7075
2032,BRN,187.7075
2033,BRN,187.7075
2034,BRN,187.7075
2035,BRN,187.7075
2036,BRN,187.7075
2037,BRN,187.7075
2038,BRN,187.7075
2039,BRN,187.7075
2040,BRN,187.7075
2041,BRN,187.7075
2042,BRN,187.7075
2043,BRN,187.7075
2044,BRN,187.7075
2045,BRN,187.7075
2046,BRN,187.7075
2047,BRN,187.7075
2048,BRN,187.7075
2049,BRN,187.7075
2050,BRN,187.7075
2021,BTN,187.7075
2022,BTN,187.7075
2023,BTN,187.7075
2024,BTN,187.7075
2025,BTN,187.7075
2026,BTN,187.7075
2027,BTN,187.7075
2028,BTN,187.7075
2029,BTN,187.7075
2030,BTN,187.7075
2031,BTN,187.7075
2032,BTN,187.7075
2033,BTN,187.7075
2034,BTN,187.7075
2035,BTN,187.7075
2036,BTN,187.7075
2037,BTN,187.7075
2038,BTN,187.7075
2039,BTN,187.7075
2040,BTN,187.7075
2041,BTN,187.7075
2042,BTN,187.7075
2043,BTN,187.7075
2044,BTN,187.7075
2045,BTN,187.7075
2046,BTN,187.7075
2047,BTN,187.7075
2048,BTN,187.7075
2049,BTN,187.7075
2050,BTN,187.7075
2021,BWA,187.7075
2022,BWA,187.7075
2023,BWA,187.7075
2024,BWA,187.7075
2025,BWA,187.7075
2026,BWA,187.7075
2027,BWA,187.7075
2028,BWA,187.7075
2029,BWA,187.7075
2030,BWA,187.7075
2031,BWA,187.7075
2032,BWA,187.7075
2033,BWA,187.7075
2034,BWA,187.7075
2035,BWA,187.7075
2036,BWA,187.7075
2037,BWA,187.7075
2038,BWA,187.7075
2039,BWA,187.7075
2040,BWA,187.7075
2041,BWA,187.7075
2042,BWA,187.7075
2043,BWA,187.7075
2044,BWA,187.7075
2045,BWA,187.7075
2046,BWA,187.7075
2047,BWA,187.7075
2048,BWA,187.7075
2049,BWA,187.7075
2050,BWA,187.7075
2021,CAF,187.7075
2022,CAF,187.7075
2023,CAF,187.7075
2024,CAF,187.7075
2025,CAF,187.7075
2026,CAF,187.7075
2027,CAF,187.7075
2028,CAF,187.7075
2029,CAF,187.7075
2030,CAF,187.7075
2031,CAF,187.7075
2032,CAF,187.7075
2033,CAF,187.7075
2034,CAF,187.7075
2035,CAF,187.7075
2036,CAF,187.7075
2037,CAF,187.7075
2038,CAF,187.7075
2039,CAF,187.7075
2040,CAF,187.7075
2041,CAF,187.7075
2042,CAF,187.7075
2043,CAF,187.7075
2044,CAF,187.7075
2045,CAF,187.7075
2046,CAF,187.7075
2047,CAF,187.7075
2048,CAF,187.7075
2049,CAF,187.7075
2050,CAF,187.7075
2021,CAN,187.7075
2022,CAN,187.7075
2023,CAN,187.7075
2024,CAN,187.7075
2025,CAN,187.7075
2026,CAN,187.7075
2027,CAN,187.7075
2028,CAN,187.7075
2029,CAN,187.7075
2030,CAN,187.7075
2031,CAN,187.7075
2032,CAN,187.7075
2033,CAN,187.7075
2034,CAN,187.7075
2035,CAN,187.7075
2036,CAN,187.7075
2037,CAN,187.7075
2038,CAN,187.7075
2039,CAN,187.7075
2040,CAN,187.7075
2041,CAN,187.7075
2042,CAN,187.7075
2043,CAN,187.7075
2044,CAN,187.7075
2045,CAN,187.7075
2046,CAN,187.7075
2047,CAN,187.7075
2048,CAN,187.7075
2049,CAN,187.7075
2050,CAN,187.7075
2021,CHE,187.7075
2022,CHE,187.7075
2023,CHE,187.7075
2024,CHE,187.7075
2025,CHE,187.7075
2026,CHE,187.7075
2027,CHE,187.7075
2028,CHE,187.7075
2029,CHE,187.7075
2030,CHE,187.7075
2031,CHE,187.7075
2032,CHE,187.7075
2033,CHE,187.7075
2034,CHE,187.7075
2035,CHE,187.7075
2036,CHE,187.7075
2037,CHE,187.7075
2038,CHE,187.7075
2039,CHE,187.7075
2040,CHE,187.7075
2041,CHE,187.7075
2042,CHE,187.7075
2043,CHE,187.7075
2044,CHE,187.7075
2045,CHE,187.7075
2046,CHE,187.7075
2047,CHE,187.7075
2048,CHE,187.7075
2049,CHE,187.7075
2050,CHE,187.7075
2021,CHL,237.48625
2022,CHL,237.48625
2023,CHL,237.48625
2024,CHL,237.48625
2025,CHL,237.48625
2026,CHL,237.48625
2027,CHL,237.48625
2028,CHL,237.48625
2029,CHL,237.48625
2030,CHL,237.48625
2031,CHL,237.48625
2032,CHL,237.48625
2033,CHL,237.48625
2034,CHL,237.48625
2035,CHL,237.48625
2036,CHL,237.48625
2037,CHL,237.48625
2038,CHL,237.48625
2039,CHL,237.48625
2040,CHL,237.48625
2041,CHL,237.48625
2042,CHL,237.48625
2043,CHL,237.48625
2044,CHL,237.48625
2045,CHL,237.48625
2046,CHL,237.48625
2047,CHL,237.48625
2048,CHL,237.48625
2049,CHL,237.48625
2050,CHL,237.48625
2021,CHN,187.7075
2022,CHN,187.7075
2023,CHN,187.7075
2024,CHN,187.7075
2025,CHN,187.7075
2026,CHN,187.7075
2027,CHN,187.7075
2028,CHN,187.7075
2029,CHN,187.7075
2030,CHN,187.7075
2031,CHN,187.7075
2032,CHN,187.7075
2033,CHN,187.7075
2034,CHN,187.7075
2035,CHN,187.7075
2036,CHN,187.7075
2037,CHN,187.7075
2038,CHN,187.7075
2039,CHN,187.7075
2040,CHN,187.7075
2041,CHN,187.7075
2042,CHN,187.7075
2043,CHN,187.7075
2044,CHN,187.7075
2045,CHN,187.7075
2046,CHN,187.7075
2047,CHN,187.7075
2048,CHN,187.7075
2049,CHN,187.7075
2050,CHN,187.7075
2021,CIV,187.7075
2022,CIV,187.7075
2023,CIV,187.7075
2024,CIV,187.7075
2025,CIV,187.7075
2026,CIV,187.7075
2027,CIV,187.7075
2028,CIV,187.7075
2029,CIV,187.7075
2030,CIV,187.7075
2031,CIV,187.7075
2032,CIV,187.7075
2033,CIV,187.7075
2034,CIV,187.7075
2035,CIV,187.7075
2036,CIV,187.7075
2037,CIV,187.7075
2038,CIV,187.7075
2039,CIV,187.7075
2040,CIV,187.7075
2041,CIV,187.7075
2042,CIV,187.7075
2043,CIV,187.7075
2044,CIV,187.7075
2045,CIV,187.7075
2046,CIV,187.7075
2047,CIV,187.7075
2048,CIV,187.7075
2049,CIV,187.7075
2050,CIV,187.7075
2021,CMR,187.7075
2022,CMR,187.7075
2023,CMR,187.7075
2024,CMR,187.7075
2025,CMR,187.7075
2026,CMR,187.7075
2027,CMR,187.7075
2028,CMR,187.7075
2029,CMR,187.7075
2030,CMR,187.7075
2031,CMR,187.7075
2032,CMR,187.7075
2033,CMR,187.7075
2034,CMR,187.7075
2035,CMR,187.7075
2036,CMR,187.7075
2037,CMR,187.7075
2038,CMR,187.7075
2039,CMR,187.7075
2040,CMR,187.7075
2041,CMR,187.7075
2042,CMR,187.7075
2043,CMR,187.7075
2044,CMR,187.7075
2045,CMR,187.7075
2046,CMR,187.7075
2047,CMR,187.7075
2048,CMR,187.7075
2049,CMR,187.7075
2050,CMR,187.7075
2021,COD,187.7075
2022,COD,187.7075
2023,COD,187.7075
2024,COD,187.7075
2025,COD,187.7075
2026,COD,187.7075
2027,COD,187.7075
2028,COD,187.7075
2029,COD,187.7075
2030,COD,187.7075
2031,COD,187.7075
2032,COD,187.7075
2033,COD,187.7075
2034,COD,187.7075
2035,COD,187.7075
2036,COD,187.7075
2037,COD,187.7075
2038,COD,187.7075
2039,COD,187.7075
2040,COD,187.7075
