,Nation,iso_code3,Year,frac_scoe_heat_energy_commercial_municipal_hydrocarbon_gas_liquids
111,Algeria,DZA,2042,0.00924313093639366
112,Algeria,DZA,2043,0.00924313093639366
113,Algeria,DZA,2044,0.00924313093639366
114,Algeria,DZA,2045,0.00924313093639366
115,Algeria,DZA,2046,0.00924313093639366
116,Algeria,DZA,2047,0.00924313093639366
117,Algeria,DZA,2048,0.00924313093639366
118,Algeria,DZA,2049,0.00924313093639366
119,Algeria,DZA,2050,0.00924313093639366
129,Angola,AGO,2020,0.00924313093639366
130,Angola,AGO,2021,0.00924313093639366
131,Angola,AGO,2022,0.00924313093639366
132,Angola,AGO,2023,0.00924313093639366
133,Angola,AGO,2024,0.00924313093639366
134,Angola,AGO,2025,0.00924313093639366
135,Angola,AGO,2026,0.00924313093639366
136,Angola,AGO,2027,0.00924313093639366
137,Angola,AGO,2028,0.00924313093639366
138,Angola,AGO,2029,0.00924313093639366
139,Angola,AGO,2030,0.00924313093639366
140,Angola,AGO,2031,0.00924313093639366
141,Angola,AGO,2032,0.00924313093639366
142,Angola,AGO,2033,0.00924313093639366
143,Angola,AGO,2034,0.00924313093639366
144,Angola,AGO,2035,0.00924313093639366
145,Angola,AGO,2036,0.00924313093639366
146,Angola,AGO,2037,0.00924313093639366
147,Angola,AGO,2038,0.00924313093639366
148,Angola,AGO,2039,0.00924313093639366
149,Angola,AGO,2040,0.00924313093639366
150,Angola,AGO,2041,0.00924313093639366
151,Angola,AGO,2042,0.00924313093639366
152,Angola,AGO,2043,0.00924313093639366
153,Angola,AGO,2044,0.00924313093639366
154,Angola,AGO,2045,0.00924313093639366
155,Angola,AGO,2046,0.00924313093639366
156,Angola,AGO,2047,0.00924313093639366
157,Angola,AGO,2048,0.00924313093639366
158,Angola,AGO,2049,0.00924313093639366
159,Angola,AGO,2050,0.00924313093639366
169,Argentina,ARG,2020,0.0
170,Argentina,ARG,2021,0.0
171,Argentina,ARG,2022,0.0
172,Argentina,ARG,2023,0.0
173,Argentina,ARG,2024,0.0
174,Argentina,ARG,2025,0.0
175,Argentina,ARG,2026,0.0
176,Argentina,ARG,2027,0.0
177,Argentina,ARG,2028,0.0
178,Argentina,ARG,2029,0.0
179,Argentina,ARG,2030,0.0
180,Argentina,ARG,2031,0.0
181,Argentina,ARG,2032,0.0
182,Argentina,ARG,2033,0.0
183,Argentina,ARG,2034,0.0
184,Argentina,ARG,2035,0.0
185,Argentina,ARG,2036,0.0
186,Argentina,ARG,2037,0.0
187,Argentina,ARG,2038,0.0
188,Argentina,ARG,2039,0.0
189,Argentina,ARG,2040,0.0
190,Argentina,ARG,2041,0.0
191,Argentina,ARG,2042,0.0
192,Argentina,ARG,2043,0.0
193,Argentina,ARG,2044,0.0
194,Argentina,ARG,2045,0.0
195,Argentina,ARG,2046,0.0
196,Argentina,ARG,2047,0.0
197,Argentina,ARG,2048,0.0
198,Argentina,ARG,2049,0.0
199,Argentina,ARG,2050,0.0
209,Armenia,ARM,2020,0.00924313093639366
210,Armenia,ARM,2021,0.00924313093639366
211,Armenia,ARM,2022,0.00924313093639366
212,Armenia,ARM,2023,0.00924313093639366
213,Armenia,ARM,2024,0.00924313093639366
214,Armenia,ARM,2025,0.00924313093639366
215,Armenia,ARM,2026,0.00924313093639366
216,Armenia,ARM,2027,0.00924313093639366
217,Armenia,ARM,2028,0.00924313093639366
218,Armenia,ARM,2029,0.00924313093639366
219,Armenia,ARM,2030,0.00924313093639366
220,Armenia,ARM,2031,0.00924313093639366
221,Armenia,ARM,2032,0.00924313093639366
222,Armenia,ARM,2033,0.00924313093639366
223,Armenia,ARM,2034,0.00924313093639366
224,Armenia,ARM,2035,0.00924313093639366
225,Armenia,ARM,2036,0.00924313093639366
226,Armenia,ARM,2037,0.00924313093639366
227,Armenia,ARM,2038,0.00924313093639366
228,Armenia,ARM,2039,0.00924313093639366
229,Armenia,ARM,2040,0.00924313093639366
230,Armenia,ARM,2041,0.00924313093639366
231,Armenia,ARM,2042,0.00924313093639366
232,Armenia,ARM,2043,0.00924313093639366
233,Armenia,ARM,2044,0.00924313093639366
234,Armenia,ARM,2045,0.00924313093639366
235,Armenia,ARM,2046,0.00924313093639366
236,Armenia,ARM,2047,0.00924313093639366
237,Armenia,ARM,2048,0.00924313093639366
238,Armenia,ARM,2049,0.00924313093639366
239,Armenia,ARM,2050,0.00924313093639366
249,Aruba,ABW,2020,0.00924313093639366
250,Aruba,ABW,2021,0.00924313093639366
251,Aruba,ABW,2022,0.00924313093639366
252,Aruba,ABW,2023,0.00924313093639366
253,Aruba,ABW,2024,0.00924313093639366
254,Aruba,ABW,2025,0.00924313093639366
255,Aruba,ABW,2026,0.00924313093639366
256,Aruba,ABW,2027,0.00924313093639366
257,Aruba,ABW,2028,0.00924313093639366
258,Aruba,ABW,2029,0.00924313093639366
259,Aruba,ABW,2030,0.00924313093639366
260,Aruba,ABW,2031,0.00924313093639366
261,Aruba,ABW,2032,0.00924313093639366
262,Aruba,ABW,2033,0.00924313093639366
263,Aruba,ABW,2034,0.00924313093639366
264,Aruba,ABW,2035,0.00924313093639366
265,Aruba,ABW,2036,0.00924313093639366
266,Aruba,ABW,2037,0.00924313093639366
267,Aruba,ABW,2038,0.00924313093639366
268,Aruba,ABW,2039,0.00924313093639366
269,Aruba,ABW,2040,0.00924313093639366
270,Aruba,ABW,2041,0.00924313093639366
271,Aruba,ABW,2042,0.00924313093639366
272,Aruba,ABW,2043,0.00924313093639366
273,Aruba,ABW,2044,0.00924313093639366
274,Aruba,ABW,2045,0.00924313093639366
275,Aruba,ABW,2046,0.00924313093639366
276,Aruba,ABW,2047,0.00924313093639366
277,Aruba,ABW,2048,0.00924313093639366
278,Aruba,ABW,2049,0.00924313093639366
279,Aruba,ABW,2050,0.00924313093639366
289,Australia,AUS,2020,0.004361544172234596
290,Australia,AUS,2021,0.004361544172234596
291,Australia,AUS,2022,0.004361544172234596
292,Australia,AUS,2023,0.004361544172234596
293,Australia,AUS,2024,0.004361544172234596
294,Australia,AUS,2025,0.004361544172234596
295,Australia,AUS,2026,0.004361544172234596
296,Australia,AUS,2027,0.004361544172234596
297,Australia,AUS,2028,0.004361544172234596
298,Australia,AUS,2029,0.004361544172234596
299,Australia,AUS,2030,0.004361544172234596
300,Australia,AUS,2031,0.004361544172234596
301,Australia,AUS,2032,0.004361544172234596
302,Australia,AUS,2033,0.004361544172234596
303,Australia,AUS,2034,0.004361544172234596
304,Australia,AUS,2035,0.004361544172234596
305,Australia,AUS,2036,0.004361544172234596
306,Australia,AUS,2037,0.004361544172234596
307,Australia,AUS,2038,0.004361544172234596
308,Australia,AUS,2039,0.004361544172234596
309,Australia,AUS,2040,0.004361544172234596
310,Australia,AUS,2041,0.004361544172234596
311,Australia,AUS,2042,0.004361544172234596
312,Australia,AUS,2043,0.004361544172234596
313,Australia,AUS,2044,0.004361544172234596
314,Australia,AUS,2045,0.004361544172234596
315,Australia,AUS,2046,0.004361544172234596
316,Australia,AUS,2047,0.004361544172234596
317,Australia,AUS,2048,0.004361544172234596
318,Australia,AUS,2049,0.004361544172234596
319,Australia,AUS,2050,0.004361544172234596
329,Austria,AUT,2020,0.04949384930804715
330,Austria,AUT,2021,0.04949384930804715
331,Austria,AUT,2022,0.04949384930804715
332,Austria,AUT,2023,0.04949384930804715
333,Austria,AUT,2024,0.04949384930804715
334,Austria,AUT,2025,0.04949384930804715
335,Austria,AUT,2026,0.04949384930804715
336,Austria,AUT,2027,0.04949384930804715
337,Austria,AUT,2028,0.04949384930804715
338,Austria,AUT,2029,0.04949384930804715
339,Austria,AUT,2030,0.04949384930804715
340,Austria,AUT,2031,0.04949384930804715
341,Austria,AUT,2032,0.04949384930804715
342,Austria,AUT,2033,0.04949384930804715
343,Austria,AUT,2034,0.04949384930804715
344,Austria,AUT,2035,0.04949384930804715
345,Austria,AUT,2036,0.04949384930804715
346,Austria,AUT,2037,0.04949384930804715
347,Austria,AUT,2038,0.04949384930804715
348,Austria,AUT,2039,0.04949384930804715
349,Austria,AUT,2040,0.04949384930804715
350,Austria,AUT,2041,0.04949384930804715
351,Austria,AUT,2042,0.04949384930804715
352,Austria,AUT,2043,0.04949384930804715
353,Austria,AUT,2044,0.04949384930804715
354,Austria,AUT,2045,0.04949384930804715
355,Austria,AUT,2046,0.04949384930804715
356,Austria,AUT,2047,0.04949384930804715
357,Austria,AUT,2048,0.04949384930804715
358,Austria,AUT,2049,0.04949384930804715
359,Austria,AUT,2050,0.04949384930804715
369,Azerbaijan,AZE,2020,0.0003470896532574364
370,Azerbaijan,AZE,2021,0.0003470896532574364
371,Azerbaijan,AZE,2022,0.0003470896532574364
372,Azerbaijan,AZE,2023,0.0003470896532574364
373,Azerbaijan,AZE,2024,0.0003470896532574364
374,Azerbaijan,AZE,2025,0.0003470896532574364
375,Azerbaijan,AZE,2026,0.0003470896532574364
376,Azerbaijan,AZE,2027,0.0003470896532574364
377,Azerbaijan,AZE,2028,0.0003470896532574364
378,Azerbaijan,AZE,2029,0.0003470896532574364
379,Azerbaijan,AZE,2030,0.0003470896532574364
380,Azerbaijan,AZE,2031,0.0003470896532574364
381,Azerbaijan,AZE,2032,0.0003470896532574364
382,Azerbaijan,AZE,2033,0.0003470896532574364
383,Azerbaijan,AZE,2034,0.0003470896532574364
384,Azerbaijan,AZE,2035,0.0003470896532574364
385,Azerbaijan,AZE,2036,0.0003470896532574364
386,Azerbaijan,AZE,2037,0.0003470896532574364
387,Azerbaijan,AZE,2038,0.0003470896532574364
388,Azerbaijan,AZE,2039,0.0003470896532574364
389,Azerbaijan,AZE,2040,0.0003470896532574364
390,Azerbaijan,AZE,2041,0.0003470896532574364
391,Azerbaijan,AZE,2042,0.0003470896532574364
392,Azerbaijan,AZE,2043,0.0003470896532574364
393,Azerbaijan,AZE,2044,0.0003470896532574364
394,Azerbaijan,AZE,2045,0.0003470896532574364
395,Azerbaijan,AZE,2046,0.0003470896532574364
396,Azerbaijan,AZE,2047,0.0003470896532574364
397,Azerbaijan,AZE,2048,0.0003470896532574364
398,Azerbaijan,AZE,2049,0.0003470896532574364
399,Azerbaijan,AZE,2050,0.0003470896532574364
409,"Bahamas, The",BHS,2020,0.01848626187278732
410,"Bahamas, The",BHS,2021,0.01848626187278732
411,"Bahamas, The",BHS,2022,0.01848626187278732
412,"Bahamas, The",BHS,2023,0.01848626187278732
413,"Bahamas, The",BHS,2024,0.01848626187278732
414,"Bahamas, The",BHS,2025,0.01848626187278732
415,"Bahamas, The",BHS,2026,0.01848626187278732
416,"Bahamas, The",BHS,2027,0.01848626187278732
417,"Bahamas, The",BHS,2028,0.01848626187278732
418,"Bahamas, The",BHS,2029,0.01848626187278732
419,"Bahamas, The",BHS,2030,0.01848626187278732
420,"Bahamas, The",BHS,2031,0.01848626187278732
421,"Bahamas, The",BHS,2032,0.01848626187278732
422,"Bahamas, The",BHS,2033,0.01848626187278732
423,"Bahamas, The",BHS,2034,0.01848626187278732
424,"Bahamas, The",BHS,2035,0.01848626187278732
425,"Bahamas, The",BHS,2036,0.01848626187278732
426,"Bahamas, The",BHS,2037,0.01848626187278732
427,"Bahamas, The",BHS,2038,0.01848626187278732
428,"Bahamas, The",BHS,2039,0.01848626187278732
429,"Bahamas, The",BHS,2040,0.01848626187278732
430,"Bahamas, The",BHS,2041,0.01848626187278732
431,"Bahamas, The",BHS,2042,0.01848626187278732
432,"Bahamas, The",BHS,2043,0.01848626187278732
433,"Bahamas, The",BHS,2044,0.01848626187278732
434,"Bahamas, The",BHS,2045,0.01848626187278732
435,"Bahamas, The",BHS,2046,0.01848626187278732
436,"Bahamas, The",BHS,2047,0.01848626187278732
437,"Bahamas, The",BHS,2048,0.01848626187278732
438,"Bahamas, The",BHS,2049,0.01848626187278732
439,"Bahamas, The",BHS,2050,0.01848626187278732
449,Bahrain,BHR,2020,0.01848626187278732
450,Bahrain,BHR,2021,0.01848626187278732
451,Bahrain,BHR,2022,0.01848626187278732
452,Bahrain,BHR,2023,0.01848626187278732
453,Bahrain,BHR,2024,0.01848626187278732
454,Bahrain,BHR,2025,0.01848626187278732
455,Bahrain,BHR,2026,0.01848626187278732
456,Bahrain,BHR,2027,0.01848626187278732
457,Bahrain,BHR,2028,0.01848626187278732
458,Bahrain,BHR,2029,0.01848626187278732
459,Bahrain,BHR,2030,0.01848626187278732
460,Bahrain,BHR,2031,0.01848626187278732
461,Bahrain,BHR,2032,0.01848626187278732
462,Bahrain,BHR,2033,0.01848626187278732
463,Bahrain,BHR,2034,0.01848626187278732
464,Bahrain,BHR,2035,0.01848626187278732
465,Bahrain,BHR,2036,0.01848626187278732
466,Bahrain,BHR,2037,0.01848626187278732
467,Bahrain,BHR,2038,0.01848626187278732
468,Bahrain,BHR,2039,0.01848626187278732
469,Bahrain,BHR,2040,0.01848626187278732
470,Bahrain,BHR,2041,0.01848626187278732
471,Bahrain,BHR,2042,0.01848626187278732
472,Bahrain,BHR,2043,0.01848626187278732
473,Bahrain,BHR,2044,0.01848626187278732
474,Bahrain,BHR,2045,0.01848626187278732
475,Bahrain,BHR,2046,0.01848626187278732
476,Bahrain,BHR,2047,0.01848626187278732
477,Bahrain,BHR,2048,0.01848626187278732
478,Bahrain,BHR,2049,0.01848626187278732
479,Bahrain,BHR,2050,0.01848626187278732
489,Bangladesh,BGD,2020,0.00924313093639366
490,Bangladesh,BGD,2021,0.00924313093639366
491,Bangladesh,BGD,2022,0.00924313093639366
492,Bangladesh,BGD,2023,0.00924313093639366
493,Bangladesh,BGD,2024,0.00924313093639366
494,Bangladesh,BGD,2025,0.00924313093639366
495,Bangladesh,BGD,2026,0.00924313093639366
496,Bangladesh,BGD,2027,0.00924313093639366
497,Bangladesh,BGD,2028,0.00924313093639366
498,Bangladesh,BGD,2029,0.00924313093639366
499,Bangladesh,BGD,2030,0.00924313093639366
500,Bangladesh,BGD,2031,0.00924313093639366
501,Bangladesh,BGD,2032,0.00924313093639366
502,Bangladesh,BGD,2033,0.00924313093639366
503,Bangladesh,BGD,2034,0.00924313093639366
504,Bangladesh,BGD,2035,0.00924313093639366
505,Bangladesh,BGD,2036,0.00924313093639366
506,Bangladesh,BGD,2037,0.00924313093639366
507,Bangladesh,BGD,2038,0.00924313093639366
508,Bangladesh,BGD,2039,0.00924313093639366
509,Bangladesh,BGD,2040,0.00924313093639366
510,Bangladesh,BGD,2041,0.00924313093639366
511,Bangladesh,BGD,2042,0.00924313093639366
512,Bangladesh,BGD,2043,0.00924313093639366
513,Bangladesh,BGD,2044,0.00924313093639366
514,Bangladesh,BGD,2045,0.00924313093639366
515,Bangladesh,BGD,2046,0.00924313093639366
516,Bangladesh,BGD,2047,0.00924313093639366
517,Bangladesh,BGD,2048,0.00924313093639366
518,Bangladesh,BGD,2049,0.00924313093639366
519,Bangladesh,BGD,2050,0.00924313093639366
529,Barbados,BRB,2020,0.01848626187278732
530,Barbados,BRB,2021,0.01848626187278732
531,Barbados,BRB,2022,0.01848626187278732
532,Barbados,BRB,2023,0.01848626187278732
533,Barbados,BRB,2024,0.01848626187278732
534,Barbados,BRB,2025,0.01848626187278732
535,Barbados,BRB,2026,0.01848626187278732
536,Barbados,BRB,2027,0.01848626187278732
537,Barbados,BRB,2028,0.01848626187278732
538,Barbados,BRB,2029,0.01848626187278732
539,Barbados,BRB,2030,0.01848626187278732
540,Barbados,BRB,2031,0.01848626187278732
541,Barbados,BRB,2032,0.01848626187278732
542,Barbados,BRB,2033,0.01848626187278732
543,Barbados,BRB,2034,0.01848626187278732
544,Barbados,BRB,2035,0.01848626187278732
545,Barbados,BRB,2036,0.01848626187278732
546,Barbados,BRB,2037,0.01848626187278732
547,Barbados,BRB,2038,0.01848626187278732
548,Barbados,BRB,2039,0.01848626187278732
549,Barbados,BRB,2040,0.01848626187278732
550,Barbados,BRB,2041,0.01848626187278732
551,Barbados,BRB,2042,0.01848626187278732
552,Barbados,BRB,2043,0.01848626187278732
553,Barbados,BRB,2044,0.01848626187278732
554,Barbados,BRB,2045,0.01848626187278732
555,Barbados,BRB,2046,0.01848626187278732
556,Barbados,BRB,2047,0.01848626187278732
557,Barbados,BRB,2048,0.01848626187278732
558,Barbados,BRB,2049,0.01848626187278732
559,Barbados,BRB,2050,0.01848626187278732
569,Belarus,BLR,2020,0.0
570,Belarus,BLR,2021,0.0
571,Belarus,BLR,2022,0.0
572,Belarus,BLR,2023,0.0
573,Belarus,BLR,2024,0.0
574,Belarus,BLR,2025,0.0
575,Belarus,BLR,2026,0.0
576,Belarus,BLR,2027,0.0
577,Belarus,BLR,2028,0.0
578,Belarus,BLR,2029,0.0
579,Belarus,BLR,2030,0.0
580,Belarus,BLR,2031,0.0
581,Belarus,BLR,2032,0.0
582,Belarus,BLR,2033,0.0
583,Belarus,BLR,2034,0.0
584,Belarus,BLR,2035,0.0
585,Belarus,BLR,2036,0.0
586,Belarus,BLR,2037,0.0
587,Belarus,BLR,2038,0.0
588,Belarus,BLR,2039,0.0
589,Belarus,BLR,2040,0.0
590,Belarus,BLR,2041,0.0
591,Belarus,BLR,2042,0.0
592,Belarus,BLR,2043,0.0
593,Belarus,BLR,2044,0.0
594,Belarus,BLR,2045,0.0
595,Belarus,BLR,2046,0.0
596,Belarus,BLR,2047,0.0
597,Belarus,BLR,2048,0.0
598,Belarus,BLR,2049,0.0
599,Belarus,BLR,2050,0.0
609,Belgium,BEL,2020,0.0004916098584163607
610,Belgium,BEL,2021,0.0004916098584163607
611,Belgium,BEL,2022,0.0004916098584163607
612,Belgium,BEL,2023,0.0004916098584163607
613,Belgium,BEL,2024,0.0004916098584163607
614,Belgium,BEL,2025,0.0004916098584163607
615,Belgium,BEL,2026,0.0004916098584163607
616,Belgium,BEL,2027,0.0004916098584163607
617,Belgium,BEL,2028,0.0004916098584163607
618,Belgium,BEL,2029,0.0004916098584163607
619,Belgium,BEL,2030,0.0004916098584163607
620,Belgium,BEL,2031,0.0004916098584163607
621,Belgium,BEL,2032,0.0004916098584163607
622,Belgium,BEL,2033,0.0004916098584163607
623,Belgium,BEL,2034,0.0004916098584163607
624,Belgium,BEL,2035,0.0004916098584163607
625,Belgium,BEL,2036,0.0004916098584163607
626,Belgium,BEL,2037,0.0004916098584163607
627,Belgium,BEL,2038,0.0004916098584163607
628,Belgium,BEL,2039,0.0004916098584163607
629,Belgium,BEL,2040,0.0004916098584163607
630,Belgium,BEL,2041,0.0004916098584163607
631,Belgium,BEL,2042,0.0004916098584163607
632,Belgium,BEL,2043,0.0004916098584163607
633,Belgium,BEL,2044,0.0004916098584163607
634,Belgium,BEL,2045,0.0004916098584163607
635,Belgium,BEL,2046,0.0004916098584163607
636,Belgium,BEL,2047,0.0004916098584163607
637,Belgium,BEL,2048,0.0004916098584163607
638,Belgium,BEL,2049,0.0004916098584163607
639,Belgium,BEL,2050,0.0004916098584163607
649,Belize,BLZ,2020,0.00924313093639366
650,Belize,BLZ,2021,0.00924313093639366
651,Belize,BLZ,2022,0.00924313093639366
652,Belize,BLZ,2023,0.00924313093639366
653,Belize,BLZ,2024,0.00924313093639366
654,Belize,BLZ,2025,0.00924313093639366
655,Belize,BLZ,2026,0.00924313093639366
656,Belize,BLZ,2027,0.00924313093639366
657,Belize,BLZ,2028,0.00924313093639366
658,Belize,BLZ,2029,0.00924313093639366
659,Belize,BLZ,2030,0.00924313093639366
660,Belize,BLZ,2031,0.00924313093639366
661,Belize,BLZ,2032,0.00924313093639366
662,Belize,BLZ,2033,0.00924313093639366
663,Belize,BLZ,2034,0.00924313093639366
664,Belize,BLZ,2035,0.00924313093639366
665,Belize,BLZ,2036,0.00924313093639366
666,Belize,BLZ,2037,0.00924313093639366
667,Belize,BLZ,2038,0.00924313093639366
668,Belize,BLZ,2039,0.00924313093639366
669,Belize,BLZ,2040,0.00924313093639366
670,Belize,BLZ,2041,0.00924313093639366
671,Belize,BLZ,2042,0.00924313093639366
672,Belize,BLZ,2043,0.00924313093639366
673,Belize,BLZ,2044,0.00924313093639366
674,Belize,BLZ,2045,0.00924313093639366
675,Belize,BLZ,2046,0.00924313093639366
676,Belize,BLZ,2047,0.00924313093639366
677,Belize,BLZ,2048,0.00924313093639366
678,Belize,BLZ,2049,0.00924313093639366
679,Belize,BLZ,2050,0.00924313093639366
689,Benin,BEN,2020,0.00924313093639366
690,Benin,BEN,2021,0.00924313093639366
691,Benin,BEN,2022,0.00924313093639366
692,Benin,BEN,2023,0.00924313093639366
693,Benin,BEN,2024,0.00924313093639366
694,Benin,BEN,2025,0.00924313093639366
695,Benin,BEN,2026,0.00924313093639366
696,Benin,BEN,2027,0.00924313093639366
697,Benin,BEN,2028,0.00924313093639366
698,Benin,BEN,2029,0.00924313093639366
699,Benin,BEN,2030,0.00924313093639366
700,Benin,BEN,2031,0.00924313093639366
701,Benin,BEN,2032,0.00924313093639366
702,Benin,BEN,2033,0.00924313093639366
703,Benin,BEN,2034,0.00924313093639366
704,Benin,BEN,2035,0.00924313093639366
705,Benin,BEN,2036,0.00924313093639366
706,Benin,BEN,2037,0.00924313093639366
707,Benin,BEN,2038,0.00924313093639366
708,Benin,BEN,2039,0.00924313093639366
709,Benin,BEN,2040,0.00924313093639366
710,Benin,BEN,2041,0.00924313093639366
711,Benin,BEN,2042,0.00924313093639366
712,Benin,BEN,2043,0.00924313093639366
713,Benin,BEN,2044,0.00924313093639366
714,Benin,BEN,2045,0.00924313093639366
715,Benin,BEN,2046,0.00924313093639366
716,Benin,BEN,2047,0.00924313093639366
717,Benin,BEN,2048,0.00924313093639366
718,Benin,BEN,2049,0.00924313093639366
719,Benin,BEN,2050,0.00924313093639366
729,Bhutan,BTN,2020,0.00924313093639366
730,Bhutan,BTN,2021,0.00924313093639366
731,Bhutan,BTN,2022,0.00924313093639366
732,Bhutan,BTN,2023,0.00924313093639366
733,Bhutan,BTN,2024,0.00924313093639366
734,Bhutan,BTN,2025,0.00924313093639366
735,Bhutan,BTN,2026,0.00924313093639366
736,Bhutan,BTN,2027,0.00924313093639366
737,Bhutan,BTN,2028,0.00924313093639366
738,Bhutan,BTN,2029,0.00924313093639366
739,Bhutan,BTN,2030,0.00924313093639366
740,Bhutan,BTN,2031,0.00924313093639366
741,Bhutan,BTN,2032,0.00924313093639366
742,Bhutan,BTN,2033,0.00924313093639366
743,Bhutan,BTN,2034,0.00924313093639366
744,Bhutan,BTN,2035,0.00924313093639366
745,Bhutan,BTN,2036,0.00924313093639366
746,Bhutan,BTN,2037,0.00924313093639366
747,Bhutan,BTN,2038,0.00924313093639366
748,Bhutan,BTN,2039,0.00924313093639366
749,Bhutan,BTN,2040,0.00924313093639366
750,Bhutan,BTN,2041,0.00924313093639366
751,Bhutan,BTN,2042,0.00924313093639366
752,Bhutan,BTN,2043,0.00924313093639366
753,Bhutan,BTN,2044,0.00924313093639366
754,Bhutan,BTN,2045,0.00924313093639366
755,Bhutan,BTN,2046,0.00924313093639366
756,Bhutan,BTN,2047,0.00924313093639366
757,Bhutan,BTN,2048,0.00924313093639366
758,Bhutan,BTN,2049,0.00924313093639366
759,Bhutan,BTN,2050,0.00924313093639366
769,Bolivia,BOL,2020,0.00924313093639366
770,Bolivia,BOL,2021,0.00924313093639366
771,Bolivia,BOL,2022,0.00924313093639366
772,Bolivia,BOL,2023,0.00924313093639366
773,Bolivia,BOL,2024,0.00924313093639366
774,Bolivia,BOL,2025,0.00924313093639366
775,Bolivia,BOL,2026,0.00924313093639366
776,Bolivia,BOL,2027,0.00924313093639366
777,Bolivia,BOL,2028,0.00924313093639366
778,Bolivia,BOL,2029,0.00924313093639366
779,Bolivia,BOL,2030,0.00924313093639366
780,Bolivia,BOL,2031,0.00924313093639366
781,Bolivia,BOL,2032,0.00924313093639366
782,Bolivia,BOL,2033,0.00924313093639366
