,Nation,iso_code3,Year,frac_scoe_heat_energy_commercial_municipal_hydrocarbon_gas_liquids
3711,Lesotho,LSO,2042,0.00924313093639366
3712,Lesotho,LSO,2043,0.00924313093639366
3713,Lesotho,LSO,2044,0.00924313093639366
3714,Lesotho,LSO,2045,0.00924313093639366
3715,Lesotho,LSO,2046,0.00924313093639366
3716,Lesotho,LSO,2047,0.00924313093639366
3717,Lesotho,LSO,2048,0.00924313093639366
3718,Lesotho,LSO,2049,0.00924313093639366
3719,Lesotho,LSO,2050,0.00924313093639366
3729,Liberia,LBR,2020,0.00924313093639366
3730,Liberia,LBR,2021,0.00924313093639366
3731,Liberia,LBR,2022,0.00924313093639366
3732,Liberia,LBR,2023,0.00924313093639366
3733,Liberia,LBR,2024,0.00924313093639366
3734,Liberia,LBR,2025,0.00924313093639366
3735,Liberia,LBR,2026,0.00924313093639366
3736,Liberia,LBR,2027,0.00924313093639366
3737,Liberia,LBR,2028,0.00924313093639366
3738,Liberia,LBR,2029,0.00924313093639366
3739,Liberia,LBR,2030,0.00924313093639366
3740,Liberia,LBR,2031,0.00924313093639366
3741,Liberia,LBR,2032,0.00924313093639366
3742,Liberia,LBR,2033,0.00924313093639366
3743,Liberia,LBR,2034,0.00924313093639366
3744,Liberia,LBR,2035,0.00924313093639366
3745,Liberia,LBR,2036,0.00924313093639366
3746,Liberia,LBR,2037,0.00924313093639366
3747,Liberia,LBR,2038,0.00924313093639366
3748,Liberia,LBR,2039,0.00924313093639366
3749,Liberia,LBR,2040,0.00924313093639366
3750,Liberia,LBR,2041,0.00924313093639366
3751,Liberia,LBR,2042,0.00924313093639366
3752,Liberia,LBR,2043,0.00924313093639366
3753,Liberia,LBR,2044,0.00924313093639366
3754,Liberia,LBR,2045,0.00924313093639366
3755,Liberia,LBR,2046,0.00924313093639366
3756,Liberia,LBR,2047,0.00924313093639366
3757,Liberia,LBR,2048,0.00924313093639366
3758,Liberia,LBR,2049,0.00924313093639366
3759,Liberia,LBR,2050,0.00924313093639366
3769,Libya,LBY,2020,0.00924313093639366
3770,Libya,LBY,2021,0.00924313093639366
3771,Libya,LBY,2022,0.00924313093639366
3772,Libya,LBY,2023,0.00924313093639366
3773,Libya,LBY,2024,0.00924313093639366
3774,Libya,LBY,2025,0.00924313093639366
3775,Libya,LBY,2026,0.00924313093639366
3776,Libya,LBY,2027,0.00924313093639366
3777,Libya,LBY,2028,0.00924313093639366
3778,Libya,LBY,2029,0.00924313093639366
3779,Libya,LBY,2030,0.00924313093639366
3780,Libya,LBY,2031,0.00924313093639366
3781,Libya,LBY,2032,0.00924313093639366
3782,Libya,LBY,2033,0.00924313093639366
3783,Libya,LBY,2034,0.00924313093639366
3784,Libya,LBY,2035,0.00924313093639366
3785,Libya,LBY,2036,0.00924313093639366
3786,Libya,LBY,2037,0.00924313093639366
3787,Libya,LBY,2038,0.00924313093639366
3788,Libya,LBY,2039,0.00924313093639366
3789,Libya,LBY,2040,0.00924313093639366
3790,Libya,LBY,2041,0.00924313093639366
3791,Libya,LBY,2042,0.00924313093639366
3792,Libya,LBY,2043,0.00924313093639366
3793,Libya,LBY,2044,0.00924313093639366
3794,Libya,LBY,2045,0.00924313093639366
3795,Libya,LBY,2046,0.00924313093639366
3796,Libya,LBY,2047,0.00924313093639366
3797,Libya,LBY,2048,0.00924313093639366
3798,Libya,LBY,2049,0.00924313093639366
3799,Libya,LBY,2050,0.00924313093639366
3809,Lithuania,LTU,2020,0.0
3810,Lithuania,LTU,2021,0.0
3811,Lithuania,LTU,2022,0.0
3812,Lithuania,LTU,2023,0.0
3813,Lithuania,LTU,2024,0.0
3814,Lithuania,LTU,2025,0.0
3815,Lithuania,LTU,2026,0.0
3816,Lithuania,LTU,2027,0.0
3817,Lithuania,LTU,2028,0.0
3818,Lithuania,LTU,2029,0.0
3819,Lithuania,LTU,2030,0.0
3820,Lithuania,LTU,2031,0.0
3821,Lithuania,LTU,2032,0.0
3822,Lithuania,LTU,2033,0.0
3823,Lithuania,LTU,2034,0.0
3824,Lithuania,LTU,2035,0.0
3825,Lithuania,LTU,2036,0.0
3826,Lithuania,LTU,2037,0.0
3827,Lithuania,LTU,2038,0.0
3828,Lithuania,LTU,2039,0.0
3829,Lithuania,LTU,2040,0.0
3830,Lithuania,LTU,2041,0.0
3831,Lithuania,LTU,2042,0.0
3832,Lithuania,LTU,2043,0.0
3833,Lithuania,LTU,2044,0.0
3834,Lithuania,LTU,2045,0.0
3835,Lithuania,LTU,2046,0.0
3836,Lithuania,LTU,2047,0.0
3837,Lithuania,LTU,2048,0.0
3838,Lithuania,LTU,2049,0.0
3839,Lithuania,LTU,2050,0.0
3849,Luxembourg,LUX,2020,0.0
3850,Luxembourg,LUX,2021,0.0
3851,Luxembourg,LUX,2022,0.0
3852,Luxembourg,LUX,2023,0.0
3853,Luxembourg,LUX,2024,0.0
3854,Luxembourg,LUX,2025,0.0
3855,Luxembourg,LUX,2026,0.0
3856,Luxembourg,LUX,2027,0.0
3857,Luxembourg,LUX,2028,0.0
3858,Luxembourg,LUX,2029,0.0
3859,Luxembourg,LUX,2030,0.0
3860,Luxembourg,LUX,2031,0.0
3861,Luxembourg,LUX,2032,0.0
3862,Luxembourg,LUX,2033,0.0
3863,Luxembourg,LUX,2034,0.0
3864,Luxembourg,LUX,2035,0.0
3865,Luxembourg,LUX,2036,0.0
3866,Luxembourg,LUX,2037,0.0
3867,Luxembourg,LUX,2038,0.0
3868,Luxembourg,LUX,2039,0.0
3869,Luxembourg,LUX,2040,0.0
3870,Luxembourg,LUX,2041,0.0
3871,Luxembourg,LUX,2042,0.0
3872,Luxembourg,LUX,2043,0.0
3873,Luxembourg,LUX,2044,0.0
3874,Luxembourg,LUX,2045,0.0
3875,Luxembourg,LUX,2046,0.0
3876,Luxembourg,LUX,2047,0.0
3877,Luxembourg,LUX,2048,0.0
3878,Luxembourg,LUX,2049,0.0
3879,Luxembourg,LUX,2050,0.0
3889,"Macao SAR, China",MAC,2020,0.01848626187278732
3890,"Macao SAR, China",MAC,2021,0.01848626187278732
3891,"Macao SAR, China",MAC,2022,0.01848626187278732
3892,"Macao SAR, China",MAC,2023,0.01848626187278732
3893,"Macao SAR, China",MAC,2024,0.01848626187278732
3894,"Macao SAR, China",MAC,2025,0.01848626187278732
3895,"Macao SAR, China",MAC,2026,0.01848626187278732
3896,"Macao SAR, China",MAC,2027,0.01848626187278732
3897,"Macao SAR, China",MAC,2028,0.01848626187278732
3898,"Macao SAR, China",MAC,2029,0.01848626187278732
3899,"Macao SAR, China",MAC,2030,0.01848626187278732
3900,"Macao SAR, China",MAC,2031,0.01848626187278732
3901,"Macao SAR, China",MAC,2032,0.01848626187278732
3902,"Macao SAR, China",MAC,2033,0.01848626187278732
3903,"Macao SAR, China",MAC,2034,0.01848626187278732
3904,"Macao SAR, China",MAC,2035,0.01848626187278732
3905,"Macao SAR, China",MAC,2036,0.01848626187278732
3906,"Macao SAR, China",MAC,2037,0.01848626187278732
3907,"Macao SAR, China",MAC,2038,0.01848626187278732
3908,"Macao SAR, China",MAC,2039,0.01848626187278732
3909,"Macao SAR, China",MAC,2040,0.01848626187278732
3910,"Macao SAR, China",MAC,2041,0.01848626187278732
3911,"Macao SAR, China",MAC,2042,0.01848626187278732
3912,"Macao SAR, China",MAC,2043,0.01848626187278732
3913,"Macao SAR, China",MAC,2044,0.01848626187278732
3914,"Macao SAR, China",MAC,2045,0.01848626187278732
3915,"Macao SAR, China",MAC,2046,0.01848626187278732
3916,"Macao SAR, China",MAC,2047,0.01848626187278732
3917,"Macao SAR, China",MAC,2048,0.01848626187278732
3918,"Macao SAR, China",MAC,2049,0.01848626187278732
3919,"Macao SAR, China",MAC,2050,0.01848626187278732
3929,Madagascar,MDG,2020,0.00924313093639366
3930,Madagascar,MDG,2021,0.00924313093639366
3931,Madagascar,MDG,2022,0.00924313093639366
3932,Madagascar,MDG,2023,0.00924313093639366
3933,Madagascar,MDG,2024,0.00924313093639366
3934,Madagascar,MDG,2025,0.00924313093639366
3935,Madagascar,MDG,2026,0.00924313093639366
3936,Madagascar,MDG,2027,0.00924313093639366
3937,Madagascar,MDG,2028,0.00924313093639366
3938,Madagascar,MDG,2029,0.00924313093639366
3939,Madagascar,MDG,2030,0.00924313093639366
3940,Madagascar,MDG,2031,0.00924313093639366
3941,Madagascar,MDG,2032,0.00924313093639366
3942,Madagascar,MDG,2033,0.00924313093639366
3943,Madagascar,MDG,2034,0.00924313093639366
3944,Madagascar,MDG,2035,0.00924313093639366
3945,Madagascar,MDG,2036,0.00924313093639366
3946,Madagascar,MDG,2037,0.00924313093639366
3947,Madagascar,MDG,2038,0.00924313093639366
3948,Madagascar,MDG,2039,0.00924313093639366
3949,Madagascar,MDG,2040,0.00924313093639366
3950,Madagascar,MDG,2041,0.00924313093639366
3951,Madagascar,MDG,2042,0.00924313093639366
3952,Madagascar,MDG,2043,0.00924313093639366
3953,Madagascar,MDG,2044,0.00924313093639366
3954,Madagascar,MDG,2045,0.00924313093639366
3955,Madagascar,MDG,2046,0.00924313093639366
3956,Madagascar,MDG,2047,0.00924313093639366
3957,Madagascar,MDG,2048,0.00924313093639366
3958,Madagascar,MDG,2049,0.00924313093639366
3959,Madagascar,MDG,2050,0.00924313093639366
3969,Malawi,MWI,2020,0.00924313093639366
3970,Malawi,MWI,2021,0.00924313093639366
3971,Malawi,MWI,2022,0.00924313093639366
3972,Malawi,MWI,2023,0.00924313093639366
3973,Malawi,MWI,2024,0.00924313093639366
3974,Malawi,MWI,2025,0.00924313093639366
3975,Malawi,MWI,2026,0.00924313093639366
3976,Malawi,MWI,2027,0.00924313093639366
3977,Malawi,MWI,2028,0.00924313093639366
3978,Malawi,MWI,2029,0.00924313093639366
3979,Malawi,MWI,2030,0.00924313093639366
3980,Malawi,MWI,2031,0.00924313093639366
3981,Malawi,MWI,2032,0.00924313093639366
3982,Malawi,MWI,2033,0.00924313093639366
3983,Malawi,MWI,2034,0.00924313093639366
3984,Malawi,MWI,2035,0.00924313093639366
3985,Malawi,MWI,2036,0.00924313093639366
3986,Malawi,MWI,2037,0.00924313093639366
3987,Malawi,MWI,2038,0.00924313093639366
3988,Malawi,MWI,2039,0.00924313093639366
3989,Malawi,MWI,2040,0.00924313093639366
3990,Malawi,MWI,2041,0.00924313093639366
3991,Malawi,MWI,2042,0.00924313093639366
3992,Malawi,MWI,2043,0.00924313093639366
3993,Malawi,MWI,2044,0.00924313093639366
3994,Malawi,MWI,2045,0.00924313093639366
3995,Malawi,MWI,2046,0.00924313093639366
3996,Malawi,MWI,2047,0.00924313093639366
3997,Malawi,MWI,2048,0.00924313093639366
3998,Malawi,MWI,2049,0.00924313093639366
3999,Malawi,MWI,2050,0.00924313093639366
4009,Malaysia,MYS,2020,0.00924313093639366
4010,Malaysia,MYS,2021,0.00924313093639366
4011,Malaysia,MYS,2022,0.00924313093639366
4012,Malaysia,MYS,2023,0.00924313093639366
4013,Malaysia,MYS,2024,0.00924313093639366
4014,Malaysia,MYS,2025,0.00924313093639366
4015,Malaysia,MYS,2026,0.00924313093639366
4016,Malaysia,MYS,2027,0.00924313093639366
4017,Malaysia,MYS,2028,0.00924313093639366
4018,Malaysia,MYS,2029,0.00924313093639366
4019,Malaysia,MYS,2030,0.00924313093639366
4020,Malaysia,MYS,2031,0.00924313093639366
4021,Malaysia,MYS,2032,0.00924313093639366
4022,Malaysia,MYS,2033,0.00924313093639366
4023,Malaysia,MYS,2034,0.00924313093639366
4024,Malaysia,MYS,2035,0.00924313093639366
4025,Malaysia,MYS,2036,0.00924313093639366
4026,Malaysia,MYS,2037,0.00924313093639366
4027,Malaysia,MYS,2038,0.00924313093639366
4028,Malaysia,MYS,2039,0.00924313093639366
4029,Malaysia,MYS,2040,0.00924313093639366
4030,Malaysia,MYS,2041,0.00924313093639366
4031,Malaysia,MYS,2042,0.00924313093639366
4032,Malaysia,MYS,2043,0.00924313093639366
4033,Malaysia,MYS,2044,0.00924313093639366
4034,Malaysia,MYS,2045,0.00924313093639366
4035,Malaysia,MYS,2046,0.00924313093639366
4036,Malaysia,MYS,2047,0.00924313093639366
4037,Malaysia,MYS,2048,0.00924313093639366
4038,Malaysia,MYS,2049,0.00924313093639366
4039,Malaysia,MYS,2050,0.00924313093639366
4049,Maldives,MDV,2020,0.00924313093639366
4050,Maldives,MDV,2021,0.00924313093639366
4051,Maldives,MDV,2022,0.00924313093639366
4052,Maldives,MDV,2023,0.00924313093639366
4053,Maldives,MDV,2024,0.00924313093639366
4054,Maldives,MDV,2025,0.00924313093639366
4055,Maldives,MDV,2026,0.00924313093639366
4056,Maldives,MDV,2027,0.00924313093639366
4057,Maldives,MDV,2028,0.00924313093639366
4058,Maldives,MDV,2029,0.00924313093639366
4059,Maldives,MDV,2030,0.00924313093639366
4060,Maldives,MDV,2031,0.00924313093639366
4061,Maldives,MDV,2032,0.00924313093639366
4062,Maldives,MDV,2033,0.00924313093639366
4063,Maldives,MDV,2034,0.00924313093639366
4064,Maldives,MDV,2035,0.00924313093639366
4065,Maldives,MDV,2036,0.00924313093639366
4066,Maldives,MDV,2037,0.00924313093639366
4067,Maldives,MDV,2038,0.00924313093639366
4068,Maldives,MDV,2039,0.00924313093639366
4069,Maldives,MDV,2040,0.00924313093639366
4070,Maldives,MDV,2041,0.00924313093639366
4071,Maldives,MDV,2042,0.00924313093639366
4072,Maldives,MDV,2043,0.00924313093639366
4073,Maldives,MDV,2044,0.00924313093639366
4074,Maldives,MDV,2045,0.00924313093639366
4075,Maldives,MDV,2046,0.00924313093639366
4076,Maldives,MDV,2047,0.00924313093639366
4077,Maldives,MDV,2048,0.00924313093639366
4078,Maldives,MDV,2049,0.00924313093639366
4079,Maldives,MDV,2050,0.00924313093639366
4089,Mali,MLI,2020,0.00924313093639366
4090,Mali,MLI,2021,0.00924313093639366
4091,Mali,MLI,2022,0.00924313093639366
4092,Mali,MLI,2023,0.00924313093639366
4093,Mali,MLI,2024,0.00924313093639366
4094,Mali,MLI,2025,0.00924313093639366
4095,Mali,MLI,2026,0.00924313093639366
4096,Mali,MLI,2027,0.00924313093639366
4097,Mali,MLI,2028,0.00924313093639366
4098,Mali,MLI,2029,0.00924313093639366
4099,Mali,MLI,2030,0.00924313093639366
4100,Mali,MLI,2031,0.00924313093639366
4101,Mali,MLI,2032,0.00924313093639366
4102,Mali,MLI,2033,0.00924313093639366
4103,Mali,MLI,2034,0.00924313093639366
4104,Mali,MLI,2035,0.00924313093639366
4105,Mali,MLI,2036,0.00924313093639366
4106,Mali,MLI,2037,0.00924313093639366
4107,Mali,MLI,2038,0.00924313093639366
4108,Mali,MLI,2039,0.00924313093639366
4109,Mali,MLI,2040,0.00924313093639366
4110,Mali,MLI,2041,0.00924313093639366
4111,Mali,MLI,2042,0.00924313093639366
4112,Mali,MLI,2043,0.00924313093639366
4113,Mali,MLI,2044,0.00924313093639366
4114,Mali,MLI,2045,0.00924313093639366
4115,Mali,MLI,2046,0.00924313093639366
4116,Mali,MLI,2047,0.00924313093639366
4117,Mali,MLI,2048,0.00924313093639366
4118,Mali,MLI,2049,0.00924313093639366
4119,Mali,MLI,2050,0.00924313093639366
4129,Malta,MLT,2020,0.0
4130,Malta,MLT,2021,0.0
4131,Malta,MLT,2022,0.0
4132,Malta,MLT,2023,0.0
4133,Malta,MLT,2024,0.0
4134,Malta,MLT,2025,0.0
4135,Malta,MLT,2026,0.0
4136,Malta,MLT,2027,0.0
4137,Malta,MLT,2028,0.0
4138,Malta,MLT,2029,0.0
4139,Malta,MLT,2030,0.0
4140,Malta,MLT,2031,0.0
4141,Malta,MLT,2032,0.0
4142,Malta,MLT,2033,0.0
4143,Malta,MLT,2034,0.0
4144,Malta,MLT,2035,0.0
4145,Malta,MLT,2036,0.0
4146,Malta,MLT,2037,0.0
4147,Malta,MLT,2038,0.0
4148,Malta,MLT,2039,0.0
4149,Malta,MLT,2040,0.0
4150,Malta,MLT,2041,0.0
4151,Malta,MLT,2042,0.0
4152,Malta,MLT,2043,0.0
4153,Malta,MLT,2044,0.0
4154,Malta,MLT,2045,0.0
4155,Malta,MLT,2046,0.0
4156,Malta,MLT,2047,0.0
4157,Malta,MLT,2048,0.0
4158,Malta,MLT,2049,0.0
4159,Malta,MLT,2050,0.0
4169,Mauritania,MRT,2020,0.00924313093639366
4170,Mauritania,MRT,2021,0.00924313093639366
4171,Mauritania,MRT,2022,0.00924313093639366
4172,Mauritania,MRT,2023,0.00924313093639366
4173,Mauritania,MRT,2024,0.00924313093639366
4174,Mauritania,MRT,2025,0.00924313093639366
4175,Mauritania,MRT,2026,0.00924313093639366
4176,Mauritania,MRT,2027,0.00924313093639366
4177,Mauritania,MRT,2028,0.00924313093639366
4178,Mauritania,MRT,2029,0.00924313093639366
4179,Mauritania,MRT,2030,0.00924313093639366
4180,Mauritania,MRT,2031,0.00924313093639366
4181,Mauritania,MRT,2032,0.00924313093639366
4182,Mauritania,MRT,2033,0.00924313093639366
4183,Mauritania,MRT,2034,0.00924313093639366
4184,Mauritania,MRT,2035,0.00924313093639366
4185,Mauritania,MRT,2036,0.00924313093639366
4186,Mauritania,MRT,2037,0.00924313093639366
4187,Mauritania,MRT,2038,0.00924313093639366
4188,Mauritania,MRT,2039,0.00924313093639366
4189,Mauritania,MRT,2040,0.00924313093639366
4190,Mauritania,MRT,2041,0.00924313093639366
4191,Mauritania,MRT,2042,0.00924313093639366
4192,Mauritania,MRT,2043,0.00924313093639366
4193,Mauritania,MRT,2044,0.00924313093639366
4194,Mauritania,MRT,2045,0.00924313093639366
4195,Mauritania,MRT,2046,0.00924313093639366
4196,Mauritania,MRT,2047,0.00924313093639366
4197,Mauritania,MRT,2048,0.00924313093639366
4198,Mauritania,MRT,2049,0.00924313093639366
4199,Mauritania,MRT,2050,0.00924313093639366
4209,Mauritius,MUS,2020,0.00924313093639366
4210,Mauritius,MUS,2021,0.00924313093639366
4211,Mauritius,MUS,2022,0.00924313093639366
4212,Mauritius,MUS,2023,0.00924313093639366
4213,Mauritius,MUS,2024,0.00924313093639366
4214,Mauritius,MUS,2025,0.00924313093639366
4215,Mauritius,MUS,2026,0.00924313093639366
4216,Mauritius,MUS,2027,0.00924313093639366
4217,Mauritius,MUS,2028,0.00924313093639366
4218,Mauritius,MUS,2029,0.00924313093639366
4219,Mauritius,MUS,2030,0.00924313093639366
4220,Mauritius,MUS,2031,0.00924313093639366
4221,Mauritius,MUS,2032,0.00924313093639366
4222,Mauritius,MUS,2033,0.00924313093639366
4223,Mauritius,MUS,2034,0.00924313093639366
4224,Mauritius,MUS,2035,0.00924313093639366
4225,Mauritius,MUS,2036,0.00924313093639366
4226,Mauritius,MUS,2037,0.00924313093639366
4227,Mauritius,MUS,2038,0.00924313093639366
4228,Mauritius,MUS,2039,0.00924313093639366
4229,Mauritius,MUS,2040,0.00924313093639366
4230,Mauritius,MUS,2041,0.00924313093639366
4231,Mauritius,MUS,2042,0.00924313093639366
4232,Mauritius,MUS,2043,0.00924313093639366
4233,Mauritius,MUS,2044,0.00924313093639366
4234,Mauritius,MUS,2045,0.00924313093639366
4235,Mauritius,MUS,2046,0.00924313093639366
4236,Mauritius,MUS,2047,0.00924313093639366
4237,Mauritius,MUS,2048,0.00924313093639366
4238,Mauritius,MUS,2049,0.00924313093639366
4239,Mauritius,MUS,2050,0.00924313093639366
4249,Mexico,MEX,2020,0.06008723088344469
4250,Mexico,MEX,2021,0.06008723088344469
4251,Mexico,MEX,2022,0.06008723088344469
4252,Mexico,MEX,2023,0.06008723088344469
4253,Mexico,MEX,2024,0.06008723088344469
4254,Mexico,MEX,2025,0.06008723088344469
4255,Mexico,MEX,2026,0.06008723088344469
4256,Mexico,MEX,2027,0.06008723088344469
4257,Mexico,MEX,2028,0.06008723088344469
4258,Mexico,MEX,2029,0.06008723088344469
4259,Mexico,MEX,2030,0.06008723088344469
4260,Mexico,MEX,2031,0.06008723088344469
4261,Mexico,MEX,2032,0.06008723088344469
4262,Mexico,MEX,2033,0.06008723088344469
4263,Mexico,MEX,2034,0.06008723088344469
4264,Mexico,MEX,2035,0.06008723088344469
4265,Mexico,MEX,2036,0.06008723088344469
4266,Mexico,MEX,2037,0.06008723088344469
4267,Mexico,MEX,2038,0.06008723088344469
4268,Mexico,MEX,2039,0.06008723088344469
4269,Mexico,MEX,2040,0.06008723088344469
4270,Mexico,MEX,2041,0.06008723088344469
4271,Mexico,MEX,2042,0.06008723088344469
4272,Mexico,MEX,2043,0.06008723088344469
4273,Mexico,MEX,2044,0.06008723088344469
4274,Mexico,MEX,2045,0.06008723088344469
4275,Mexico,MEX,2046,0.06008723088344469
4276,Mexico,MEX,2047,0.06008723088344469
4277,Mexico,MEX,2048,0.06008723088344469
4278,Mexico,MEX,2049,0.06008723088344469
4279,Mexico,MEX,2050,0.06008723088344469
4289,Moldova,MDA,2020,0.0
4290,Moldova,MDA,2021,0.0
4291,Moldova,MDA,2022,0.0
4292,Moldova,MDA,2023,0.0
4293,Moldova,MDA,2024,0.0
4294,Moldova,MDA,2025,0.0
4295,Moldova,MDA,2026,0.0
4296,Moldova,MDA,2027,0.0
4297,Moldova,MDA,2028,0.0
4298,Moldova,MDA,2029,0.0
4299,Moldova,MDA,2030,0.0
4300,Moldova,MDA,2031,0.0
4301,Moldova,MDA,2032,0.0
4302,Moldova,MDA,2033,0.0
4303,Moldova,MDA,2034,0.0
4304,Moldova,MDA,2035,0.0
4305,Moldova,MDA,2036,0.0
4306,Moldova,MDA,2037,0.0
4307,Moldova,MDA,2038,0.0
4308,Moldova,MDA,2039,0.0
4309,Moldova,MDA,2040,0.0
4310,Moldova,MDA,2041,0.0
4311,Moldova,MDA,2042,0.0
4312,Moldova,MDA,2043,0.0
4313,Moldova,MDA,2044,0.0
4314,Moldova,MDA,2045,0.0
4315,Moldova,MDA,2046,0.0
4316,Moldova,MDA,2047,0.0
4317,Moldova,MDA,2048,0.0
4318,Moldova,MDA,2049,0.0
4319,Moldova,MDA,2050,0.0
4329,Mongolia,MNG,2020,0.00924313093639366
4330,Mongolia,MNG,2021,0.00924313093639366
4331,Mongolia,MNG,2022,0.00924313093639366
4332,Mongolia,MNG,2023,0.00924313093639366
4333,Mongolia,MNG,2024,0.00924313093639366
4334,Mongolia,MNG,2025,0.00924313093639366
4335,Mongolia,MNG,2026,0.00924313093639366
4336,Mongolia,MNG,2027,0.00924313093639366
4337,Mongolia,MNG,2028,0.00924313093639366
4338,Mongolia,MNG,2029,0.00924313093639366
4339,Mongolia,MNG,2030,0.00924313093639366
4340,Mongolia,MNG,2031,0.00924313093639366
4341,Mongolia,MNG,2032,0.00924313093639366
4342,Mongolia,MNG,2033,0.00924313093639366
4343,Mongolia,MNG,2034,0.00924313093639366
4344,Mongolia,MNG,2035,0.00924313093639366
4345,Mongolia,MNG,2036,0.00924313093639366
4346,Mongolia,MNG,2037,0.00924313093639366
4347,Mongolia,MNG,2038,0.00924313093639366
4348,Mongolia,MNG,2039,0.00924313093639366
4349,Mongolia,MNG,2040,0.00924313093639366
4350,Mongolia,MNG,2041,0.00924313093639366
4351,Mongolia,MNG,2042,0.00924313093639366
4352,Mongolia,MNG,2043,0.00924313093639366
4353,Mongolia,MNG,2044,0.00924313093639366
4354,Mongolia,MNG,2045,0.00924313093639366
4355,Mongolia,MNG,2046,0.00924313093639366
4356,Mongolia,MNG,2047,0.00924313093639366
4357,Mongolia,MNG,2048,0.00924313093639366
4358,Mongolia,MNG,2049,0.00924313093639366
4359,Mongolia,MNG,2050,0.00924313093639366
4369,Montenegro,MNE,2020,0.00924313093639366
4370,Montenegro,MNE,2021,0.00924313093639366
4371,Montenegro,MNE,2022,0.00924313093639366
4372,Montenegro,MNE,2023,0.00924313093639366
4373,Montenegro,MNE,2024,0.00924313093639366
4374,Montenegro,MNE,2025,0.00924313093639366
4375,Montenegro,MNE,2026,0.00924313093639366
4376,Montenegro,MNE,2027,0.00924313093639366
4377,Montenegro,MNE,2028,0.00924313093639366
4378,Montenegro,MNE,2029,0.00924313093639366
4379,Montenegro,MNE,2030,0.00924313093639366
4380,Montenegro,MNE,2031,0.00924313093639366
4381,Montenegro,MNE,2032,0.00924313093639366
4382,Montenegro,MNE,2033,0.00924313093639366
4383,Montenegro,MNE,2034,0.00924313093639366
4384,Montenegro,MNE,2035,0.00924313093639366
4385,Montenegro,MNE,2036,0.00924313093639366
4386,Montenegro,MNE,2037,0.00924313093639366
4387,Montenegro,MNE,2038,0.00924313093639366
4388,Montenegro,MNE,2039,0.00924313093639366
4389,Montenegro,MNE,2040,0.00924313093639366
4390,Montenegro,MNE,2041,0.00924313093639366
4391,Montenegro,MNE,2042,0.00924313093639366
4392,Montenegro,MNE,2043,0.00924313093639366
4393,Montenegro,MNE,2044,0.00924313093639366
4394,Montenegro,MNE,2045,0.00924313093639366
4395,Montenegro,MNE,2046,0.00924313093639366
4396,Montenegro,MNE,2047,0.00924313093639366
4397,Montenegro,MNE,2048,0.00924313093639366
4398,Montenegro,MNE,2049,0.00924313093639366
4399,Montenegro,MNE,2050,0.00924313093639366
4409,Morocco,MAR,2020,0.0
4410,Morocco,MAR,2021,0.0
4411,Morocco,MAR,2022,0.0
4412,Morocco,MAR,2023,0.0
4413,Morocco,MAR,2024,0.0
4414,Morocco,MAR,2025,0.0
4415,Morocco,MAR,2026,0.0
4416,Morocco,MAR,2027,0.0
4417,Morocco,MAR,2028,0.0
4418,Morocco,MAR,2029,0.0
4419,Morocco,MAR,2030,0.0
4420,Morocco,MAR,2031,0.0
4421,Morocco,MAR,2032,0.0
4422,Morocco,MAR,2033,0.0
4423,Morocco,MAR,2034,0.0
4424,Morocco,MAR,2035,0.0
4425,Morocco,MAR,2036,0.0
4426,Morocco,MAR,2037,0.0
4427,Morocco,MAR,2038,0.0
4428,Morocco,MAR,2039,0.0
4429,Morocco,MAR,2040,0.0
4430,Morocco,MAR,2041,0.0
4431,Morocco,MAR,2042,0.0
4432,Morocco,MAR,2043,0.0
4433,Morocco,MAR,2044,0.0
4434,Morocco,MAR,2045,0.0
4435,Morocco,MAR,2046,0.0
4436,Morocco,MAR,2047,0.0
4437,Morocco,MAR,2048,0.0
4438,Morocco,MAR,2049,0.0
4439,Morocco,MAR,2050,0.0
4449,Mozambique,MOZ,2020,0.00924313093639366
4450,Mozambique,MOZ,2021,0.00924313093639366
4451,Mozambique,MOZ,2022,0.00924313093639366
4452,Mozambique,MOZ,2023,0.00924313093639366
4453,Mozambique,MOZ,2024,0.00924313093639366
4454,Mozambique,MOZ,2025,0.00924313093639366
4455,Mozambique,MOZ,2026,0.00924313093639366
4456,Mozambique,MOZ,2027,0.00924313093639366
4457,Mozambique,MOZ,2028,0.00924313093639366
4458,Mozambique,MOZ,2029,0.00924313093639366
4459,Mozambique,MOZ,2030,0.00924313093639366
4460,Mozambique,MOZ,2031,0.00924313093639366
4461,Mozambique,MOZ,2032,0.00924313093639366
4462,Mozambique,MOZ,2033,0.00924313093639366
4463,Mozambique,MOZ,2034,0.00924313093639366
4464,Mozambique,MOZ,2035,0.00924313093639366
4465,Mozambique,MOZ,2036,0.00924313093639366
4466,Mozambique,MOZ,2037,0.00924313093639366
4467,Mozambique,MOZ,2038,0.00924313093639366
4468,Mozambique,MOZ,2039,0.00924313093639366
4469,Mozambique,MOZ,2040,0.00924313093639366
4470,Mozambique,MOZ,2041,0.00924313093639366
4471,Mozambique,MOZ,2042,0.00924313093639366
4472,Mozambique,MOZ,2043,0.00924313093639366
4473,Mozambique,MOZ,2044,0.00924313093639366
4474,Mozambique,MOZ,2045,0.00924313093639366
4475,Mozambique,MOZ,2046,0.00924313093639366
4476,Mozambique,MOZ,2047,0.00924313093639366
4477,Mozambique,MOZ,2048,0.00924313093639366
