,Nation,iso_code3,Year,frac_scoe_heat_energy_residential_kerosene
63,Albania,ALB,2034,0.0
64,Albania,ALB,2035,0.0
65,Albania,ALB,2036,0.0
66,Albania,ALB,2037,0.0
67,Albania,ALB,2038,0.0
68,Albania,ALB,2039,0.0
69,Albania,ALB,2040,0.0
70,Albania,ALB,2041,0.0
71,Albania,ALB,2042,0.0
72,Albania,ALB,2043,0.0
73,Albania,ALB,2044,0.0
74,Albania,ALB,2045,0.0
75,Albania,ALB,2046,0.0
76,Albania,ALB,2047,0.0
77,Albania,ALB,2048,0.0
78,Albania,ALB,2049,0.0
79,Albania,ALB,2050,0.0
89,Algeria,DZA,2020,0.0005417830232898556
90,Algeria,DZA,2021,0.0005417830232898556
91,Algeria,DZA,2022,0.0005417830232898556
92,Algeria,DZA,2023,0.0005417830232898556
93,Algeria,DZA,2024,0.0005417830232898556
94,Algeria,DZA,2025,0.0005417830232898556
95,Algeria,DZA,2026,0.0005417830232898556
96,Algeria,DZA,2027,0.0005417830232898556
97,Algeria,DZA,2028,0.0005417830232898556
98,Algeria,DZA,2029,0.0005417830232898556
99,Algeria,DZA,2030,0.0005417830232898556
100,Algeria,DZA,2031,0.0005417830232898556
101,Algeria,DZA,2032,0.0005417830232898556
102,Algeria,DZA,2033,0.0005417830232898556
103,Algeria,DZA,2034,0.0005417830232898556
104,Algeria,DZA,2035,0.0005417830232898556
105,Algeria,DZA,2036,0.0005417830232898556
106,Algeria,DZA,2037,0.0005417830232898556
107,Algeria,DZA,2038,0.0005417830232898556
108,Algeria,DZA,2039,0.0005417830232898556
109,Algeria,DZA,2040,0.0005417830232898556
110,Algeria,DZA,2041,0.0005417830232898556
111,Algeria,DZA,2042,0.0005417830232898556
112,Algeria,DZA,2043,0.0005417830232898556
113,Algeria,DZA,2044,0.0005417830232898556
114,Algeria,DZA,2045,0.0005417830232898556
115,Algeria,DZA,2046,0.0005417830232898556
116,Algeria,DZA,2047,0.0005417830232898556
117,Algeria,DZA,2048,0.0005417830232898556
118,Algeria,DZA,2049,0.0005417830232898556
119,Algeria,DZA,2050,0.0005417830232898556
129,Angola,AGO,2020,0.0005417830232898556
130,Angola,AGO,2021,0.0005417830232898556
131,Angola,AGO,2022,0.0005417830232898556
132,Angola,AGO,2023,0.0005417830232898556
133,Angola,AGO,2024,0.0005417830232898556
134,Angola,AGO,2025,0.0005417830232898556
135,Angola,AGO,2026,0.0005417830232898556
136,Angola,AGO,2027,0.0005417830232898556
137,Angola,AGO,2028,0.0005417830232898556
138,Angola,AGO,2029,0.0005417830232898556
139,Angola,AGO,2030,0.0005417830232898556
140,Angola,AGO,2031,0.0005417830232898556
141,Angola,AGO,2032,0.0005417830232898556
142,Angola,AGO,2033,0.0005417830232898556
143,Angola,AGO,2034,0.0005417830232898556
144,Angola,AGO,2035,0.0005417830232898556
145,Angola,AGO,2036,0.0005417830232898556
146,Angola,AGO,2037,0.0005417830232898556
147,Angola,AGO,2038,0.0005417830232898556
148,Angola,AGO,2039,0.0005417830232898556
149,Angola,AGO,2040,0.0005417830232898556
150,Angola,AGO,2041,0.0005417830232898556
151,Angola,AGO,2042,0.0005417830232898556
152,Angola,AGO,2043,0.0005417830232898556
153,Angola,AGO,2044,0.0005417830232898556
154,Angola,AGO,2045,0.0005417830232898556
155,Angola,AGO,2046,0.0005417830232898556
156,Angola,AGO,2047,0.0005417830232898556
157,Angola,AGO,2048,0.0005417830232898556
158,Angola,AGO,2049,0.0005417830232898556
159,Angola,AGO,2050,0.0005417830232898556
169,Argentina,ARG,2020,0.0
170,Argentina,ARG,2021,0.0
171,Argentina,ARG,2022,0.0
172,Argentina,ARG,2023,0.0
173,Argentina,ARG,2024,0.0
174,Argentina,ARG,2025,0.0
175,Argentina,ARG,2026,0.0
176,Argentina,ARG,2027,0.0
177,Argentina,ARG,2028,0.0
178,Argentina,ARG,2029,0.0
179,Argentina,ARG,2030,0.0
180,Argentina,ARG,2031,0.0
181,Argentina,ARG,2032,0.0
182,Argentina,ARG,2033,0.0
183,Argentina,ARG,2034,0.0
184,Argentina,ARG,2035,0.0
185,Argentina,ARG,2036,0.0
186,Argentina,ARG,2037,0.0
187,Argentina,ARG,2038,0.0
188,Argentina,ARG,2039,0.0
189,Argentina,ARG,2040,0.0
190,Argentina,ARG,2041,0.0
191,Argentina,ARG,2042,0.0
192,Argentina,ARG,2043,0.0
193,Argentina,ARG,2044,0.0
194,Argentina,ARG,2045,0.0
195,Argentina,ARG,2046,0.0
196,Argentina,ARG,2047,0.0
197,Argentina,ARG,2048,0.0
198,Argentina,ARG,2049,0.0
199,Argentina,ARG,2050,0.0
209,Armenia,ARM,2020,0.0005417830232898556
210,Armenia,ARM,2021,0.0005417830232898556
211,Armenia,ARM,2022,0.0005417830232898556
212,Armenia,ARM,2023,0.0005417830232898556
213,Armenia,ARM,2024,0.0005417830232898556
214,Armenia,ARM,2025,0.0005417830232898556
215,Armenia,ARM,2026,0.0005417830232898556
216,Armenia,ARM,2027,0.0005417830232898556
217,Armenia,ARM,2028,0.0005417830232898556
218,Armenia,ARM,2029,0.0005417830232898556
219,Armenia,ARM,2030,0.0005417830232898556
220,Armenia,ARM,2031,0.0005417830232898556
221,Armenia,ARM,2032,0.0005417830232898556
222,Armenia,ARM,2033,0.0005417830232898556
223,Armenia,ARM,2034,0.0005417830232898556
224,Armenia,ARM,2035,0.0005417830232898556
225,Armenia,ARM,2036,0.0005417830232898556
226,Armenia,ARM,2037,0.0005417830232898556
227,Armenia,ARM,2038,0.0005417830232898556
228,Armenia,ARM,2039,0.0005417830232898556
229,Armenia,ARM,2040,0.0005417830232898556
230,Armenia,ARM,2041,0.0005417830232898556
231,Armenia,ARM,2042,0.0005417830232898556
232,Armenia,ARM,2043,0.0005417830232898556
233,Armenia,ARM,2044,0.0005417830232898556
234,Armenia,ARM,2045,0.0005417830232898556
235,Armenia,ARM,2046,0.0005417830232898556
236,Armenia,ARM,2047,0.0005417830232898556
237,Armenia,ARM,2048,0.0005417830232898556
238,Armenia,ARM,2049,0.0005417830232898556
239,Armenia,ARM,2050,0.0005417830232898556
249,Aruba,ABW,2020,0.0005417830232898556
250,Aruba,ABW,2021,0.0005417830232898556
251,Aruba,ABW,2022,0.0005417830232898556
252,Aruba,ABW,2023,0.0005417830232898556
253,Aruba,ABW,2024,0.0005417830232898556
254,Aruba,ABW,2025,0.0005417830232898556
255,Aruba,ABW,2026,0.0005417830232898556
256,Aruba,ABW,2027,0.0005417830232898556
257,Aruba,ABW,2028,0.0005417830232898556
258,Aruba,ABW,2029,0.0005417830232898556
259,Aruba,ABW,2030,0.0005417830232898556
260,Aruba,ABW,2031,0.0005417830232898556
261,Aruba,ABW,2032,0.0005417830232898556
262,Aruba,ABW,2033,0.0005417830232898556
263,Aruba,ABW,2034,0.0005417830232898556
264,Aruba,ABW,2035,0.0005417830232898556
265,Aruba,ABW,2036,0.0005417830232898556
266,Aruba,ABW,2037,0.0005417830232898556
267,Aruba,ABW,2038,0.0005417830232898556
268,Aruba,ABW,2039,0.0005417830232898556
269,Aruba,ABW,2040,0.0005417830232898556
270,Aruba,ABW,2041,0.0005417830232898556
271,Aruba,ABW,2042,0.0005417830232898556
272,Aruba,ABW,2043,0.0005417830232898556
273,Aruba,ABW,2044,0.0005417830232898556
274,Aruba,ABW,2045,0.0005417830232898556
275,Aruba,ABW,2046,0.0005417830232898556
276,Aruba,ABW,2047,0.0005417830232898556
277,Aruba,ABW,2048,0.0005417830232898556
278,Aruba,ABW,2049,0.0005417830232898556
279,Aruba,ABW,2050,0.0005417830232898556
289,Australia,AUS,2020,0.0
290,Australia,AUS,2021,0.0
291,Australia,AUS,2022,0.0
292,Australia,AUS,2023,0.0
293,Australia,AUS,2024,0.0
294,Australia,AUS,2025,0.0
295,Australia,AUS,2026,0.0
296,Australia,AUS,2027,0.0
297,Australia,AUS,2028,0.0
298,Australia,AUS,2029,0.0
299,Australia,AUS,2030,0.0
300,Australia,AUS,2031,0.0
301,Australia,AUS,2032,0.0
302,Australia,AUS,2033,0.0
303,Australia,AUS,2034,0.0
304,Australia,AUS,2035,0.0
305,Australia,AUS,2036,0.0
306,Australia,AUS,2037,0.0
307,Australia,AUS,2038,0.0
308,Australia,AUS,2039,0.0
309,Australia,AUS,2040,0.0
310,Australia,AUS,2041,0.0
311,Australia,AUS,2042,0.0
312,Australia,AUS,2043,0.0
313,Australia,AUS,2044,0.0
314,Australia,AUS,2045,0.0
315,Australia,AUS,2046,0.0
316,Australia,AUS,2047,0.0
317,Australia,AUS,2048,0.0
318,Australia,AUS,2049,0.0
319,Australia,AUS,2050,0.0
329,Austria,AUT,2020,0.002683496496546241
330,Austria,AUT,2021,0.002683496496546241
331,Austria,AUT,2022,0.002683496496546241
332,Austria,AUT,2023,0.002683496496546241
333,Austria,AUT,2024,0.002683496496546241
334,Austria,AUT,2025,0.002683496496546241
335,Austria,AUT,2026,0.002683496496546241
336,Austria,AUT,2027,0.002683496496546241
337,Austria,AUT,2028,0.002683496496546241
338,Austria,AUT,2029,0.002683496496546241
339,Austria,AUT,2030,0.002683496496546241
340,Austria,AUT,2031,0.002683496496546241
341,Austria,AUT,2032,0.002683496496546241
342,Austria,AUT,2033,0.002683496496546241
343,Austria,AUT,2034,0.002683496496546241
344,Austria,AUT,2035,0.002683496496546241
345,Austria,AUT,2036,0.002683496496546241
346,Austria,AUT,2037,0.002683496496546241
347,Austria,AUT,2038,0.002683496496546241
348,Austria,AUT,2039,0.002683496496546241
349,Austria,AUT,2040,0.002683496496546241
350,Austria,AUT,2041,0.002683496496546241
351,Austria,AUT,2042,0.002683496496546241
352,Austria,AUT,2043,0.002683496496546241
353,Austria,AUT,2044,0.002683496496546241
354,Austria,AUT,2045,0.002683496496546241
355,Austria,AUT,2046,0.002683496496546241
356,Austria,AUT,2047,0.002683496496546241
357,Austria,AUT,2048,0.002683496496546241
358,Austria,AUT,2049,0.002683496496546241
359,Austria,AUT,2050,0.002683496496546241
369,Azerbaijan,AZE,2020,0.0
370,Azerbaijan,AZE,2021,0.0
371,Azerbaijan,AZE,2022,0.0
372,Azerbaijan,AZE,2023,0.0
373,Azerbaijan,AZE,2024,0.0
374,Azerbaijan,AZE,2025,0.0
375,Azerbaijan,AZE,2026,0.0
376,Azerbaijan,AZE,2027,0.0
377,Azerbaijan,AZE,2028,0.0
378,Azerbaijan,AZE,2029,0.0
379,Azerbaijan,AZE,2030,0.0
380,Azerbaijan,AZE,2031,0.0
381,Azerbaijan,AZE,2032,0.0
382,Azerbaijan,AZE,2033,0.0
383,Azerbaijan,AZE,2034,0.0
384,Azerbaijan,AZE,2035,0.0
385,Azerbaijan,AZE,2036,0.0
386,Azerbaijan,AZE,2037,0.0
387,Azerbaijan,AZE,2038,0.0
388,Azerbaijan,AZE,2039,0.0
389,Azerbaijan,AZE,2040,0.0
390,Azerbaijan,AZE,2041,0.0
391,Azerbaijan,AZE,2042,0.0
392,Azerbaijan,AZE,2043,0.0
393,Azerbaijan,AZE,2044,0.0
394,Azerbaijan,AZE,2045,0.0
395,Azerbaijan,AZE,2046,0.0
396,Azerbaijan,AZE,2047,0.0
397,Azerbaijan,AZE,2048,0.0
398,Azerbaijan,AZE,2049,0.0
399,Azerbaijan,AZE,2050,0.0
409,"Bahamas, The",BHS,2020,0.0005417830232898556
410,"Bahamas, The",BHS,2021,0.0005417830232898556
411,"Bahamas, The",BHS,2022,0.0005417830232898556
412,"Bahamas, The",BHS,2023,0.0005417830232898556
413,"Bahamas, The",BHS,2024,0.0005417830232898556
414,"Bahamas, The",BHS,2025,0.0005417830232898556
415,"Bahamas, The",BHS,2026,0.0005417830232898556
416,"Bahamas, The",BHS,2027,0.0005417830232898556
417,"Bahamas, The",BHS,2028,0.0005417830232898556
418,"Bahamas, The",BHS,2029,0.0005417830232898556
419,"Bahamas, The",BHS,2030,0.0005417830232898556
420,"Bahamas, The",BHS,2031,0.0005417830232898556
421,"Bahamas, The",BHS,2032,0.0005417830232898556
422,"Bahamas, The",BHS,2033,0.0005417830232898556
423,"Bahamas, The",BHS,2034,0.0005417830232898556
424,"Bahamas, The",BHS,2035,0.0005417830232898556
425,"Bahamas, The",BHS,2036,0.0005417830232898556
426,"Bahamas, The",BHS,2037,0.0005417830232898556
427,"Bahamas, The",BHS,2038,0.0005417830232898556
428,"Bahamas, The",BHS,2039,0.0005417830232898556
429,"Bahamas, The",BHS,2040,0.0005417830232898556
430,"Bahamas, The",BHS,2041,0.0005417830232898556
431,"Bahamas, The",BHS,2042,0.0005417830232898556
432,"Bahamas, The",BHS,2043,0.0005417830232898556
433,"Bahamas, The",BHS,2044,0.0005417830232898556
434,"Bahamas, The",BHS,2045,0.0005417830232898556
435,"Bahamas, The",BHS,2046,0.0005417830232898556
436,"Bahamas, The",BHS,2047,0.0005417830232898556
437,"Bahamas, The",BHS,2048,0.0005417830232898556
438,"Bahamas, The",BHS,2049,0.0005417830232898556
439,"Bahamas, The",BHS,2050,0.0005417830232898556
449,Bahrain,BHR,2020,0.0005417830232898556
450,Bahrain,BHR,2021,0.0005417830232898556
451,Bahrain,BHR,2022,0.0005417830232898556
452,Bahrain,BHR,2023,0.0005417830232898556
453,Bahrain,BHR,2024,0.0005417830232898556
454,Bahrain,BHR,2025,0.0005417830232898556
455,Bahrain,BHR,2026,0.0005417830232898556
456,Bahrain,BHR,2027,0.0005417830232898556
457,Bahrain,BHR,2028,0.0005417830232898556
458,Bahrain,BHR,2029,0.0005417830232898556
459,Bahrain,BHR,2030,0.0005417830232898556
460,Bahrain,BHR,2031,0.0005417830232898556
461,Bahrain,BHR,2032,0.0005417830232898556
462,Bahrain,BHR,2033,0.0005417830232898556
463,Bahrain,BHR,2034,0.0005417830232898556
464,Bahrain,BHR,2035,0.0005417830232898556
465,Bahrain,BHR,2036,0.0005417830232898556
466,Bahrain,BHR,2037,0.0005417830232898556
467,Bahrain,BHR,2038,0.0005417830232898556
468,Bahrain,BHR,2039,0.0005417830232898556
469,Bahrain,BHR,2040,0.0005417830232898556
470,Bahrain,BHR,2041,0.0005417830232898556
471,Bahrain,BHR,2042,0.0005417830232898556
472,Bahrain,BHR,2043,0.0005417830232898556
473,Bahrain,BHR,2044,0.0005417830232898556
474,Bahrain,BHR,2045,0.0005417830232898556
475,Bahrain,BHR,2046,0.0005417830232898556
476,Bahrain,BHR,2047,0.0005417830232898556
477,Bahrain,BHR,2048,0.0005417830232898556
478,Bahrain,BHR,2049,0.0005417830232898556
479,Bahrain,BHR,2050,0.0005417830232898556
489,Bangladesh,BGD,2020,0.0005417830232898556
490,Bangladesh,BGD,2021,0.0005417830232898556
491,Bangladesh,BGD,2022,0.0005417830232898556
492,Bangladesh,BGD,2023,0.0005417830232898556
493,Bangladesh,BGD,2024,0.0005417830232898556
494,Bangladesh,BGD,2025,0.0005417830232898556
495,Bangladesh,BGD,2026,0.0005417830232898556
496,Bangladesh,BGD,2027,0.0005417830232898556
497,Bangladesh,BGD,2028,0.0005417830232898556
498,Bangladesh,BGD,2029,0.0005417830232898556
499,Bangladesh,BGD,2030,0.0005417830232898556
500,Bangladesh,BGD,2031,0.0005417830232898556
501,Bangladesh,BGD,2032,0.0005417830232898556
502,Bangladesh,BGD,2033,0.0005417830232898556
503,Bangladesh,BGD,2034,0.0005417830232898556
504,Bangladesh,BGD,2035,0.0005417830232898556
505,Bangladesh,BGD,2036,0.0005417830232898556
506,Bangladesh,BGD,2037,0.0005417830232898556
507,Bangladesh,BGD,2038,0.0005417830232898556
508,Bangladesh,BGD,2039,0.0005417830232898556
509,Bangladesh,BGD,2040,0.0005417830232898556
510,Bangladesh,BGD,2041,0.0005417830232898556
511,Bangladesh,BGD,2042,0.0005417830232898556
512,Bangladesh,BGD,2043,0.0005417830232898556
513,Bangladesh,BGD,2044,0.0005417830232898556
514,Bangladesh,BGD,2045,0.0005417830232898556
515,Bangladesh,BGD,2046,0.0005417830232898556
516,Bangladesh,BGD,2047,0.0005417830232898556
517,Bangladesh,BGD,2048,0.0005417830232898556
518,Bangladesh,BGD,2049,0.0005417830232898556
519,Bangladesh,BGD,2050,0.0005417830232898556
529,Barbados,BRB,2020,0.0005417830232898556
530,Barbados,BRB,2021,0.0005417830232898556
531,Barbados,BRB,2022,0.0005417830232898556
532,Barbados,BRB,2023,0.0005417830232898556
533,Barbados,BRB,2024,0.0005417830232898556
534,Barbados,BRB,2025,0.0005417830232898556
535,Barbados,BRB,2026,0.0005417830232898556
536,Barbados,BRB,2027,0.0005417830232898556
537,Barbados,BRB,2028,0.0005417830232898556
538,Barbados,BRB,2029,0.0005417830232898556
539,Barbados,BRB,2030,0.0005417830232898556
540,Barbados,BRB,2031,0.0005417830232898556
541,Barbados,BRB,2032,0.0005417830232898556
542,Barbados,BRB,2033,0.0005417830232898556
543,Barbados,BRB,2034,0.0005417830232898556
544,Barbados,BRB,2035,0.0005417830232898556
545,Barbados,BRB,2036,0.0005417830232898556
546,Barbados,BRB,2037,0.0005417830232898556
547,Barbados,BRB,2038,0.0005417830232898556
548,Barbados,BRB,2039,0.0005417830232898556
549,Barbados,BRB,2040,0.0005417830232898556
550,Barbados,BRB,2041,0.0005417830232898556
551,Barbados,BRB,2042,0.0005417830232898556
552,Barbados,BRB,2043,0.0005417830232898556
553,Barbados,BRB,2044,0.0005417830232898556
554,Barbados,BRB,2045,0.0005417830232898556
555,Barbados,BRB,2046,0.0005417830232898556
556,Barbados,BRB,2047,0.0005417830232898556
557,Barbados,BRB,2048,0.0005417830232898556
558,Barbados,BRB,2049,0.0005417830232898556
559,Barbados,BRB,2050,0.0005417830232898556
569,Belarus,BLR,2020,0.0
570,Belarus,BLR,2021,0.0
571,Belarus,BLR,2022,0.0
572,Belarus,BLR,2023,0.0
573,Belarus,BLR,2024,0.0
574,Belarus,BLR,2025,0.0
575,Belarus,BLR,2026,0.0
576,Belarus,BLR,2027,0.0
577,Belarus,BLR,2028,0.0
578,Belarus,BLR,2029,0.0
579,Belarus,BLR,2030,0.0
580,Belarus,BLR,2031,0.0
581,Belarus,BLR,2032,0.0
582,Belarus,BLR,2033,0.0
583,Belarus,BLR,2034,0.0
584,Belarus,BLR,2035,0.0
585,Belarus,BLR,2036,0.0
586,Belarus,BLR,2037,0.0
587,Belarus,BLR,2038,0.0
588,Belarus,BLR,2039,0.0
589,Belarus,BLR,2040,0.0
590,Belarus,BLR,2041,0.0
591,Belarus,BLR,2042,0.0
592,Belarus,BLR,2043,0.0
593,Belarus,BLR,2044,0.0
594,Belarus,BLR,2045,0.0
595,Belarus,BLR,2046,0.0
596,Belarus,BLR,2047,0.0
597,Belarus,BLR,2048,0.0
598,Belarus,BLR,2049,0.0
599,Belarus,BLR,2050,0.0
609,Belgium,BEL,2020,0.00033141389452752813
610,Belgium,BEL,2021,0.00033141389452752813
611,Belgium,BEL,2022,0.00033141389452752813
612,Belgium,BEL,2023,0.00033141389452752813
613,Belgium,BEL,2024,0.00033141389452752813
614,Belgium,BEL,2025,0.00033141389452752813
615,Belgium,BEL,2026,0.00033141389452752813
616,Belgium,BEL,2027,0.00033141389452752813
617,Belgium,BEL,2028,0.00033141389452752813
618,Belgium,BEL,2029,0.00033141389452752813
619,Belgium,BEL,2030,0.00033141389452752813
620,Belgium,BEL,2031,0.00033141389452752813
621,Belgium,BEL,2032,0.00033141389452752813
622,Belgium,BEL,2033,0.00033141389452752813
623,Belgium,BEL,2034,0.00033141389452752813
624,Belgium,BEL,2035,0.00033141389452752813
625,Belgium,BEL,2036,0.00033141389452752813
626,Belgium,BEL,2037,0.00033141389452752813
627,Belgium,BEL,2038,0.00033141389452752813
628,Belgium,BEL,2039,0.00033141389452752813
629,Belgium,BEL,2040,0.00033141389452752813
630,Belgium,BEL,2041,0.00033141389452752813
631,Belgium,BEL,2042,0.00033141389452752813
632,Belgium,BEL,2043,0.00033141389452752813
633,Belgium,BEL,2044,0.00033141389452752813
634,Belgium,BEL,2045,0.00033141389452752813
635,Belgium,BEL,2046,0.00033141389452752813
636,Belgium,BEL,2047,0.00033141389452752813
637,Belgium,BEL,2048,0.00033141389452752813
638,Belgium,BEL,2049,0.00033141389452752813
639,Belgium,BEL,2050,0.00033141389452752813
649,Belize,BLZ,2020,0.0005417830232898556
650,Belize,BLZ,2021,0.0005417830232898556
651,Belize,BLZ,2022,0.0005417830232898556
652,Belize,BLZ,2023,0.0005417830232898556
653,Belize,BLZ,2024,0.0005417830232898556
654,Belize,BLZ,2025,0.0005417830232898556
655,Belize,BLZ,2026,0.0005417830232898556
656,Belize,BLZ,2027,0.0005417830232898556
657,Belize,BLZ,2028,0.0005417830232898556
658,Belize,BLZ,2029,0.0005417830232898556
659,Belize,BLZ,2030,0.0005417830232898556
660,Belize,BLZ,2031,0.0005417830232898556
661,Belize,BLZ,2032,0.0005417830232898556
662,Belize,BLZ,2033,0.0005417830232898556
663,Belize,BLZ,2034,0.0005417830232898556
664,Belize,BLZ,2035,0.0005417830232898556
665,Belize,BLZ,2036,0.0005417830232898556
666,Belize,BLZ,2037,0.0005417830232898556
667,Belize,BLZ,2038,0.0005417830232898556
668,Belize,BLZ,2039,0.0005417830232898556
669,Belize,BLZ,2040,0.0005417830232898556
670,Belize,BLZ,2041,0.0005417830232898556
671,Belize,BLZ,2042,0.0005417830232898556
672,Belize,BLZ,2043,0.0005417830232898556
673,Belize,BLZ,2044,0.0005417830232898556
674,Belize,BLZ,2045,0.0005417830232898556
675,Belize,BLZ,2046,0.0005417830232898556
676,Belize,BLZ,2047,0.0005417830232898556
677,Belize,BLZ,2048,0.0005417830232898556
678,Belize,BLZ,2049,0.0005417830232898556
679,Belize,BLZ,2050,0.0005417830232898556
689,Benin,BEN,2020,0.0005417830232898556
690,Benin,BEN,2021,0.0005417830232898556
691,Benin,BEN,2022,0.0005417830232898556
692,Benin,BEN,2023,0.0005417830232898556
693,Benin,BEN,2024,0.0005417830232898556
694,Benin,BEN,2025,0.0005417830232898556
695,Benin,BEN,2026,0.0005417830232898556
696,Benin,BEN,2027,0.0005417830232898556
697,Benin,BEN,2028,0.0005417830232898556
698,Benin,BEN,2029,0.0005417830232898556
699,Benin,BEN,2030,0.0005417830232898556
700,Benin,BEN,2031,0.0005417830232898556
701,Benin,BEN,2032,0.0005417830232898556
702,Benin,BEN,2033,0.0005417830232898556
703,Benin,BEN,2034,0.0005417830232898556
704,Benin,BEN,2035,0.0005417830232898556
705,Benin,BEN,2036,0.0005417830232898556
706,Benin,BEN,2037,0.0005417830232898556
707,Benin,BEN,2038,0.0005417830232898556
708,Benin,BEN,2039,0.0005417830232898556
709,Benin,BEN,2040,0.0005417830232898556
710,Benin,BEN,2041,0.0005417830232898556
711,Benin,BEN,2042,0.0005417830232898556
712,Benin,BEN,2043,0.0005417830232898556
713,Benin,BEN,2044,0.0005417830232898556
714,Benin,BEN,2045,0.0005417830232898556
715,Benin,BEN,2046,0.0005417830232898556
716,Benin,BEN,2047,0.0005417830232898556
717,Benin,BEN,2048,0.0005417830232898556
718,Benin,BEN,2049,0.0005417830232898556
719,Benin,BEN,2050,0.0005417830232898556
729,Bhutan,BTN,2020,0.0005417830232898556
730,Bhutan,BTN,2021,0.0005417830232898556
731,Bhutan,BTN,2022,0.0005417830232898556
732,Bhutan,BTN,2023,0.0005417830232898556
733,Bhutan,BTN,2024,0.0005417830232898556
734,Bhutan,BTN,2025,0.0005417830232898556
735,Bhutan,BTN,2026,0.0005417830232898556
736,Bhutan,BTN,2027,0.0005417830232898556
737,Bhutan,BTN,2028,0.0005417830232898556
738,Bhutan,BTN,2029,0.0005417830232898556
739,Bhutan,BTN,2030,0.0005417830232898556
740,Bhutan,BTN,2031,0.0005417830232898556
741,Bhutan,BTN,2032,0.0005417830232898556
742,Bhutan,BTN,2033,0.0005417830232898556
743,Bhutan,BTN,2034,0.0005417830232898556
744,Bhutan,BTN,2035,0.0005417830232898556
745,Bhutan,BTN,2036,0.0005417830232898556
746,Bhutan,BTN,2037,0.0005417830232898556
747,Bhutan,BTN,2038,0.0005417830232898556
748,Bhutan,BTN,2039,0.0005417830232898556
749,Bhutan,BTN,2040,0.0005417830232898556
750,Bhutan,BTN,2041,0.0005417830232898556
751,Bhutan,BTN,2042,0.0005417830232898556
752,Bhutan,BTN,2043,0.0005417830232898556
753,Bhutan,BTN,2044,0.0005417830232898556
754,Bhutan,BTN,2045,0.0005417830232898556
755,Bhutan,BTN,2046,0.0005417830232898556
756,Bhutan,BTN,2047,0.0005417830232898556
757,Bhutan,BTN,2048,0.0005417830232898556
758,Bhutan,BTN,2049,0.0005417830232898556
759,Bhutan,BTN,2050,0.0005417830232898556
769,Bolivia,BOL,2020,0.0005417830232898556
770,Bolivia,BOL,2021,0.0005417830232898556
771,Bolivia,BOL,2022,0.0005417830232898556
772,Bolivia,BOL,2023,0.0005417830232898556
773,Bolivia,BOL,2024,0.0005417830232898556
774,Bolivia,BOL,2025,0.0005417830232898556
775,Bolivia,BOL,2026,0.0005417830232898556
776,Bolivia,BOL,2027,0.0005417830232898556
777,Bolivia,BOL,2028,0.0005417830232898556
778,Bolivia,BOL,2029,0.0005417830232898556
779,Bolivia,BOL,2030,0.0005417830232898556
780,Bolivia,BOL,2031,0.0005417830232898556
781,Bolivia,BOL,2032,0.0005417830232898556
782,Bolivia,BOL,2033,0.0005417830232898556
783,Bolivia,BOL,2034,0.0005417830232898556
784,Bolivia,BOL,2035,0.0005417830232898556
785,Bolivia,BOL,2036,0.0005417830232898556
786,Bolivia,BOL,2037,0.0005417830232898556
787,Bolivia,BOL,2038,0.0005417830232898556
788,Bolivia,BOL,2039,0.0005417830232898556
