"iso_code3","frac_waso_initial_composition_mun_rubber_leather","Year"
"AUS",0.0275675246588997,2016
"AUS",0.0275675246588997,2017
"AUS",0.0275675246588997,2018
"AUS",0.0275675246588997,2019
"AUS",0.0275675246588997,2020
"AUT",0.0278527922909568,2010
"AUT",0.0278527922909568,2011
"AUT",0.0278527922909568,2012
"AUT",0.0278527922909568,2013
"AUT",0.0278527922909568,2014
"AUT",0.0278527922909568,2015
"AUT",0.0278527922909568,2016
"AUT",0.0278527922909568,2017
"AUT",0.0278527922909568,2018
"AUT",0.0278527922909568,2019
"AUT",0.0278527922909568,2020
"AZE",0.0309,2010
"AZE",0.0309,2011
"AZE",0.0309,2012
"AZE",0.0309,2013
"AZE",0.0309,2014
"AZE",0.0309,2015
"AZE",0.0309,2016
"AZE",0.0309,2017
"AZE",0.0309,2018
"AZE",0.0309,2019
"AZE",0.0309,2020
"BDI",0.0263168607464934,2010
"BDI",0.0263168607464934,2011
"BDI",0.0263168607464934,2012
"BDI",0.0263168607464934,2013
"BDI",0.0263168607464934,2014
"BDI",0.0263168607464934,2015
"BDI",0.0263168607464934,2016
"BDI",0.0263168607464934,2017
"BDI",0.0263168607464934,2018
"BDI",0.0263168607464934,2019
"BDI",0.0263168607464934,2020
"BEL",0.027728146801823,2010
"BEL",0.027728146801823,2011
"BEL",0.027728146801823,2012
"BEL",0.027728146801823,2013
"BEL",0.027728146801823,2014
"BEL",0.027728146801823,2015
"BEL",0.027728146801823,2016
"BEL",0.027728146801823,2017
"BEL",0.027728146801823,2018
"BEL",0.027728146801823,2019
"BEL",0.027728146801823,2020
"BEN",0.0263601421322184,2010
"BEN",0.0263601421322184,2011
"BEN",0.0263601421322184,2012
"BEN",0.0263601421322184,2013
"BEN",0.0263601421322184,2014
"BEN",0.0263601421322184,2015
"BEN",0.0263601421322184,2016
"BEN",0.0263601421322184,2017
"BEN",0.0263601421322184,2018
"BEN",0.0263601421322184,2019
"BEN",0.0263601421322184,2020
"BFA",0.026305576841867,2010
"BFA",0.026305576841867,2011
"BFA",0.026305576841867,2012
"BFA",0.026305576841867,2013
"BFA",0.026305576841867,2014
"BFA",0.026305576841867,2015
"BFA",0.026305576841867,2016
"BFA",0.026305576841867,2017
"BFA",0.026305576841867,2018
"BFA",0.026305576841867,2019
"BFA",0.026305576841867,2020
"BGD",0.0108,2010
"BGD",0.0108,2011
"BGD",0.0108,2012
"BGD",0.0108,2013
"BGD",0.0108,2014
"BGD",0.0108,2015
"BGD",0.0108,2016
"BGD",0.0108,2017
"BGD",0.0108,2018
"BGD",0.0108,2019
"BGD",0.0108,2020
"BGR",0.0196,2010
"BGR",0.0196,2011
"BGR",0.0196,2012
"BGR",0.0196,2013
"BGR",0.0196,2014
"BGR",0.0196,2015
"BGR",0.0196,2016
"BGR",0.0196,2017
"BGR",0.0196,2018
"BGR",0.0196,2019
"BGR",0.0196,2020
"BHR",0.0276537485299029,2010
"BHR",0.0276537485299029,2011
"BHR",0.0276537485299029,2012
"BHR",0.0276537485299029,2013
"BHR",0.0276537485299029,2014
"BHR",0.0276537485299029,2015
"BHR",0.0276537485299029,2016
"BHR",0.0276537485299029,2017
"BHR",0.0276537485299029,2018
"BHR",0.0276537485299029,2019
"BHR",0.0276537485299029,2020
"BHS",0.0273068513935876,2010
"BHS",0.0273068513935876,2011
"BHS",0.0273068513935876,2012
"BHS",0.0273068513935876,2013
"BHS",0.0273068513935876,2014
"BHS",0.0273068513935876,2015
"BHS",0.0273068513935876,2016
"BHS",0.0273068513935876,2017
"BHS",0.0273068513935876,2018
"BHS",0.0273068513935876,2019
"BHS",0.0273068513935876,2020
"BIH",0.0266595437998077,2010
"BIH",0.0266595437998077,2011
"BIH",0.0266595437998077,2012
"BIH",0.0266595437998077,2013
"BIH",0.0266595437998077,2014
"BIH",0.0266595437998077,2015
"BIH",0.0266595437998077,2016
"BIH",0.0266595437998077,2017
"BIH",0.0266595437998077,2018
"BIH",0.0266595437998077,2019
"BIH",0.0266595437998077,2020
"BLR",0.06,2010
"BLR",0.06,2011
"BLR",0.06,2012
"BLR",0.06,2013
"BLR",0.06,2014
"BLR",0.06,2015
"BLR",0.06,2016
"BLR",0.06,2017
"BLR",0.06,2018
"BLR",0.06,2019
"BLR",0.06,2020
"BLZ",0.0265197985404462,2010
"BLZ",0.0265197985404462,2011
"BLZ",0.0265197985404462,2012
"BLZ",0.0265197985404462,2013
"BLZ",0.0265197985404462,2014
"BLZ",0.0265197985404462,2015
"BLZ",0.0265197985404462,2016
"BLZ",0.0265197985404462,2017
"BLZ",0.0265197985404462,2018
"BLZ",0.0265197985404462,2019
"BLZ",0.0265197985404462,2020
"BMU",0.028583046042111,2010
"BMU",0.028583046042111,2011
"BMU",0.028583046042111,2012
"BMU",0.028583046042111,2013
"BMU",0.028583046042111,2014
"BMU",0.028583046042111,2015
"BMU",0.028583046042111,2016
"BMU",0.028583046042111,2017
"BMU",0.028583046042111,2018
"BMU",0.028583046042111,2019
"BMU",0.028583046042111,2020
"BOL",0.026502116907171,2010
"BOL",0.026502116907171,2011
"BOL",0.026502116907171,2012
"BOL",0.026502116907171,2013
"BOL",0.026502116907171,2014
"BOL",0.026502116907171,2015
"BOL",0.026502116907171,2016
"BOL",0.026502116907171,2017
"BOL",0.026502116907171,2018
"BOL",0.026502116907171,2019
"BOL",0.026502116907171,2020
"BRA",0.0259625623758465,2010
"BRA",0.0259625623758465,2011
"BRA",0.0259625623758465,2012
"BRA",0.0259625623758465,2013
"BRA",0.0259625623758465,2014
"BRA",0.0259625623758465,2015
"BRA",0.0259625623758465,2016
"BRA",0.0259625623758465,2017
"BRA",0.0259625623758465,2018
"BRA",0.0259625623758465,2019
"BRA",0.0259625623758465,2020
"BRB",0.121,2010
"BRB",0.121,2011
"BRB",0.121,2012
"BRB",0.121,2013
"BRB",0.121,2014
"BRB",0.121,2015
"BRB",0.121,2016
"BRB",0.121,2017
"BRB",0.121,2018
"BRB",0.121,2019
"BRB",0.121,2020
"BRN",0.01,2010
"BRN",0.01,2011
"BRN",0.01,2012
"BRN",0.01,2013
"BRN",0.01,2014
"BRN",0.01,2015
"BRN",0.01,2016
"BRN",0.01,2017
"BRN",0.01,2018
"BRN",0.01,2019
"BRN",0.01,2020
"BTN",0.0265041645352167,2010
"BTN",0.0265041645352167,2011
"BTN",0.0265041645352167,2012
"BTN",0.0265041645352167,2013
"BTN",0.0265041645352167,2014
"BTN",0.0265041645352167,2015
"BTN",0.0265041645352167,2016
"BTN",0.0265041645352167,2017
"BTN",0.0265041645352167,2018
"BTN",0.0265041645352167,2019
"BTN",0.0265041645352167,2020
"BWA",0.0267058256162915,2010
"BWA",0.0267058256162915,2011
"BWA",0.0267058256162915,2012
"BWA",0.0267058256162915,2013
"BWA",0.0267058256162915,2014
"BWA",0.0267058256162915,2015
"BWA",0.0267058256162915,2016
"BWA",0.0267058256162915,2017
"BWA",0.0267058256162915,2018
"BWA",0.0267058256162915,2019
"BWA",0.0267058256162915,2020
"CAF",0.0263245357637435,2010
"CAF",0.0263245357637435,2011
"CAF",0.0263245357637435,2012
"CAF",0.0263245357637435,2013
"CAF",0.0263245357637435,2014
"CAF",0.0263245357637435,2015
"CAF",0.0263245357637435,2016
"CAF",0.0263245357637435,2017
"CAF",0.0263245357637435,2018
"CAF",0.0263245357637435,2019
"CAF",0.0263245357637435,2020
"CAN",0.0275213256310791,2010
"CAN",0.0275213256310791,2011
"CAN",0.0275213256310791,2012
"CAN",0.0275213256310791,2013
"CAN",0.0275213256310791,2014
"CAN",0.0275213256310791,2015
"CAN",0.0275213256310791,2016
"CAN",0.0275213256310791,2017
"CAN",0.0275213256310791,2018
"CAN",0.0275213256310791,2019
"CAN",0.0275213256310791,2020
"CHE",0.0281997607257798,2010
"CHE",0.0281997607257798,2011
"CHE",0.0281997607257798,2012
"CHE",0.0281997607257798,2013
"CHE",0.0281997607257798,2014
"CHE",0.0281997607257798,2015
"CHE",0.0281997607257798,2016
"CHE",0.0281997607257798,2017
"CHE",0.0281997607257798,2018
"CHE",0.0281997607257798,2019
"CHE",0.0281997607257798,2020
"CHI",0.027622977281464,2010
"CHI",0.027622977281464,2011
"CHI",0.027622977281464,2012
"CHI",0.027622977281464,2013
"CHI",0.027622977281464,2014
"CHI",0.027622977281464,2015
"CHI",0.027622977281464,2016
"CHI",0.027622977281464,2017
"CHI",0.027622977281464,2018
"CHI",0.027622977281464,2019
"CHI",0.027622977281464,2020
"CHL",0.0268259676010408,2010
"CHL",0.0268259676010408,2011
"CHL",0.0268259676010408,2012
"CHL",0.0268259676010408,2013
"CHL",0.0268259676010408,2014
"CHL",0.0268259676010408,2015
"CHL",0.0268259676010408,2016
"CHL",0.0268259676010408,2017
"CHL",0.0268259676010408,2018
"CHL",0.0268259676010408,2019
"CHL",0.0268259676010408,2020
"CHN",0.013,2010
"CHN",0.013,2011
"CHN",0.013,2012
"CHN",0.013,2013
"CHN",0.013,2014
"CHN",0.013,2015
"CHN",0.013,2016
"CHN",0.013,2017
"CHN",0.013,2018
"CHN",0.013,2019
"CHN",0.013,2020
"CIV",0.026345732130504,2010
"CIV",0.026345732130504,2011
"CIV",0.026345732130504,2012
"CIV",0.026345732130504,2013
"CIV",0.026345732130504,2014
"CIV",0.026345732130504,2015
"CIV",0.026345732130504,2016
"CIV",0.026345732130504,2017
"CIV",0.026345732130504,2018
"CIV",0.026345732130504,2019
"CIV",0.026345732130504,2020
"CMR",0.0263300002621643,2010
"CMR",0.0263300002621643,2011
"CMR",0.0263300002621643,2012
"CMR",0.0263300002621643,2013
"CMR",0.0263300002621643,2014
"CMR",0.0263300002621643,2015
"CMR",0.0263300002621643,2016
"CMR",0.0263300002621643,2017
"CMR",0.0263300002621643,2018
"CMR",0.0263300002621643,2019
"CMR",0.0263300002621643,2020
"COD",0.0260591564700599,2010
"COD",0.0260591564700599,2011
"COD",0.0260591564700599,2012
"COD",0.0260591564700599,2013
"COD",0.0260591564700599,2014
"COD",0.0260591564700599,2015
"COD",0.0260591564700599,2016
"COD",0.0260591564700599,2017
"COD",0.0260591564700599,2018
"COD",0.0260591564700599,2019
"COD",0.0260591564700599,2020
"COG",0.0264454146303193,2010
"COG",0.0264454146303193,2011
"COG",0.0264454146303193,2012
"COG",0.0264454146303193,2013
"COG",0.0264454146303193,2014
"COG",0.0264454146303193,2015
"COG",0.0264454146303193,2016
"COG",0.0264454146303193,2017
"COG",0.0264454146303193,2018
"COG",0.0264454146303193,2019
"COG",0.0264454146303193,2020
"COL",0.0264983541841418,2010
"COL",0.0264983541841418,2011
"COL",0.0264983541841418,2012
"COL",0.0264983541841418,2013
"COL",0.0264983541841418,2014
"COL",0.0264983541841418,2015
"COL",0.0264983541841418,2016
"COL",0.0264983541841418,2017
"COL",0.0264983541841418,2018
"COL",0.0264983541841418,2019
"COL",0.0264983541841418,2020
"COM",0.0263980027952167,2010
"COM",0.0263980027952167,2011
"COM",0.0263980027952167,2012
"COM",0.0263980027952167,2013
"COM",0.0263980027952167,2014
"COM",0.0263980027952167,2015
"COM",0.0263980027952167,2016
"COM",0.0263980027952167,2017
"COM",0.0263980027952167,2018
"COM",0.0263980027952167,2019
"COM",0.0263980027952167,2020
"CPV",0.0264939107016939,2010
"CPV",0.0264939107016939,2011
"CPV",0.0264939107016939,2012
"CPV",0.0264939107016939,2013
"CPV",0.0264939107016939,2014
"CPV",0.0264939107016939,2015
"CPV",0.0264939107016939,2016
"CPV",0.0264939107016939,2017
"CPV",0.0264939107016939,2018
"CPV",0.0264939107016939,2019
"CPV",0.0264939107016939,2020
"CRI",0.0268088489365733,2010
"CRI",0.0268088489365733,2011
"CRI",0.0268088489365733,2012
"CRI",0.0268088489365733,2013
"CRI",0.0268088489365733,2014
"CRI",0.0268088489365733,2015
"CRI",0.0268088489365733,2016
"CRI",0.0268088489365733,2017
"CRI",0.0268088489365733,2018
"CRI",0.0268088489365733,2019
"CRI",0.0268088489365733,2020
"CUB",0.0266398628176684,2010
"CUB",0.0266398628176684,2011
"CUB",0.0266398628176684,2012
"CUB",0.0266398628176684,2013
"CUB",0.0266398628176684,2014
"CUB",0.0266398628176684,2015
"CUB",0.0266398628176684,2016
"CUB",0.0266398628176684,2017
"CUB",0.0266398628176684,2018
"CUB",0.0266398628176684,2019
"CUB",0.0266398628176684,2020
"CUW",0.0270868321154723,2010
"CUW",0.0270868321154723,2011
"CUW",0.0270868321154723,2012
"CUW",0.0270868321154723,2013
"CUW",0.0270868321154723,2014
"CUW",0.0270868321154723,2015
"CUW",0.0270868321154723,2016
"CUW",0.0270868321154723,2017
"CUW",0.0270868321154723,2018
"CUW",0.0270868321154723,2019
"CUW",0.0270868321154723,2020
"CYM",0.0281697866775362,2010
"CYM",0.0281697866775362,2011
"CYM",0.0281697866775362,2012
"CYM",0.0281697866775362,2013
"CYM",0.0281697866775362,2014
"CYM",0.0281697866775362,2015
"CYM",0.0281697866775362,2016
"CYM",0.0281697866775362,2017
"CYM",0.0281697866775362,2018
"CYM",0.0281697866775362,2019
"CYM",0.0281697866775362,2020
"CYP",0.0274198093609228,2010
"CYP",0.0274198093609228,2011
"CYP",0.0274198093609228,2012
"CYP",0.0274198093609228,2013
"CYP",0.0274198093609228,2014
"CYP",0.0274198093609228,2015
"CYP",0.0274198093609228,2016
"CYP",0.0274198093609228,2017
"CYP",0.0274198093609228,2018
"CYP",0.0274198093609228,2019
"CYP",0.0274198093609228,2020
"CZE",0.0274212429242143,2010
"CZE",0.0274212429242143,2011
"CZE",0.0274212429242143,2012
"CZE",0.0274212429242143,2013
"CZE",0.0274212429242143,2014
"CZE",0.0274212429242143,2015
"CZE",0.0274212429242143,2016
"CZE",0.0274212429242143,2017
"CZE",0.0274212429242143,2018
"CZE",0.0274212429242143,2019
"CZE",0.0274212429242143,2020
"DEU",0.04,2010
"DEU",0.04,2011
"DEU",0.04,2012
"DEU",0.04,2013
"DEU",0.04,2014
"DEU",0.04,2015
"DEU",0.04,2016
"DEU",0.04,2017
"DEU",0.04,2018
"DEU",0.04,2019
"DEU",0.04,2020
"DJI",0.0264998568303611,2010
"DJI",0.0264998568303611,2011
"DJI",0.0264998568303611,2012
"DJI",0.0264998568303611,2013
"DJI",0.0264998568303611,2014
"DJI",0.0264998568303611,2015
"DJI",0.0264998568303611,2016
"DJI",0.0264998568303611,2017
"DJI",0.0264998568303611,2018
"DJI",0.0264998568303611,2019
"DJI",0.0264998568303611,2020
"DMA",0.0266453128983507,2010
"DMA",0.0266453128983507,2011
"DMA",0.0266453128983507,2012
"DMA",0.0266453128983507,2013
"DMA",0.0266453128983507,2014
"DMA",0.0266453128983507,2015
"DMA",0.0266453128983507,2016
"DMA",0.0266453128983507,2017
"DMA",0.0266453128983507,2018
"DMA",0.0266453128983507,2019
"DMA",0.0266453128983507,2020
"DNK",0,2010
"DNK",0,2011
"DNK",0,2012
"DNK",0,2013
"DNK",0,2014
"DNK",0,2015
"DNK",0,2016
"DNK",0,2017
"DNK",0,2018
"DNK",0,2019
"DNK",0,2020
"DOM",0.0267082586633512,2010
"DOM",0.0267082586633512,2011
"DOM",0.0267082586633512,2012
"DOM",0.0267082586633512,2013
"DOM",0.0267082586633512,2014
"DOM",0.0267082586633512,2015
"DOM",0.0267082586633512,2016
"DOM",0.0267082586633512,2017
"DOM",0.0267082586633512,2018
"DOM",0.0267082586633512,2019
"DOM",0.0267082586633512,2020
"DZA",0.126,2010
"DZA",0.126,2011
"DZA",0.126,2012
"DZA",0.126,2013
"DZA",0.126,2014
"DZA",0.126,2015
"DZA",0.126,2016
"DZA",0.126,2017
"DZA",0.126,2018
"DZA",0.126,2019
"DZA",0.126,2020
"ECU",0.0045,2010
"ECU",0.0045,2011
"ECU",0.0045,2012
"ECU",0.0045,2013
"ECU",0.0045,2014
"ECU",0.0045,2015
"ECU",0.0045,2016
"ECU",0.0045,2017
"ECU",0.0045,2018
"ECU",0.0045,2019
"ECU",0.0045,2020
"EGY",0.0262845174772918,2010
"EGY",0.0262845174772918,2011
"EGY",0.0262845174772918,2012
"EGY",0.0262845174772918,2013
"EGY",0.0262845174772918,2014
"EGY",0.0262845174772918,2015
"EGY",0.0262845174772918,2016
"EGY",0.0262845174772918,2017
"EGY",0.0262845174772918,2018
"EGY",0.0262845174772918,2019
"EGY",0.0262845174772918,2020
"ERI",0.0263496340176228,2010
"ERI",0.0263496340176228,2011
"ERI",0.0263496340176228,2012
"ERI",0.0263496340176228,2013
"ERI",0.0263496340176228,2014
"ERI",0.0263496340176228,2015
"ERI",0.0263496340176228,2016
"ERI",0.0263496340176228,2017
"ERI",0.0263496340176228,2018
"ERI",0.0263496340176228,2019
"ERI",0.0263496340176228,2020
"ESP",0.0272920457868819,2010
"ESP",0.0272920457868819,2011
"ESP",0.0272920457868819,2012
"ESP",0.0272920457868819,2013
"ESP",0.0272920457868819,2014
"ESP",0.0272920457868819,2015
"ESP",0.0272920457868819,2016
"ESP",0.0272920457868819,2017
"ESP",0.0272920457868819,2018
"ESP",0.0272920457868819,2019
"ESP",0.0272920457868819,2020
"EST",0.0273469384430555,2010
"EST",0.0273469384430555,2011
"EST",0.0273469384430555,2012
"EST",0.0273469384430555,2013
"EST",0.0273469384430555,2014
"EST",0.0273469384430555,2015
"EST",0.0273469384430555,2016
"EST",0.0273469384430555,2017
"EST",0.0273469384430555,2018
"EST",0.0273469384430555,2019
"EST",0.0273469384430555,2020
"ETH",0.0260019628021009,2010
"ETH",0.0260019628021009,2011
"ETH",0.0260019628021009,2012
"ETH",0.0260019628021009,2013
"ETH",0.0260019628021009,2014
"ETH",0.0260019628021009,2015
"ETH",0.0260019628021009,2016
"ETH",0.0260019628021009,2017
"ETH",0.0260019628021009,2018
"ETH",0.0260019628021009,2019
"ETH",0.0260019628021009,2020
"FIN",0.0276632647275448,2010
"FIN",0.0276632647275448,2011
"FIN",0.0276632647275448,2012
"FIN",0.0276632647275448,2013
"FIN",0.0276632647275448,2014
"FIN",0.0276632647275448,2015
"FIN",0.0276632647275448,2016
"FIN",0.0276632647275448,2017
"FIN",0.0276632647275448,2018
"FIN",0.0276632647275448,2019
"FIN",0.0276632647275448,2020
"FJI",0.001,2010
"FJI",0.001,2011
"FJI",0.001,2012
"FJI",0.001,2013
"FJI",0.001,2014
"FJI",0.001,2015
"FJI",0.001,2016
"FJI",0.001,2017
"FJI",0.001,2018
"FJI",0.001,2019
"FJI",0.001,2020
"FRA",0.0273621855025029,2010
"FRA",0.0273621855025029,2011
"FRA",0.0273621855025029,2012
"FRA",0.0273621855025029,2013
"FRA",0.0273621855025029,2014
"FRA",0.0273621855025029,2015
"FRA",0.0273621855025029,2016
"FRA",0.0273621855025029,2017
"FRA",0.0273621855025029,2018
"FRA",0.0273621855025029,2019
"FRA",0.0273621855025029,2020
"FRO",0.0275599132982938,2010
"FRO",0.0275599132982938,2011
"FRO",0.0275599132982938,2012
"FRO",0.0275599132982938,2013
"FRO",0.0275599132982938,2014
"FRO",0.0275599132982938,2015
"FRO",0.0275599132982938,2016
"FRO",0.0275599132982938,2017
"FRO",0.0275599132982938,2018
"FRO",0.0275599132982938,2019
"FRO",0.0275599132982938,2020
"FSM",0.0358,2010
"FSM",0.0358,2011
"FSM",0.0358,2012
"FSM",0.0358,2013
"FSM",0.0358,2014
"FSM",0.0358,2015
"FSM",0.0358,2016
"FSM",0.0358,2017
"FSM",0.0358,2018
"FSM",0.0358,2019
"FSM",0.0358,2020
"GAB",0.0268319751180476,2010
"GAB",0.0268319751180476,2011
"GAB",0.0268319751180476,2012
"GAB",0.0268319751180476,2013
"GAB",0.0268319751180476,2014
"GAB",0.0268319751180476,2015
"GAB",0.0268319751180476,2016
"GAB",0.0268319751180476,2017
"GAB",0.0268319751180476,2018
"GAB",0.0268319751180476,2019
"GAB",0.0268319751180476,2020
"GBR",0.0273694149955486,2010
"GBR",0.0273694149955486,2011
"GBR",0.0273694149955486,2012
"GBR",0.0273694149955486,2013
"GBR",0.0273694149955486,2014
"GBR",0.0273694149955486,2015
"GBR",0.0273694149955486,2016
"GBR",0.0273694149955486,2017
"GBR",0.0273694149955486,2018
"GBR",0.0273694149955486,2019
"GBR",0.0273694149955486,2020
"GEO",0.0266570377807794,2010
"GEO",0.0266570377807794,2011
"GEO",0.0266570377807794,2012
"GEO",0.0266570377807794,2013
"GEO",0.0266570377807794,2014
"GEO",0.0266570377807794,2015
"GEO",0.0266570377807794,2016
"GEO",0.0266570377807794,2017
"GEO",0.0266570377807794,2018
"GEO",0.0266570377807794,2019
"GEO",0.0266570377807794,2020
"GHA",0.0263256569562948,2010
"GHA",0.0263256569562948,2011
"GHA",0.0263256569562948,2012
"GHA",0.0263256569562948,2013
"GHA",0.0263256569562948,2014
"GHA",0.0263256569562948,2015
"GHA",0.0263256569562948,2016
"GHA",0.0263256569562948,2017
"GHA",0.0263256569562948,2018
"GHA",0.0263256569562948,2019
"GHA",0.0263256569562948,2020
"GIB",0.0275406384069586,2010
"GIB",0.0275406384069586,2011
"GIB",0.0275406384069586,2012
"GIB",0.0275406384069586,2013
"GIB",0.0275406384069586,2014
"GIB",0.0275406384069586,2015
"GIB",0.0275406384069586,2016
"GIB",0.0275406384069586,2017
"GIB",0.0275406384069586,2018
"GIB",0.0275406384069586,2019
"GIB",0.0275406384069586,2020
"GIN",0.0263336669175001,2010
"GIN",0.0263336669175001,2011
"GIN",0.0263336669175001,2012
"GIN",0.0263336669175001,2013
"GIN",0.0263336669175001,2014
"GIN",0.0263336669175001,2015
"GIN",0.0263336669175001,2016
"GIN",0.0263336669175001,2017
"GIN",0.0263336669175001,2018
"GIN",0.0263336669175001,2019
"GIN",0.0263336669175001,2020
"GMB",0.0263742657082386,2010
"GMB",0.0263742657082386,2011
"GMB",0.0263742657082386,2012
"GMB",0.0263742657082386,2013
"GMB",0.0263742657082386,2014
"GMB",0.0263742657082386,2015
"GMB",0.0263742657082386,2016
"GMB",0.0263742657082386,2017
"GMB",0.0263742657082386,2018
"GMB",0.0263742657082386,2019
"GMB",0.0263742657082386,2020
"GNB",0.0263619323178252,2010
"GNB",0.0263619323178252,2011
"GNB",0.0263619323178252,2012
"GNB",0.0263619323178252,2013
"GNB",0.0263619323178252,2014
"GNB",0.0263619323178252,2015
"GNB",0.0263619323178252,2016
"GNB",0.0263619323178252,2017
"GNB",0.0263619323178252,2018
"GNB",0.0263619323178252,2019
"GNB",0.0263619323178252,2020
"GNQ",0.0270080485156045,2010
"GNQ",0.0270080485156045,2011
"GNQ",0.0270080485156045,2012
"GNQ",0.0270080485156045,2013
"GNQ",0.0270080485156045,2014
"GNQ",0.0270080485156045,2015
"GNQ",0.0270080485156045,2016
"GNQ",0.0270080485156045,2017
"GNQ",0.0270080485156045,2018
"GNQ",0.0270080485156045,2019
"GNQ",0.0270080485156045,2020
"GRC",0.02,2010
"GRC",0.02,2011
"GRC",0.02,2012
"GRC",0.02,2013
"GRC",0.02,2014
"GRC",0.02,2015
"GRC",0.02,2016
"GRC",0.02,2017
"GRC",0.02,2018
"GRC",0.02,2019
"GRC",0.02,2020
"GRD",0.009,2010
"GRD",0.009,2011
"GRD",0.009,2012
"GRD",0.009,2013
"GRD",0.009,2014
"GRD",0.009,2015
"GRD",0.009,2016
"GRD",0.009,2017
"GRD",0.009,2018
"GRD",0.009,2019
"GRD",0.009,2020
"GRL",0.027547175749599,2010
"GRL",0.027547175749599,2011
"GRL",0.027547175749599,2012
"GRL",0.027547175749599,2013
"GRL",0.027547175749599,2014
"GRL",0.027547175749599,2015
"GRL",0.027547175749599,2016
"GRL",0.027547175749599,2017
"GRL",0.027547175749599,2018
"GRL",0.027547175749599,2019
"GRL",0.027547175749599,2020
"GTM",0.0264858096380092,2010
"GTM",0.0264858096380092,2011
"GTM",0.0264858096380092,2012
"GTM",0.0264858096380092,2013
"GTM",0.0264858096380092,2014
"GTM",0.0264858096380092,2015
"GTM",0.0264858096380092,2016
"GTM",0.0264858096380092,2017
"GTM",0.0264858096380092,2018
"GTM",0.0264858096380092,2019
"GTM",0.0264858096380092,2020
"GUM",0.031,2010
"GUM",0.031,2011
"GUM",0.031,2012
"GUM",0.031,2013
