Year,prodinit_ippu_plastic_tonne,iso_code3
2047,9429294.68707517,"POL"
2048,9714935.78959074,"POL"
2049,10009229.8022289,"POL"
2050,10312438.8471174,"POL"
2021,1326405,"PRT"
2022,1335915.22768564,"PRT"
2023,1345493.64301429,"PRT"
2024,1355140.73488641,"PRT"
2025,1364856.99570784,"PRT"
2026,1374642.92141494,"PRT"
2027,1384499.01149987,"PRT"
2028,1394425.76903615,"PRT"
2029,1404423.70070427,"PRT"
2030,1414493.3168176,"PRT"
2031,1424635.13134841,"PRT"
2032,1434849.66195414,"PRT"
2033,1445137.43000375,"PRT"
2034,1455498.96060441,"PRT"
2035,1465934.78262827,"PRT"
2036,1476445.42873944,"PRT"
2037,1487031.43542121,"PRT"
2038,1497693.3430034,"PRT"
2039,1508431.69568997,"PRT"
2040,1519247.04158677,"PRT"
2041,1530139.93272953,"PRT"
2042,1541110.92511206,"PRT"
2043,1552160.57871457,"PRT"
2044,1563289.45753231,"PRT"
2045,1574498.12960433,"PRT"
2046,1585787.16704248,"PRT"
2047,1597157.1460606,"PRT"
2048,1608608.64700397,"PRT"
2049,1620142.25437886,"PRT"
2050,1631758.55688244,"PRT"
2021,122503.9,"PRY"
2022,127880.54215903,"PRY"
2023,133493.162771859,"PRY"
2024,139352.118828781,"PRY"
2025,145468.221883827,"PRY"
2026,151852.758005369,"PRY"
2027,158517.508602343,"PRY"
2028,165474.772164531,"PRY"
2029,172737.386957005,"PRY"
2030,180318.754710634,"PRY"
2031,188232.865352345,"PRY"
2032,196494.322820789,"PRY"
2033,205118.372015046,"PRY"
2034,214120.926926096,"PRY"
2035,223518.600002966,"PRY"
2036,233328.732807745,"PRY"
2037,243569.428016039,"PRY"
2038,254259.582821902,"PRY"
2039,265418.923808905,"PRY"
2040,277068.043351675,"PRY"
2041,289228.437615079,"PRY"
2042,301922.546221187,"PRY"
2043,315173.793657184,"PRY"
2044,329006.632500672,"PRY"
2045,343446.588542103,"PRY"
2046,358520.307887615,"PRY"
2047,374255.606129198,"PRY"
2048,390681.519672912,"PRY"
2049,407828.359319874,"PRY"
2050,425727.7661989,"PRY"
2021,71385.95,"PSE"
2022,76743.0601895215,"PSE"
2023,82502.1910789521,"PSE"
2024,88693.5120389857,"PSE"
2025,95349.4564802728,"PSE"
2026,102504.891756764,"PSE"
2027,110197.301819331,"PSE"
2028,118466.983576514,"PSE"
2029,127357.257991011,"PSE"
2030,136914.697017783,"PSE"
2031,147189.367572552,"PSE"
2032,158235.093808767,"PSE"
2033,170109.739076959,"PSE"
2034,182875.509043542,"PSE"
2035,196599.277556969,"PSE"
2036,211352.936968282,"PSE"
2037,227213.774741234,"PSE"
2038,244264.878324866,"PSE"
2039,262595.570409462,"PSE"
2040,282301.876846005,"PSE"
2041,303487.02968032,"PSE"
2042,326262.007937079,"PSE"
2043,350746.118986571,"PSE"
2044,377067.623539751,"PSE"
2045,405364.407545616,"PSE"
2046,435784.704510662,"PSE"
2047,468487.872024321,"PSE"
2048,503645.226558214,"PSE"
2049,541440.940912354,"PSE"
2050,582073.009009587,"PSE"
2021,10182.55,"PYF"
2022,10149.1623156327,"PYF"
2023,10115.8841065409,"PYF"
2024,10082.7150137649,"PYF"
2025,10049.654679522,"PYF"
2026,10016.7027472024,"PYF"
2027,9983.85886136586,"PYF"
2028,9951.1226677374,"PYF"
2029,9918.4938132038,"PYF"
2030,9885.97194580961,"PYF"
2031,9853.55671475343,"PYF"
2032,9821.2477703841,"PYF"
2033,9789.04476419694,"PYF"
2034,9756.94734882998,"PYF"
2035,9724.95517806023,"PYF"
2036,9693.06790679992,"PYF"
2037,9661.28519109281,"PYF"
2038,9629.60668811044,"PYF"
2039,9598.03205614848,"PYF"
2040,9566.56095462299,"PYF"
2041,9535.1930440668,"PYF"
2042,9503.92798612581,"PYF"
2043,9472.76544355536,"PYF"
2044,9441.70508021658,"PYF"
2045,9410.74656107277,"PYF"
2046,9379.88955218578,"PYF"
2047,9349.13372071244,"PYF"
2048,9318.4787349009,"PYF"
2049,9287.92426408714,"PYF"
2050,9257.46997869133,"PYF"
2021,303810.5,"QAT"
2022,315450.25135643,"QAT"
2023,327535.951130178,"QAT"
2024,340084.684736973,"QAT"
2025,353114.192178184,"QAT"
2026,366642.893119662,"QAT"
2027,380689.912931403,"QAT"
2028,395275.109724873,"QAT"
2029,410419.102426189,"QAT"
2030,426143.29992486,"QAT"
2031,442469.931339291,"QAT"
2032,459422.077441832,"QAT"
2033,477023.703287803,"QAT"
2034,495299.69209462,"QAT"
2035,514275.880418914,"QAT"
2036,533979.094681375,"QAT"
2037,554437.189090958,"QAT"
2038,575679.085022063,"QAT"
2039,597734.811900343,"QAT"
2040,620635.549654972,"QAT"
2041,644413.672797342,"QAT"
2042,669102.796188551,"QAT"
2043,694737.822560342,"QAT"
2044,721354.991856696,"QAT"
2045,748991.932465831,"QAT"
2046,777687.714415021,"QAT"
2047,807482.904603448,"QAT"
2048,838419.624151166,"QAT"
2049,870541.607945245,"QAT"
2050,903894.266467283,"QAT"
2021,1228440,"ROU"
2022,1273760.24849724,"ROU"
2023,1320752.47521389,"ROU"
2024,1369478.36364152,"ROU"
2025,1420001.87293121,"ROU"
2026,1472389.32184836,"ROU"
2027,1526709.47582483,"ROU"
2028,1583033.6372226,"ROU"
2029,1641435.73892754,"ROU"
2030,1701992.44139607,"ROU"
2031,1764783.23328212,"ROU"
2032,1829890.53577643,"ROU"
2033,1897399.81079526,"ROU"
2034,1967399.67316042,"ROU"
2035,2039982.00691788,"ROU"
2036,2115242.08594772,"ROU"
2037,2193278.69902363,"ROU"
2038,2274194.27948622,"ROU"
2039,2358095.03970024,"ROU"
2040,2445091.11047238,"ROU"
2041,2535296.68561239,"ROU"
2042,2628830.17182758,"ROU"
2043,2725814.34414716,"ROU"
2044,2826376.50708071,"ROU"
2045,2930648.66172209,"ROU"
2046,3038767.6790183,"ROU"
2047,3150875.4794306,"ROU"
2048,3267119.21922388,"ROU"
2049,3387651.4836286,"ROU"
2050,3512630.48712905,"ROU"
2021,4449124,"RUS"
2022,4588380.31275475,"RUS"
2023,4731995.30839674,"RUS"
2024,4880105.4124577,"RUS"
2025,5032851.32054957,"RUS"
2026,5190378.13201686,"RUS"
2027,5352835.48777219,"RUS"
2028,5520377.71244606,"RUS"
2029,5693163.96098594,"RUS"
2030,5871358.36984375,"RUS"
2031,6055130.21289559,"RUS"
2032,6244654.0622416,"RUS"
2033,6440109.95403889,"RUS"
2034,6641683.55952496,"RUS"
2035,6849566.3613941,"RUS"
2036,7063955.83569437,"RUS"
2037,7285055.6394178,"RUS"
2038,7513075.80396221,"RUS"
2039,7748232.93464832,"RUS"
2040,7990750.4164816,"RUS"
2041,8240858.62635453,"RUS"
2042,8498795.15189063,"RUS"
2043,8764805.01713831,"RUS"
2044,9039140.91532883,"RUS"
2045,9322063.44891955,"RUS"
2046,9613841.37715044,"RUS"
2047,9914751.87134908,"RUS"
2048,10225080.7782265,"RUS"
2049,10545122.8914145,"RUS"
2050,10875182.2315012,"RUS"
2021,13462.62,"RWA"
2022,13854.9881487533,"RWA"
2023,14258.7918697916,"RWA"
2024,14674.3644529447,"RWA"
2025,15102.0489017766,"RWA"
2026,15542.1982166924,"RWA"
2027,15995.1756862964,"RWA"
2028,16461.3551872417,"RWA"
2029,16941.1214928188,"RWA"
2030,17434.8705905384,"RWA"
2031,17943.0100089698,"RWA"
2032,18465.9591541051,"RWA"
2033,19004.1496555268,"RWA"
2034,19558.0257226645,"RWA"
2035,20128.0445114346,"RWA"
2036,20714.6765015654,"RWA"
2037,21318.4058849204,"RWA"
2038,21939.7309651379,"RWA"
2039,22579.1645689191,"RWA"
2040,23237.2344693027,"RWA"
2041,23914.4838212763,"RWA"
2042,24611.471610083,"RWA"
2043,25328.7731125946,"RWA"
2044,26066.980372131,"RWA"
2045,26826.7026871189,"RWA"
2046,27608.5671139912,"RWA"
2047,28413.218984745,"RWA"
2048,29241.3224395826,"RWA"
2049,30093.560975077,"RWA"
2050,30970.6380083131,"RWA"
2021,5848793,"SAU"
2022,6352322.31606683,"SAU"
2023,6899201.05006292,"SAU"
2024,7493161.20323396,"SAU"
2025,8138256.06910507,"SAU"
2026,8838887.89390263,"SAU"
2027,9599837.91829368,"SAU"
2028,10426299.0054532,"SAU"
2029,11323911.0781191,"SAU"
2030,12298799.6064645,"SAU"
2031,13357617.4094345,"SAU"
2032,14507590.0548085,"SAU"
2033,15756565.1678063,"SAU"
2034,17113065.9847283,"SAU"
2035,18586349.5170907,"SAU"
2036,20186469.7231777,"SAU"
2037,21924346.1181048,"SAU"
2038,23811838.290603,"SAU"
2039,25861826.8350362,"SAU"
2040,28088301.2509515,"SAU"
2041,30506455.4100012,"SAU"
2042,33132791.2417225,"SAU"
2043,35985231.3457456,"SAU"
2044,39083241.2989154,"SAU"
2045,42447962.4919749,"SAU"
2046,46102356.4023107,"SAU"
2047,50071361.2873057,"SAU"
2048,54382062.3676024,"SAU"
2049,59063876.6616393,"SAU"
2050,64148753.7328043,"SAU"
2021,12479820,"SDN"
2022,38314903.1043066,"SDN"
2023,117632449.818379,"SDN"
2024,361149112.464236,"SDN"
2025,1108781476.83809,"SDN"
2026,3404124005.70693,"SDN"
2027,10451166878.5051,"SDN"
2028,32086636367.9012,"SDN"
2029,98510744816.7728,"SDN"
2030,302442634780.608,"SDN"
2031,928543860907.465,"SDN"
2032,2850767724115.28,"SDN"
2033,8752280811931.71,"SDN"
2034,26870803525278.9,"SDN"
2035,82497362414355.5,"SDN"
2036,253279169672872,"SDN"
2037,777604712596442,"SDN"
2038,2387362094692463,"SDN"
2039,7329556622854836,"SDN"
2040,22502828710847760,"SDN"
2041,69087030231921744,"SDN"
2042,212107455804681952,"SDN"
2043,651201428935464832,"SDN"
2044,1999285218140034816,"SDN"
2045,6138102906204417024,"SDN"
2046,18844888635852541952,"SDN"
2047,57856610279165861898,"SDN"
2048,1.77628396626704e+20,"SDN"
2049,5.45345590347097e+20,"SDN"
2050,1.67429205329163e+21,"SDN"
2021,89658.39,"SEN"
2022,95550.3113975095,"SEN"
2023,101829.421743587,"SEN"
2024,108521.165247648,"SEN"
2025,115652.658191089,"SEN"
2026,123252.798807879,"SEN"
2027,131352.384385972,"SEN"
2028,139984.236064076,"SEN"
2029,149183.331829458,"SEN"
2030,158986.948255737,"SEN"
2031,169434.811555008,"SEN"
2032,180569.258556386,"SEN"
2033,192435.408263299,"SEN"
2034,205081.344684699,"SEN"
2035,218558.31168107,"SEN"
2036,232920.920614793,"SEN"
2037,248227.371646291,"SEN"
2038,264539.689572704,"SEN"
2039,281923.97516476,"SEN"
2040,300450.6730203,"SEN"
2041,320194.857019861,"SEN"
2042,341236.534541037,"SEN"
2043,363660.970664353,"SEN"
2044,387559.033684405,"SEN"
2045,413027.563326341,"SEN"
2046,440169.763159771,"SEN"
2047,469095.61880025,"SEN"
2048,499922.343592957,"SEN"
2049,532774.853584587,"SEN"
2050,567786.273708125,"SEN"
2021,844005.6,"SGP"
2022,862751.567418001,"SGP"
2023,881913.89616635,"SGP"
2024,901501.833927683,"SGP"
2025,921524.833782277,"SGP"
2026,941992.558770075,"SGP"
2027,962914.886554042,"SGP"
2028,984301.914187093,"SGP"
2029,1006163.96298491,"SGP"
2030,1028511.58350695,"SGP"
2031,1051355.56064817,"SGP"
2032,1074706.91884371,"SGP"
2033,1098576.92738932,"SGP"
2034,1122977.10587986,"SGP"
2035,1147919.22976859,"SGP"
2036,1173415.33605004,"SGP"
2037,1199477.72906897,"SGP"
2038,1226118.98645843,"SGP"
2039,1253351.96520968,"SGP"
2040,1281189.80787697,"SGP"
2041,1309645.94892004,"SGP"
2042,1338734.12118758,"SGP"
2043,1368468.36254469,"SGP"
2044,1398863.02264745,"SGP"
2045,1429932.76986808,"SGP"
2046,1461692.59837381,"SGP"
2047,1494157.83536305,"SGP"
2048,1527344.14846224,"SGP"
2049,1561267.55328698,"SGP"
2050,1595944.42117115,"SGP"
2021,3946.562,"SLB"
2022,4811.38405757036,"SLB"
2023,5865.71718610838,"SLB"
2024,7151.08951929765,"SLB"
2025,8718.12937625387,"SLB"
2026,10628.5594126594,"SLB"
2027,12957.6277562619,"SLB"
2028,15797.0718844427,"SLB"
2029,19258.7319852319,"SLB"
2030,23478.9561250438,"SLB"
2031,28623.97073413,"SLB"
2032,34896.4279427395,"SLB"
2033,42543.3876548373,"SLB"
2034,51866.0487577593,"SLB"
2035,63231.6127612464,"SLB"
2036,77087.7471515521,"SLB"
2037,93980.2181440436,"SLB"
2038,114574.387354167,"SLB"
2039,139681.419098884,"SLB"
2040,170290.230583271,"SLB"
2041,207606.443428061,"SLB"
2042,253099.870763123,"SLB"
2043,308562.410311256,"SLB"
2044,376178.623758366,"SLB"
2045,458611.782394337,"SLB"
2046,559108.768195215,"SLB"
2047,681627.96219653,"SLB"
2048,830995.157432357,"SLB"
2049,1013093.63754788,"SLB"
2050,1235095.90791271,"SLB"
2021,13480.83,"SLE"
2022,15607.6953940306,"SLE"
2023,18070.1155279641,"SLE"
2024,20921.0307447988,"SLE"
2025,24221.7337652036,"SLE"
2026,28043.1874389488,"SLE"
2027,32467.5503974768,"SLE"
2028,37589.9434080955,"SLE"
2029,43520.4944051963,"SLE"
2030,50386.7061652671,"SLE"
2031,58336.1975290849,"SLE"
2032,67539.8771054867,"SLE"
2033,78195.6176891703,"SLE"
2034,90532.5103899865,"SLE"
2035,104815.789934583,"SLE"
2036,121352.537031004,"SLE"
2037,140498.280393175,"SLE"
2038,162664.640364264,"SLE"
2039,188328.178471575,"SLE"
2040,218040.64317234,"SLE"
2041,252440.832066899,"SLE"
2042,292268.325608719,"SLE"
2043,338379.387576599,"SLE"
2044,391765.374158281,"SLE"
2045,453574.047428154,"SLE"
2046,525134.251444178,"SLE"
2047,607984.481483188,"SLE"
2048,703905.960633525,"SLE"
2049,814960.934869037,"SLE"
2050,943537.009922264,"SLE"
2021,214830,"SLV"
2022,224258.757309972,"SLV"
2023,234101.337011651,"SLV"
2024,244375.901516714,"SLV"
2025,255101.410373982,"SLV"
2026,266297.655255273,"SLV"
2027,277985.296476781,"SLV"
2028,290185.90112334,"SLV"
2029,302921.982845946,"SLV"
2030,316217.04340597,"SLV"
2031,330095.616042714,"SLV"
2032,344583.31074435,"SLV"
2033,359706.861505767,"SLV"
2034,375494.175660538,"SLV"
2035,391974.385378041,"SLV"
2036,409177.90142075,"SLV"
2037,427136.469260902,"SLV"
2038,445883.227660098,"SLV"
2039,465452.769819918,"SLV"
2040,485881.2072164,"SLV"
2041,507206.236236181,"SLV"
2042,529467.207737253,"SLV"
2043,552705.199662697,"SLV"
2044,576963.092841393,"SLV"
2045,602285.650115574,"SLV"
2046,628719.598941243,"SLV"
2047,656313.717613867,"SLV"
2048,685118.92527847,"SLV"
2049,715188.375890208,"SLV"
2050,746577.556298818,"SLV"
2021,1106.997,"SMR"
2022,1112.33983389984,"SMR"
2023,1117.70845456701,"SMR"
2024,1123.10298645932,"SMR"
2025,1128.52355463526,"SMR"
2026,1133.97028475691,"SMR"
2027,1139.44330309282,"SMR"
2028,1144.94273652101,"SMR"
2029,1150.46871253184,"SMR"
2030,1156.02135923099,"SMR"
2031,1161.60080534243,"SMR"
2032,1167.20718021143,"SMR"
2033,1172.84061380752,"SMR"
2034,1178.50123672751,"SMR"
2035,1184.18918019852,"SMR"
2036,1189.90457608106,"SMR"
2037,1195.64755687203,"SMR"
2038,1201.41825570781,"SMR"
2039,1207.21680636737,"SMR"
2040,1213.04334327533,"SMR"
2041,1218.89800150514,"SMR"
2042,1224.78091678213,"SMR"
2043,1230.69222548672,"SMR"
2044,1236.63206465756,"SMR"
2045,1242.60057199468,"SMR"
2046,1248.59788586275,"SMR"
2047,1254.62414529421,"SMR"
2048,1260.67948999256,"SMR"
2049,1266.76406033553,"SMR"
2050,1272.87799737841,"SMR"
2021,12678.29,"SOM"
2022,13645.5440607436,"SOM"
2023,14686.592017827,"SOM"
2024,15807.0637665982,"SOM"
2025,17013.0187192515,"SOM"
2026,18310.9785735934,"SOM"
2027,19707.9625818073,"SOM"
2028,21211.5255099495,"SOM"
2029,22829.7984934564,"SOM"
2030,24571.533009606,"SOM"
2031,26446.1482047339,"SOM"
2032,28463.781832144,"SOM"
2033,30635.3450761826,"SOM"
2034,32972.581558959,"SOM"
2035,35488.1308488162,"SOM"
2036,38195.5968139992,"SOM"
2037,41109.6211911721,"SOM"
2038,44245.9627666364,"SOM"
2039,47621.5825984544,"SOM"
2040,51254.7357403524,"SOM"
2041,55165.0699634375,"SOM"
2042,59373.7320096079,"SOM"
2043,63903.4819512639,"SOM"
2044,68778.816275768,"SOM"
2045,74026.1003602839,"SOM"
2046,79673.7110534058,"SOM"
2047,85752.1901346479,"SOM"
2048,92294.4094816891,"SOM"
2049,99335.7488385818,"SOM"
2050,106914.287146282,"SOM"
2021,387682,"SRB"
2022,406454.500707976,"SRB"
2023,426136.011333439,"SRB"
2024,446770.548336579,"SRB"
2025,468404.259561117,"SRB"
2026,491085.527441056,"SRB"
2027,514865.077204945,"SRB"
2028,539796.090319669,"SRB"
2029,565934.323427445,"SRB"
2030,593338.233042051,"SRB"
2031,622069.106283139,"SRB"
2032,652191.19794102,"SRB"
2033,683771.874178461,"SRB"
2034,716881.763190872,"SRB"
2035,751594.913161818,"SRB"
2036,787988.957867122,"SRB"
2037,826145.290297924,"SRB"
2038,866149.244690981,"SRB"
2039,908090.28737332,"SRB"
2040,952062.21684805,"SRB"
2041,998163.37356881,"SRB"
2042,1046496.85987201,"SRB"
2043,1097170.77055871,"SRB"
2044,1150298.43464186,"SRB"
2045,1205998.66879949,"SRB"
2046,1264396.04310074,"SRB"
2047,1325621.15959899,"SRB"
2048,1389810.9444151,"SRB"
2049,1457108.95396413,"SRB"
2050,1527665.69601016,"SRB"
2021,2630.313,"SSD"
2022,3379.69656777287,"SSD"
2023,4342.58162059639,"SSD"
2024,5579.79533173549,"SSD"
2025,7169.49470710959,"SSD"
2026,9212.10390333169,"SSD"
2027,11836.6582015362,"SSD"
2028,15208.9553971837,"SSD"
2029,19542.0295437358,"SSD"
2030,25109.6086953454,"SSD"
2031,32263.4067982704,"SSD"
2032,41455.3420907604,"SSD"
2033,53266.0855875302,"SSD"
2034,68441.7431077108,"SSD"
2035,87940.9881156816,"SSD"
2036,112995.622840751,"SSD"
2037,145188.393430076,"SSD"
2038,186552.974857398,"SSD"
2039,239702.441813338,"SSD"
2040,307994.341313493,"SSD"
2041,395742.794956599,"SSD"
2042,508491.029712306,"SSD"
2043,653361.553496475,"SSD"
2044,839506.096752284,"SSD"
2045,1078683.7436526,"SSD"
2046,1386003.7745071,"SSD"
2047,1780880.14605938,"SSD"
2048,2288257.90590387,"SSD"
2049,2940189.01581768,"SSD"
2050,3777857.13158949,"SSD"
2021,13350.99,"SUR"
2022,13350.99,"SUR"
2023,13350.99,"SUR"
2024,13350.99,"SUR"
2025,13350.99,"SUR"
2026,13350.99,"SUR"
2027,13350.99,"SUR"
2028,13350.99,"SUR"
2029,13350.99,"SUR"
2030,13350.99,"SUR"
2031,13350.99,"SUR"
2032,13350.99,"SUR"
2033,13350.99,"SUR"
2034,13350.99,"SUR"
2035,13350.99,"SUR"
2036,13350.99,"SUR"
2037,13350.99,"SUR"
2038,13350.99,"SUR"
2039,13350.99,"SUR"
2040,13350.99,"SUR"
2041,13350.99,"SUR"
2042,13350.99,"SUR"
2043,13350.99,"SUR"
2044,13350.99,"SUR"
2045,13350.99,"SUR"
2046,13350.99,"SUR"
2047,13350.99,"SUR"
2048,13350.99,"SUR"
2049,13350.99,"SUR"
2050,13350.99,"SUR"
2021,559225.3,"SVK"
2022,567287.201924417,"SVK"
2023,575465.325812752,"SVK"
2024,583761.347143698,"SVK"
2025,592176.965549978,"SVK"
2026,600713.905166556,"SVK"
2027,609373.914983862,"SVK"
2028,618158.769206119,"SVK"
2029,627070.267614824,"SVK"
2030,636110.235937481,"SVK"
2031,645280.526221639,"SVK"
2032,654583.01721433,"SVK"
2033,664019.614746971,"SVK"
2034,673592.252125822,"SVK"
2035,683302.890528064,"SVK"
2036,693153.519403595,"SVK"
2037,703146.156882614,"SVK"
2038,713282.850189083,"SVK"
2039,723565.676060146,"SVK"
2040,733996.741171597,"SVK"
2041,744578.182569486,"SVK"
2042,755312.168107936,"SVK"
2043,766200.896893284,"SVK"
2044,777246.599734614,"SVK"
2045,788451.539600794,"SVK"
2046,799818.012084097,"SVK"
2047,811348.345870505,"SVK"
2048,823044.903216794,"SVK"
2049,834910.080434499,"SVK"
2050,846946.308380856,"SVK"
2021,341330.7,"SVN"
2022,347648.345280244,"SVN"
2023,354082.923030633,"SVN"
2024,360636.597538961,"SVN"
2025,367311.573151542,"SVN"
2026,374110.09501465,"SVN"
2027,381034.449829676,"SVN"
2028,388086.966622267,"SVN"
2029,395270.017525704,"SVN"
2030,402586.018578769,"SVN"
2031,410037.430538392,"SVN"
2032,417626.759707331,"SVN"
2033,425356.558777174,"SVN"
2034,433229.427686943,"SVN"
2035,441248.014497591,"SVN"
2036,449415.016282687,"SVN"
2037,457733.180035579,"SVN"
2038,466205.303593357,"SVN"
2039,474834.236577913,"SVN"
2040,483622.881354415,"SVN"
2041,492574.194007531,"SVN"
2042,501691.185335712,"SVN"
2043,510976.921863884,"SVN"
2044,520434.526874881,"SVN"
2045,530067.181459972,"SVN"
2046,539878.125588827,"SVN"
2047,549870.659199292,"SVN"
2048,560048.143307329,"SVN"
2049,570414.001137508,"SVN"
2050,580971.71927441,"SVN"
2021,1990686,"SWE"
2022,1988351.70149047,"SWE"
2023,1986020.14020295,"SWE"
2024,1983691.31292775,"SWE"
2025,1981365.21645892,"SWE"
2026,1979041.84759432,"SWE"
2027,1976721.2031355,"SWE"
2028,1974403.27988782,"SWE"
2029,1972088.07466035,"SWE"
2030,1969775.58426592,"SWE"
2031,1967465.80552107,"SWE"
2032,1965158.73524611,"SWE"
2033,1962854.37026506,"SWE"
2034,1960552.70740566,"SWE"
2035,1958253.74349937,"SWE"
2036,1955957.47538138,"SWE"
2037,1953663.89989058,"SWE"
2038,1951373.01386956,"SWE"
2039,1949084.81416463,"SWE"
2040,1946799.29762579,"SWE"
2041,1944516.46110672,"SWE"
2042,1942236.30146481,"SWE"
2043,1939958.81556112,"SWE"
2044,1937684.00026041,"SWE"
2045,1935411.8524311,"SWE"
2046,1933142.36894528,"SWE"
2047,1930875.54667871,"SWE"
2048,1928611.38251084,"SWE"
2049,1926349.87332473,"SWE"
2050,1924091.01600713,"SWE"
2021,13301.41,"SWZ"
2022,13350.113716599,"SWZ"
2023,13398.9957640675,"SWZ"
2024,13448.056795372,"SWZ"
2025,13497.2974658701,"SWZ"
2026,13546.7184333187,"SWZ"
2027,13596.3203578833,"SWZ"
2028,13646.1039021466,"SWZ"
2029,13696.0697311174,"SWZ"
2030,13746.2185122395,"SWZ"
2031,13796.5509154004,"SWZ"
2032,13847.0676129405,"SWZ"
2033,13897.7692796622,"SWZ"
2034,13948.6565928384,"SWZ"
2035,13999.7302322221,"SWZ"
2036,14050.9908800551,"SWZ"
2037,14102.4392210774,"SWZ"
2038,14154.0759425361,"SWZ"
2039,14205.9017341948,"SWZ"
2040,14257.9172883425,"SWZ"
2041,14310.1232998032,"SWZ"
2042,14362.520465945,"SWZ"
2043,14415.1094866895,"SWZ"
2044,14467.891064521,"SWZ"
2045,14520.865904496,"SWZ"
2046,14574.0347142526,"SWZ"
2047,14627.39820402,"SWZ"
2048,14680.9570866279,"SWZ"
2049,14734.712077516,"SWZ"
2050,14788.6638947438,"SWZ"
2021,660.458,"SXM"
2022,701.510585825286,"SXM"
2023,745.114908177259,"SXM"
2024,791.429577266962,"SXM"
2025,840.623062159903,"SXM"
2026,892.874303580303,"SXM"
2027,948.373364805881,"SXM"
2028,1007.3221230208,"SXM"
2029,1069.93500364155,"SXM"
2030,1136.4397602869,"SXM"
2031,1207.07830322899,"SXM"
2032,1282.10757933912,"SXM"
2033,1361.80050672901,"SXM"
2034,1446.44696748717,"SXM"
2035,1536.35486212164,"SXM"
2036,1631.85122954446,"SXM"
2037,1733.2834366719,"SXM"
2038,1841.0204419675,"SXM"
2039,1955.45413752418,"SXM"
2040,2077.00077456715,"SXM"
2041,2206.1024775628,"SXM"
2042,2343.22885244133,"SXM"
2043,2488.87869478276,"SXM"
2044,2643.58180418002,"SXM"
2045,2807.90091137876,"SXM"
2046,2982.43372520382,"SXM"
2047,3167.8151067181,"SXM"
2048,3364.71937852219,"SXM"
2049,3573.86277759493,"SXM"
2050,3796.00606059705,"SXM"
2021,2295.123,"SYC"
2022,2473.81514214573,"SYC"
2023,2666.41977685271,"SYC"
2024,2874.02009360504,"SYC"
2025,3097.78361612482,"SYC"
2026,3338.96876841047,"SYC"
2027,3598.93195198929,"SYC"
2028,3879.13517418596,"SYC"
2029,4181.15427030767,"SYC"
2030,4506.68776598658,"SYC"
2031,4857.56642952056,"SYC"
2032,5235.76356793372,"SYC"
2033,5643.4061246606,"SYC"
2034,6082.78664126645,"SYC"
2035,6556.37615047504,"SYC"
2036,7066.83807301321,"SYC"
2037,7617.04319642654,"SYC"
2038,8210.08582010555,"SYC"
2039,8849.30115732058,"SYC"
2040,9538.28409213249,"SYC"
2041,10280.9093966664,"SYC"
2042,11081.3535224481,"SYC"
2043,11944.1180883561,"SYC"
2044,12874.0551972822,"SYC"
2045,13876.3947238805,"SYC"
2046,14956.7737268664,"SYC"
2047,16121.2681512797,"SYC"
2048,17376.4269990007,"SYC"
2049,18729.3091596912,"SYC"
2050,20187.5231092943,"SYC"
2021,72088.25,"SYR"
2022,65878.8850737823,"SYR"
2023,60204.367543457,"SYR"
2024,55018.6280057451,"SYR"
2025,50279.5652732264,"SYR"
2026,45948.7045696714,"SYR"
2027,41990.8851669247,"SYR"
2028,38373.9749273733,"SYR"
2029,35068.6094344728,"SYR"
2030,32047.9535934218,"SYR"
2031,29287.4837665076,"SYR"
2032,26764.7886743543,"SYR"
2033,24459.3874466623,"SYR"
2034,22352.5633452578,"SYR"
2035,20427.2118095068,"SYR"
2036,18667.7015904299,"SYR"
2037,17059.7478461135,"SYR"
2038,15590.2961681247,"SYR"
2039,14247.4165973805,"SYR"
2040,13020.2067690245,"SYR"
2041,11898.7033999778,"SYR"
2042,10873.8014005633,"SYR"
2043,9937.17995349927,"SYR"
2044,9081.23496012279,"SYR"
2045,8299.01730539919,"SYR"
2046,7584.17644051179,"SYR"
2047,6930.9088249994,"SYR"
2048,6333.91080986151,"SYR"
2049,5788.33557910553,"SYR"
2050,5289.75380015992,"SYR"
2021,7172.824,"TCD"
2022,8120.21776530943,"TCD"
2023,9192.74424634522,"TCD"
2024,10406.9310973082,"TCD"
2025,11781.4889614904,"TCD"
2026,13337.5998026567,"TCD"
2027,15099.2433195239,"TCD"
2028,17093.56647339,"TCD"
2029,19351.3018233432,"TCD"
2030,21907.2411156019,"TCD"
2031,24800.7714250102,"TCD"
2032,28076.4821106369,"TCD"
2033,31784.8519386766,"TCD"
2034,35983.026961232,"TCD"
2035,40735.7011381018,"TCD"
2036,46116.1132719763,"TCD"
2037,52207.175619829,"TCD"
2038,59102.7515724302,"TCD"
2039,66909.1020910478,"TCD"
2040,75746.5231909536,"TCD"
2041,85751.1997053887,"TCD"
2042,97077.3038965258,"TCD"
2043,109899.371253067,"TCD"
2044,124414.990085564,"TCD"
2045,140847.846366172,"TCD"
2046,159451.170733893,"TCD"
2047,180511.640783706,"TCD"
2048,204353.798773956,"TCD"
2049,231345.052828949,"TCD"
2050,261901.33870538,"TCD"
2021,86433.79,"TGO"
2022,105077.244160593,"TGO"
2023,127742.023581111,"TGO"
2024,155295.513495365,"TGO"
2025,188792.190977592,"TGO"
