Year,Nation,iso_code3,iso_code3,frac_enfu_fuel_demand_imported_pj_fuel_natural_gas
1976,latvia,LVA,,-0.0
1977,latvia,LVA,,-0.0
1978,latvia,LVA,,-0.0
1979,latvia,LVA,,-0.0
1980,latvia,LVA,,-0.0
1981,latvia,LVA,,-0.0
1982,latvia,LVA,,-0.0
1983,latvia,LVA,,-0.0
1984,latvia,LVA,,-0.0
1985,latvia,LVA,,-0.0
1986,latvia,LVA,,-0.0
1987,latvia,LVA,,-0.0
1988,latvia,LVA,,-0.0
1989,latvia,LVA,,-0.0
1990,latvia,LVA,,-0.5817532400777475
1991,latvia,LVA,,-0.6596323734279238
1992,latvia,LVA,,-0.6499151559452373
1993,latvia,LVA,,-0.4853993471829149
1994,latvia,LVA,,-0.5147022251880188
1995,latvia,LVA,,-0.5953613014916879
1996,latvia,LVA,,-0.5068606189218157
1997,latvia,LVA,,-0.6814256055032648
1998,latvia,LVA,,-0.8122616810246495
1999,latvia,LVA,,-0.6215802695696329
2000,latvia,LVA,,-0.6903489780316975
2001,latvia,LVA,,-0.6627269376868627
2002,latvia,LVA,,-0.631154801085318
2003,latvia,LVA,,-0.688783542334563
2004,latvia,LVA,,-0.7314587599700293
2005,latvia,LVA,,-0.6804861908895589
2006,latvia,LVA,,-0.6928624618827924
2007,latvia,LVA,,-0.5339103678564017
2008,latvia,LVA,,-0.5026508827844387
2009,latvia,LVA,,-0.5868018586891974
2010,latvia,LVA,,-0.4898370992959227
2011,latvia,LVA,,-0.59750926510705
2012,latvia,LVA,,-0.5470487811459205
2013,latvia,LVA,,-0.54928701641749
2014,latvia,LVA,,-0.3929831684151877
2015,latvia,LVA,,-0.4785903098966145
2016,latvia,LVA,,-0.4594048943456822
2017,latvia,LVA,,-0.5240563278153608
1960,lebanon,LBN,,-0.0
1961,lebanon,LBN,,-0.0
1962,lebanon,LBN,,-0.0
1963,lebanon,LBN,,-0.0
1964,lebanon,LBN,,-0.0
1965,lebanon,LBN,,-0.0
1966,lebanon,LBN,,-0.0
1967,lebanon,LBN,,-0.0
1968,lebanon,LBN,,-0.0
1969,lebanon,LBN,,-0.0
1970,lebanon,LBN,,-0.0
1971,lebanon,LBN,,-0.0
1972,lebanon,LBN,,-0.0
1973,lebanon,LBN,,-0.0
1974,lebanon,LBN,,-0.0
1975,lebanon,LBN,,-0.0
1976,lebanon,LBN,,-0.0
1977,lebanon,LBN,,-0.0
1978,lebanon,LBN,,-0.0
1979,lebanon,LBN,,-0.0
1980,lebanon,LBN,,-0.0
1981,lebanon,LBN,,-0.0
1982,lebanon,LBN,,-0.0
1983,lebanon,LBN,,-0.0
1984,lebanon,LBN,,-0.0
1985,lebanon,LBN,,-0.0
1986,lebanon,LBN,,-0.0
1987,lebanon,LBN,,-0.0
1988,lebanon,LBN,,-0.0
1989,lebanon,LBN,,-0.0
1990,lebanon,LBN,,-0.0
1991,lebanon,LBN,,-0.0
1992,lebanon,LBN,,-0.0
1993,lebanon,LBN,,-0.0
1994,lebanon,LBN,,-0.0
1995,lebanon,LBN,,-0.0
1996,lebanon,LBN,,-0.0
1997,lebanon,LBN,,-0.0
1998,lebanon,LBN,,-0.0
1999,lebanon,LBN,,-0.0
2000,lebanon,LBN,,-0.0
2001,lebanon,LBN,,-0.0
2002,lebanon,LBN,,-0.0
2003,lebanon,LBN,,-0.0
2004,lebanon,LBN,,-0.0
2005,lebanon,LBN,,-0.0
2006,lebanon,LBN,,-0.0
2007,lebanon,LBN,,-0.0
2008,lebanon,LBN,,-0.0
2009,lebanon,LBN,,-0.11197121674662015
2010,lebanon,LBN,,-0.3717818519099016
2011,lebanon,LBN,,-0.0
2012,lebanon,LBN,,-0.0
2013,lebanon,LBN,,-0.0
2014,lebanon,LBN,,-0.0
2015,lebanon,LBN,,-0.0
2016,lebanon,LBN,,-0.0
2017,lebanon,LBN,,-0.0
1960,libya,LBY,,-0.0
1961,libya,LBY,,-0.0
1962,libya,LBY,,-0.0
1963,libya,LBY,,-0.0
1964,libya,LBY,,-0.0
1965,libya,LBY,,-0.0
1966,libya,LBY,,-0.0
1967,libya,LBY,,-0.0
1968,libya,LBY,,-0.0
1969,libya,LBY,,-0.0
1970,libya,LBY,,-0.0
1971,libya,LBY,,-0.0
1972,libya,LBY,,-0.0
1973,libya,LBY,,-0.0
1974,libya,LBY,,-0.0
1975,libya,LBY,,-0.0
1976,libya,LBY,,-0.0
1977,libya,LBY,,-0.0
1978,libya,LBY,,-0.0
1979,libya,LBY,,-0.0
1980,libya,LBY,,-0.0
1981,libya,LBY,,-0.0
1982,libya,LBY,,-0.0
1983,libya,LBY,,-0.0
1984,libya,LBY,,-0.0
1985,libya,LBY,,-0.0
1986,libya,LBY,,-0.0
1987,libya,LBY,,-0.0
1988,libya,LBY,,-0.0
1989,libya,LBY,,-0.0
1990,libya,LBY,,-0.0
1991,libya,LBY,,-0.0
1992,libya,LBY,,-0.0
1993,libya,LBY,,-0.0
1994,libya,LBY,,-0.0
1995,libya,LBY,,-0.0
1996,libya,LBY,,-0.0
1997,libya,LBY,,-0.0
1998,libya,LBY,,-0.0
1999,libya,LBY,,-0.0
2000,libya,LBY,,-0.0
2001,libya,LBY,,-0.0
2002,libya,LBY,,-0.0
2003,libya,LBY,,-0.0
2004,libya,LBY,,-0.0
2005,libya,LBY,,-0.0
2006,libya,LBY,,-0.0
2007,libya,LBY,,-0.0
2008,libya,LBY,,-0.0
2009,libya,LBY,,-0.0
2010,libya,LBY,,-0.0
2011,libya,LBY,,-0.0
2012,libya,LBY,,-0.0
2013,libya,LBY,,-0.0
2014,libya,LBY,,-0.0
2015,libya,LBY,,-0.0
2016,libya,LBY,,-0.0
2017,libya,LBY,,-0.0
1960,lithuania,LTU,,-0.0
1961,lithuania,LTU,,-0.0
1962,lithuania,LTU,,-0.0
1963,lithuania,LTU,,-0.0
1964,lithuania,LTU,,-0.0
1965,lithuania,LTU,,-0.0
1966,lithuania,LTU,,-0.0
1967,lithuania,LTU,,-0.0
1968,lithuania,LTU,,-0.0
1969,lithuania,LTU,,-0.0
1970,lithuania,LTU,,-0.0
1971,lithuania,LTU,,-0.0
1972,lithuania,LTU,,-0.0
1973,lithuania,LTU,,-0.0
1974,lithuania,LTU,,-0.0
1975,lithuania,LTU,,-0.0
1976,lithuania,LTU,,-0.0
1977,lithuania,LTU,,-0.0
1978,lithuania,LTU,,-0.0
1979,lithuania,LTU,,-0.0
1980,lithuania,LTU,,-0.0
1981,lithuania,LTU,,-0.0
1982,lithuania,LTU,,-0.0
1983,lithuania,LTU,,-0.0
1984,lithuania,LTU,,-0.0
1985,lithuania,LTU,,-0.0
1986,lithuania,LTU,,-0.0
1987,lithuania,LTU,,-0.0
1988,lithuania,LTU,,-0.0
1989,lithuania,LTU,,-0.0
1990,lithuania,LTU,,-0.7715405110237313
1991,lithuania,LTU,,-0.7865202168696774
1992,lithuania,LTU,,-0.6502656364327059
1993,lithuania,LTU,,-0.5224678300843351
1994,lithuania,LTU,,-0.49835872662505637
1995,lithuania,LTU,,-0.618812146629568
1996,lithuania,LTU,,-0.6706708177915526
1997,lithuania,LTU,,-0.6475657986614938
1998,lithuania,LTU,,-0.616157760211949
1999,lithuania,LTU,,-0.6172271858260255
2000,lithuania,LTU,,-0.6359828894390167
2001,lithuania,LTU,,-0.6784473451913828
2002,lithuania,LTU,,-0.668941176114968
2003,lithuania,LTU,,-0.6996371360329579
2004,lithuania,LTU,,-0.6937163660419156
2005,lithuania,LTU,,-0.6503799491909641
2006,lithuania,LTU,,-0.6369222172158692
2007,lithuania,LTU,,-0.6786242191872355
2008,lithuania,LTU,,-0.6459727517952023
2009,lithuania,LTU,,-0.6600549698692296
2010,lithuania,LTU,,-0.5651180284115128
2011,lithuania,LTU,,-0.586378724627193
2012,lithuania,LTU,,-0.5838168188468539
2013,lithuania,LTU,,-0.5287768234823282
2014,lithuania,LTU,,-0.5197618729754364
2015,lithuania,LTU,,-0.5388830075510624
2016,lithuania,LTU,,-0.4274225145040258
2017,lithuania,LTU,,-0.957694215607621
1960,luxembourg,LUX,,-0.0
1961,luxembourg,LUX,,-0.0
1962,luxembourg,LUX,,-0.0
1963,luxembourg,LUX,,-0.0
1964,luxembourg,LUX,,-0.0
1965,luxembourg,LUX,,-0.0
1966,luxembourg,LUX,,-0.0
1967,luxembourg,LUX,,-0.0
1968,luxembourg,LUX,,-0.0
1969,luxembourg,LUX,,-0.0012819256620856475
1970,luxembourg,LUX,,-0.005384268865917543
1971,luxembourg,LUX,,-0.007409342697086638
1972,luxembourg,LUX,,-0.05337778319770795
1973,luxembourg,LUX,,-0.09847058560657283
1974,luxembourg,LUX,,-0.11495809491628237
1975,luxembourg,LUX,,-0.16397443156559868
1976,luxembourg,LUX,,-0.18331305362112313
1977,luxembourg,LUX,,-0.21535976353731676
1978,luxembourg,LUX,,-0.20765508015850845
1979,luxembourg,LUX,,-0.2162682002978729
1980,luxembourg,LUX,,-0.19894982647846465
1981,luxembourg,LUX,,-0.17141602916707988
1982,luxembourg,LUX,,-0.14878453715247036
1983,luxembourg,LUX,,-0.14652315563452104
1984,luxembourg,LUX,,-0.14518493818424327
1985,luxembourg,LUX,,-0.15285658774884361
1986,luxembourg,LUX,,-0.15868777896183728
1987,luxembourg,LUX,,-0.18817075358188712
1988,luxembourg,LUX,,-0.18049040412066594
1989,luxembourg,LUX,,-0.1967197623147096
1990,luxembourg,LUX,,-0.205778270573734
1991,luxembourg,LUX,,-0.21215619003314531
1992,luxembourg,LUX,,-0.23153411771868673
1993,luxembourg,LUX,,-0.23811535934514372
1994,luxembourg,LUX,,-0.23417915432784006
1995,luxembourg,LUX,,-0.2652999322193666
1996,luxembourg,LUX,,-0.28708455661825316
1997,luxembourg,LUX,,-0.2954378134235123
1998,luxembourg,LUX,,-0.3036620238256544
1999,luxembourg,LUX,,-0.3154183006131772
2000,luxembourg,LUX,,-0.3117093610738927
2001,luxembourg,LUX,,-0.33609061749301533
2002,luxembourg,LUX,,-0.423002449177027
2003,luxembourg,LUX,,-0.42205222176586654
2004,luxembourg,LUX,,-0.44697291025410074
2005,luxembourg,LUX,,-0.4473518351079069
2006,luxembourg,LUX,,-0.4414781930529726
2007,luxembourg,LUX,,-0.42509146245397966
2008,luxembourg,LUX,,-0.41398308927055294
2009,luxembourg,LUX,,-0.4489818768820317
2010,luxembourg,LUX,,-0.42143232909261147
2011,luxembourg,LUX,,-0.3925563987698413
2012,luxembourg,LUX,,-0.40965672709530765
2013,luxembourg,LUX,,-0.3666374647634293
2014,luxembourg,LUX,,-0.35018689820203314
2015,luxembourg,LUX,,-0.3132843549201647
2016,luxembourg,LUX,,-0.29056120445265643
2017,luxembourg,LUX,,-0.2903814739832265
1960,malaysia,MYS,,-0.0
1961,malaysia,MYS,,-0.0
1962,malaysia,MYS,,-0.0
1963,malaysia,MYS,,-0.0
1964,malaysia,MYS,,-0.0
1965,malaysia,MYS,,-0.0
1966,malaysia,MYS,,-0.0
1967,malaysia,MYS,,-0.0
1968,malaysia,MYS,,-0.0
1969,malaysia,MYS,,-0.0
1970,malaysia,MYS,,-0.0
1971,malaysia,MYS,,-0.0
1972,malaysia,MYS,,-0.0
1973,malaysia,MYS,,-0.0
1974,malaysia,MYS,,-0.0
1975,malaysia,MYS,,-0.0
1976,malaysia,MYS,,-0.0
1977,malaysia,MYS,,-0.0
1978,malaysia,MYS,,-0.0
1979,malaysia,MYS,,-0.0
1980,malaysia,MYS,,-0.0
1981,malaysia,MYS,,-0.0
1982,malaysia,MYS,,-0.0
1983,malaysia,MYS,,-0.0
1984,malaysia,MYS,,-0.0
1985,malaysia,MYS,,-0.0
1986,malaysia,MYS,,-0.0
1987,malaysia,MYS,,-0.0
1988,malaysia,MYS,,-0.0
1989,malaysia,MYS,,-0.0
1990,malaysia,MYS,,-0.0
1991,malaysia,MYS,,-0.0
1992,malaysia,MYS,,-0.0
1993,malaysia,MYS,,-0.0
1994,malaysia,MYS,,-0.0
1995,malaysia,MYS,,-0.0
1996,malaysia,MYS,,-0.0
1997,malaysia,MYS,,-0.0
1998,malaysia,MYS,,-0.0
1999,malaysia,MYS,,-0.0
2000,malaysia,MYS,,-0.0
2001,malaysia,MYS,,-0.0
2002,malaysia,MYS,,-0.0
2003,malaysia,MYS,,-0.43484220730377127
2004,malaysia,MYS,,-0.24401068676321497
2005,malaysia,MYS,,-0.2643275931687165
2006,malaysia,MYS,,-0.462582803174395
2007,malaysia,MYS,,-0.5334639442749091
2008,malaysia,MYS,,-0.45311974034521546
2009,malaysia,MYS,,-0.49529852924719875
2010,malaysia,MYS,,-0.48744015319963613
2011,malaysia,MYS,,-0.47021249318707264
2012,malaysia,MYS,,-0.4943702967367948
2013,malaysia,MYS,,-0.5199003302719981
2014,malaysia,MYS,,-0.523280885874362
2015,malaysia,MYS,,-0.4631544829104803
2016,malaysia,MYS,,-0.41339642762028955
2017,malaysia,MYS,,-0.3982852886573188
1960,malta,MLT,,-0.0
1961,malta,MLT,,-0.0
1962,malta,MLT,,-0.0
1963,malta,MLT,,-0.0
1964,malta,MLT,,-0.0
1965,malta,MLT,,-0.0
1966,malta,MLT,,-0.0
1967,malta,MLT,,-0.0
1968,malta,MLT,,-0.0
1969,malta,MLT,,-0.0
1970,malta,MLT,,-0.0
1971,malta,MLT,,-0.0
1972,malta,MLT,,-0.0
1973,malta,MLT,,-0.0
1974,malta,MLT,,-0.0
1975,malta,MLT,,-0.0
1976,malta,MLT,,-0.0
1977,malta,MLT,,-0.0
1978,malta,MLT,,-0.0
1979,malta,MLT,,-0.0
1980,malta,MLT,,-0.0
1981,malta,MLT,,-0.0
1982,malta,MLT,,-0.0
1983,malta,MLT,,-0.0
1984,malta,MLT,,-0.0
1985,malta,MLT,,-0.0
1986,malta,MLT,,-0.0
1987,malta,MLT,,-0.0
1988,malta,MLT,,-0.0
1989,malta,MLT,,-0.0
1990,malta,MLT,,-0.0
1991,malta,MLT,,-0.0
1992,malta,MLT,,-0.0
1993,malta,MLT,,-0.0
1994,malta,MLT,,-0.0
1995,malta,MLT,,-0.0
1996,malta,MLT,,-0.0
1997,malta,MLT,,-0.0
1998,malta,MLT,,-0.0
1999,malta,MLT,,-0.0
2000,malta,MLT,,-0.0
2001,malta,MLT,,-0.0
2002,malta,MLT,,-0.0
2003,malta,MLT,,-0.0
2004,malta,MLT,,-0.0
2005,malta,MLT,,-0.0
2006,malta,MLT,,-0.0
2007,malta,MLT,,-0.0
2008,malta,MLT,,-0.0
2009,malta,MLT,,-0.0
2010,malta,MLT,,-0.0
2011,malta,MLT,,-0.0
2012,malta,MLT,,-0.0
2013,malta,MLT,,-0.0
2014,malta,MLT,,-0.0
2015,malta,MLT,,-0.0
2016,malta,MLT,,-0.0
2017,malta,MLT,,-0.5628452290696415
1960,mauritius,MUS,,-0.0
1961,mauritius,MUS,,-0.0
1962,mauritius,MUS,,-0.0
1963,mauritius,MUS,,-0.0
1964,mauritius,MUS,,-0.0
1965,mauritius,MUS,,-0.0
1966,mauritius,MUS,,-0.0
1967,mauritius,MUS,,-0.0
1968,mauritius,MUS,,-0.0
1969,mauritius,MUS,,-0.0
1970,mauritius,MUS,,-0.0
1971,mauritius,MUS,,-0.0
1972,mauritius,MUS,,-0.0
1973,mauritius,MUS,,-0.0
1974,mauritius,MUS,,-0.0
1975,mauritius,MUS,,-0.0
1976,mauritius,MUS,,-0.0
1977,mauritius,MUS,,-0.0
1978,mauritius,MUS,,-0.0
1979,mauritius,MUS,,-0.0
1980,mauritius,MUS,,-0.0
1981,mauritius,MUS,,-0.0
1982,mauritius,MUS,,-0.0
1983,mauritius,MUS,,-0.0
1984,mauritius,MUS,,-0.0
1985,mauritius,MUS,,-0.0
1986,mauritius,MUS,,-0.0
1987,mauritius,MUS,,-0.0
1988,mauritius,MUS,,-0.0
1989,mauritius,MUS,,-0.0
1990,mauritius,MUS,,-0.0
1991,mauritius,MUS,,-0.0
1992,mauritius,MUS,,-0.0
1993,mauritius,MUS,,-0.0
1994,mauritius,MUS,,-0.0
1995,mauritius,MUS,,-0.0
1996,mauritius,MUS,,-0.0
1997,mauritius,MUS,,-0.0
1998,mauritius,MUS,,-0.0
1999,mauritius,MUS,,-0.0
2000,mauritius,MUS,,-0.0
2001,mauritius,MUS,,-0.0
2002,mauritius,MUS,,-0.0
2003,mauritius,MUS,,-0.0
2004,mauritius,MUS,,-0.0
2005,mauritius,MUS,,-0.0
2006,mauritius,MUS,,-0.0
2007,mauritius,MUS,,-0.0
2008,mauritius,MUS,,-0.0
2009,mauritius,MUS,,-0.0
2010,mauritius,MUS,,-0.0
2011,mauritius,MUS,,-0.0
2012,mauritius,MUS,,-0.0
2013,mauritius,MUS,,-0.0
2014,mauritius,MUS,,-0.0
2015,mauritius,MUS,,-0.0
2016,mauritius,MUS,,-0.0
2017,mauritius,MUS,,-0.0
1960,mexico,MEX,,-0.0
1961,mexico,MEX,,-0.0
1962,mexico,MEX,,-0.0
1963,mexico,MEX,,-0.0
1964,mexico,MEX,,-0.0
1965,mexico,MEX,,-0.0
1966,mexico,MEX,,-0.0
1967,mexico,MEX,,-0.0
1968,mexico,MEX,,-0.0
1969,mexico,MEX,,-0.0
1970,mexico,MEX,,-0.0
1971,mexico,MEX,,-0.0
1972,mexico,MEX,,-0.0
1973,mexico,MEX,,-0.0
1974,mexico,MEX,,-0.0
1975,mexico,MEX,,-0.0
1976,mexico,MEX,,-0.0
1977,mexico,MEX,,-0.0
1978,mexico,MEX,,-0.0
1979,mexico,MEX,,-0.0
1980,mexico,MEX,,-0.0
1981,mexico,MEX,,-0.0
1982,mexico,MEX,,-0.11943688225050891
1983,mexico,MEX,,-0.23401520676433854
1984,mexico,MEX,,-0.2628860793453838
1985,mexico,MEX,,-0.10449086077086704
1986,mexico,MEX,,-0.16802428961998273
1987,mexico,MEX,,-0.3437556432680649
1988,mexico,MEX,,-0.30747242043746165
1989,mexico,MEX,,-0.6103665616832556
1990,mexico,MEX,,-0.5843760410936617
1991,mexico,MEX,,-0.8866660604407263
1992,mexico,MEX,,-0.8027887158827914
1993,mexico,MEX,,-0.6219316972630331
1994,mexico,MEX,,-0.6408118287650543
1995,mexico,MEX,,-0.6602530742906321
1996,mexico,MEX,,-0.4594206141729842
1997,mexico,MEX,,-0.45814568023455055
1998,mexico,MEX,,-0.5580437159185383
1999,mexico,MEX,,-0.5703892063115213
2000,mexico,MEX,,-0.6393170310302555
2001,mexico,MEX,,-0.6873081444164567
2002,mexico,MEX,,-0.7278809453583348
2003,mexico,MEX,,-0.7526242177655373
2004,mexico,MEX,,-0.850275190133661
2005,mexico,MEX,,-0.7353776896483276
2006,mexico,MEX,,-0.7467101376737879
2007,mexico,MEX,,-0.8174987456385199
2008,mexico,MEX,,-0.854005446238008
2009,mexico,MEX,,-0.8307259840403642
2010,mexico,MEX,,-0.8073493463628061
2011,mexico,MEX,,-0.834191175008255
2012,mexico,MEX,,-0.8622158926176493
2013,mexico,MEX,,-0.8767519341352854
2014,mexico,MEX,,-0.8760952612548856
2015,mexico,MEX,,-0.9001687302498322
2016,mexico,MEX,,-0.906391693029967
2017,mexico,MEX,,-0.9075925777746721
1960,mongolia,MNG,,-0.0
1961,mongolia,MNG,,-0.0
1962,mongolia,MNG,,-0.0
1963,mongolia,MNG,,-0.0
1964,mongolia,MNG,,-0.0
1965,mongolia,MNG,,-0.0
1966,mongolia,MNG,,-0.0
1967,mongolia,MNG,,-0.0
1968,mongolia,MNG,,-0.0
1969,mongolia,MNG,,-0.0
1970,mongolia,MNG,,-0.0
1971,mongolia,MNG,,-0.0
1972,mongolia,MNG,,-0.0
1973,mongolia,MNG,,-0.0
1974,mongolia,MNG,,-0.0
1975,mongolia,MNG,,-0.0
1976,mongolia,MNG,,-0.0
1977,mongolia,MNG,,-0.0
1978,mongolia,MNG,,-0.0
1979,mongolia,MNG,,-0.0
1980,mongolia,MNG,,-0.0
1981,mongolia,MNG,,-0.0
1982,mongolia,MNG,,-0.0
1983,mongolia,MNG,,-0.0
1984,mongolia,MNG,,-0.0
1985,mongolia,MNG,,-0.0
1986,mongolia,MNG,,-0.0
1987,mongolia,MNG,,-0.0
1988,mongolia,MNG,,-0.0
1989,mongolia,MNG,,-0.0
1990,mongolia,MNG,,-0.0
1991,mongolia,MNG,,-0.0
1992,mongolia,MNG,,-0.0
1993,mongolia,MNG,,-0.0
1994,mongolia,MNG,,-0.0
1995,mongolia,MNG,,-0.0
1996,mongolia,MNG,,-0.0
1997,mongolia,MNG,,-0.0
1998,mongolia,MNG,,-0.0
1999,mongolia,MNG,,-0.0
2000,mongolia,MNG,,-0.0
2001,mongolia,MNG,,-0.0
2002,mongolia,MNG,,-0.0
2003,mongolia,MNG,,-0.0
2004,mongolia,MNG,,-0.0
2005,mongolia,MNG,,-0.0
2006,mongolia,MNG,,-0.0
2007,mongolia,MNG,,-0.0
2008,mongolia,MNG,,-0.0
2009,mongolia,MNG,,-0.0
2010,mongolia,MNG,,-0.0
2011,mongolia,MNG,,-0.0
2012,mongolia,MNG,,-0.0
2013,mongolia,MNG,,-0.0
2014,mongolia,MNG,,-0.0
2015,mongolia,MNG,,-0.0
2016,mongolia,MNG,,-0.0
2017,mongolia,MNG,,-0.0
1960,morocco,MAR,,-0.0
1961,morocco,MAR,,-0.0
1962,morocco,MAR,,-0.0
1963,morocco,MAR,,-0.0
1964,morocco,MAR,,-0.0
1965,morocco,MAR,,-0.0
1966,morocco,MAR,,-0.0
1967,morocco,MAR,,-0.0
1968,morocco,MAR,,-0.0
1969,morocco,MAR,,-0.0
1970,morocco,MAR,,-0.0
1971,morocco,MAR,,-0.0
1972,morocco,MAR,,-0.0
1973,morocco,MAR,,-0.0
1974,morocco,MAR,,-0.0
1975,morocco,MAR,,-0.0
1976,morocco,MAR,,-0.0
1977,morocco,MAR,,-0.0
1978,morocco,MAR,,-0.0
1979,morocco,MAR,,-0.0
1980,morocco,MAR,,-0.0
1981,morocco,MAR,,-0.0
1982,morocco,MAR,,-0.0
1983,morocco,MAR,,-0.0
1984,morocco,MAR,,-0.0
1985,morocco,MAR,,-0.0
1986,morocco,MAR,,-0.0
1987,morocco,MAR,,-0.0
1988,morocco,MAR,,-0.0
1989,morocco,MAR,,-0.0
1990,morocco,MAR,,-0.0
1991,morocco,MAR,,-0.0
1992,morocco,MAR,,-0.0
1993,morocco,MAR,,-0.0
1994,morocco,MAR,,-0.0
1995,morocco,MAR,,-0.0
1996,morocco,MAR,,-0.0
1997,morocco,MAR,,-0.0
1998,morocco,MAR,,-0.0
1999,morocco,MAR,,-0.0
2000,morocco,MAR,,-0.0
2001,morocco,MAR,,-0.0
2002,morocco,MAR,,-0.0
2003,morocco,MAR,,-0.0
2004,morocco,MAR,,-0.0
2005,morocco,MAR,,-0.14676321854606544
2006,morocco,MAR,,-0.1598901087456859
2007,morocco,MAR,,-0.15932793716514584
2008,morocco,MAR,,-0.14155701606237084
2009,morocco,MAR,,-0.15661986476574152
2010,morocco,MAR,,-0.1680667885187132
2011,morocco,MAR,,-0.2036478720343511
2012,morocco,MAR,,-0.2506425195979992
2013,morocco,MAR,,-0.24767814682562697
2014,morocco,MAR,,-0.19604166978706
2015,morocco,MAR,,-0.21153001773372232
2016,morocco,MAR,,-0.2093447855869456
2017,morocco,MAR,,-0.19929830064551324
1960,mozambique,MOZ,,-0.0
1961,mozambique,MOZ,,-0.0
1962,mozambique,MOZ,,-0.0
1963,mozambique,MOZ,,-0.0
1964,mozambique,MOZ,,-0.0
1965,mozambique,MOZ,,-0.0
1966,mozambique,MOZ,,-0.0
1967,mozambique,MOZ,,-0.0
1968,mozambique,MOZ,,-0.0
1969,mozambique,MOZ,,-0.0
1970,mozambique,MOZ,,-0.0
1971,mozambique,MOZ,,-0.0
1972,mozambique,MOZ,,-0.0
1973,mozambique,MOZ,,-0.0
1974,mozambique,MOZ,,-0.0
1975,mozambique,MOZ,,-0.0
1976,mozambique,MOZ,,-0.0
1977,mozambique,MOZ,,-0.0
1978,mozambique,MOZ,,-0.0
1979,mozambique,MOZ,,-0.0
1980,mozambique,MOZ,,-0.0
1981,mozambique,MOZ,,-0.0
1982,mozambique,MOZ,,-0.0
1983,mozambique,MOZ,,-0.0
1984,mozambique,MOZ,,-0.0
1985,mozambique,MOZ,,-0.0
1986,mozambique,MOZ,,-0.0
1987,mozambique,MOZ,,-0.0
1988,mozambique,MOZ,,-0.0
1989,mozambique,MOZ,,-0.0
1990,mozambique,MOZ,,-0.0
1991,mozambique,MOZ,,-0.0
1992,mozambique,MOZ,,-0.0
1993,mozambique,MOZ,,-0.0
1994,mozambique,MOZ,,-0.0
1995,mozambique,MOZ,,-0.0
1996,mozambique,MOZ,,-0.0
1997,mozambique,MOZ,,-0.0
1998,mozambique,MOZ,,-0.0
1999,mozambique,MOZ,,-0.0
2000,mozambique,MOZ,,-0.0
2001,mozambique,MOZ,,-0.0
2002,mozambique,MOZ,,-0.0
2003,mozambique,MOZ,,-0.0
2004,mozambique,MOZ,,-0.0
2005,mozambique,MOZ,,-0.0
2006,mozambique,MOZ,,-0.0
2007,mozambique,MOZ,,-0.0
2008,mozambique,MOZ,,-0.0
2009,mozambique,MOZ,,-0.0
2010,mozambique,MOZ,,-0.0
2011,mozambique,MOZ,,-0.0
2012,mozambique,MOZ,,-0.0
2013,mozambique,MOZ,,-0.0
2014,mozambique,MOZ,,-0.0
2015,mozambique,MOZ,,-0.0
2016,mozambique,MOZ,,-0.0
2017,mozambique,MOZ,,-0.0
1960,myanmar,MMR,,-0.0
1961,myanmar,MMR,,-0.0
1962,myanmar,MMR,,-0.0
1963,myanmar,MMR,,-0.0
1964,myanmar,MMR,,-0.0
1965,myanmar,MMR,,-0.0
1966,myanmar,MMR,,-0.0
1967,myanmar,MMR,,-0.0
1968,myanmar,MMR,,-0.0
1969,myanmar,MMR,,-0.0
1970,myanmar,MMR,,-0.0
1971,myanmar,MMR,,-0.0
1972,myanmar,MMR,,-0.0
1973,myanmar,MMR,,-0.0
1974,myanmar,MMR,,-0.0
1975,myanmar,MMR,,-0.0
1976,myanmar,MMR,,-0.0
1977,myanmar,MMR,,-0.0
1978,myanmar,MMR,,-0.0
1979,myanmar,MMR,,-0.0
1980,myanmar,MMR,,-0.0
1981,myanmar,MMR,,-0.0
1982,myanmar,MMR,,-0.0
1983,myanmar,MMR,,-0.0
1984,myanmar,MMR,,-0.0
1985,myanmar,MMR,,-0.0
1986,myanmar,MMR,,-0.0
1987,myanmar,MMR,,-0.0
1988,myanmar,MMR,,-0.0
1989,myanmar,MMR,,-0.0
1990,myanmar,MMR,,-0.0
1991,myanmar,MMR,,-0.0
1992,myanmar,MMR,,-0.0
1993,myanmar,MMR,,-0.0
1994,myanmar,MMR,,-0.0
1995,myanmar,MMR,,-0.0
1996,myanmar,MMR,,-0.0
1997,myanmar,MMR,,-0.0
1998,myanmar,MMR,,-0.0
1999,myanmar,MMR,,-0.0
2000,myanmar,MMR,,-0.0
2001,myanmar,MMR,,-0.0
2002,myanmar,MMR,,-0.0
2003,myanmar,MMR,,-0.0
2004,myanmar,MMR,,-0.0
2005,myanmar,MMR,,-0.0
2006,myanmar,MMR,,-0.0
2007,myanmar,MMR,,-0.0
2008,myanmar,MMR,,-0.0
2009,myanmar,MMR,,-0.0
2010,myanmar,MMR,,-0.0
2011,myanmar,MMR,,-0.0
2012,myanmar,MMR,,-0.0
2013,myanmar,MMR,,-0.0
2014,myanmar,MMR,,-0.0
2015,myanmar,MMR,,-0.0
2016,myanmar,MMR,,-0.0
2017,myanmar,MMR,,-0.0
1960,namibia,NAM,,-0.0
1961,namibia,NAM,,-0.0
1962,namibia,NAM,,-0.0
1963,namibia,NAM,,-0.0
1964,namibia,NAM,,-0.0
