Year,iso_code3,qty_soil_organic_c_stock_dry_climate_tonne_per_ha
2012,ARG,42.86511000455413
2013,ARG,42.86511000455413
2014,ARG,42.86511000455413
2015,ARG,42.86511000455413
2016,ARG,42.86511000455413
2017,ARG,42.86511000455413
2018,ARG,42.86511000455413
2019,ARG,42.86511000455413
2020,ARG,42.86511000455413
2010,ARM,57.38181356915048
2011,ARM,57.38181356915048
2012,ARM,57.38181356915048
2013,ARM,57.38181356915048
2014,ARM,57.38181356915048
2015,ARM,57.38181356915048
2016,ARM,57.38181356915048
2017,ARM,57.38181356915048
2018,ARM,57.38181356915048
2019,ARM,57.38181356915048
2020,ARM,57.38181356915048
2010,ASM,75.61458333333333
2011,ASM,75.61458333333333
2012,ASM,75.61458333333333
2013,ASM,75.61458333333333
2014,ASM,75.61458333333333
2015,ASM,75.61458333333333
2016,ASM,75.61458333333333
2017,ASM,75.61458333333333
2018,ASM,75.61458333333333
2019,ASM,75.61458333333333
2020,ASM,75.61458333333333
2010,ATG,62.86486486486486
2011,ATG,62.86486486486486
2012,ATG,62.86486486486486
2013,ATG,62.86486486486486
2014,ATG,62.86486486486486
2015,ATG,62.86486486486486
2016,ATG,62.86486486486486
2017,ATG,62.86486486486486
2018,ATG,62.86486486486486
2019,ATG,62.86486486486486
2020,ATG,62.86486486486486
2010,AUS,30.05571806958285
2011,AUS,30.05571806958285
2012,AUS,30.05571806958285
2013,AUS,30.05571806958285
2014,AUS,30.05571806958285
2015,AUS,30.05571806958285
2016,AUS,30.05571806958285
2017,AUS,30.05571806958285
2018,AUS,30.05571806958285
2019,AUS,30.05571806958285
2020,AUS,30.05571806958285
2010,AUT,72.72073202549417
2011,AUT,72.72073202549417
2012,AUT,72.72073202549417
2013,AUT,72.72073202549417
2014,AUT,72.72073202549417
2015,AUT,72.72073202549417
2016,AUT,72.72073202549417
2017,AUT,72.72073202549417
2018,AUT,72.72073202549417
2019,AUT,72.72073202549417
2020,AUT,72.72073202549417
2010,AZE,53.64213039617978
2011,AZE,53.64213039617978
2012,AZE,53.64213039617978
2013,AZE,53.64213039617978
2014,AZE,53.64213039617978
2015,AZE,53.64213039617978
2016,AZE,53.64213039617978
2017,AZE,53.64213039617978
2018,AZE,53.64213039617978
2019,AZE,53.64213039617978
2020,AZE,53.64213039617978
2010,BDI,62.98562661498708
2011,BDI,62.98562661498708
2012,BDI,62.98562661498708
2013,BDI,62.98562661498708
2014,BDI,62.98562661498708
2015,BDI,62.98562661498708
2016,BDI,62.98562661498708
2017,BDI,62.98562661498708
2018,BDI,62.98562661498708
2019,BDI,62.98562661498708
2020,BDI,62.98562661498708
2010,BEL,58.711426871001336
2011,BEL,58.711426871001336
2012,BEL,58.711426871001336
2013,BEL,58.711426871001336
2014,BEL,58.711426871001336
2015,BEL,58.711426871001336
2016,BEL,58.711426871001336
2017,BEL,58.711426871001336
2018,BEL,58.711426871001336
2019,BEL,58.711426871001336
2020,BEL,58.711426871001336
2010,BEN,29.110879817575626
2011,BEN,29.110879817575626
2012,BEN,29.110879817575626
2013,BEN,29.110879817575626
2014,BEN,29.110879817575626
2015,BEN,29.110879817575626
2016,BEN,29.110879817575626
2017,BEN,29.110879817575626
2018,BEN,29.110879817575626
2019,BEN,29.110879817575626
2020,BEN,29.110879817575626
2010,BFA,27.18543342269884
2011,BFA,27.18543342269884
2012,BFA,27.18543342269884
2013,BFA,27.18543342269884
2014,BFA,27.18543342269884
2015,BFA,27.18543342269884
2016,BFA,27.18543342269884
2017,BFA,27.18543342269884
2018,BFA,27.18543342269884
2019,BFA,27.18543342269884
2020,BFA,27.18543342269884
2010,BGD,44.46333116566412
2011,BGD,44.46333116566412
2012,BGD,44.46333116566412
2013,BGD,44.46333116566412
2014,BGD,44.46333116566412
2015,BGD,44.46333116566412
2016,BGD,44.46333116566412
2017,BGD,44.46333116566412
2018,BGD,44.46333116566412
2019,BGD,44.46333116566412
2020,BGD,44.46333116566412
2010,BGR,46.75954803087601
2011,BGR,46.75954803087601
2012,BGR,46.75954803087601
2013,BGR,46.75954803087601
2014,BGR,46.75954803087601
2015,BGR,46.75954803087601
2016,BGR,46.75954803087601
2017,BGR,46.75954803087601
2018,BGR,46.75954803087601
2019,BGR,46.75954803087601
2020,BGR,46.75954803087601
2010,BHR,14.3601108033241
2011,BHR,14.3601108033241
2012,BHR,14.3601108033241
2013,BHR,14.3601108033241
2014,BHR,14.3601108033241
2015,BHR,14.3601108033241
2016,BHR,14.3601108033241
2017,BHR,14.3601108033241
2018,BHR,14.3601108033241
2019,BHR,14.3601108033241
2020,BHR,14.3601108033241
2010,BHS,67.29784907036093
2011,BHS,67.29784907036093
2012,BHS,67.29784907036093
2013,BHS,67.29784907036093
2014,BHS,67.29784907036093
2015,BHS,67.29784907036093
2016,BHS,67.29784907036093
2017,BHS,67.29784907036093
2018,BHS,67.29784907036093
2019,BHS,67.29784907036093
2020,BHS,67.29784907036093
2010,BIH,72.93813726833278
2011,BIH,72.93813726833278
2012,BIH,72.93813726833278
2013,BIH,72.93813726833278
2014,BIH,72.93813726833278
2015,BIH,72.93813726833278
2016,BIH,72.93813726833278
2017,BIH,72.93813726833278
2018,BIH,72.93813726833278
2019,BIH,72.93813726833278
2020,BIH,72.93813726833278
2010,BLR,48.63619372623668
2011,BLR,48.63619372623668
2012,BLR,48.63619372623668
2013,BLR,48.63619372623668
2014,BLR,48.63619372623668
2015,BLR,48.63619372623668
2016,BLR,48.63619372623668
2017,BLR,48.63619372623668
2018,BLR,48.63619372623668
2019,BLR,48.63619372623668
2020,BLR,48.63619372623668
2010,BLZ,65.54269087523278
2011,BLZ,65.54269087523278
2012,BLZ,65.54269087523278
2013,BLZ,65.54269087523278
2014,BLZ,65.54269087523278
2015,BLZ,65.54269087523278
2016,BLZ,65.54269087523278
2017,BLZ,65.54269087523278
2018,BLZ,65.54269087523278
2019,BLZ,65.54269087523278
2020,BLZ,65.54269087523278
2010,BOL,46.13941977444245
2011,BOL,46.13941977444245
2012,BOL,46.13941977444245
2013,BOL,46.13941977444245
2014,BOL,46.13941977444245
2015,BOL,46.13941977444245
2016,BOL,46.13941977444245
2017,BOL,46.13941977444245
2018,BOL,46.13941977444245
2019,BOL,46.13941977444245
2020,BOL,46.13941977444245
2010,BRA,45.13467778624158
2011,BRA,45.13467778624158
2012,BRA,45.13467778624158
2013,BRA,45.13467778624158
2014,BRA,45.13467778624158
2015,BRA,45.13467778624158
2016,BRA,45.13467778624158
2017,BRA,45.13467778624158
2018,BRA,45.13467778624158
2019,BRA,45.13467778624158
2020,BRA,45.13467778624158
2010,BRB,59.53822629969419
2011,BRB,59.53822629969419
2012,BRB,59.53822629969419
2013,BRB,59.53822629969419
2014,BRB,59.53822629969419
2015,BRB,59.53822629969419
2016,BRB,59.53822629969419
2017,BRB,59.53822629969419
2018,BRB,59.53822629969419
2019,BRB,59.53822629969419
2020,BRB,59.53822629969419
2010,BRN,63.61829245804905
2011,BRN,63.61829245804905
2012,BRN,63.61829245804905
2013,BRN,63.61829245804905
2014,BRN,63.61829245804905
2015,BRN,63.61829245804905
2016,BRN,63.61829245804905
2017,BRN,63.61829245804905
2018,BRN,63.61829245804905
2019,BRN,63.61829245804905
2020,BRN,63.61829245804905
2010,BTN,64.53031746440433
2011,BTN,64.53031746440433
2012,BTN,64.53031746440433
2013,BTN,64.53031746440433
2014,BTN,64.53031746440433
2015,BTN,64.53031746440433
2016,BTN,64.53031746440433
2017,BTN,64.53031746440433
2018,BTN,64.53031746440433
2019,BTN,64.53031746440433
2020,BTN,64.53031746440433
2010,BWA,19.64443613072629
2011,BWA,19.64443613072629
2012,BWA,19.64443613072629
2013,BWA,19.64443613072629
2014,BWA,19.64443613072629
2015,BWA,19.64443613072629
2016,BWA,19.64443613072629
2017,BWA,19.64443613072629
2018,BWA,19.64443613072629
2019,BWA,19.64443613072629
2020,BWA,19.64443613072629
2010,CAF,40.50514773367684
2011,CAF,40.50514773367684
2012,CAF,40.50514773367684
2013,CAF,40.50514773367684
2014,CAF,40.50514773367684
2015,CAF,40.50514773367684
2016,CAF,40.50514773367684
2017,CAF,40.50514773367684
2018,CAF,40.50514773367684
2019,CAF,40.50514773367684
2020,CAF,40.50514773367684
2010,CAN,65.53763506220409
2011,CAN,65.53763506220409
2012,CAN,65.53763506220409
2013,CAN,65.53763506220409
2014,CAN,65.53763506220409
2015,CAN,65.53763506220409
2016,CAN,65.53763506220409
2017,CAN,65.53763506220409
2018,CAN,65.53763506220409
2019,CAN,65.53763506220409
2020,CAN,65.53763506220409
2010,CHE,81.17270524899058
2011,CHE,81.17270524899058
2012,CHE,81.17270524899058
2013,CHE,81.17270524899058
2014,CHE,81.17270524899058
2015,CHE,81.17270524899058
2016,CHE,81.17270524899058
2017,CHE,81.17270524899058
2018,CHE,81.17270524899058
2019,CHE,81.17270524899058
2020,CHE,81.17270524899058
2010,CHL,69.70016340116958
2011,CHL,69.70016340116958
2012,CHL,69.70016340116958
2013,CHL,69.70016340116958
2014,CHL,69.70016340116958
2015,CHL,69.70016340116958
2016,CHL,69.70016340116958
2017,CHL,69.70016340116958
2018,CHL,69.70016340116958
2019,CHL,69.70016340116958
2020,CHL,69.70016340116958
2010,CHN,46.996558710010135
2011,CHN,46.996558710010135
2012,CHN,46.996558710010135
2013,CHN,46.996558710010135
2014,CHN,46.996558710010135
2015,CHN,46.996558710010135
2016,CHN,46.996558710010135
2017,CHN,46.996558710010135
2018,CHN,46.996558710010135
2019,CHN,46.996558710010135
2020,CHN,46.996558710010135
2010,CIV,37.98006175838989
2011,CIV,37.98006175838989
2012,CIV,37.98006175838989
2013,CIV,37.98006175838989
2014,CIV,37.98006175838989
2015,CIV,37.98006175838989
2016,CIV,37.98006175838989
2017,CIV,37.98006175838989
2018,CIV,37.98006175838989
2019,CIV,37.98006175838989
2020,CIV,37.98006175838989
2010,CMR,47.09686995930688
2011,CMR,47.09686995930688
2012,CMR,47.09686995930688
2013,CMR,47.09686995930688
2014,CMR,47.09686995930688
2015,CMR,47.09686995930688
2016,CMR,47.09686995930688
2017,CMR,47.09686995930688
2018,CMR,47.09686995930688
2019,CMR,47.09686995930688
2020,CMR,47.09686995930688
2010,COD,45.195778023606856
2011,COD,45.195778023606856
2012,COD,45.195778023606856
2013,COD,45.195778023606856
2014,COD,45.195778023606856
2015,COD,45.195778023606856
2016,COD,45.195778023606856
2017,COD,45.195778023606856
2018,COD,45.195778023606856
2019,COD,45.195778023606856
2020,COD,45.195778023606856
2010,COG,49.18421506218211
2011,COG,49.18421506218211
2012,COG,49.18421506218211
2013,COG,49.18421506218211
2014,COG,49.18421506218211
2015,COG,49.18421506218211
2016,COG,49.18421506218211
2017,COG,49.18421506218211
2018,COG,49.18421506218211
2019,COG,49.18421506218211
2020,COG,49.18421506218211
2010,COL,61.958069810799
2011,COL,61.958069810799
2012,COL,61.958069810799
2013,COL,61.958069810799
2014,COL,61.958069810799
2015,COL,61.958069810799
2016,COL,61.958069810799
2017,COL,61.958069810799
2018,COL,61.958069810799
2019,COL,61.958069810799
2020,COL,61.958069810799
2010,COM,71.94416607015032
2011,COM,71.94416607015032
2012,COM,71.94416607015032
2013,COM,71.94416607015032
2014,COM,71.94416607015032
2015,COM,71.94416607015032
2016,COM,71.94416607015032
2017,COM,71.94416607015032
2018,COM,71.94416607015032
2019,COM,71.94416607015032
2020,COM,71.94416607015032
2010,CPV,30.323285143032912
2011,CPV,30.323285143032912
2012,CPV,30.323285143032912
2013,CPV,30.323285143032912
2014,CPV,30.323285143032912
2015,CPV,30.323285143032912
2016,CPV,30.323285143032912
2017,CPV,30.323285143032912
2018,CPV,30.323285143032912
2019,CPV,30.323285143032912
2020,CPV,30.323285143032912
2010,CRI,67.8904317596052
2011,CRI,67.8904317596052
2012,CRI,67.8904317596052
2013,CRI,67.8904317596052
2014,CRI,67.8904317596052
2015,CRI,67.8904317596052
2016,CRI,67.8904317596052
2017,CRI,67.8904317596052
2018,CRI,67.8904317596052
2019,CRI,67.8904317596052
2020,CRI,67.8904317596052
2010,CUB,63.40013499831253
2011,CUB,63.40013499831253
2012,CUB,63.40013499831253
2013,CUB,63.40013499831253
2014,CUB,63.40013499831253
2015,CUB,63.40013499831253
2016,CUB,63.40013499831253
2017,CUB,63.40013499831253
2018,CUB,63.40013499831253
2019,CUB,63.40013499831253
2020,CUB,63.40013499831253
2010,CUW,42.41390728476821
2011,CUW,42.41390728476821
2012,CUW,42.41390728476821
2013,CUW,42.41390728476821
2014,CUW,42.41390728476821
2015,CUW,42.41390728476821
2016,CUW,42.41390728476821
2017,CUW,42.41390728476821
2018,CUW,42.41390728476821
2019,CUW,42.41390728476821
2020,CUW,42.41390728476821
2010,CYM,72.36111111111111
2011,CYM,72.36111111111111
2012,CYM,72.36111111111111
2013,CYM,72.36111111111111
2014,CYM,72.36111111111111
2015,CYM,72.36111111111111
2016,CYM,72.36111111111111
2017,CYM,72.36111111111111
2018,CYM,72.36111111111111
2019,CYM,72.36111111111111
2020,CYM,72.36111111111111
2010,CYP,39.24022078233741
2011,CYP,39.24022078233741
2012,CYP,39.24022078233741
2013,CYP,39.24022078233741
2014,CYP,39.24022078233741
2015,CYP,39.24022078233741
2016,CYP,39.24022078233741
2017,CYP,39.24022078233741
2018,CYP,39.24022078233741
2019,CYP,39.24022078233741
2020,CYP,39.24022078233741
2010,CZE,53.45356701916367
2011,CZE,53.45356701916367
2012,CZE,53.45356701916367
2013,CZE,53.45356701916367
2014,CZE,53.45356701916367
2015,CZE,53.45356701916367
2016,CZE,53.45356701916367
2017,CZE,53.45356701916367
2018,CZE,53.45356701916367
2019,CZE,53.45356701916367
2020,CZE,53.45356701916367
2010,DEU,59.40623059819493
2011,DEU,59.40623059819493
2012,DEU,59.40623059819493
2013,DEU,59.40623059819493
2014,DEU,59.40623059819493
2015,DEU,59.40623059819493
2016,DEU,59.40623059819493
2017,DEU,59.40623059819493
2018,DEU,59.40623059819493
2019,DEU,59.40623059819493
2020,DEU,59.40623059819493
2010,DJI,20.403953488372093
2011,DJI,20.403953488372093
2012,DJI,20.403953488372093
2013,DJI,20.403953488372093
2014,DJI,20.403953488372093
2015,DJI,20.403953488372093
2016,DJI,20.403953488372093
2017,DJI,20.403953488372093
2018,DJI,20.403953488372093
2019,DJI,20.403953488372093
2020,DJI,20.403953488372093
2010,DMA,76.16148148148149
2011,DMA,76.16148148148149
2012,DMA,76.16148148148149
2013,DMA,76.16148148148149
2014,DMA,76.16148148148149
2015,DMA,76.16148148148149
2016,DMA,76.16148148148149
2017,DMA,76.16148148148149
2018,DMA,76.16148148148149
2019,DMA,76.16148148148149
2020,DMA,76.16148148148149
2010,DNK,57.16547399099638
2011,DNK,57.16547399099638
2012,DNK,57.16547399099638
2013,DNK,57.16547399099638
2014,DNK,57.16547399099638
2015,DNK,57.16547399099638
2016,DNK,57.16547399099638
2017,DNK,57.16547399099638
2018,DNK,57.16547399099638
2019,DNK,57.16547399099638
2020,DNK,57.16547399099638
2010,DOM,66.05496602139473
2011,DOM,66.05496602139473
2012,DOM,66.05496602139473
2013,DOM,66.05496602139473
2014,DOM,66.05496602139473
2015,DOM,66.05496602139473
2016,DOM,66.05496602139473
2017,DOM,66.05496602139473
2018,DOM,66.05496602139473
2019,DOM,66.05496602139473
2020,DOM,66.05496602139473
2010,DZA,18.414140671333016
2011,DZA,18.414140671333016
2012,DZA,18.414140671333016
2013,DZA,18.414140671333016
2014,DZA,18.414140671333016
2015,DZA,18.414140671333016
2016,DZA,18.414140671333016
2017,DZA,18.414140671333016
2018,DZA,18.414140671333016
2019,DZA,18.414140671333016
2020,DZA,18.414140671333016
2010,ECU,70.4086107718939
2011,ECU,70.4086107718939
2012,ECU,70.4086107718939
2013,ECU,70.4086107718939
2014,ECU,70.4086107718939
2015,ECU,70.4086107718939
2016,ECU,70.4086107718939
2017,ECU,70.4086107718939
2018,ECU,70.4086107718939
2019,ECU,70.4086107718939
2020,ECU,70.4086107718939
2010,EGY,19.193318496308567
2011,EGY,19.193318496308567
2012,EGY,19.193318496308567
2013,EGY,19.193318496308567
2014,EGY,19.193318496308567
2015,EGY,19.193318496308567
2016,EGY,19.193318496308567
2017,EGY,19.193318496308567
2018,EGY,19.193318496308567
2019,EGY,19.193318496308567
2020,EGY,19.193318496308567
2010,ERI,29.98371616078753
2011,ERI,29.98371616078753
2012,ERI,29.98371616078753
2013,ERI,29.98371616078753
2014,ERI,29.98371616078753
2015,ERI,29.98371616078753
2016,ERI,29.98371616078753
2017,ERI,29.98371616078753
2018,ERI,29.98371616078753
2019,ERI,29.98371616078753
2020,ERI,29.98371616078753
2010,ESP,45.72651106153072
2011,ESP,45.72651106153072
2012,ESP,45.72651106153072
2013,ESP,45.72651106153072
2014,ESP,45.72651106153072
2015,ESP,45.72651106153072
2016,ESP,45.72651106153072
2017,ESP,45.72651106153072
2018,ESP,45.72651106153072
2019,ESP,45.72651106153072
2020,ESP,45.72651106153072
2010,EST,83.19351389878831
2011,EST,83.19351389878831
2012,EST,83.19351389878831
2013,EST,83.19351389878831
2014,EST,83.19351389878831
2015,EST,83.19351389878831
2016,EST,83.19351389878831
2017,EST,83.19351389878831
2018,EST,83.19351389878831
2019,EST,83.19351389878831
2020,EST,83.19351389878831
2010,ETH,50.08696309309587
2011,ETH,50.08696309309587
2012,ETH,50.08696309309587
2013,ETH,50.08696309309587
2014,ETH,50.08696309309587
2015,ETH,50.08696309309587
2016,ETH,50.08696309309587
2017,ETH,50.08696309309587
2018,ETH,50.08696309309587
2019,ETH,50.08696309309587
2020,ETH,50.08696309309587
2010,FIN,79.5465887058298
2011,FIN,79.5465887058298
2012,FIN,79.5465887058298
2013,FIN,79.5465887058298
2014,FIN,79.5465887058298
2015,FIN,79.5465887058298
2016,FIN,79.5465887058298
2017,FIN,79.5465887058298
2018,FIN,79.5465887058298
2019,FIN,79.5465887058298
2020,FIN,79.5465887058298
2010,FJI,62.98731678133413
2011,FJI,62.98731678133413
2012,FJI,62.98731678133413
2013,FJI,62.98731678133413
2014,FJI,62.98731678133413
2015,FJI,62.98731678133413
2016,FJI,62.98731678133413
2017,FJI,62.98731678133413
2018,FJI,62.98731678133413
2019,FJI,62.98731678133413
2020,FJI,62.98731678133413
2010,FRO,90.22331154684096
2011,FRO,90.22331154684096
2012,FRO,90.22331154684096
2013,FRO,90.22331154684096
2014,FRO,90.22331154684096
2015,FRO,90.22331154684096
2016,FRO,90.22331154684096
2017,FRO,90.22331154684096
2018,FRO,90.22331154684096
2019,FRO,90.22331154684096
2020,FRO,90.22331154684096
2010,FSM,87.01711491442543
2011,FSM,87.01711491442543
2012,FSM,87.01711491442543
2013,FSM,87.01711491442543
2014,FSM,87.01711491442543
2015,FSM,87.01711491442543
2016,FSM,87.01711491442543
2017,FSM,87.01711491442543
2018,FSM,87.01711491442543
2019,FSM,87.01711491442543
2020,FSM,87.01711491442543
2010,GAB,52.16057268294578
2011,GAB,52.16057268294578
2012,GAB,52.16057268294578
2013,GAB,52.16057268294578
2014,GAB,52.16057268294578
2015,GAB,52.16057268294578
2016,GAB,52.16057268294578
2017,GAB,52.16057268294578
2018,GAB,52.16057268294578
2019,GAB,52.16057268294578
2020,GAB,52.16057268294578
2010,GBR,82.15765818299258
2011,GBR,82.15765818299258
2012,GBR,82.15765818299258
2013,GBR,82.15765818299258
2014,GBR,82.15765818299258
2015,GBR,82.15765818299258
2016,GBR,82.15765818299258
2017,GBR,82.15765818299258
2018,GBR,82.15765818299258
2019,GBR,82.15765818299258
2020,GBR,82.15765818299258
2010,GEO,72.4358073185859
2011,GEO,72.4358073185859
2012,GEO,72.4358073185859
2013,GEO,72.4358073185859
2014,GEO,72.4358073185859
2015,GEO,72.4358073185859
2016,GEO,72.4358073185859
2017,GEO,72.4358073185859
2018,GEO,72.4358073185859
2019,GEO,72.4358073185859
2020,GEO,72.4358073185859
2010,GHA,36.56151908207621
2011,GHA,36.56151908207621
2012,GHA,36.56151908207621
2013,GHA,36.56151908207621
2014,GHA,36.56151908207621
2015,GHA,36.56151908207621
2016,GHA,36.56151908207621
2017,GHA,36.56151908207621
2018,GHA,36.56151908207621
2019,GHA,36.56151908207621
2020,GHA,36.56151908207621
2010,GIN,48.84317359129264
2011,GIN,48.84317359129264
2012,GIN,48.84317359129264
2013,GIN,48.84317359129264
2014,GIN,48.84317359129264
2015,GIN,48.84317359129264
2016,GIN,48.84317359129264
2017,GIN,48.84317359129264
2018,GIN,48.84317359129264
2019,GIN,48.84317359129264
2020,GIN,48.84317359129264
2010,GMB,27.547502047502046
2011,GMB,27.547502047502046
2012,GMB,27.547502047502046
2013,GMB,27.547502047502046
2014,GMB,27.547502047502046
2015,GMB,27.547502047502046
2016,GMB,27.547502047502046
2017,GMB,27.547502047502046
2018,GMB,27.547502047502046
2019,GMB,27.547502047502046
2020,GMB,27.547502047502046
2010,GNB,41.12742653006201
2011,GNB,41.12742653006201
2012,GNB,41.12742653006201
2013,GNB,41.12742653006201
2014,GNB,41.12742653006201
2015,GNB,41.12742653006201
2016,GNB,41.12742653006201
2017,GNB,41.12742653006201
2018,GNB,41.12742653006201
2019,GNB,41.12742653006201
2020,GNB,41.12742653006201
2010,GNQ,55.76012947448591
2011,GNQ,55.76012947448591
2012,GNQ,55.76012947448591
2013,GNQ,55.76012947448591
2014,GNQ,55.76012947448591
2015,GNQ,55.76012947448591
2016,GNQ,55.76012947448591
2017,GNQ,55.76012947448591
2018,GNQ,55.76012947448591
2019,GNQ,55.76012947448591
2020,GNQ,55.76012947448591
2010,GRC,47.35461290661155
2011,GRC,47.35461290661155
2012,GRC,47.35461290661155
2013,GRC,47.35461290661155
2014,GRC,47.35461290661155
2015,GRC,47.35461290661155
2016,GRC,47.35461290661155
2017,GRC,47.35461290661155
2018,GRC,47.35461290661155
2019,GRC,47.35461290661155
2020,GRC,47.35461290661155
2010,GRD,68.58275862068966
2011,GRD,68.58275862068966
2012,GRD,68.58275862068966
2013,GRD,68.58275862068966
2014,GRD,68.58275862068966
2015,GRD,68.58275862068966
2016,GRD,68.58275862068966
2017,GRD,68.58275862068966
2018,GRD,68.58275862068966
2019,GRD,68.58275862068966
2020,GRD,68.58275862068966
2010,GRL,89.0040965391973
2011,GRL,89.0040965391973
2012,GRL,89.0040965391973
2013,GRL,89.0040965391973
2014,GRL,89.0040965391973
2015,GRL,89.0040965391973
2016,GRL,89.0040965391973
2017,GRL,89.0040965391973
2018,GRL,89.0040965391973
2019,GRL,89.0040965391973
2020,GRL,89.0040965391973
2010,GTM,66.24712809936636
2011,GTM,66.24712809936636
2012,GTM,66.24712809936636
2013,GTM,66.24712809936636
2014,GTM,66.24712809936636
2015,GTM,66.24712809936636
2016,GTM,66.24712809936636
2017,GTM,66.24712809936636
2018,GTM,66.24712809936636
2019,GTM,66.24712809936636
2020,GTM,66.24712809936636
2010,GUM,57.20087336244541
2011,GUM,57.20087336244541
2012,GUM,57.20087336244541
2013,GUM,57.20087336244541
2014,GUM,57.20087336244541
2015,GUM,57.20087336244541
2016,GUM,57.20087336244541
2017,GUM,57.20087336244541
2018,GUM,57.20087336244541
2019,GUM,57.20087336244541
2020,GUM,57.20087336244541
2010,GUY,50.29649589288258
2011,GUY,50.29649589288258
2012,GUY,50.29649589288258
2013,GUY,50.29649589288258
2014,GUY,50.29649589288258
2015,GUY,50.29649589288258
2016,GUY,50.29649589288258
2017,GUY,50.29649589288258
2018,GUY,50.29649589288258
2019,GUY,50.29649589288258
2020,GUY,50.29649589288258
2010,HKG,55.10550458715596
2011,HKG,55.10550458715596
2012,HKG,55.10550458715596
2013,HKG,55.10550458715596
2014,HKG,55.10550458715596
2015,HKG,55.10550458715596
2016,HKG,55.10550458715596
2017,HKG,55.10550458715596
2018,HKG,55.10550458715596
2019,HKG,55.10550458715596
2020,HKG,55.10550458715596
2010,HND,66.80228602530957
2011,HND,66.80228602530957
2012,HND,66.80228602530957
2013,HND,66.80228602530957
2014,HND,66.80228602530957
2015,HND,66.80228602530957
2016,HND,66.80228602530957
2017,HND,66.80228602530957
2018,HND,66.80228602530957
2019,HND,66.80228602530957
2020,HND,66.80228602530957
2010,HRV,64.12453914654667
2011,HRV,64.12453914654667
2012,HRV,64.12453914654667
2013,HRV,64.12453914654667
2014,HRV,64.12453914654667
2015,HRV,64.12453914654667
2016,HRV,64.12453914654667
2017,HRV,64.12453914654667
2018,HRV,64.12453914654667
2019,HRV,64.12453914654667
2020,HRV,64.12453914654667
2010,HTI,63.44183414634146
2011,HTI,63.44183414634146
2012,HTI,63.44183414634146
2013,HTI,63.44183414634146
2014,HTI,63.44183414634146
2015,HTI,63.44183414634146
2016,HTI,63.44183414634146
2017,HTI,63.44183414634146
2018,HTI,63.44183414634146
2019,HTI,63.44183414634146
2020,HTI,63.44183414634146
2010,HUN,48.1686655136316
2011,HUN,48.1686655136316
2012,HUN,48.1686655136316
2013,HUN,48.1686655136316
2014,HUN,48.1686655136316
2015,HUN,48.1686655136316
2016,HUN,48.1686655136316
2017,HUN,48.1686655136316
2018,HUN,48.1686655136316
2019,HUN,48.1686655136316
2020,HUN,48.1686655136316
2010,IDN,63.80652701326975
2011,IDN,63.80652701326975
2012,IDN,63.80652701326975
2013,IDN,63.80652701326975
2014,IDN,63.80652701326975
2015,IDN,63.80652701326975
2016,IDN,63.80652701326975
2017,IDN,63.80652701326975
2018,IDN,63.80652701326975
2019,IDN,63.80652701326975
2020,IDN,63.80652701326975
2010,IMN,87.95882352941176
2011,IMN,87.95882352941176
2012,IMN,87.95882352941176
2013,IMN,87.95882352941176
2014,IMN,87.95882352941176
2015,IMN,87.95882352941176
2016,IMN,87.95882352941176
2017,IMN,87.95882352941176
