Year,iso_code3,qty_soil_organic_c_stock_dry_climate_tonne_per_ha
2013,STP,67.96361631753032
2014,STP,67.96361631753032
2015,STP,67.96361631753032
2016,STP,67.96361631753032
2017,STP,67.96361631753032
2018,STP,67.96361631753032
2019,STP,67.96361631753032
2020,STP,67.96361631753032
2010,SUR,46.63077652703966
2011,SUR,46.63077652703966
2012,SUR,46.63077652703966
2013,SUR,46.63077652703966
2014,SUR,46.63077652703966
2015,SUR,46.63077652703966
2016,SUR,46.63077652703966
2017,SUR,46.63077652703966
2018,SUR,46.63077652703966
2019,SUR,46.63077652703966
2020,SUR,46.63077652703966
2010,SVK,58.0183273326682
2011,SVK,58.0183273326682
2012,SVK,58.0183273326682
2013,SVK,58.0183273326682
2014,SVK,58.0183273326682
2015,SVK,58.0183273326682
2016,SVK,58.0183273326682
2017,SVK,58.0183273326682
2018,SVK,58.0183273326682
2019,SVK,58.0183273326682
2020,SVK,58.0183273326682
2010,SVN,82.9440435945305
2011,SVN,82.9440435945305
2012,SVN,82.9440435945305
2013,SVN,82.9440435945305
2014,SVN,82.9440435945305
2015,SVN,82.9440435945305
2016,SVN,82.9440435945305
2017,SVN,82.9440435945305
2018,SVN,82.9440435945305
2019,SVN,82.9440435945305
2020,SVN,82.9440435945305
2010,SWE,79.09038748546243
2011,SWE,79.09038748546243
2012,SWE,79.09038748546243
2013,SWE,79.09038748546243
2014,SWE,79.09038748546243
2015,SWE,79.09038748546243
2016,SWE,79.09038748546243
2017,SWE,79.09038748546243
2018,SWE,79.09038748546243
2019,SWE,79.09038748546243
2020,SWE,79.09038748546243
2010,SWZ,49.15533524960404
2011,SWZ,49.15533524960404
2012,SWZ,49.15533524960404
2013,SWZ,49.15533524960404
2014,SWZ,49.15533524960404
2015,SWZ,49.15533524960404
2016,SWZ,49.15533524960404
2017,SWZ,49.15533524960404
2018,SWZ,49.15533524960404
2019,SWZ,49.15533524960404
2020,SWZ,49.15533524960404
2010,SXM,64.9
2011,SXM,64.9
2012,SXM,64.9
2013,SXM,64.9
2014,SXM,64.9
2015,SXM,64.9
2016,SXM,64.9
2017,SXM,64.9
2018,SXM,64.9
2019,SXM,64.9
2020,SXM,64.9
2010,SYC,72.98214285714286
2011,SYC,72.98214285714286
2012,SYC,72.98214285714286
2013,SYC,72.98214285714286
2014,SYC,72.98214285714286
2015,SYC,72.98214285714286
2016,SYC,72.98214285714286
2017,SYC,72.98214285714286
2018,SYC,72.98214285714286
2019,SYC,72.98214285714286
2020,SYC,72.98214285714286
2010,SYR,22.92393501981169
2011,SYR,22.92393501981169
2012,SYR,22.92393501981169
2013,SYR,22.92393501981169
2014,SYR,22.92393501981169
2015,SYR,22.92393501981169
2016,SYR,22.92393501981169
2017,SYR,22.92393501981169
2018,SYR,22.92393501981169
2019,SYR,22.92393501981169
2020,SYR,22.92393501981169
2010,TCA,63.956331877729255
2011,TCA,63.956331877729255
2012,TCA,63.956331877729255
2013,TCA,63.956331877729255
2014,TCA,63.956331877729255
2015,TCA,63.956331877729255
2016,TCA,63.956331877729255
2017,TCA,63.956331877729255
2018,TCA,63.956331877729255
2019,TCA,63.956331877729255
2020,TCA,63.956331877729255
2010,TCD,22.19857473202362
2011,TCD,22.19857473202362
2012,TCD,22.19857473202362
2013,TCD,22.19857473202362
2014,TCD,22.19857473202362
2015,TCD,22.19857473202362
2016,TCD,22.19857473202362
2017,TCD,22.19857473202362
2018,TCD,22.19857473202362
2019,TCD,22.19857473202362
2020,TCD,22.19857473202362
2010,TGO,34.04963160591551
2011,TGO,34.04963160591551
2012,TGO,34.04963160591551
2013,TGO,34.04963160591551
2014,TGO,34.04963160591551
2015,TGO,34.04963160591551
2016,TGO,34.04963160591551
2017,TGO,34.04963160591551
2018,TGO,34.04963160591551
2019,TGO,34.04963160591551
2020,TGO,34.04963160591551
2010,THA,49.07105781741596
2011,THA,49.07105781741596
2012,THA,49.07105781741596
2013,THA,49.07105781741596
2014,THA,49.07105781741596
2015,THA,49.07105781741596
2016,THA,49.07105781741596
2017,THA,49.07105781741596
2018,THA,49.07105781741596
2019,THA,49.07105781741596
2020,THA,49.07105781741596
2010,TJK,49.98677767651648
2011,TJK,49.98677767651648
2012,TJK,49.98677767651648
2013,TJK,49.98677767651648
2014,TJK,49.98677767651648
2015,TJK,49.98677767651648
2016,TJK,49.98677767651648
2017,TJK,49.98677767651648
2018,TJK,49.98677767651648
2019,TJK,49.98677767651648
2020,TJK,49.98677767651648
2010,TKM,27.27155179868557
2011,TKM,27.27155179868557
2012,TKM,27.27155179868557
2013,TKM,27.27155179868557
2014,TKM,27.27155179868557
2015,TKM,27.27155179868557
2016,TKM,27.27155179868557
2017,TKM,27.27155179868557
2018,TKM,27.27155179868557
2019,TKM,27.27155179868557
2020,TKM,27.27155179868557
2010,TLS,58.00020531070353
2011,TLS,58.00020531070353
2012,TLS,58.00020531070353
2013,TLS,58.00020531070353
2014,TLS,58.00020531070353
2015,TLS,58.00020531070353
2016,TLS,58.00020531070353
2017,TLS,58.00020531070353
2018,TLS,58.00020531070353
2019,TLS,58.00020531070353
2020,TLS,58.00020531070353
2010,TON,63.443820224719104
2011,TON,63.443820224719104
2012,TON,63.443820224719104
2013,TON,63.443820224719104
2014,TON,63.443820224719104
2015,TON,63.443820224719104
2016,TON,63.443820224719104
2017,TON,63.443820224719104
2018,TON,63.443820224719104
2019,TON,63.443820224719104
2020,TON,63.443820224719104
2010,TTO,64.61402008976278
2011,TTO,64.61402008976278
2012,TTO,64.61402008976278
2013,TTO,64.61402008976278
2014,TTO,64.61402008976278
2015,TTO,64.61402008976278
2016,TTO,64.61402008976278
2017,TTO,64.61402008976278
2018,TTO,64.61402008976278
2019,TTO,64.61402008976278
2020,TTO,64.61402008976278
2010,TUN,22.8055074001242
2011,TUN,22.8055074001242
2012,TUN,22.8055074001242
2013,TUN,22.8055074001242
2014,TUN,22.8055074001242
2015,TUN,22.8055074001242
2016,TUN,22.8055074001242
2017,TUN,22.8055074001242
2018,TUN,22.8055074001242
2019,TUN,22.8055074001242
2020,TUN,22.8055074001242
2010,TUR,50.95364211277565
2011,TUR,50.95364211277565
2012,TUR,50.95364211277565
2013,TUR,50.95364211277565
2014,TUR,50.95364211277565
2015,TUR,50.95364211277565
2016,TUR,50.95364211277565
2017,TUR,50.95364211277565
2018,TUR,50.95364211277565
2019,TUR,50.95364211277565
2020,TUR,50.95364211277565
2010,TUV,82.0
2011,TUV,82.0
2012,TUV,82.0
2013,TUV,82.0
2014,TUV,82.0
2015,TUV,82.0
2016,TUV,82.0
2017,TUV,82.0
2018,TUV,82.0
2019,TUV,82.0
2020,TUV,82.0
2010,TZA,38.12741692835424
2011,TZA,38.12741692835424
2012,TZA,38.12741692835424
2013,TZA,38.12741692835424
2014,TZA,38.12741692835424
2015,TZA,38.12741692835424
2016,TZA,38.12741692835424
2017,TZA,38.12741692835424
2018,TZA,38.12741692835424
2019,TZA,38.12741692835424
2020,TZA,38.12741692835424
2010,UGA,60.95427732927733
2011,UGA,60.95427732927733
2012,UGA,60.95427732927733
2013,UGA,60.95427732927733
2014,UGA,60.95427732927733
2015,UGA,60.95427732927733
2016,UGA,60.95427732927733
2017,UGA,60.95427732927733
2018,UGA,60.95427732927733
2019,UGA,60.95427732927733
2020,UGA,60.95427732927733
2010,UKR,59.58603440730617
2011,UKR,59.58603440730617
2012,UKR,59.58603440730617
2013,UKR,59.58603440730617
2014,UKR,59.58603440730617
2015,UKR,59.58603440730617
2016,UKR,59.58603440730617
2017,UKR,59.58603440730617
2018,UKR,59.58603440730617
2019,UKR,59.58603440730617
2020,UKR,59.58603440730617
2010,URY,64.15686966380527
2011,URY,64.15686966380527
2012,URY,64.15686966380527
2013,URY,64.15686966380527
2014,URY,64.15686966380527
2015,URY,64.15686966380527
2016,URY,64.15686966380527
2017,URY,64.15686966380527
2018,URY,64.15686966380527
2019,URY,64.15686966380527
2020,URY,64.15686966380527
2010,USA,51.25205659671266
2011,USA,51.25205659671266
2012,USA,51.25205659671266
2013,USA,51.25205659671266
2014,USA,51.25205659671266
2015,USA,51.25205659671266
2016,USA,51.25205659671266
2017,USA,51.25205659671266
2018,USA,51.25205659671266
2019,USA,51.25205659671266
2020,USA,51.25205659671266
2010,UZB,29.28044535092301
2011,UZB,29.28044535092301
2012,UZB,29.28044535092301
2013,UZB,29.28044535092301
2014,UZB,29.28044535092301
2015,UZB,29.28044535092301
2016,UZB,29.28044535092301
2017,UZB,29.28044535092301
2018,UZB,29.28044535092301
2019,UZB,29.28044535092301
2020,UZB,29.28044535092301
2010,VCT,72.90397350993378
2011,VCT,72.90397350993378
2012,VCT,72.90397350993378
2013,VCT,72.90397350993378
2014,VCT,72.90397350993378
2015,VCT,72.90397350993378
2016,VCT,72.90397350993378
2017,VCT,72.90397350993378
2018,VCT,72.90397350993378
2019,VCT,72.90397350993378
2020,VCT,72.90397350993378
2010,VEN,52.33909655683097
2011,VEN,52.33909655683097
2012,VEN,52.33909655683097
2013,VEN,52.33909655683097
2014,VEN,52.33909655683097
2015,VEN,52.33909655683097
2016,VEN,52.33909655683097
2017,VEN,52.33909655683097
2018,VEN,52.33909655683097
2019,VEN,52.33909655683097
2020,VEN,52.33909655683097
2010,VGB,65.52
2011,VGB,65.52
2012,VGB,65.52
2013,VGB,65.52
2014,VGB,65.52
2015,VGB,65.52
2016,VGB,65.52
2017,VGB,65.52
2018,VGB,65.52
2019,VGB,65.52
2020,VGB,65.52
2010,VIR,62.9
2011,VIR,62.9
2012,VIR,62.9
2013,VIR,62.9
2014,VIR,62.9
2015,VIR,62.9
2016,VIR,62.9
2017,VIR,62.9
2018,VIR,62.9
2019,VIR,62.9
2020,VIR,62.9
2010,VNM,59.09831860571586
2011,VNM,59.09831860571586
2012,VNM,59.09831860571586
2013,VNM,59.09831860571586
2014,VNM,59.09831860571586
2015,VNM,59.09831860571586
2016,VNM,59.09831860571586
2017,VNM,59.09831860571586
2018,VNM,59.09831860571586
2019,VNM,59.09831860571586
2020,VNM,59.09831860571586
2010,VUT,70.94101642211642
2011,VUT,70.94101642211642
2012,VUT,70.94101642211642
2013,VUT,70.94101642211642
2014,VUT,70.94101642211642
2015,VUT,70.94101642211642
2016,VUT,70.94101642211642
2017,VUT,70.94101642211642
2018,VUT,70.94101642211642
2019,VUT,70.94101642211642
2020,VUT,70.94101642211642
2010,WSM,74.89140944589066
2011,WSM,74.89140944589066
2012,WSM,74.89140944589066
2013,WSM,74.89140944589066
2014,WSM,74.89140944589066
2015,WSM,74.89140944589066
2016,WSM,74.89140944589066
2017,WSM,74.89140944589066
2018,WSM,74.89140944589066
2019,WSM,74.89140944589066
2020,WSM,74.89140944589066
2010,YEM,22.264711063741704
2011,YEM,22.264711063741704
2012,YEM,22.264711063741704
2013,YEM,22.264711063741704
2014,YEM,22.264711063741704
2015,YEM,22.264711063741704
2016,YEM,22.264711063741704
2017,YEM,22.264711063741704
2018,YEM,22.264711063741704
2019,YEM,22.264711063741704
2020,YEM,22.264711063741704
2010,ZAF,31.58648547301092
2011,ZAF,31.58648547301092
2012,ZAF,31.58648547301092
2013,ZAF,31.58648547301092
2014,ZAF,31.58648547301092
2015,ZAF,31.58648547301092
2016,ZAF,31.58648547301092
2017,ZAF,31.58648547301092
2018,ZAF,31.58648547301092
2019,ZAF,31.58648547301092
2020,ZAF,31.58648547301092
2010,ZMB,35.11069834448208
2011,ZMB,35.11069834448208
2012,ZMB,35.11069834448208
2013,ZMB,35.11069834448208
2014,ZMB,35.11069834448208
2015,ZMB,35.11069834448208
2016,ZMB,35.11069834448208
2017,ZMB,35.11069834448208
2018,ZMB,35.11069834448208
2019,ZMB,35.11069834448208
2020,ZMB,35.11069834448208
2010,ZWE,31.57995753847589
2011,ZWE,31.57995753847589
2012,ZWE,31.57995753847589
2013,ZWE,31.57995753847589
2014,ZWE,31.57995753847589
2015,ZWE,31.57995753847589
2016,ZWE,31.57995753847589
2017,ZWE,31.57995753847589
2018,ZWE,31.57995753847589
2019,ZWE,31.57995753847589
2020,ZWE,31.57995753847589
