"year","prodinit_ippu_cement_tonne","location_code"
2037,50723397.8077742,"MEX"
2038,52065690.3281827,"MEX"
2039,53443503.9155586,"MEX"
2040,54857778.5633678,"MEX"
2041,56309479.1401093,"MEX"
2042,57799596.0475828,"MEX"
2043,59329145.896576,"MEX"
2044,60899172.2004328,"MEX"
2045,62510746.0869752,"MEX"
2046,64164967.0292647,"MEX"
2047,65862963.5957021,"MEX"
2048,67605894.2199771,"MEX"
2049,69394947.9913925,"MEX"
2050,71231345.466104,"MEX"
2021,48181.35,"MHL"
2022,140725.518431051,"MHL"
2023,411023.591860502,"MHL"
2024,1200495.79457532,"MHL"
2025,3506344.11584375,"MHL"
2026,10241142.9629883,"MHL"
2027,29911784.3894584,"MHL"
2028,87364745.1846896,"MHL"
2029,255170290.13741,"MHL"
2030,745287779.769321,"MHL"
2031,2176796814.29359,"MHL"
2032,6357872085.57927,"MHL"
2033,18569733836.0475,"MHL"
2034,54237488596.8204,"MHL"
2035,158413965179.177,"MHL"
2036,462687064114.187,"MHL"
2037,1351391710045.69,"MHL"
2038,3947072861171.46,"MHL"
2039,11528399986166.5,"MHL"
2040,33671536076382.3,"MHL"
2041,98346027471598.8,"MHL"
2042,287243834005795,"MHL"
2043,838966476792122,"MHL"
2044,2450408558349723,"MHL"
2045,7157022680801768,"MHL"
2046,20903850290176940,"MHL"
2047,61054851499391760,"MHL"
2048,178325755297074816,"MHL"
2049,520844359151197120,"MHL"
2050,1521254436902257152,"MHL"
2021,1526005,"MKD"
2022,1539919.31273365,"MKD"
2023,1553960.49798663,"MKD"
2024,1568129.71259912,"MKD"
2025,1582428.12395952,"MKD"
2026,1596856.91010066,"MKD"
2027,1611417.25979678,"MKD"
2028,1626110.37266156,"MKD"
2029,1640937.45924689,"MKD"
2030,1655899.74114264,"MKD"
2031,1670998.4510773,"MKD"
2032,1686234.83301952,"MKD"
2033,1701610.14228064,"MKD"
2034,1717125.64561808,"MKD"
2035,1732782.62133972,"MKD"
2036,1748582.35940923,"MKD"
2037,1764526.16155232,"MKD"
2038,1780615.34136402,"MKD"
2039,1796851.22441688,"MKD"
2040,1813235.14837019,"MKD"
2041,1829768.46308022,"MKD"
2042,1846452.53071137,"MKD"
2043,1863288.72584845,"MKD"
2044,1880278.43560992,"MKD"
2045,1897423.05976214,"MKD"
2046,1914724.01083476,"MKD"
2047,1932182.71423704,"MKD"
2048,1949800.6083753,"MKD"
2049,1967579.14477144,"MKD"
2050,1985519.78818255,"MKD"
2021,8566526,"MLI"
2022,8340981.93837029,"MLI"
2023,8121376.12098761,"MLI"
2024,7907552.20259291,"MLI"
2025,7699357.95426847,"MLI"
2026,7496645.15506064,"MLI"
2027,7299269.486456,"MLI"
2028,7107090.42963588,"MLI"
2029,6919971.16543593,"MLI"
2030,6737778.4769397,"MLI"
2031,6560382.65463668,"MLI"
2032,6387657.40407749,"MLI"
2033,6219479.75596031,"MLI"
2034,6055729.97858462,"MLI"
2035,5896291.49260994,"MLI"
2036,5741050.78805877,"MLI"
2037,5589897.34350479,"MLI"
2038,5442723.54738871,"MLI"
2039,5299424.62140568,"MLI"
2040,5159898.54590993,"MLI"
2041,5024045.98728328,"MLI"
2042,4891770.22721597,"MLI"
2043,4762977.09384948,"MLI"
2044,4637574.89473211,"MLI"
2045,4515474.35153995,"MLI"
2046,4396588.53651632,"MLI"
2047,4280832.81058489,"MLI"
2048,4168124.763092,"MLI"
2049,4058384.15313563,"MLI"
2050,3951532.85243896,"MLI"
2021,989320.8,"MLT"
2022,1052651.90884199,"MLT"
2023,1120037.14183375,"MLT"
2024,1191736.0226584,"MLT"
2025,1268024.68833883,"MLT"
2026,1349196.9527363,"MLT"
2027,1435565.43812852,"MLT"
2028,1527462.77922547,"MLT"
2029,1625242.90425996,"MLT"
2030,1729282.39808679,"MLT"
2031,1839981.95254048,"MLT"
2032,1957767.90963714,"MLT"
2033,2083093.90356406,"MLT"
2034,2216442.60778083,"MLT"
2035,2358327.59396063,"MLT"
2036,2509295.30993121,"MLT"
2037,2669927.1842332,"MLT"
2038,2840841.86540118,"MLT"
2039,3022697.60459174,"MLT"
2040,3216194.79073482,"MLT"
2041,3422078.64797209,"MLT"
2042,3641142.10577118,"MLT"
2043,3874228.85276947,"MLT"
2044,4122236.58610886,"MLT"
2045,4386120.46877592,"MLT"
2046,4666896.80826269,"MLT"
2047,4965646.97071597,"MLT"
2048,5283521.5456499,"MLT"
2049,5621744.77726147,"MLT"
2050,5981619.2794155,"MLT"
2021,16180440,"MMR"
2022,15135067.6560918,"MMR"
2023,14157233.8548565,"MMR"
2024,13242575.122578,"MMR"
2025,12387009.8972028,"MMR"
2026,11586720.3148272,"MMR"
2027,10838135.1729077,"MMR"
2028,10137913.9941698,"MMR"
2029,9482932.12010301,"MMR"
2030,8870266.76752206,"MMR"
2031,8297183.98597496,"MMR"
2032,7761126.45779546,"MMR"
2033,7259702.08635971,"MMR"
2034,6790673.32162318,"MMR"
2035,6351947.17530452,"MMR"
2036,5941565.88115989,"MMR"
2037,5557698.15867068,"MMR"
2038,5198631.0411594,"MMR"
2039,4862762.231868,"MMR"
2040,4548592.95388814,"MMR"
2041,4254721.26203733,"MMR"
2042,3979835.78683565,"MMR"
2043,3722709.88266652,"MMR"
2044,3482196.15400813,"MMR"
2045,3257221.33530951,"MMR"
2046,3046781.50166343,"MMR"
2047,2849937.58890394,"MMR"
2048,2665811.20313787,"MMR"
2049,2493580.70101054,"MMR"
2050,2332477.5232144,"MMR"
2021,1767351,"MNE"
2022,1822095.25871241,"MNE"
2023,1878535.23823069,"MNE"
2024,1936723.46404553,"MNE"
2025,1996714.08864139,"MNE"
2026,2058562.94189312,"MNE"
2027,2122327.58302371,"MNE"
2028,2188067.35417134,"MNE"
2029,2255843.4356158,"MNE"
2030,2325718.90271546,"MNE"
2031,2397758.78460796,"MNE"
2032,2472030.12472916,"MNE"
2033,2548602.04320662,"MNE"
2034,2627545.80118581,"MNE"
2035,2708934.86714884,"MNE"
2036,2792844.98528739,"MNE"
2037,2879354.24599352,"MNE"
2038,2968543.15853401,"MNE"
2039,3060494.72597576,"MNE"
2040,3155294.52243203,"MNE"
2041,3253030.77270144,"MNE"
2042,3353794.43437374,"MNE"
2043,3457679.28247896,"MNE"
2044,3564781.99675845,"MNE"
2045,3675202.25163929,"MNE"
2046,3789042.80899557,"MNE"
2047,3906409.61378311,"MNE"
2048,4027411.89263637,"MNE"
2049,4152162.25551954,"MNE"
2050,4280776.80052621,"MNE"
2021,1477258,"MNG"
2022,1898301.43819486,"MNG"
2023,2439349.35553078,"MNG"
2024,3134605.05197047,"MNG"
2025,4028020.3446713,"MNG"
2026,5176074.05975645,"MNG"
2027,6651342.44108936,"MNG"
2028,8547087.18574986,"MNG"
2029,10983151.1469803,"MNG"
2030,14113534.4118795,"MNG"
2031,18136129.6889803,"MNG"
2032,23305232.4454359,"MNG"
2033,29947616.6442399,"MNG"
2034,38483192.3376073,"MNG"
2035,49451551.0227797,"MNG"
2036,63546076.8718189,"MNG"
2037,81657780.237044,"MNG"
2038,104931624.4446,"MNG"
2039,134838906.673924,"MNG"
2040,173270268.608281,"MNG"
2041,222655216.688968,"MNG"
2042,286115707.657197,"MNG"
2043,367663508.565057,"MNG"
2044,472453807.717283,"MNG"
2045,607111109.007605,"MNG"
2046,780148011.635893,"MNG"
2047,1002503349.10576,"MNG"
2048,1288233706.91012,"MNG"
2049,1655402034.41686,"MNG"
2050,2127219526.12491,"MNG"
2021,36783.26,"MNP"
2022,48240.5333881564,"MNP"
2023,63266.525630785,"MNP"
2024,82972.8235627983,"MNP"
2025,108817.251798529,"MNP"
2026,142711.719097067,"MNP"
2027,187163.656782549,"MNP"
2028,245461.512494215,"MNP"
2029,321918.021648558,"MNP"
2030,422189.253252336,"MNP"
2031,553693.03230981,"MNP"
2032,726157.692709426,"MNP"
2033,952341.756011176,"MNP"
2034,1248977.77624367,"MNP"
2035,1638010.17408321,"MNP"
2036,2148218.63241596,"MNP"
2037,2817347.14818974,"MNP"
2038,3694896.24270046,"MNP"
2039,4845784.89132734,"MNP"
2040,6355153.07348778,"MNP"
2041,8334660.22392881,"MNP"
2042,10930745.5296615,"MNP"
2043,14335461.1494761,"MNP"
2044,18800679.7716113,"MNP"
2045,24656727.5505882,"MNP"
2046,32336820.8431451,"MNP"
2047,42409114.5143354,"MNP"
2048,55618732.6705393,"MNP"
2049,72942891.1521191,"MNP"
2050,95663189.6153972,"MNP"
2021,2659903,"MOZ"
2022,2707729.09117425,"MOZ"
2023,2756415.11408172,"MOZ"
2024,2805976.53062967,"MOZ"
2025,2856429.08073646,"MOZ"
2026,2907788.7873303,"MOZ"
2027,2960071.96143789,"MOZ"
2028,3013295.20736455,"MOZ"
2029,3067475.42796746,"MOZ"
2030,3122629.83002376,"MOZ"
2031,3178775.92969511,"MOZ"
2032,3235931.55809062,"MOZ"
2033,3294114.86692965,"MOZ"
2034,3353344.33430655,"MOZ"
2035,3413638.770559,"MOZ"
2036,3475017.32424186,"MOZ"
2037,3537499.48820847,"MOZ"
2038,3601105.10580126,"MOZ"
2039,3665854.37715367,"MOZ"
2040,3731767.86560542,"MOZ"
2041,3798866.50423306,"MOZ"
2042,3867171.60249801,"MOZ"
2043,3936704.85301411,"MOZ"
2044,4007488.33843683,"MOZ"
2045,4079544.53847639,"MOZ"
2046,4152896.33703693,"MOZ"
2047,4227567.02948411,"MOZ"
2048,4303580.33004332,"MOZ"
2049,4380960.37933096,"MOZ"
2050,4459731.75202111,"MOZ"
2021,1098327,"MRT"
2022,1081111.99547867,"MRT"
2023,1064166.81622857,"MRT"
2024,1047487.23305086,"MRT"
2025,1031069.08303451,"MRT"
2026,1014908.2685173,"MRT"
2027,999000.756063119,"MRT"
2028,983342.575455304,"MRT"
2029,967929.818705739,"MRT"
2030,952758.639079499,"MRT"
2031,937825.250134777,"MRT"
2032,923125.924777859,"MRT"
2033,908656.994332911,"MRT"
2034,894414.847626348,"MRT"
2035,880395.930085549,"MRT"
2036,866596.742851708,"MRT"
2037,853013.841906577,"MRT"
2038,839643.837212912,"MRT"
2039,826483.391868377,"MRT"
2040,813529.221272718,"MRT"
2041,800778.092307989,"MRT"
2042,788226.822531625,"MRT"
2043,775872.279382166,"MRT"
2044,763711.379397427,"MRT"
2045,751741.087444923,"MRT"
2046,739958.415964358,"MRT"
2047,728360.424221987,"MRT"
2048,716944.217576663,"MRT"
2049,705706.946757386,"MRT"
2050,694645.807152184,"MRT"
2021,1647656,"MUS"
2022,1675896.35656476,"MUS"
2023,1704620.74483207,"MUS"
2024,1733837.46096805,"MUS"
2025,1763554.94333274,"MUS"
2026,1793781.77491728,"MUS"
2027,1824526.68582285,"MUS"
2028,1855798.55578209,"MUS"
2029,1887606.41672372,"MUS"
2030,1919959.45538119,"MUS"
2031,1952867.01594592,"MUS"
2032,1986338.60276614,"MUS"
2033,2020383.88309193,"MUS"
2034,2055012.68986726,"MUS"
2035,2090235.02456998,"MUS"
2036,2126061.06010046,"MUS"
2037,2162501.14371966,"MUS"
2038,2199565.80003769,"MUS"
2039,2237265.73405348,"MUS"
2040,2275611.83424659,"MUS"
2041,2314615.17572206,"MUS"
2042,2354287.02340908,"MUS"
2043,2394638.83531451,"MUS"
2044,2435682.26583222,"MUS"
2045,2477429.1691091,"MUS"
2046,2519891.60246872,"MUS"
2047,2563081.82989377,"MUS"
2048,2607012.32556814,"MUS"
2049,2651695.77747969,"MUS"
2050,2697145.09108477,"MUS"
2021,41341120,"MYS"
2022,46197553.7141939,"MYS"
2023,51624483.5450957,"MYS"
2024,57688926.9459094,"MYS"
2025,64465774.0597704,"MYS"
2026,72038712.5422178,"MYS"
2027,80501261.0246282,"MYS"
2028,89957923.9809081,"MYS"
2029,100525482.258956,"MYS"
2030,112334435.213738,"MYS"
2031,125530612.250957,"MYS"
2032,140276973.682359,"MYS"
2033,156755623.131529,"MYS"
2034,175170056.341501,"MYS"
2035,195747674.154809,"MYS"
2036,218742590.698929,"MYS"
2037,244438771.455531,"MYS"
2038,273153539.96574,"MYS"
2039,305241496.475893,"MYS"
2040,341098896.915371,"MYS"
2041,381168546.282735,"MYS"
2042,425945266.868867,"MYS"
2043,475982008.84449,"MYS"
2044,531896678.672063,"MYS"
2045,594379769.666472,"MYS"
2046,664202888.934721,"MYS"
2047,742228285.994296,"MYS"
2048,829419500.739592,"MYS"
2049,926853262.248752,"MYS"
2050,1035732785.36993,"MYS"
2021,683435.6,"NAM"
2022,620066.090037659,"NAM"
2023,562572.327245742,"NAM"
2024,510409.50064447,"NAM"
2025,463083.315213154,"NAM"
2026,420145.307949859,"NAM"
2027,381188.598235353,"NAM"
2028,345844.032231759,"NAM"
2029,313776.684780256,"NAM"
2030,284682.685649785,"NAM"
2031,258286.3400623,"NAM"
2032,234337.516208649,"NAM"
2033,212609.274999186,"NAM"
2034,192895.719588629,"NAM"
2035,175010.044297256,"NAM"
2036,158782.764440011,"NAM"
2037,144060.110289379,"NAM"
2038,130702.569953232,"NAM"
2039,118583.56735993,"NAM"
2040,107588.262823285,"NAM"
2041,97612.4648215255,"NAM"
2042,88561.6426782887,"NAM"
2043,80350.0307897903,"NAM"
2044,72899.8159098396,"NAM"
2045,66140.3997914059,"NAM"
2046,60007.7301975265,"NAM"
2047,54443.6939422164,"NAM"
2048,49395.5662098333,"NAM"
2049,44815.5109346479,"NAM"
2050,40660.1275062157,"NAM"
2021,620715.5,"NCL"
2022,645747.057780786,"NCL"
2023,671788.061732859,"NCL"
2024,698879.219733116,"NCL"
2025,727062.881282635,"NCL"
2026,756383.103708354,"NCL"
2027,786885.721034465,"NCL"
2028,818618.415631185,"NCL"
2029,851630.79275289,"NCL"
2030,885974.458082161,"NCL"
2031,921703.098400929,"NCL"
2032,958872.565514853,"NCL"
2033,997540.9635621,"NCL"
2034,1037768.73984303,"NCL"
2035,1079618.77931276,"NCL"
2036,1123156.50288433,"NCL"
2037,1168449.96969613,"NCL"
2038,1215569.98350343,"NCL"
2039,1264590.20336044,"NCL"
2040,1315587.25876575,"NCL"
2041,1368640.86945126,"NCL"
2042,1423833.97000186,"NCL"
2043,1481252.8395006,"NCL"
2044,1540987.2364021,"NCL"
2045,1603130.53884493,"NCL"
2046,1667779.89062242,"NCL"
2047,1735036.35303999,"NCL"
2048,1805005.06289641,"NCL"
2049,1877795.39683604,"NCL"
2050,1953521.14232877,"NCL"
2021,2722533,"NER"
2022,2769758.5692542,"NER"
2023,2817803.3221111,"NER"
2024,2866681.46828346,"NER"
2025,2916407.46396842,"NER"
2026,2966996.01612302,"NER"
2027,3018462.08681394,"NER"
2028,3070820.89764269,"NER"
2029,3124087.93424753,"NER"
2030,3178278.95088352,"NER"
2031,3233409.97508199,"NER"
2032,3289497.31239084,"NER"
2033,3346557.55119706,"NER"
2034,3404607.56763295,"NER"
2035,3463664.53056733,"NER"
2036,3523745.90668349,"NER"
2037,3584869.46564505,"NER"
2038,3647053.28535159,"NER"
2039,3710315.75728531,"NER"
2040,3774675.59195055,"NER"
2041,3840151.82440753,"NER"
2042,3906763.81990225,"NER"
2043,3974531.27959387,"NER"
2044,4043474.24638159,"NER"
2045,4113613.11083248,"NER"
2046,4184968.61721225,"NER"
2047,4257561.86962051,"NER"
2048,4331414.33823258,"NER"
2049,4406547.86564946,"NER"
2050,4482984.67335801,"NER"
2021,9536544,"NGA"
2022,8439478.01470567,"NGA"
2023,7468616.4254787,"NGA"
2024,6609440.91728587,"NGA"
2025,5849103.33459691,"NGA"
2026,5176233.54939402,"NGA"
2027,4580769.43168224,"NGA"
2028,4053806.37987075,"NGA"
2029,3587464.16089442,"NGA"
2030,3174769.06879609,"NGA"
2031,2809549.63956253,"NGA"
2032,2486344.36272849,"NGA"
2033,2200320.0096633,"NGA"
2034,1947199.35721687,"NGA"
2035,1723197.22590078,"NGA"
2036,1524963.87611607,"NGA"
2037,1349534.91597186,"NGA"
2038,1194286.97161384,"NGA"
2039,1056898.45715433,"NGA"
2040,935314.857555352,"NGA"
2041,827718.005303174,"NGA"
2042,732498.89143616,"NGA"
2043,648233.604340498,"NGA"
2044,573662.036501383,"NGA"
2045,507669.040789274,"NGA"
2046,449267.754491332,"NGA"
2047,397584.841714754,"NGA"
2048,351847.433476099,"NGA"
2049,311371.57017806,"NGA"
2050,275551.973641827,"NGA"
2021,2539715,"NIC"
2022,2716635.51723646,"NIC"
2023,2905880.59428346,"NIC"
2024,3108308.77924437,"NIC"
2025,3324838.42802565,"NIC"
2026,3556451.87064183,"NIC"
2027,3804199.86775195,"NIC"
2028,4069206.37764521,"NIC"
2029,4352673.6553023,"NIC"
2030,4655887.70666538,"NIC"
2031,4980224.12286095,"NIC"
2032,5327154.32084381,"NIC"
2033,5698252.21877414,"NIC"
2034,6095201.37641164,"NIC"
2035,6519802.63292079,"NIC"
2036,6973982.2767375,"NIC"
2037,7459800.78456153,"NIC"
2038,7979462.16912065,"NIC"
2039,8535323.97811481,"NIC"
2040,9129907.98970226,"NIC"
2041,9765911.65305008,"NIC"
2042,10446220.3258512,"NIC"
2043,11173920.3643263,"NIC"
2044,11952313.1250949,"NIC"
2045,12784929.9424402,"NIC"
2046,13675548.1489115,"NIC"
2047,14628208.2119491,"NIC"
2048,15647232.0642714,"NIC"
2049,16737242.7111864,"NIC"
2050,17903185.2037792,"NIC"
2021,44116440,"NLD"
2022,44102704.9949177,"NLD"
2023,44088974.2660273,"NLD"
2024,44075247.8119975,"NLD"
2025,44061525.6314973,"NLD"
2026,44047807.7231964,"NLD"
2027,44034094.0857645,"NLD"
2028,44020384.7178721,"NLD"
2029,44006679.6181899,"NLD"
2030,43992978.7853889,"NLD"
2031,43979282.2181409,"NLD"
2032,43965589.9151177,"NLD"
2033,43951901.8749918,"NLD"
2034,43938218.096436,"NLD"
2035,43924538.5781235,"NLD"
2036,43910863.3187279,"NLD"
2037,43897192.3169233,"NLD"
2038,43883525.5713841,"NLD"
2039,43869863.0807853,"NLD"
2040,43856204.8438021,"NLD"
2041,43842550.8591102,"NLD"
2042,43828901.1253857,"NLD"
2043,43815255.6413051,"NLD"
2044,43801614.4055455,"NLD"
2045,43787977.416784,"NLD"
2046,43774344.6736986,"NLD"
2047,43760716.1749673,"NLD"
2048,43747091.9192687,"NLD"
2049,43733471.9052819,"NLD"
2050,43719856.1316863,"NLD"
2021,13890500,"NOR"
2022,13647151.9568455,"NOR"
2023,13408067.1346052,"NOR"
2024,13173170.845797,"NOR"
2025,12942389.7113912,"NOR"
2026,12715651.6378871,"NOR"
2027,12492885.7947919,"NOR"
2028,12274022.5924943,"NOR"
2029,12058993.6605252,"NOR"
2030,11847731.8261995,"NOR"
2031,11640171.0936324,"NOR"
2032,11436246.6231224,"NOR"
2033,11235894.7108969,"NOR"
2034,11039052.7692111,"NOR"
2035,10845659.3067968,"NOR"
2036,10655653.9096528,"NOR"
2037,10468977.2221725,"NOR"
2038,10285570.9286018,"NOR"
2039,10105377.7348217,"NOR"
2040,9928341.35045073,"NOR"
2041,9754406.4712598,"NOR"
2042,9583518.76189627,"NOR"
2043,9415624.83890995,"NOR"
2044,9250672.25407678,"NOR"
2045,9088609.47801453,"NOR"
2046,8929385.88408559,"NOR"
2047,8772951.73258182,"NOR"
2048,8619258.15518632,"NOR"
2049,8468257.13970756,"NOR"
2050,8319901.51508091,"NOR"
2021,2561488,"NPL"
2022,2764736.93650426,"NPL"
2023,2984113.26856537,"NPL"
2024,3220896.67268211,"NPL"
2025,3476468.36511742,"NPL"
2026,3752319.15887513,"NPL"
2027,4050058.15998149,"NPL"
2028,4371422.1537994,"NPL"
2029,4718285.73612768,"NPL"
2030,5092672.24818285,"NPL"
2031,5496765.57924977,"NPL"
2032,5932922.9058489,"NPL"
2033,6403688.441731,"NPL"
2034,6911808.27890629,"NPL"
2035,7460246.40627954,"NPL"
2036,8052201.99933173,"NPL"
2037,8691128.08170325,"NPL"
2038,9380751.66753637,"NPL"
2039,10125095.5020721,"NPL"
2040,10928501.5273201,"NPL"
2041,11795656.2096817,"NPL"
2042,12731617.8772701,"NPL"
2043,13741846.2263913,"NPL"
2044,14832234.1693054,"NPL"
2045,16009142.2090438,"NPL"
2046,17279435.5417995,"NPL"
2047,18650524.1033171,"NPL"
2048,20130405.7928844,"NPL"
2049,21727713.12706,"NPL"
2050,23451763.5952819,"NPL"
2021,9385.088,"NRU"
2022,26701.8501111633,"NRU"
2023,75970.3904064652,"NRU"
2024,216146.079559402,"NRU"
2025,614964.954884892,"NRU"
2026,1749658.82567693,"NRU"
2027,4978017.01048509,"NRU"
2028,14163134.54544,"NRU"
2029,40296041.5221016,"NRU"
2030,114647711.4329,"NRU"
2031,326188311.315694,"NRU"
2032,928050050.970768,"NRU"
2033,2640428449.54452,"NRU"
2034,7512377581.22131,"NRU"
2035,21373734604.5381,"NRU"
2036,60811178086.5731,"NRU"
2037,173016061474.43,"NRU"
2038,492254195199.239,"NRU"
2039,1400530046900.08,"NRU"
2040,3984698213645.58,"NRU"
2041,11337007648621.3,"NRU"
2042,32255326635466.7,"NRU"
2043,91770785431830.3,"NRU"
2044,261100349531561,"NRU"
2045,742865958972798,"NRU"
2046,2113554554755079,"NRU"
2047,6013349786686774,"NRU"
2048,17108796920189352,"NRU"
2049,48676851079630632,"NRU"
2050,138492252966803792,"NRU"
2021,11020450,"NZL"
2022,12299116.814098,"NZL"
2023,13726143.1617428,"NZL"
2024,15318742.7149806,"NZL"
2025,17096126.3919949,"NZL"
2026,19079734.0910516,"NZL"
2027,21293493.3117769,"NZL"
2028,23764107.7834171,"NZL"
2029,26521379.5816925,"NZL"
2030,29598568.6198177,"NZL"
2031,33032793.8500909,"NZL"
2032,36865481.0155926,"NZL"
2033,41142862.3530515,"NZL"
2034,45916534.2746019,"NZL"
2035,51244079.7555331,"NZL"
2036,57189762.9356567,"NZL"
2037,63825304.3130014,"NZL"
2038,71230745.8806998,"NZL"
2039,79495416.642883,"NZL"
2040,88719010.1562287,"NZL"
2041,99012787.0951373,"NZL"
2042,110500917.346616,"NZL"
2043,123321977.824047,"NZL"
2044,137630624.067398,"NZL"
2045,153599455.793742,"NZL"
2046,171421098.901508,"NZL"
2047,191310529.042888,"NZL"
2048,213507664.79276,"NZL"
2049,238280261.694526,"NZL"
2050,265927142.092639,"NZL"
2021,13079650,"OMN"
2022,13967605.612488,"OMN"
2023,14915843.0497764,"OMN"
2024,15928454.7443584,"OMN"
2025,17009810.9571405,"OMN"
2026,18164578.6387492,"OMN"
2027,19397741.5713015,"OMN"
2028,20714621.8775658,"OMN"
2029,22120902.9903442,"OMN"
2030,23622654.1812079,"OMN"
2031,25226356.754447,"OMN"
2032,26938932.0192849,"OMN"
2033,28767771.1610783,"OMN"
2034,30720767.1404242,"OMN"
2035,32806348.7578434,"OMN"
2036,35033517.0310593,"OMN"
2037,37411884.041868,"OMN"
2038,39951714.4202595,"OMN"
2039,42663969.6448251,"OMN"
2040,45560355.3506461,"OMN"
2041,48653371.8488365,"OMN"
2042,51956368.0757724,"OMN"
2043,55483599.2048452,"OMN"
2044,59250288.1693802,"OMN"
2045,63272691.3622435,"OMN"
2046,67568168.7956862,"OMN"
2047,72155259.024222,"OMN"
2048,77053759.1538958,"OMN"
2049,82284810.2832458,"OMN"
2050,87870988.7447125,"OMN"
2021,67534510,"PAK"
2022,66633519.8513299,"PAK"
2023,65744549.9756728,"PAK"
2024,64867440.008386,"PAK"
2025,64002031.7242805,"PAK"
2026,63148169.0090783,"PAK"
2027,62305697.8312503,"PAK"
2028,61474466.2142301,"PAK"
2029,60654324.2089978,"PAK"
2030,59845123.8670312,"PAK"
2031,59046719.2136157,"PAK"
2032,58258966.2215119,"PAK"
2033,57481722.7849743,"PAK"
2034,56714848.6941154,"PAK"
2035,55958205.6096137,"PAK"
2036,55211657.0377573,"PAK"
2037,54475068.305822,"PAK"
2038,53748306.5377767,"PAK"
2039,53031240.6303134,"PAK"
2040,52323741.2291973,"PAK"
2041,51625680.705932,"PAK"
2042,50936933.1347356,"PAK"
2043,50257374.2698255,"PAK"
2044,49586881.523004,"PAK"
2045,48925333.9415453,"PAK"
2046,48272612.1863756,"PAK"
2047,47628598.5105453,"PAK"
2048,46993176.7379884,"PAK"
2049,46366232.2425646,"PAK"
2050,45747651.927382,"PAK"
2021,1596447,"PAN"
2022,1650514.26024171,"PAN"
2023,1706412.62958385,"PAN"
2024,1764204.12264529,"PAN"
2025,1823952.85430914,"PAN"
2026,1885725.11085292,"PAN"
2027,1949589.42348768,"PAN"
2028,2015616.64438771,"PAN"
2029,2083880.02529522,"PAN"
2030,2154455.298787,"PAN"
2031,2227420.76229356,"PAN"
2032,2302857.36496357,"PAN"
2033,2380848.79747027,"PAN"
2034,2461481.58485939,"PAN"
2035,2544845.18254148,"PAN"
2036,2631032.07553532,"PAN"
2037,2720137.8810724,"PAN"
2038,2812261.45467634,"PAN"
2039,2907504.99983488,"PAN"
2040,3005974.18138626,"PAN"
2041,3107778.24274557,"PAN"
2042,3213030.1271013,"PAN"
2043,3321846.60271649,"PAN"
2044,3434348.39247345,"PAN"
2045,3550660.30780579,"PAN"
2046,3670911.38716643,"PAN"
2047,3795235.03918507,"PAN"
2048,3923769.19067402,"PAN"
2049,4056656.43964664,"PAN"
2050,4194044.21351799,"PAN"
2021,12093690,"PER"
2022,12982635.5708305,"PER"
2023,13936923.0040619,"PER"
2024,14961355.2472786,"PER"
2025,16061088.2882851,"PER"
2026,17241657.1052954,"PER"
2027,18509003.5245877,"PER"
2028,19869506.1258342,"PER"
2029,21330012.3456191,"PER"
2030,22897872.9407227,"PER"
2031,24580978.9846262,"PER"
2032,26387801.5834411,"PER"
2033,28327434.5111542,"PER"
2034,30409639.9787726,"PER"
2035,32644897.7677254,"PER"
2036,35044457.9748114,"PER"
2037,37620397.6341598,"PER"
2038,40385681.5011822,"PER"
2039,43354227.3044439,"PER"
2040,46540975.7938681,"PER"
2041,49961965.9378266,"PER"
2042,53634415.6475857,"PER"
2043,57576808.4353952,"PER"
2044,61808986.4423726,"PER"
2045,66352250.3043925,"PER"
2046,71229466.3586098,"PER"
2047,76465181.7301885,"PER"
2048,82085747.8784693,"PER"
2049,88119453.2243874,"PER"
2050,94596665.5266563,"PER"
2021,46069140,"PHL"
2022,54818468.7045572,"PHL"
2023,65229446.677592,"PHL"
2024,77617649.934667,"PHL"
2025,92358587.8500189,"PHL"
2026,109899085.540849,"PHL"
2027,130770827.963806,"PHL"
2028,155606476.270296,"PHL"
2029,185158844.937189,"PHL"
2030,220323720.967252,"PHL"
2031,262167016.851517,"PHL"
2032,311957080.350144,"PHL"
2033,371203140.461042,"PHL"
2034,441701054.944742,"PHL"
2035,525587746.097676,"PHL"
2036,625405974.822934,"PHL"
2037,744181416.420496,"PHL"
2038,885514374.406816,"PHL"
2039,1053688912.37943,"PHL"
2040,1253802711.91541,"PHL"
2041,1491921592.737,"PHL"
2042,1775263378.93667,"PHL"
2043,2112416684.58726,"PHL"
2044,2513601250.53412,"PHL"
2045,2990977723.65927,"PHL"
2046,3559016268.60071,"PHL"
2047,4234935185.23025,"PHL"
2048,5039222827.19783,"PHL"
2049,5996258641.85949,"PHL"
2050,7135052156.45887,"PHL"
2021,34859140,"POL"
2022,35865966.2955188,"POL"
2023,36901872.4590247,"POL"
2024,37967698.3957984,"POL"
2025,39064308.2698577,"POL"
2026,40192591.2046158,"POL"
2027,41353462.0037762,"POL"
2028,42547861.8930488,"POL"
2029,43776759.2832891,"POL"
2030,45041150.5556788,"POL"
2031,46342060.8695843,"POL"
2032,47680544.9937488,"POL"
2033,49057688.1614911,"POL"
2034,50474606.9506049,"POL"
2035,51932450.1886723,"POL"
2036,53432399.8845246,"POL"
2037,54975672.186607,"POL"
2038,56563518.3690227,"POL"
